	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S18-PMC3470091	PMC3470091	9/2012	S18-PMC3470091	['these CAN cause Vitamin D deficiency in mothers’ Milk as the only source of Vitamin D for babies.6\nthere are EVIDENCES SHOWING the ROLE of Vitamin D in keeping normal Glucose Homeostasis.7-10resistance to Insulin and destruction of Insulin secretion in Human and Animal MODELS has CONSIDERABLY been RELATED to Vitamin D deficiency.']	[('INCOMPLETE_EVIDENCE', 6), ('INCOMPLETE_EVIDENCE', 109), ('INCOMPLETE_EVIDENCE', 119), ('SUPERFICIAL_RELATIONSHIP', 131), ('INCOMPLETE_EVIDENCE', 270), ('ANOMALY_CURIOUS_FINDING', 281), ('SUPERFICIAL_RELATIONSHIP', 299)]	7	[('CHEBI_27300', 'vitamin D', 16, 'vitamin D'), ('UBERON_0001913', 'milk', 49, 'milk'), ('CHEBI_27300', 'vitamin D', 76, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 139, 'vitamin D'), ('CHEBI_17234', 'glucose', 167, 'glucose'), ('GO_0042593', 'glucose homeostasis', 167, 'glucose homeostasis'), ('PR_000045358', 'insulin family protein', 205, 'insulin'), ('PR_000045358', 'insulin family protein', 232, 'insulin'), ('NCBITaxon_9606', 'Homo sapiens', 253, 'human'), ('NCBITaxon_33208', 'Metazoa', 263, 'animal'), ('CHEBI_27300', 'vitamin D', 310, 'vitamin D')]	0	[' mothers’ milk  babies.6\nthere  keeping normal glucose homeostasis.7-10resistance  destruction  secretion human animal  deficiency.']
S19-PMC3470091	PMC3470091	9/2012	S19-PMC3470091	['such a RELATION HAS BEEN ATTRIBUTED to special receptors for Vitamin D in Pancreatic Betacells.9moreover, Vitamin D WAS SHOWN to have positive EFFECTS on Insulin sensitivity, and its deficiency to have negative EFFECTS on the function of Betacells.11IN AGREEMENT with this, cohort studies REVEALED that Vitamin D had a PROTECTIVE EFFECT against diabetes type Ii.8,11also, Serum concentration of Vitamin D during 24-29thweek of Pregnancy in women suffering from Gestational diabetes mellitus (gdm) was lower than that in women without the disease.12\nthe study of Vitamin D status and improving it in the Lactating mothers with previous gdm is of CONSPICUOUS VALUE.4,13\ndue to the limited exposure to sunshine and inadequate Intake, the level of Vitamin D is reduced in the milk of Lactating mothers.']	[('SUPERFICIAL_RELATIONSHIP', 7), ('INCOMPLETE_EVIDENCE', 16), ('SUPERFICIAL_RELATIONSHIP', 25), ('INCOMPLETE_EVIDENCE', 116), ('SUPERFICIAL_RELATIONSHIP', 143), ('SUPERFICIAL_RELATIONSHIP', 211), ('INCOMPLETE_EVIDENCE', 250), ('INCOMPLETE_EVIDENCE', 289), ('SUPERFICIAL_RELATIONSHIP', 319), ('SUPERFICIAL_RELATIONSHIP', 330), ('IMPORTANT_CONSIDERATION', 645)]	11	[('CHEBI_27300', 'vitamin D', 61, 'vitamin D'), ('CL_0000169', 'type B pancreatic cell', 74, 'pancreatic betacells'), ('UBERON_0001264', 'pancreas', 74, 'pancreatic'), ('CHEBI_27300', 'vitamin D', 106, 'vitamin D'), ('PR_000045358', 'insulin family protein', 154, 'insulin'), ('CL_0000365', 'animal zygote', 238, 'betacells'), ('CHEBI_27300', 'vitamin D', 303, 'vitamin D'), ('CL_0002212', 'type II muscle cell', 359, 'II'), ('UBERON_0001977', 'blood serum', 372, 'serum'), ('CHEBI_27300', 'vitamin D', 395, 'vitamin D'), ('GO_0007565', 'female pregnancy', 427, 'pregnancy'), ('GO_0007565', 'female pregnancy', 461, 'gestational'), ('CHEBI_27300', 'vitamin D', 562, 'vitamin D'), ('GO_0007594', 'puparial adhesion', 603, 'lactating'), ('GO_0007631', 'feeding behavior', 723, 'intake'), ('CHEBI_27300', 'vitamin D', 744, 'vitamin D'), ('GO_0007594', 'puparial adhesion', 780, 'lactating')]	0	['receptors  pancreatic betacells.9moreover,  positive  sensitivity, betacells.11in this,  diabetes type ii.8,11also, serum concentration  24-29thweek pregnancy women gestational diabetes mellitus (gdm) women disease.12\nthe  status lactating mothers gdm value.4,13\ndue exposure sunshine intake,  milk lactating mothers.']
S87-PMC3717170	PMC3717170	5/2013	S87-PMC3717170	['2; unpublished data) and improved MARKERS of adiposity and Vitamin D status (Plasma concentrations of Glucose, Insulin, adiponectin, 25(Oh)D3, 1,25(Oh)2D3, and pth), BUT an increased Plasma Ca2+.']	[('SUPERFICIAL_RELATIONSHIP', 34), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 166)]	2	[('CHEBI_27300', 'vitamin D', 59, 'vitamin D'), ('UBERON_0001969', 'blood plasma', 77, 'plasma'), ('CHEBI_17234', 'glucose', 102, 'glucose'), ('PR_000045358', 'insulin family protein', 111, 'insulin'), ('CHEBI_62946', 'ammonium sulfate', 133, '25(OH)D3'), ('CHEBI_73394', 'Ala-Ser', 145, '25(OH)2D3'), ('UBERON_0001969', 'blood plasma', 183, 'plasma'), ('CHEBI_29108', 'calcium(2+)', 190, 'Ca2+.')]	0	['2; data) adiposity  status (plasma concentrations glucose, adiponectin, 25(oh)d3, 1,25(oh)2d3, pth), plasma ca2+.']
S134-PMC3717170	PMC3717170	5/2013	S134-PMC3717170	['from a biological perspective, the HYPOTHESIS that Vitamin D MAY BE a DETERMINANT of diabetes risk is PLAUSIBLE, AS both impaired Insulin secretion and action HAVE BEEN reported with Vitamin D insufficiency.']	[('INCOMPLETE_EVIDENCE', 35), ('INCOMPLETE_EVIDENCE', 61), ('SUPERFICIAL_RELATIONSHIP', 70), ('INCOMPLETE_EVIDENCE', 102), ('PROBABLE_UNDERSTANDING', 113), ('INCOMPLETE_EVIDENCE', 159)]	6	[('CHEBI_27300', 'vitamin D', 51, 'vitamin D'), ('PR_000045358', 'insulin family protein', 130, 'insulin'), ('CHEBI_27300', 'vitamin D', 183, 'vitamin D')]	0	['biological perspective,  diabetes plausible,  secretion  insufficiency.']
S43-PMC3760821	PMC3760821	9/2013	S43-PMC3760821	['further, it HAS BEEN SUGGESTED that Vitamin D CAN alter Glucose and Insulin Metabolism, and, THEREFORE, IMPACT on energy available to the foetus[11].']	[('INCOMPLETE_EVIDENCE', 12), ('INCOMPLETE_EVIDENCE', 46), ('PROBABLE_UNDERSTANDING', 93), ('SUPERFICIAL_RELATIONSHIP', 104)]	4	[('CHEBI_27300', 'vitamin D', 36, 'vitamin D'), ('CHEBI_17234', 'glucose', 56, 'glucose'), ('GO_0007369', 'gastrulation', 56, 'glucose ...'), ('GO_1901142', 'insulin metabolic process', 68, 'insulin metabolism'), ('PR_000045358', 'insulin family protein', 68, 'insulin')]	0	['further,  alter glucose  metabolism, and, therefore, energy foetus[11].']
S44-PMC3760821	PMC3760821	9/2013	S44-PMC3760821	['there are numerous REPORTS SUPPORTING a ROLE for Vitamin D in promoting Insulin sensitivity and maintaining Glycaemic Control in t2dm, WHILE the EVIDENCE for a similar ROLE in t1dm is more LIMITED.']	[('INCOMPLETE_EVIDENCE', 19), ('INCOMPLETE_EVIDENCE', 27), ('SUPERFICIAL_RELATIONSHIP', 40), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 135), ('INCOMPLETE_EVIDENCE', 145), ('SUPERFICIAL_RELATIONSHIP', 168), ('INCOMPLETE_EVIDENCE', 189)]	7	[('CHEBI_27300', 'vitamin D', 49, 'vitamin D'), ('PR_000045358', 'insulin family protein', 72, 'insulin'), ('GO_0051162', 'L-arabitol metabolic process', 108, 'glycaemic control')]	0	[' promoting  sensitivity maintaining glycaemic t2dm, t1dm limited.']
S174-PMC3760821	PMC3760821	9/2013	S174-PMC3760821	['POTENTIAL mechanisms by which Vitamin D MIGHT INFLUENCE Glycaemic Control in t1dm include, the IMPACT of this Vitamin on Intracellular Calcium Regulation and, THUS, Glucose transport in target Tissues, INFLUENCES on Insulin receptor Expression and the EFFECT of Vitamin D on systemic inflammation ASSOCIATED with Insulin resistance[31],[32].']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 40), ('SUPERFICIAL_RELATIONSHIP', 46), ('SUPERFICIAL_RELATIONSHIP', 95), ('PROBABLE_UNDERSTANDING', 159), ('SUPERFICIAL_RELATIONSHIP', 202), ('SUPERFICIAL_RELATIONSHIP', 252), ('SUPERFICIAL_RELATIONSHIP', 297)]	8	[('CHEBI_27300', 'vitamin D', 30, 'vitamin D'), ('GO_0051162', 'L-arabitol metabolic process', 56, 'glycaemic control'), ('CHEBI_33229', 'vitamin (role)', 110, 'vitamin'), ('GO_0005622', 'intracellular anatomical structure', 121, 'intracellular'), ('GO_0006260', 'DNA replication', 121, 'intracellular'), ('GO_0051303', 'establishment of chromosome localization', 135, 'calcium regulation'), ('CHEBI_17234', 'glucose', 165, 'glucose'), ('UBERON_0000479', 'tissue', 193, 'tissues'), ('PR_000045358', 'insulin family protein', 216, 'insulin'), ('GO_0010467', 'gene expression', 233, 'expression'), ('CHEBI_27300', 'vitamin D', 262, 'vitamin D'), ('PR_000045358', 'insulin family protein', 313, 'insulin')]	0	['potential mechanisms  glycaemic t1dm include, vitamin intracellular calcium and, thus, glucose transport tissues,  receptor expression  systemic inflammation  resistance[31],[32].']
S176-PMC3760821	PMC3760821	9/2013	S176-PMC3760821	['low Vitamin D levels are ASSOCIATED with Insulin resistance in t2dm and its co-morbidities[35].']	[('SUPERFICIAL_RELATIONSHIP', 25)]	1	[('CHEBI_27300', 'vitamin D', 4, 'vitamin D'), ('PR_000045358', 'insulin family protein', 41, 'insulin')]	0	['low  levels  resistance t2dm co-morbidities[35].']
S178-PMC3760821	PMC3760821	9/2013	S178-PMC3760821	['the results of a recent systematic review SUGGEST a weak EFFECT of Vitamin D supplementation in reducing fasting Glucose and improving Insulin resistance in patients with t2dm or impaired glucose tolerance[38].']	[('INCOMPLETE_EVIDENCE', 42), ('SUPERFICIAL_RELATIONSHIP', 57)]	2	[('CHEBI_27300', 'vitamin D', 67, 'vitamin D'), ('CHEBI_17234', 'glucose', 113, 'glucose'), ('PR_000045358', 'insulin family protein', 135, 'insulin')]	0	['results  supplementation reducing fasting glucose  resistance patients t2dm glucose tolerance[38].']
S21-PMC3827489	PMC3827489	10/2013	S21-PMC3827489	['the wide variety of nonskeletal diseases in which Vitamin D is IMPORTANT include Cardiovascular diseases3), obesity4), Metabolic syndrome5), Insulin resistance6), infection7), allergy8,9), some forms of cancers10-12), and Autoimmune diseases13).']	[('IMPORTANT_CONSIDERATION', 63)]	1	[('CHEBI_27300', 'vitamin D', 50, 'vitamin D'), ('UBERON_0004535', 'cardiovascular system', 81, 'cardiovascular'), ('GO_0008152', 'metabolic process', 119, 'metabolic'), ('PR_000045358', 'insulin family protein', 141, 'insulin'), ('UBERON_0001442', 'skeleton of manus', 222, 'autoimmune')]	0	['nonskeletal diseases  cardiovascular diseases3), obesity4), metabolic syndrome5),  resistance6), infection7), allergy8,9), forms cancers10-12), autoimmune diseases13).']
S83-PMC3827489	PMC3827489	10/2013	S83-PMC3827489	['studies have SUGGESTED that Vitamin D MAY directly Regulate Insulin secretion by binding to Pancreatic Β-Cell vdrs59), and MAY indirectly AFFECT Pancreatic Β-Cell function by Regulating Extracellular calcium concentrations59); these data SUGGEST that low Vitamin D levels MAY BE ASSOCIATED with Insulin resistance.']	[('INCOMPLETE_EVIDENCE', 13), ('INCOMPLETE_EVIDENCE', 38), ('INCOMPLETE_EVIDENCE', 123), ('SUPERFICIAL_RELATIONSHIP', 138), ('INCOMPLETE_EVIDENCE', 238), ('INCOMPLETE_EVIDENCE', 272), ('SUPERFICIAL_RELATIONSHIP', 279)]	7	[('CHEBI_27300', 'vitamin D', 28, 'vitamin D'), ('GO_0065007', 'biological regulation', 51, 'regulate'), ('PR_000045358', 'insulin family protein', 60, 'insulin'), ('CL_0000173', 'pancreatic D cell', 92, 'pancreatic β-cell'), ('UBERON_0001069', 'head of pancreas', 92, 'pancreatic β-'), ('CL_0000173', 'pancreatic D cell', 145, 'pancreatic β-cell'), ('UBERON_0001069', 'head of pancreas', 145, 'pancreatic β-'), ('GO_0065007', 'biological regulation', 175, 'regulating'), ('GO_0005576', 'extracellular region', 186, 'extracellular'), ('CHEBI_27300', 'vitamin D', 255, 'vitamin D'), ('PR_000045358', 'insulin family protein', 295, 'insulin')]	0	['studies  regulate  secretion binding pancreatic β-cell vdrs59), pancreatic β-cell extracellular calcium concentrations59);  levels  resistance.']
S86-PMC3827489	PMC3827489	10/2013	S86-PMC3827489	['moreover, a randomized clinical trial determining the efficacy of Vitamin D supplementation in obese adolescents SHOWED that supplementation of 4,000 iu Vitamin D3/day for 6 months significantly improved Insulin sensitivity60).']	[('INCOMPLETE_EVIDENCE', 113)]	1	[('CHEBI_27300', 'vitamin D', 66, 'vitamin D'), ('CHEBI_33279', 'vitamin D5', 153, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 153, 'vitamin D3'), ('PR_000045358', 'insulin family protein', 204, 'insulin')]	0	['moreover,  supplementation obese adolescents supplementation 4,000 iu vitamin d3/day 6 months  sensitivity60).']
