	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S36-PMC2889879	PMC2889879	5/2010	S36-PMC2889879	['HOWEVER, TO OUR KNOWLEDGE, NO STUDY has investigated the ASSOCIATION between dietary Intake of fish, Omega-3 and Omega-6 Pufa or Vitamin D and the risk of having positive psychotic symptoms in the general Adult population.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('PROBABLE_UNDERSTANDING', 9), ('FULL_UNKNOWN', 27), ('SUPERFICIAL_RELATIONSHIP', 57)]	4	[('GO_0007631', 'feeding behavior', 85, 'intake'), ('CHEBI_79370', 'ibho#10', 101, 'omega-3'), ('CHEBI_82670', 'ELQ-271', 113, 'omega-6 PUFA'), ('CHEBI_27300', 'vitamin D', 129, 'vitamin D'), ('UBERON_0007023', 'adult organism', 205, 'adult')]	0	['however, knowledge, dietary intake fish, omega-3 omega-6 pufa  positive psychotic symptoms  population.']
S134-PMC2889879	PMC2889879	5/2010	S134-PMC2889879	['NO earlier STUDIES that we ARE AWARE OF have evaluated the RELATIONSHIP between Adult Vitamin D levels and psychotic symptoms.']	[('FULL_UNKNOWN', 0), ('PROBABLE_UNDERSTANDING', 27), ('SUPERFICIAL_RELATIONSHIP', 59)]	3	[('UBERON_0007023', 'adult organism', 80, 'adult'), ('CHEBI_27300', 'vitamin D', 86, 'vitamin D')]	0	['  levels psychotic symptoms.']
S5-PMC2913107	PMC2913107	8/2010	S5-PMC2913107	['SIMULTANEOUS with the above two acta paediatrica publications, a PAPER elsewhere REPORTED that among 117 Adult psychiatric outpatients is sweden with various diagnoses, the 10 patients with autism had the lowest Vitamin D levels of any of the groups studied, a mean of 12 ng/ml (31 nm), approaching the osteomalacic range for Adults and the Rachitic range for children (6).']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 65), ('INCOMPLETE_EVIDENCE', 81)]	3	[('UBERON_0007023', 'adult organism', 105, 'adult'), ('CHEBI_27300', 'vitamin D', 212, 'vitamin D'), ('UBERON_0007023', 'adult organism', 326, 'adults'), ('UBERON_0000387', 'meniscus', 341, 'rachitic')]	0	['simultaneous acta paediatrica publications, among 117  psychiatric outpatients sweden diagnoses, 10 patients autism lowest  levels studied, 12 ng/ml (31 nm), approaching osteomalacic  rachitic children (6).']
S48-PMC3075531	PMC3075531	7/2010	S48-PMC3075531	['the ONLY study satisfying this condition used a nested case-control design to sample an underlying prospective cohort comprising over 7 million Individuals who served in the us military and had at least two Serum samples stored in the us department of defense Serum repository.18the study CONCLUDED that Serum concentration of 25 Hydroxyvitamin D in healthy young white Adults is an IMPORTANT PREDICTOR of their risk of developing ms, INDEPENDENTLY from their place of Birth and latitude of residence during childhood.18in a prospective investigation comprising approximately 200,000 women in the usa, Vitamin D intake was measured every 4 years by a comprehensive semi-quantitative Food frequency questionnaire.37the incidence of ms during the 30-year follow-up decreased with increasing Vitamin D intake (p=0.03 for trend) and was 33% lower among women in the highest quintile of Vitamin D intake versus those in the lowest quintile.17furthermore, ms incidence was 41% lower among women taking 400 iu per day or more from Supplements compared with non-users.17ATTEMPTS to RELATE Vitamin D intake to ms risk HAVE also BEEN made in casecontrol studies.']	[('INCOMPLETE_EVIDENCE', 4), ('INCOMPLETE_EVIDENCE', 289), ('IMPORTANT_CONSIDERATION', 383), ('SUPERFICIAL_RELATIONSHIP', 393), ('SUPERFICIAL_RELATIONSHIP', 435), ('INCOMPLETE_EVIDENCE', 1062), ('SUPERFICIAL_RELATIONSHIP', 1074), ('INCOMPLETE_EVIDENCE', 1109)]	8	[('NCBITaxon_1', 'root', 144, 'individuals'), ('UBERON_0001977', 'blood serum', 207, 'serum'), ('UBERON_0001977', 'blood serum', 260, 'Serum'), ('UBERON_0001977', 'blood serum', 304, 'serum'), ('CHEBI_37972', 'phosphorus-32 atom', 327, '25'), ('CHEBI_67825', '17beta,21beta-epoxyhopan-3-one', 330, 'hydroxyvitamin D'), ('UBERON_0007023', 'adult organism', 370, 'adults'), ('GO_0007567', 'parturition', 469, 'birth'), ('CHEBI_27300', 'vitamin D', 602, 'vitamin D'), ('CHEBI_33290', 'food', 683, 'food'), ('CHEBI_27300', 'vitamin D', 789, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 882, 'vitamin D'), ('CHEBI_33341', 'titanium atom', 1024, 'supplements'), ('CHEBI_27300', 'vitamin D', 1081, 'vitamin D')]	0	['condition case-control sample comprising 7 million individuals served us military serum samples stored us department defense serum repository.18the serum concentration 25 hydroxyvitamin healthy young white  ms, place birth latitude residence childhood.18in comprising 200,000 women usa,  intake 4 semi-quantitative food frequency questionnaire.37the ms 30-year follow-up decreased  intake (p=0.03 trend) 33% among women quintile  intake lowest quintile.17furthermore, ms 41% among women 400 iu day supplements non-users.17attempts  intake ms casecontrol studies.']
S58-PMC3075531	PMC3075531	7/2010	S58-PMC3075531	['THEREFORE, Genetic variations in Vitamin-D-related Genes MIGHT also AFFECT ms risk, EITHER directly OR by modifying the EFFECTS of Vitamin D.40\nour IMPLICATIONS for FUTURE RESEARCH and ms prevention and ACCORDING TO the basis of the results of the ONLY longitudinal study of Serum 25-Hydroxyvitamin D and ms onset,18and ASSUM-ING that these results are unbiased and Vitamin D is TRULY PROTECTIVE against ms, over 70% of ms cases in the usa and europe COULD BE PREVENTED by increasing the Serum 25-Hydroxyvitamin D concentration of adolescents and young Adults to above 100 nmol/l.4142these concentrations are commonly FOUND ONLY in Individuals with outdoor lifestyles in sunny regions, BUT COULD BE reached in MOST People by taking 1000-4000 iu Colecalciferol daily.8254344ALTHOUGH these doses are LARGELY CONSIDERED SAFE and POTENTIALLY beneficial for other outcomes,819CONFIRMATION of SAFETY and efficacy in a LARGE randomized TRIAL is NEEDED before making general RECOMMENDATIONS.']	[('PROBABLE_UNDERSTANDING', 0), ('INCOMPLETE_EVIDENCE', 57), ('SUPERFICIAL_RELATIONSHIP', 68), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 84), ('SUPERFICIAL_RELATIONSHIP', 120), ('IMPORTANT_CONSIDERATION', 148), ('FUTURE_WORK', 165), ('INCOMPLETE_EVIDENCE', 203), ('INCOMPLETE_EVIDENCE', 248), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 320), ('PROBABLE_UNDERSTANDING', 379), ('SUPERFICIAL_RELATIONSHIP', 385), ('INCOMPLETE_EVIDENCE', 451), ('SUPERFICIAL_RELATIONSHIP', 460), ('INCOMPLETE_EVIDENCE', 618), ('ANOMALY_CURIOUS_FINDING', 624), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 686), ('INCOMPLETE_EVIDENCE', 690), ('PROBABLE_UNDERSTANDING', 710), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 773), ('INCOMPLETE_EVIDENCE', 798), ('INCOMPLETE_EVIDENCE', 806), ('IMPORTANT_CONSIDERATION', 817), ('INCOMPLETE_EVIDENCE', 826), ('INCOMPLETE_EVIDENCE', 871), ('IMPORTANT_CONSIDERATION', 887), ('INCOMPLETE_EVIDENCE', 912), ('FUTURE_WORK', 938), ('FUTURE_WORK', 967)]	29	[('SO_0000704', 'gene', 11, 'genetic'), ('CHEBI_83326', 'tedizolid phosphate', 33, 'vitamin-D'), ('SO_0000704', 'gene', 51, 'genes'), ('CHEBI_27300', 'vitamin D', 131, 'vitamin D'), ('UBERON_0001977', 'blood serum', 275, 'serum'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 281, '25-hydroxyvitamin D'), ('CHEBI_27300', 'vitamin D', 366, 'vitamin D'), ('UBERON_0001977', 'blood serum', 488, 'serum'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 494, '25-hydroxyvitamin D'), ('UBERON_0007023', 'adult organism', 553, 'adults'), ('NCBITaxon_1', 'root', 632, 'individuals'), ('NCBITaxon_10088', 'Mus <genus>', 715, 'people'), ('CHEBI_50553', 'mancude carbobicyclic parent', 745, 'colecalciferol')]	0	['therefore, genetic vitamin-d-related genes ms risk, modifying .40\nour ms results longitudinal serum 25-hydroxyvitamin ms onset,18and results  ms, 70% ms cases usa europe serum 25-hydroxyvitamin concentration adolescents young  100 nmol/l.4142these concentrations individuals outdoor lifestyles sunny regions, people 1000-4000 iu colecalciferol daily.8254344although doses outcomes,819confirmation recommendations.']
S0-PMC3257641	PMC3257641	3/2010	S0-PMC3257641	['Vitamin D status during Pregnancy and aspects of offspring health\n\nabstract\nlow maternal Vitamin D levels during Pregnancy HAVE BEEN LINKED to various health outcomes in the offspring, ranging from periconceptional EFFECTS to diseases of Adult onset.']	[('INCOMPLETE_EVIDENCE', 123), ('SUPERFICIAL_RELATIONSHIP', 133), ('SUPERFICIAL_RELATIONSHIP', 215)]	3	[('CHEBI_28384', 'vitamin K', 0, 'Vitamin D'), ('GO_0007565', 'female pregnancy', 24, 'Pregnancy'), ('CHEBI_27300', 'vitamin D', 89, 'vitamin D'), ('GO_0007565', 'female pregnancy', 113, 'pregnancy'), ('UBERON_0007023', 'adult organism', 238, 'adult')]	0	['vitamin status pregnancy aspects offspring health\n\nabstract\nlow maternal  levels pregnancy outcomes offspring, periconceptional diseases  onset.']
S48-PMC3257641	PMC3257641	3/2010	S48-PMC3257641	['a NUMBER OF STUDIES within non-Pregnant Adult populations have examined 25(Oh)D levels in RELATION to DIFFERENT dosages, preparations or dosing intervals of oral Vitamin D (reviewed in[33]).']	[('INCOMPLETE_EVIDENCE', 2), ('SUPERFICIAL_RELATIONSHIP', 90), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 102)]	3	[('GO_0007565', 'female pregnancy', 31, 'pregnant'), ('UBERON_0007023', 'adult organism', 40, 'adult'), ('CHEBI_71657', 'versiconol acetate', 72, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 72, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 162, 'vitamin D')]	0	['non-pregnant  populations 25(oh)d levels dosages, preparations dosing intervals oral  (reviewed in[33]).']
S56-PMC3257641	PMC3257641	3/2010	S56-PMC3257641	['a RECENT meta-analysis of Vitamin D supplementation in RELATION to bone health in Adults, SHOWED that for every 1 iu increase in oral Vitamin D3, the 25(Oh)D level COULD BE expected to increase by 0.016 nmol/l, with a relatively linear RELATIONSHIP AT LEAST up to 2000 iu/day [45].']	[('INCOMPLETE_EVIDENCE', 2), ('SUPERFICIAL_RELATIONSHIP', 55), ('INCOMPLETE_EVIDENCE', 90), ('INCOMPLETE_EVIDENCE', 164), ('SUPERFICIAL_RELATIONSHIP', 236), ('PROBABLE_UNDERSTANDING', 249)]	6	[('CHEBI_27300', 'vitamin D', 26, 'vitamin D'), ('UBERON_0007023', 'adult organism', 82, 'adults'), ('CHEBI_33279', 'vitamin D5', 134, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 134, 'vitamin D3'), ('CHEBI_71657', 'versiconol acetate', 150, '25(OH)D')]	0	['meta-analysis  supplementation bone iu increase oral vitamin d3, 25(oh)d increase 0.016 nmol/l, linear 2000 iu/day [45].']
S132-PMC3257641	PMC3257641	3/2010	S132-PMC3257641	['this is a DIFFICULT BUT IMPORTANT AREA to research [101,102,103,104], with Animal work indicting transient Prenatal Vitamin D deficiency is ASSOCIATED with subtle alterations in Learning and Memory functions in Adult Rats [105].']	[('DIFFICULT_TASK', 10), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 20), ('IMPORTANT_CONSIDERATION', 24), ('FUTURE_WORK', 34), ('SUPERFICIAL_RELATIONSHIP', 140)]	5	[('NCBITaxon_33208', 'Metazoa', 75, 'animal'), ('GO_0007565', 'female pregnancy', 107, 'prenatal'), ('CHEBI_27300', 'vitamin D', 116, 'vitamin D'), ('GO_0007612', 'learning', 178, 'learning'), ('GO_0007613', 'memory', 191, 'memory'), ('UBERON_0007023', 'adult organism', 211, 'adult'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 217, 'rats')]	0	['[101,102,103,104], animal indicting transient prenatal  subtle alterations learning memory functions  rats [105].']
S140-PMC3257641	PMC3257641	3/2010	S140-PMC3257641	['seasonal PATTERNS of Birth in Adults [114] and children [115] with Brain tumors and epilepsy [116] HAVE BEEN NOTED and COULD BE evidence of an EFFECT of low Vitamin D status, BUT this is far from CONCLUSIVE.']	[('SUPERFICIAL_RELATIONSHIP', 9), ('INCOMPLETE_EVIDENCE', 99), ('ANOMALY_CURIOUS_FINDING', 109), ('INCOMPLETE_EVIDENCE', 119), ('SUPERFICIAL_RELATIONSHIP', 143), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 175), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 196)]	7	[('GO_0007567', 'parturition', 21, 'birth'), ('UBERON_0007023', 'adult organism', 30, 'adults'), ('UBERON_0000955', 'brain', 67, 'brain'), ('CHEBI_27300', 'vitamin D', 157, 'vitamin D')]	0	['seasonal birth  [114] children [115] brain tumors epilepsy [116]  status, conclusive.']
S143-PMC3257641	PMC3257641	3/2010	S143-PMC3257641	['in Adult ecological and observational studies there is considerable EVIDENCE that Vitamin D status MAY BE RELATED to risk or prognosis of a number of cancers, including of the Prostate [121] and Breast [122].']	[('INCOMPLETE_EVIDENCE', 68), ('INCOMPLETE_EVIDENCE', 99), ('SUPERFICIAL_RELATIONSHIP', 106)]	3	[('UBERON_0007023', 'adult organism', 3, 'adult'), ('CHEBI_27300', 'vitamin D', 82, 'vitamin D'), ('UBERON_0002367', 'prostate gland', 176, 'prostate'), ('UBERON_0000310', 'breast', 195, 'breast')]	0	[' ecological  status cancers, prostate [121] breast [122].']
