	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S89-PMC3309463	PMC3309463	6/2011	S89-PMC3309463	['with respect to the epidemiology of schizophrenia, we OUTLINE HOW one CANDIDATE environmental RISK FACTOR, low Prenatal Vitamin D, CAN result in environmental editing of Brain Development.']	[('INCOMPLETE_EVIDENCE', 54), ('EXPLICIT_QUESTION', 62), ('INCOMPLETE_EVIDENCE', 70), ('SUPERFICIAL_RELATIONSHIP', 94), ('INCOMPLETE_EVIDENCE', 131)]	5	[('GO_0007565', 'female pregnancy', 111, 'prenatal'), ('CHEBI_27300', 'vitamin D', 120, 'vitamin D'), ('PR_000006444', 'diacylglycerol kinase delta', 128, 'D'), ('GO_0007420', 'brain development', 170, 'brain development'), ('UBERON_0000955', 'brain', 170, 'brain')]	0	['respect epidemiology schizophrenia, environmental factor, prenatal result environmental editing .']
S162-PMC3338544	PMC3338544	4/2012	S162-PMC3338544	['if FURTHER EVIDENCE CONTINUES to SUPPORT this ASSOCIATION, the Dvd-deficient Mouse MODEL MAY BE utilized to FURTHER EXAMINE the ROLE Vitamin D plays in Brain Development with RELEVANCE to autism.']	[('INCOMPLETE_EVIDENCE', 3), ('INCOMPLETE_EVIDENCE', 20), ('INCOMPLETE_EVIDENCE', 33), ('SUPERFICIAL_RELATIONSHIP', 46), ('INCOMPLETE_EVIDENCE', 83), ('INCOMPLETE_EVIDENCE', 89), ('FUTURE_WORK', 108), ('SUPERFICIAL_RELATIONSHIP', 128), ('SUPERFICIAL_RELATIONSHIP', 175)]	9	[('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 63, 'DVD'), ('NCBITaxon_10088', 'Mus <genus>', 77, 'mouse'), ('CHEBI_27300', 'vitamin D', 133, 'vitamin D'), ('GO_0007420', 'brain development', 152, 'brain development'), ('UBERON_0000955', 'brain', 152, 'brain')]	0	['association, dvd-deficient mouse utilized  plays  autism.']
S170-PMC3338544	PMC3338544	4/2012	S170-PMC3338544	['such DIFFERENCES HIGHLIGHT the IMPORTANCE of species and strain selection in studies of altered Vitamin D Signalling and Brain Development.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 5), ('INCOMPLETE_EVIDENCE', 17), ('IMPORTANT_CONSIDERATION', 31)]	3	[('CHEBI_27300', 'vitamin D', 96, 'vitamin D'), ('GO_0048371', 'lateral mesodermal cell differentiation', 96, 'vitamin D signalling'), ('GO_0007420', 'brain development', 121, 'brain development'), ('UBERON_0000955', 'brain', 121, 'brain')]	0	['species selection altered  signalling .']
S19-PMC3347007	PMC3347007	4/2012	S19-PMC3347007	['Animal studies SHOW a POSSIBLE ASSOCIATION between maternal Vitamin D status and Brain Development in pups, which COULD POSSIBLY play a ROLE in Cognitive and Neurological Development [4].']	[('INCOMPLETE_EVIDENCE', 15), ('INCOMPLETE_EVIDENCE', 22), ('SUPERFICIAL_RELATIONSHIP', 31), ('INCOMPLETE_EVIDENCE', 114), ('INCOMPLETE_EVIDENCE', 120), ('SUPERFICIAL_RELATIONSHIP', 136)]	6	[('NCBITaxon_33208', 'Metazoa', 0, 'Animal'), ('CHEBI_27300', 'vitamin D', 60, 'vitamin D'), ('GO_0007420', 'brain development', 81, 'brain development'), ('UBERON_0000955', 'brain', 81, 'brain'), ('GO_0050890', 'cognition', 144, 'cognitive ...'), ('GO_0007399', 'nervous system development', 158, 'neurological development'), ('UBERON_0001016', 'nervous system', 158, 'neurological')]	0	['animal maternal  status  pups, play cognitive neurological [4].']
S1-PMC3407995	PMC3407995	7/2012	S1-PMC3407995	['purpose: to highlight the POTENTIAL BENEFITS of maternal supplementation with Docosahexaenoic Acid (Dha) and other IMPORTANT complimentary Nutrients, including Vitamin D, Folic Acid and Iodine during Pregnancy and/or Breast feeding for Foetal and/or infant Brain Development and/or function.']	[('INCOMPLETE_EVIDENCE', 26), ('IMPORTANT_CONSIDERATION', 36), ('IMPORTANT_CONSIDERATION', 115)]	3	[('CHEBI_36003', 'decenoic acid', 78, 'docosahexaenoic acid'), ('CHEBI_17874', 'dihydrozeatin', 100, 'DHA'), ('CHEBI_33284', 'nutrient', 139, 'nutrients'), ('CHEBI_27300', 'vitamin D', 160, 'vitamin D'), ('CHEBI_30751', 'formic acid', 171, 'folic acid'), ('CHEBI_24859', 'iodine atom', 186, 'iodine'), ('GO_0007565', 'female pregnancy', 200, 'pregnancy'), ('UBERON_0000310', 'breast', 217, 'breast'), ('GO_0000009', 'alpha-1,6-mannosyltransferase activity', 236, 'foetal ...'), ('GO_0007420', 'brain development', 257, 'brain development'), ('UBERON_0000955', 'brain', 257, 'brain')]	0	['purpose: maternal supplementation docosahexaenoic acid (dha) complimentary nutrients, folic acid iodine pregnancy and/or breast feeding foetal and/or infant  and/or function.']
S11-PMC3407995	PMC3407995	7/2012	S11-PMC3407995	['RECENT RESEARCH HAS SHOWN that maternal dietary deficiencies of Docosahexaenoic Acid (Dha), Vitamin D, Folic Acid and Iodine are ASSOCIATED with a variety of poor foetal and/or infant health outcomes MOSTLY IMPACTING Brain Development and/or function in infancy and OFTEN throughout Life.']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 16), ('SUPERFICIAL_RELATIONSHIP', 129), ('PROBABLE_UNDERSTANDING', 200), ('SUPERFICIAL_RELATIONSHIP', 207), ('PROBABLE_UNDERSTANDING', 266)]	6	[('CHEBI_36003', 'decenoic acid', 64, 'docosahexaenoic acid'), ('CHEBI_17874', 'dihydrozeatin', 86, 'DHA'), ('CHEBI_27300', 'vitamin D', 92, 'vitamin D'), ('CHEBI_30751', 'formic acid', 103, 'folic acid'), ('CHEBI_24859', 'iodine atom', 118, 'iodine'), ('GO_0007420', 'brain development', 217, 'brain development'), ('UBERON_0000955', 'brain', 217, 'brain'), ('UBERON_0000104', 'life cycle', 283, 'life')]	0	['recent maternal dietary docosahexaenoic acid (dha), folic acid iodine foetal and/or infant outcomes  and/or infancy throughout life.']
S13-PMC3407995	PMC3407995	7/2012	S13-PMC3407995	['a review of current literature was UNDERTAKEN to summarize the POTENTIAL benefits of maternal supplementation with Dha, Vitamin D, Folic Acid and Iodine during Pregnancy and/or Breast feeding for Foetal and/or infant Brain Development and/or function.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 35), ('INCOMPLETE_EVIDENCE', 63)]	2	[('CHEBI_17874', 'dihydrozeatin', 115, 'DHA'), ('CHEBI_27300', 'vitamin D', 120, 'vitamin D'), ('CHEBI_30751', 'formic acid', 131, 'folic acid'), ('CHEBI_24859', 'iodine atom', 146, 'iodine'), ('GO_0007565', 'female pregnancy', 160, 'pregnancy'), ('UBERON_0000310', 'breast', 177, 'breast'), ('GO_0000009', 'alpha-1,6-mannosyltransferase activity', 196, 'foetal ...'), ('GO_0007420', 'brain development', 217, 'brain development'), ('UBERON_0000955', 'brain', 217, 'brain')]	0	['maternal supplementation dha, folic acid iodine pregnancy and/or breast feeding foetal and/or infant  and/or function.']
S18-PMC3407995	PMC3407995	7/2012	S18-PMC3407995	['data was reviewed and summarized to discuss the RELEVANCE of dietary Dha, Vitamin D, Folic Acid and Iodine to Foetal and infant Brain Development and function, to PRESENT EVIDENCE DEMONSTRATING dietary deficiency of these Nutrients in many populations, to highlight the POTENTIAL benefits of maternal supplementation during Pregnancy and/or Lactation on foetal and/or infant outcomes and to include SAFE Intake RECOMMENDATIONS.']	[('IMPORTANT_CONSIDERATION', 48), ('INCOMPLETE_EVIDENCE', 163), ('INCOMPLETE_EVIDENCE', 180), ('INCOMPLETE_EVIDENCE', 270), ('IMPORTANT_CONSIDERATION', 399), ('FUTURE_WORK', 411)]	6	[('CHEBI_17874', 'dihydrozeatin', 69, 'DHA'), ('CHEBI_27300', 'vitamin D', 74, 'vitamin D'), ('CHEBI_30751', 'formic acid', 85, 'folic acid'), ('CHEBI_24859', 'iodine atom', 100, 'iodine'), ('GO_0000009', 'alpha-1,6-mannosyltransferase activity', 110, 'foetal ...'), ('GO_0007420', 'brain development', 128, 'brain development'), ('UBERON_0000955', 'brain', 128, 'brain'), ('CHEBI_33284', 'nutrient', 222, 'nutrients'), ('GO_0007565', 'female pregnancy', 324, 'pregnancy'), ('GO_0007595', 'lactation', 341, 'lactation'), ('GO_0007631', 'feeding behavior', 404, 'intake')]	0	['data dietary dha, folic acid iodine foetal infant  function, dietary nutrients populations, maternal supplementation pregnancy and/or lactation foetal and/or infant outcomes intake recommendations.']
S98-PMC3407995	PMC3407995	7/2012	S98-PMC3407995	['promote normal Brain Development—PRELIMINARY RESEARCH SUGGESTS that Gestational Vitamin D insufficiency HAS BEEN LINKED to altered Brain Development and Adult mental health [49], in particular schizophrenia [54].']	[('INCOMPLETE_EVIDENCE', 33), ('INCOMPLETE_EVIDENCE', 54), ('INCOMPLETE_EVIDENCE', 104), ('SUPERFICIAL_RELATIONSHIP', 113)]	4	[('GO_0007420', 'brain development', 15, 'brain development'), ('UBERON_0000955', 'brain', 15, 'brain'), ('GO_0007565', 'female pregnancy', 68, 'gestational'), ('CHEBI_27300', 'vitamin D', 80, 'vitamin D'), ('GO_0007420', 'brain development', 131, 'brain development'), ('UBERON_0000955', 'brain', 131, 'brain'), ('UBERON_0007023', 'adult organism', 153, 'adult')]	0	['promote normal —preliminary gestational  altered  adult mental [49], schizophrenia [54].']
S293-PMC3407995	PMC3407995	7/2012	S293-PMC3407995	['THERE IS EVIDENCE that Vitamin D during Pregnancy is INVOLVED in foetal Brain Development and that maternal Vitamin D deficiency during Pregnancy CAN alter the structure and function of the Brain resulting in Life long behavioural changes in the offspring [146,147,148].']	[('INCOMPLETE_EVIDENCE', 0), ('SUPERFICIAL_RELATIONSHIP', 53), ('INCOMPLETE_EVIDENCE', 146)]	3	[('CHEBI_27300', 'vitamin D', 23, 'vitamin D'), ('GO_0007565', 'female pregnancy', 40, 'pregnancy'), ('GO_0007420', 'brain development', 72, 'brain development'), ('UBERON_0000955', 'brain', 72, 'brain'), ('CHEBI_27300', 'vitamin D', 108, 'vitamin D'), ('GO_0007565', 'female pregnancy', 136, 'pregnancy'), ('UBERON_0000955', 'brain', 190, 'brain'), ('UBERON_0000104', 'life cycle', 209, 'life')]	0	[' pregnancy foetal  maternal  pregnancy alter structure brain resulting life behavioural changes offspring [146,147,148].']
S492-PMC3407995	PMC3407995	7/2012	S492-PMC3407995	['maternal supplementation with Dha, Vitamin D, Folic Acid and Iodine within RECOMMENDED SAFE intake quantities in a large segment of the population that is currently DEFICIENT in these Nutrients, COULD significantly prevent many Brain and Central Nervous System malfunctions and EVEN enhance Brain Development and function in future generations.']	[('FUTURE_WORK', 75), ('IMPORTANT_CONSIDERATION', 87), ('IMPORTANT_CONSIDERATION', 165), ('INCOMPLETE_EVIDENCE', 195), ('ANOMALY_CURIOUS_FINDING', 278)]	5	[('CHEBI_17874', 'dihydrozeatin', 30, 'DHA'), ('CHEBI_27300', 'vitamin D', 35, 'vitamin D'), ('CHEBI_30751', 'formic acid', 46, 'folic acid'), ('CHEBI_24859', 'iodine atom', 61, 'iodine'), ('CHEBI_33284', 'nutrient', 184, 'nutrients'), ('UBERON_0000955', 'brain', 228, 'brain'), ('UBERON_0001017', 'central nervous system', 238, 'central nervous system'), ('GO_0007420', 'brain development', 291, 'brain development'), ('UBERON_0000955', 'brain', 291, 'brain')]	0	['maternal supplementation dha, folic acid iodine intake quantities segment population nutrients, brain central nervous system malfunctions  generations.']
S108-PMC3476426	PMC3476426	8/2012	S108-PMC3476426	['maternal Vitamin D deficiency MAY BE a risk factor for autism, POSSIBLY by AFFECTING fetal Brain Development as well as by AFFECTING maternal Immune System status during Pregnancy [37,38].']	[('INCOMPLETE_EVIDENCE', 30), ('INCOMPLETE_EVIDENCE', 63), ('SUPERFICIAL_RELATIONSHIP', 75), ('SUPERFICIAL_RELATIONSHIP', 123)]	4	[('CHEBI_27300', 'vitamin D', 9, 'vitamin D'), ('GO_0007420', 'brain development', 91, 'brain development'), ('UBERON_0000955', 'brain', 91, 'brain'), ('UBERON_0002405', 'immune system', 142, 'immune system'), ('GO_0007565', 'female pregnancy', 170, 'pregnancy')]	0	['maternal  autism, fetal  maternal immune system status pregnancy [37,38].']
S51-PMC3713405	PMC3713405	7/2013	S51-PMC3713405	['to establish the biological PLAUSIBILITY of WHETHER Dvd deficiency COULD BE RELATED to schizophrenia, our group ESTABLISHED a Dvd-deficient Rat MODEL which HAS SHOWN that low Prenatal Vitamin D adversely AFFECTS Brain Development and Adult behavior, ESPECIALLY da development and da-RELATED behaviors.']	[('INCOMPLETE_EVIDENCE', 28), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 44), ('INCOMPLETE_EVIDENCE', 67), ('SUPERFICIAL_RELATIONSHIP', 76), ('INCOMPLETE_EVIDENCE', 112), ('INCOMPLETE_EVIDENCE', 144), ('INCOMPLETE_EVIDENCE', 156), ('SUPERFICIAL_RELATIONSHIP', 204), ('IMPORTANT_CONSIDERATION', 250), ('SUPERFICIAL_RELATIONSHIP', 283)]	10	[('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 52, 'DVD'), ('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 126, 'DVD'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 140, 'rat'), ('GO_0007565', 'female pregnancy', 175, 'prenatal'), ('CHEBI_27300', 'vitamin D', 184, 'vitamin D'), ('GO_0007420', 'brain development', 212, 'brain development'), ('UBERON_0000955', 'brain', 212, 'brain'), ('UBERON_0007023', 'adult organism', 234, 'adult')]	0	['biological dvd schizophrenia, dvd-deficient rat prenatal  adversely  adult behavior, da da-related behaviors.']
S85-PMC3713405	PMC3713405	7/2013	S85-PMC3713405	['gross brain anatomy, mitosis and apoptosis\nthe initial absence of Vitamin D also AFFECTS OTHER, more general, aspects of Brain Development that do not directly RELATE to Da Neurons.']	[('SUPERFICIAL_RELATIONSHIP', 81), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 89), ('SUPERFICIAL_RELATIONSHIP', 160)]	3	[('CHEBI_27300', 'vitamin D', 66, 'vitamin D'), ('GO_0007420', 'brain development', 121, 'brain development'), ('UBERON_0000955', 'brain', 121, 'brain'), ('CL_0000589', 'cochlear inner hair cell', 170, 'DA neurons')]	0	['gross brain anatomy, mitosis apoptosis\nthe absence  other, general, aspects  da neurons.']
S43-PMC3734354	PMC3734354	7/2013	S43-PMC3734354	['WHILE many Nutrients have a ROLE to play in Brain Development, certain ones SEEM TO BE of particular IMPORTANCE during fetal and neonatal life: protein, iron, zinc, Selenium, Iodine, Folate, Vitamin A, Choline, and Long-Chain polyunsaturated Fatty Acids (lcpufas) (georgieff,2007).']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('SUPERFICIAL_RELATIONSHIP', 28), ('ANOMALY_CURIOUS_FINDING', 76), ('IMPORTANT_CONSIDERATION', 101)]	4	[('CHEBI_33284', 'nutrient', 11, 'nutrients'), ('GO_0007420', 'brain development', 44, 'brain development'), ('UBERON_0000955', 'brain', 44, 'brain'), ('CHEBI_27568', 'selenium atom', 165, 'selenium'), ('CHEBI_24859', 'iodine atom', 175, 'iodine'), ('CHEBI_30863', '5-azaorotic acid', 183, 'folate'), ('CHEBI_27300', 'vitamin D', 191, 'vitamin A'), ('CHEBI_15354', 'choline', 202, 'choline'), ('CHEBI_28911', 'cob(III)alamin', 215, 'long-chain'), ('CHEBI_35366', 'fatty acid', 242, 'fatty acids')]	0	['nutrients play ones fetal neonatal life: protein, iron, zinc, selenium, iodine, folate, choline, long-chain polyunsaturated fatty acids (lcpufas) (georgieff,2007).']
S272-PMC4045304	PMC4045304	2/2014	S272-PMC4045304	['POOR maternal Vitamin D status or early childhood Vitamin deficiency or low activity of various Vitamin D RELATED enzymes MAY result in deficient activity in the Vitamin D system crucial for Brain Development.']	[('IMPORTANT_CONSIDERATION', 0), ('SUPERFICIAL_RELATIONSHIP', 106), ('INCOMPLETE_EVIDENCE', 122)]	3	[('CHEBI_27300', 'vitamin D', 14, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 50, 'vitamin'), ('CHEBI_27300', 'vitamin D', 96, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 162, 'vitamin D'), ('GO_0007420', 'brain development', 191, 'brain development'), ('UBERON_0000955', 'brain', 191, 'brain')]	0	['poor maternal  status childhood vitamin activity  enzymes result activity  system .']
