	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S167-PMC2996405	PMC2996405	11/2010	S167-PMC2996405	['it is THEREFORE POSSIBLE that the same Genes COULD BE Regulated by Vitamin D levels also in Neurons during Brain Development that, in turn, HAVE BEEN ASSOCIATED to schizophrenia [47].']	[('PROBABLE_UNDERSTANDING', 6), ('INCOMPLETE_EVIDENCE', 16), ('INCOMPLETE_EVIDENCE', 45), ('INCOMPLETE_EVIDENCE', 140), ('SUPERFICIAL_RELATIONSHIP', 150)]	5	[('SO_0000704', 'gene', 39, 'genes'), ('GO_0065007', 'biological regulation', 54, 'regulated'), ('CHEBI_27300', 'vitamin D', 67, 'vitamin D'), ('CL_0000540', 'neuron', 92, 'neurons'), ('GO_0007420', 'brain development', 107, 'brain development'), ('UBERON_0000955', 'brain', 107, 'brain')]	0	['genes   levels neurons brain that, turn, schizophrenia [47].']
S192-PMC2996405	PMC2996405	11/2010	S192-PMC2996405	['winac MAY rearrange the Nucleosome array around the positive and negative Vitamin D responsive elements (vdres), thereby facilitating the Coregulatory Complexes access for further transcription Control.']	[('INCOMPLETE_EVIDENCE', 6)]	1	[('GO_0000786', 'nucleosome', 24, 'nucleosome'), ('CHEBI_27300', 'vitamin D', 74, 'vitamin D'), ('GO_0065007', 'biological regulation', 138, 'coregulatory'), ('GO_0032991', 'protein-containing complex', 151, 'complexes'), ('GO_0065007', 'biological regulation', 194, 'control')]	0	['winac rearrange nucleosome array positive  responsive elements (vdres), facilitating  complexes access transcription .']
S10-PMC3075531	PMC3075531	7/2010	S10-PMC3075531	['introduction\nmultiple sclerosis (ms) is a chronic PROBABLY with Autoimmune basis and UNCERTAIN etiology characterized by Demyelinative and inflammatory physiopathology causing Axonal damages.12this disease AFFECTS females more than males with ordinary 10 years Relapsing-remitting course and secondary progressive phase.2on histological basis, T Helper Cells type 1 (th1) is the MOST RESPONSIBLE cause for pathologies SEEN in ms.1–3there are multiple RISK FACTORS for ms in a COMPLEX RELATIONSHIP with each other from Genetic ones to environmental FACTORS BUT exact mechanism leading to ms has REMAINED UNCLEAR yet.45from GUESSED environmental RISK FACTORS for ms, past infection with Ebv, smoking and low Serum level of Vitamin D are more favorable.67the MOST IMPORTANT Vitamin in calcium and Phosphor Homeostasis is Vitamin D. this Vitamin has PROPOSED POTENTIAL power for Modulating Immune System.48this is achieved via enhancing the Phagocytic function of Monocytes9And decreasing the secretion of Il-6, Il-12, Tnf-Α and Pge2 by Monocytes.10also, immature or semi mature Apc’S cannot mature in presence of 1,25 (Oh)2D.8MANY STUDIES SHOWED a ROLE of paracrine function and Nerve Growth Factor Synthesis Of Vitamin D in Cns and also, SHOWED that deficiency of this Vitamin in Pregnancy Period CAN cause Neural System disorder in Animal cases.811–14then, Vitamin D has a near RELATION with ms and the results of DIFFERENT studies can be summarized as follows: first, the EFFECT of latitude via exposure to sun light and Serum level of Vitamin D on ms prevalence, that increases with distance from equator, with ONLY one EXCEPTION in norway.23815second, vander et al.']	[('PROBABLE_UNDERSTANDING', 50), ('FULL_UNKNOWN', 85), ('SUPERFICIAL_RELATIONSHIP', 206), ('PROBABLE_UNDERSTANDING', 379), ('PROBABLE_UNDERSTANDING', 384), ('INCOMPLETE_EVIDENCE', 418), ('SUPERFICIAL_RELATIONSHIP', 451), ('DIFFICULT_TASK', 476), ('SUPERFICIAL_RELATIONSHIP', 484), ('SUPERFICIAL_RELATIONSHIP', 548), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 556), ('INCOMPLETE_EVIDENCE', 594), ('FULL_UNKNOWN', 603), ('INCOMPLETE_EVIDENCE', 622), ('SUPERFICIAL_RELATIONSHIP', 644), ('PROBABLE_UNDERSTANDING', 756), ('IMPORTANT_CONSIDERATION', 761), ('INCOMPLETE_EVIDENCE', 846), ('INCOMPLETE_EVIDENCE', 855), ('INCOMPLETE_EVIDENCE', 1123), ('INCOMPLETE_EVIDENCE', 1136), ('SUPERFICIAL_RELATIONSHIP', 1145), ('INCOMPLETE_EVIDENCE', 1236), ('INCOMPLETE_EVIDENCE', 1295), ('SUPERFICIAL_RELATIONSHIP', 1377), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1413), ('SUPERFICIAL_RELATIONSHIP', 1472), ('ANOMALY_CURIOUS_FINDING', 1612), ('ANOMALY_CURIOUS_FINDING', 1621)]	29	[('UBERON_0001442', 'skeleton of manus', 64, 'autoimmune'), ('GO_0006188', 'IMP biosynthetic process', 121, 'demyelinative'), ('GO_0030424', 'axon', 176, 'axonal'), ('GO_0065007', 'biological regulation', 261, 'relapsing'), ('CL_0000545', 'T-helper 1 cell', 344, 'T helper cells'), ('SO_0000704', 'gene', 518, 'genetic'), ('NCBITaxon_10088', 'Mus <genus>', 685, 'EBV'), ('UBERON_0001977', 'blood serum', 706, 'serum'), ('CHEBI_27300', 'vitamin D', 721, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 771, 'vitamin'), ('CHEBI_30215', 'muonide', 794, 'phosphor'), ('GO_0042592', 'homeostatic process', 803, 'homeostasis'), ('CHEBI_27300', 'vitamin D', 818, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 834, 'vitamin'), ('GO_0065007', 'biological regulation', 875, 'modulating'), ('UBERON_0002405', 'immune system', 886, 'immune system'), ('GO_0006909', 'phagocytosis', 937, 'phagocytic'), ('CL_0002198', 'oncocyte', 960, 'monocytes9and'), ('PR_000001470', 'interleukin-28B', 1002, 'IL-6'), ('PR_000001470', 'interleukin-28B', 1008, 'IL-12'), ('PR_000000134', 'tumor necrosis factor alpha', 1015, 'TNF-α'), ('PR_000012560', 'peroxisomal membrane protein PEX14', 1025, 'PGE2'), ('CL_0000576', 'monocyte', 1033, 'monocytes'), ('PR_000004122', 'adenomatous polyposis coli protein', 1075, 'APC'), ('PR_000011000', 'N-alpha-acetyltransferase 60', 1079, 's'), ('CHEBI_82784', 'PVP38-Ag NP', 1110, '1,25 (OH)2D'), ('UBERON_0001021', 'nerve', 1176, 'nerve'), ('GO_0040007', 'growth', 1182, 'growth factor'), ('GO_0030474', 'spindle pole body duplication', 1196, 'synthesis of vitamin D'), ('CHEBI_27300', 'vitamin D', 1209, 'vitamin D'), ('UBERON_0001017', 'central nervous system', 1222, 'CNS'), ('CHEBI_33229', 'vitamin (role)', 1267, 'vitamin'), ('GO_0007565', 'female pregnancy', 1278, 'pregnancy'), ('UBERON_0018298', 'stylocone', 1278, 'pregnancy period'), ('UBERON_0023879', 'neural system', 1305, 'neural system'), ('NCBITaxon_33208', 'Metazoa', 1331, 'animal'), ('CHEBI_27300', 'vitamin D', 1356, 'vitamin D'), ('UBERON_0001977', 'blood serum', 1521, 'serum'), ('CHEBI_27300', 'vitamin D', 1536, 'vitamin D')]	0	['introduction\nmultiple sclerosis (ms) chronic autoimmune etiology demyelinative inflammatory physiopathology axonal damages.12this disease females males ordinary 10 -remitting course secondary progressive phase.2on histological basis, helper cells type (th1) pathologies ms.1–3there ms genetic ones environmental exact ms yet.45from environmental ms, infection ebv, smoking serum  favorable.67the vitamin calcium phosphor homeostasis . vitamin  immune system.48this achieved via phagocytic monocytes9and decreasing secretion il-6, il-12, tnf-α pge2 monocytes.10also, immature semi mature apc’s mature presence 1,25 (oh)2d.8many paracrine nerve synthesis  cns also, vitamin pregnancy period neural system disorder animal cases.811–14then,  ms results follows: first, latitude via exposure sun serum  ms prevalence, distance equator, norway.23815second, vander et al.']
S11-PMC3075531	PMC3075531	7/2010	S11-PMC3075531	['SHOWED that sun exposure in Childhood period PREVENTS from ms.16third, it SEEMS low risk of ms in white population is ASSOCIATED with high Serum level of vitamin d or high oral Intake via supplements or oily fish in SOME STUDIES.217–19fourth, it HAVE BEEN SHOWN that Vitamin D CAN be a PROTECTIVE agent against experimental Autoimmune encephalitis in Mice (like ms in Humans).48finally, some scientists administered 100-1700 iu/day Vitamin D supplements in ms patients and OBSERVED the reduction of relapses.20–22the CANDIDATE for estimating Serum level of Vitamin D is 25-Hydroxy Vitamin D, BECAUSE of its prolonged half-Life.823–25it is used to assess an Individual’s overall Vitamin D nutritional status, BECAUSE its formation, UNLIKE that of 1, 25-Dihydroxy Vitamin D, is not tightly Regulated and it has a relatively long half-life (20-60 days).']	[('INCOMPLETE_EVIDENCE', 0), ('SUPERFICIAL_RELATIONSHIP', 45), ('ANOMALY_CURIOUS_FINDING', 74), ('SUPERFICIAL_RELATIONSHIP', 118), ('INCOMPLETE_EVIDENCE', 216), ('INCOMPLETE_EVIDENCE', 246), ('INCOMPLETE_EVIDENCE', 277), ('SUPERFICIAL_RELATIONSHIP', 286), ('INCOMPLETE_EVIDENCE', 473), ('INCOMPLETE_EVIDENCE', 517), ('PROBABLE_UNDERSTANDING', 592), ('PROBABLE_UNDERSTANDING', 708), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 731)]	13	[('UBERON_0013628', 'pollical pad', 28, 'childhood'), ('UBERON_0001977', 'blood serum', 139, 'serum'), ('GO_0007631', 'feeding behavior', 177, 'intake'), ('CHEBI_27300', 'vitamin D', 267, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 324, 'autoimmune'), ('NCBITaxon_10088', 'Mus <genus>', 351, 'mice'), ('NCBITaxon_9606', 'Homo sapiens', 368, 'humans'), ('CHEBI_27300', 'vitamin D', 432, 'vitamin D'), ('UBERON_0001977', 'blood serum', 542, 'serum'), ('CHEBI_27300', 'vitamin D', 557, 'vitamin D'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 570, '25-hydroxy vitamin D'), ('UBERON_0000104', 'life cycle', 622, 'life'), ('NCBITaxon_1', 'root', 657, 'individual'), ('CHEBI_27300', 'vitamin D', 678, 'vitamin D'), ('CHEBI_43176', 'hydroxy group', 752, 'dihydroxy'), ('CHEBI_27300', 'vitamin D', 762, 'vitamin D'), ('GO_0065007', 'biological regulation', 788, 'regulated')]	0	['showed sun exposure childhood period ms.16third, ms white population serum vitamin oral intake via supplements oily fish studies.217–19fourth,  agent autoimmune encephalitis mice (like ms humans).48finally, scientists administered 100-1700 iu/day  supplements ms patients reduction relapses.20–22the serum  25-hydroxy vitamin d, prolonged half-life.823–25it individual’s  nutritional status, formation, 1, 25-dihydroxy tightly  half-life (20-60 days).']
S104-PMC3235789	PMC3235789	12/2011	S104-PMC3235789	['there is EMERGING EVIDENCE that Vitamin D Regulates a KEY Antimicrobial peptide with broad Antimicrobial properties against gram-negative and gram-positive bacteria [40].']	[('INCOMPLETE_EVIDENCE', 9), ('IMPORTANT_CONSIDERATION', 54)]	2	[('CHEBI_27300', 'vitamin D', 32, 'vitamin D'), ('GO_0065007', 'biological regulation', 42, 'regulates'), ('CHEBI_65381', 'albizoside C', 58, 'antimicrobial'), ('CHEBI_65381', 'albizoside C', 91, 'antimicrobial')]	0	['  antimicrobial peptide broad antimicrobial properties gram-negative gram-positive bacteria [40].']
S127-PMC3271033	PMC3271033	1/2012	S127-PMC3271033	['regardless, Serum calcium in the Cord Blood and in the first days of Life is LIKELY Controlled by a VARIETY of FACTORS, of which Vitamin D is ONLY one FACTOR.']	[('PROBABLE_UNDERSTANDING', 77), ('DIFFICULT_TASK', 100), ('SUPERFICIAL_RELATIONSHIP', 111), ('INCOMPLETE_EVIDENCE', 142), ('SUPERFICIAL_RELATIONSHIP', 151)]	5	[('UBERON_0001977', 'blood serum', 12, 'serum'), ('UBERON_0002240', 'spinal cord', 33, 'cord'), ('UBERON_0000178', 'blood', 38, 'blood'), ('UBERON_0000104', 'life cycle', 69, 'life'), ('GO_0065007', 'biological regulation', 84, 'controlled'), ('CHEBI_27300', 'vitamin D', 129, 'vitamin D')]	0	['regardless, serum calcium cord blood days life  factors,  factor.']
S2-PMC3277098	PMC3277098	12/2011	S2-PMC3277098	['it has since been RECOGNIZED that the active form of Vitamin D, 1α,25(Oh)2D3, has direct AFFECTS on Naïve and Activated Helper T cells, Regulatory T Cells, Activated B Cells and Dendritic Cells.']	[('PROBABLE_UNDERSTANDING', 18), ('SUPERFICIAL_RELATIONSHIP', 89)]	2	[('CHEBI_27300', 'vitamin D', 53, 'vitamin D'), ('CHEBI_73394', 'Ala-Ser', 67, '25(OH)2D3'), ('CL_0000540', 'neuron', 100, 'naïve ...'), ('CL_0002627', 'mature astrocyte', 110, 'activated'), ('CL_0000545', 'T-helper 1 cell', 120, 'helper T'), ('CL_0000815', 'regulatory T cell', 136, 'regulatory T cells'), ('GO_0065007', 'biological regulation', 136, 'regulatory'), ('CL_0002063', 'type II pneumocyte', 156, 'activated B cells'), ('CL_0000451', 'dendritic cell', 178, 'dendritic cells')]	0	['form 1α,25(oh)2d3, activated helper cells,  cells, activated b cells dendritic cells.']
S45-PMC3277098	PMC3277098	12/2011	S45-PMC3277098	['in Human studies there is SOME EVIDENCE of a non-linear response to Vitamin D, in that both high and low levels HAVE BEEN ASSOCIATED with increased th2 activity, but also EVIDENCE of an increased Regulatory response.']	[('INCOMPLETE_EVIDENCE', 26), ('INCOMPLETE_EVIDENCE', 112), ('SUPERFICIAL_RELATIONSHIP', 122), ('INCOMPLETE_EVIDENCE', 171)]	4	[('NCBITaxon_9606', 'Homo sapiens', 3, 'human'), ('CHEBI_27300', 'vitamin D', 68, 'vitamin D'), ('GO_0065007', 'biological regulation', 196, 'regulatory')]	0	['human non-linear response levels th2 activity,  response.']
S46-PMC3277098	PMC3277098	12/2011	S46-PMC3277098	['ACCORDINGLY, there is INCREASING EVIDENCE that the immunomodulatory effect of Vitamin D MAY act not ONLY through Modulation of Helper T Cell function, but also through induction of Cd4+Cd25+ Regulatory T Cells (Tregs) [29].']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 22), ('INCOMPLETE_EVIDENCE', 88), ('INCOMPLETE_EVIDENCE', 100)]	4	[('CHEBI_27300', 'vitamin D', 78, 'vitamin D'), ('GO_0065007', 'biological regulation', 113, 'modulation'), ('CL_0000912', 'helper T cell', 127, 'helper T cell'), ('GO_0006283', 'transcription-coupled nucleotide-excision repair', 134, 'T cell'), ('PR_000001204', 'C-C chemokine receptor type 8', 181, 'CD4'), ('PR_000002030', 'alpha-type platelet-derived growth factor receptor', 185, 'CD25'), ('CL_0000815', 'regulatory T cell', 191, 'regulatory T cells'), ('GO_0065007', 'biological regulation', 191, 'regulatory'), ('CL_0000909', 'CD8-positive, alpha-beta memory T cell', 211, 'Tregs')]	0	['accordingly, immunomodulatory   helper cell function, induction cd4+cd25+  cells (tregs) [29].']
S56-PMC3277098	PMC3277098	12/2011	S56-PMC3277098	['given that B and T Cells are INFLUENCED by Vitamin D (section 4.1), there is SPECULATION that Orally Ingested Vitamin D COULD have the POTENTIAL to directly Modulate the function of Lymphocytes in the local Gut micro-environment.']	[('SUPERFICIAL_RELATIONSHIP', 29), ('INCOMPLETE_EVIDENCE', 77), ('INCOMPLETE_EVIDENCE', 120), ('INCOMPLETE_EVIDENCE', 135)]	4	[('CL_0000969', 'regulatory B cell', 11, 'B ...'), ('CL_0000084', 'T cell', 17, 'T cells'), ('CHEBI_27300', 'vitamin D', 43, 'vitamin D'), ('UBERON_0000065', 'respiratory tract', 94, 'orally'), ('GO_0007631', 'feeding behavior', 101, 'ingested'), ('CHEBI_27300', 'vitamin D', 110, 'vitamin D'), ('GO_0065007', 'biological regulation', 157, 'modulate'), ('CL_0000542', 'lymphocyte', 182, 'lymphocytes'), ('UBERON_0001555', 'digestive tract', 207, 'gut')]	0	['given b cells  (section 4.1), orally ingested   lymphocytes local gut micro-environment.']
S70-PMC3277098	PMC3277098	12/2011	S70-PMC3277098	['the exact physiological mechanisms behind these OBSERVATIONS REMAINS unanswered, however there is GROWING EVIDENCE of Genetic variability that Modulates sensitivity to, and EFFECTS of, Vitamin D exposure.']	[('INCOMPLETE_EVIDENCE', 48), ('INCOMPLETE_EVIDENCE', 61), ('INCOMPLETE_EVIDENCE', 98), ('SUPERFICIAL_RELATIONSHIP', 173)]	4	[('SO_0000704', 'gene', 118, 'genetic'), ('GO_0065007', 'biological regulation', 143, 'modulates'), ('CHEBI_27300', 'vitamin D', 185, 'vitamin D')]	0	['exact physiological mechanisms behind unanswered, genetic  sensitivity to, of,  exposure.']
