	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
514	SO_0000694	SNP	0.01947953077450567	10841	57	8688	52	1.0	False	1.0	False
868	GO_0001525	angiogenesis	0.02312630630588312	10841	17	8688	17	1.0	False	1.0	False
1843	UBERON_0001091	calcareous tooth	0.02312630630588312	10841	17	8688	17	1.0	False	1.0	False
2471	UBERON_0000479	tissue	0.023403032171214085	10841	95	8688	84	1.0	False	1.0	False
930	PR_000006474	ATP-dependent RNA helicase A	0.02342716765159342	10841	26	8688	25	1.0	False	1.0	False
1277	GO_0036268	swimming	0.024046721308562884	10841	82	8688	73	1.0	False	1.0	False
250	CHEBI_71657	versiconol acetate	0.025163326462282733	10841	1176	8688	968	1.0	False	1.0	False
1590	UBERON_0001637	artery	0.02827245548168473	10841	25	8688	24	1.0	False	1.0	False
1870	UBERON_0000074	renal glomerulus	0.02886788119914169	10841	16	8688	16	1.0	False	1.0	False
1473	GO_0045087	innate immune response	0.034078614494598945	10841	24	8688	23	1.0	False	1.0	False
508	GO_0009790	embryo development	0.034078614494598945	10841	24	8688	23	1.0	False	1.0	False
851	PR_000008920	interferon alpha-7	0.036034092224930335	10841	15	8688	15	1.0	False	1.0	False
2476	CHEBI_34300	2-naphthoyl-CoA	0.036034092224930335	10841	15	8688	15	1.0	False	1.0	False
1478	GO_0042359	vitamin D metabolic process	0.038499164754373455	10841	52	8688	47	1.0	False	1.0	False
2171	CHEBI_63056	zinc cation	0.039800368808849344	10841	45	8688	41	1.0	False	1.0	False
629	CHEBI_50905	teratogenic agent	0.04497822417893016	10841	14	8688	14	1.0	False	1.0	False
2500	UBERON_0000165	mouth	0.04931609818567398	10841	22	8688	21	1.0	False	1.0	False
613	GO_0042592	homeostatic process	0.04931609818567398	10841	22	8688	21	1.0	False	1.0	False
2457	PR_000001470	interleukin-28B	0.0540733386096757	10841	87	8688	76	1.0	False	1.0	False
949	UBERON_0002048	lung	0.05415795342317982	10841	209	8688	177	1.0	False	1.0	False
812	UBERON_0002204	musculoskeletal system	0.05614111947071418	10841	13	8688	13	1.0	False	1.0	False
502	UBERON_0001847	lobule of pinna	0.05614111947071418	10841	13	8688	13	1.0	False	1.0	False
1265	GO_0007601	visual perception	0.06018377830750989	10841	42	8688	38	1.0	False	1.0	False
2270	UBERON_0001049	neural tube	0.07007286569165752	10841	12	8688	12	1.0	False	1.0	False
2275	GO_0018240	protein S-linked glycosylation via cysteine	0.07007286569165752	10841	12	8688	12	1.0	False	1.0	False
344	GO_0007623	circadian rhythm	0.07007286569165752	10841	12	8688	12	1.0	False	1.0	False
2572	GO_0055073	cadmium ion homeostasis	0.07388805150115024	10841	27	8688	25	1.0	False	1.0	False
199	GO_0030154	cell differentiation	0.07388805150115024	10841	27	8688	25	1.0	False	1.0	False
898	NCBITaxon_9606	Homo sapiens	0.0741951928486718	10841	232	8688	195	1.0	False	1.0	False
1507	GO_0007620	copulation	0.07857720259634121	10841	40	8688	36	1.0	False	1.0	False
1598	UBERON_0002240	spinal cord	0.08589900204406462	10841	268	8688	224	1.0	False	1.0	False
1299	GO_0042571	immunoglobulin complex, circulating	0.08641590943573359	10841	26	8688	24	1.0	False	1.0	False
171	UBERON_0000023	wing	0.08745985195749863	10841	11	8688	11	1.0	False	1.0	False
264	GO_0051318	G1 phase	0.08745985195749863	10841	11	8688	11	1.0	False	1.0	False
698	GO_0007566	embryo implantation	0.08952345123518976	10841	39	8688	35	1.0	False	1.0	False
1846	GO_0042593	glucose homeostasis	0.10132715045961245	10841	18	8688	17	1.0	False	1.0	False
582	PR_000007719	frizzled-2	0.1091585223037835	10841	10	8688	10	1.0	False	1.0	False
2449	CHEBI_25512	neurotransmitter	0.1091585223037835	10841	10	8688	10	1.0	False	1.0	False
175	GO_0050900	leukocyte migration	0.1091585223037835	10841	10	8688	10	1.0	False	1.0	False
1718	GO_0000003	reproduction	0.11969170621976422	10841	49	8688	43	1.0	False	1.0	False
1989	CHEBI_59132	antigen	0.12073307949474647	10841	17	8688	16	1.0	False	1.0	False
1812	UBERON_0001013	adipose tissue	0.12073307949474647	10841	17	8688	16	1.0	False	1.0	False
757	UBERON_0001987	placenta	0.12163914774692262	10841	107	8688	91	1.0	False	1.0	False
2386	CHEBI_50114	estrogen	0.1362374828447049	10841	9	8688	9	1.0	False	1.0	False
530	CL_0000960	T3 B cell	0.1362374828447049	10841	9	8688	9	1.0	False	1.0	False
771	CL_0000136	fat cell	0.1362374828447049	10841	9	8688	9	1.0	False	1.0	False
1107	PR_000008989	interleukin-1 family member 7	0.1362374828447049	10841	9	8688	9	1.0	False	1.0	False
1390	CHEBI_29108	calcium(2+)	0.1362374828447049	10841	9	8688	9	1.0	False	1.0	False
1607	PR_000000035	BMP receptor type-1A	0.1362374828447049	10841	9	8688	9	1.0	False	1.0	False
1008	GO_0001501	skeletal system development	0.13638358109165657	10841	23	8688	21	1.0	False	1.0	False
2248	GO_0060033	anatomical structure regression	0.13638358109165657	10841	23	8688	21	1.0	False	1.0	False
1160	CHEBI_33284	nutrient	0.14303646670200437	10841	258	8688	214	1.0	False	1.0	False
2161	GO_0009057	macromolecule catabolic process	0.14352725760429713	10841	16	8688	15	1.0	False	1.0	False
1801	CHEBI_50904	allergen	0.14352725760429713	10841	16	8688	15	1.0	False	1.0	False
1251	CHEBI_52217	pharmaceutical	0.14352725760429713	10841	16	8688	15	1.0	False	1.0	False
1389	GO_0007568	aging	0.14410515693236667	10841	29	8688	26	1.0	False	1.0	False
1105	UBERON_0000160	intestine	0.15605911450400917	10841	64	8688	55	1.0	False	1.0	False
951	GO_0031649	heat generation	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
1259	CL_0002327	mammary gland epithelial cell	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
12	GO_0001890	placenta development	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
1619	UBERON_0002386	forelimb zeugopod	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
1802	GO_0002065	columnar/cuboidal epithelial cell differentiation	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
1838	CHEBI_83326	tedizolid phosphate	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
81	GO_0051162	L-arabitol metabolic process	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
2207	GO_0051235	maintenance of location	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
2224	GO_0006936	muscle contraction	0.1700300289903167	10841	8	8688	8	1.0	False	1.0	False
1219	PR_000001155	Toll-like receptor 4	0.1701960715224443	10841	15	8688	14	1.0	False	1.0	False
1166	GO_0048848	neurohypophysis morphogenesis	0.1701960715224443	10841	15	8688	14	1.0	False	1.0	False
1424	CHEBI_18243	dopamine	0.1701960715224443	10841	15	8688	14	1.0	False	1.0	False
2235	CL_0000623	natural killer cell	0.1701960715224443	10841	15	8688	14	1.0	False	1.0	False
2420	PR_000006770	cytoplasmic dynein 1 heavy chain 1	0.1701960715224443	10841	15	8688	14	1.0	False	1.0	False
1240	NCBITaxon_1	root	0.18029006429327013	10841	237	8688	196	1.0	False	1.0	False
1352	CHEBI_73394	Ala-Ser	0.20125875826451278	10841	14	8688	13	1.0	False	1.0	False
2375	GO_0007605	sensory perception of sound	0.20125875826451278	10841	14	8688	13	1.0	False	1.0	False
19	UBERON_0007221	neonate stage	0.20125875826451278	10841	14	8688	13	1.0	False	1.0	False
1490	SO_0001024	haplotype	0.20125875826451278	10841	14	8688	13	1.0	False	1.0	False
2703	CHEBI_50850	etabonate ester	0.20125875826451278	10841	14	8688	13	1.0	False	1.0	False
2490	GO_0007618	mating	0.2090397343462125	10841	55	8688	47	1.0	False	1.0	False
289	UBERON_0001017	central nervous system	0.20950255084850722	10841	32	8688	28	1.0	False	1.0	False
2623	UBERON_0000062	organ	0.21018178301882307	10841	20	8688	18	1.0	False	1.0	False
790	CHEBI_46744	DDT-2,3-dihydrodiol	0.2115065347835379	10841	26	8688	23	1.0	False	1.0	False
1449	GO_0009653	anatomical structure morphogenesis	0.2121996698652018	10841	7	8688	7	1.0	False	1.0	False
1439	CL_0000815	regulatory T cell	0.2121996698652018	10841	7	8688	7	1.0	False	1.0	False
710	GO_0008219	cell death	0.2121996698652018	10841	7	8688	7	1.0	False	1.0	False
758	UBERON_0001464	hip	0.2121996698652018	10841	7	8688	7	1.0	False	1.0	False
2173	GO_0007507	heart development	0.2121996698652018	10841	7	8688	7	1.0	False	1.0	False
967	GO_0001966	thigmotaxis	0.2121996698652018	10841	7	8688	7	1.0	False	1.0	False
1399	UBERON_0001348	brown adipose tissue	0.22196233300783216	10841	43	8688	37	1.0	False	1.0	False
2110	GO_0006915	apoptotic process	0.2341612885695528	10841	31	8688	27	1.0	False	1.0	False
746	CHEBI_35222	inhibitor	0.23725382035400394	10841	13	8688	12	1.0	False	1.0	False
1017	GO_0006281	DNA repair	0.23725382035400394	10841	13	8688	12	1.0	False	1.0	False
495	UBERON_0001005	respiratory airway	0.2390338237597527	10841	59	8688	50	1.0	False	1.0	False
1591	UBERON_0001986	endothelium	0.24126930601152058	10841	19	8688	17	1.0	False	1.0	False
901	PR_000001949	tumor necrosis factor ligand superfamily member 4	0.2524950372247384	10841	36	8688	31	1.0	False	1.0	False
785	GO_0007129	homologous chromosome pairing at meiosis	0.2524950372247384	10841	36	8688	31	1.0	False	1.0	False
1851	GO_0042368	vitamin D biosynthetic process	0.26096410464102593	10841	30	8688	26	1.0	False	1.0	False
172	UBERON_0006954	mammary gland myoepithelium	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
413	CHEBI_37540	arabinarate(2-)	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
2705	GO_0006953	acute-phase response	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
699	CL_0000025	egg cell	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
174	CHEBI_17088	monoacyl-sn-glycerol 3-phosphate	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1819	CHEBI_22651	ascorbate	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1917	CL_0000359	vascular associated smooth muscle cell	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
270	PR_000002011	MHC class I histocompatibility antigen C alpha chain	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
2114	CHEBI_52240	p-quaterphenyl	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
673	GO_0005739	mitochondrion	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
378	GO_0051301	cell division	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1823	PR_000008919	interferon alpha-6	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1908	GO_0048513	animal organ development	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1995	CHEBI_75275	tetradecyl sulfonic acid	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
914	CHEBI_35224	effector	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1010	CHEBI_86929	S b G-5,5-G b S A CH2	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
910	GO_0001814	negative regulation of antibody-dependent cellular cytotoxicity	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
2616	UBERON_0001844	cochlea	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1301	CHEBI_74304	(6Z,9Z,12Z,15Z,18Z,21Z)-3-oxotetracosahexaenoyl-CoA(4-)	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
852	UBERON_0000995	uterus	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1442	CHEBI_27732	caffeine	0.26482186397000534	10841	6	8688	6	1.0	False	1.0	False
1374	GO_0032991	protein-containing complex	0.278716700888636	10841	12	8688	11	1.0	False	1.0	False
1482	GO_0040011	locomotion	0.278716700888636	10841	12	8688	11	1.0	False	1.0	False
1133	CHEBI_16856	glutathione	0.278716700888636	10841	12	8688	11	1.0	False	1.0	False
173	CHEBI_51438	D-isoascorbic acid	0.278716700888636	10841	12	8688	11	1.0	False	1.0	False
2363	CHEBI_37983	sulfur-35 atom	0.2899528935893281	10841	29	8688	25	1.0	False	1.0	False
2258	CHEBI_37958	dye	0.30508655929146117	10841	45	8688	38	1.0	False	1.0	False
963	GO_0007567	parturition	0.317712606155917	10841	1482	8688	1195	1.0	False	1.0	False
2659	CHEBI_72765	verruculogen	0.319673078389404	10841	39	8688	33	1.0	False	1.0	False
1951	CHEBI_65381	albizoside C	0.319673078389404	10841	39	8688	33	1.0	False	1.0	False
617	PR_000006009	alpha-catulin	0.319673078389404	10841	39	8688	33	1.0	False	1.0	False
735	CL_0000738	leukocyte	0.32113889373050614	10841	28	8688	24	1.0	False	1.0	False
280	CHEBI_28017	starch	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
993	CHEBI_36933	oxygen-19 atom	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1656	CL_0002608	hippocampal neuron	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1470	CHEBI_10033	warfarin	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2189	PR_000000034	BMP	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2679	UBERON_0000054	macula	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
353	CHEBI_27026	toxin	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
877	CHEBI_26871	terpene alkaloid	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1266	UBERON_0000976	humerus	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2454	UBERON_2000442	supraneural bone	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2047	PR_000002325	dynein light chain 1, cytoplasmic	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1190	CHEBI_32035	potassium hydroxide	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1082	PR_000010430	MAP kinase-interacting serine/threonine-protein kinase 2	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
70	CHEBI_47519	ketoconazole	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
740	CL_0002246	peripheral blood stem cell	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
661	GO_0006508	proteolysis	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
843	GO_0007585	respiratory gaseous exchange by respiratory system	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
68	UBERON_0006074	lumbar region of vertebral column	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1967	GO_0060819	inactivation of X chromosome by genetic imprinting	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2530	UBERON_0005445	segment of pes	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1487	PR_000006100	aromatase	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
648	GO_0044308	axonal spine	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1480	CHEBI_28911	cob(III)alamin	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
813	CL_0000080	circulating cell	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
1368	PR_000009809	leukocyte immunoglobulin-like receptor subfamily B member 2	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2677	CHEBI_25098	lyxoside	0.33048597466490964	10841	5	8688	5	1.0	False	1.0	False
2676	CHEBI_31341	calcium dihydroxide	0.33595677373852106	10841	33	8688	28	1.0	False	1.0	False
89	UBERON_0000948	heart	0.35191217490761134	10841	75	8688	62	1.0	False	1.0	False
1142	GO_0007596	blood coagulation	0.35449616547323837	10841	27	8688	23	1.0	False	1.0	False
1141	UBERON_0001155	colon	0.35687776892657896	10841	16	8688	14	1.0	False	1.0	False
167	GO_0006412	translation	0.35687776892657896	10841	16	8688	14	1.0	False	1.0	False
1454	CHEBI_52915	phosphatediyl group	0.35687776892657896	10841	16	8688	14	1.0	False	1.0	False
474	GO_0010467	gene expression	0.35762692385839784	10841	184	8688	150	1.0	False	1.0	False
2330	GO_0071743	IgE immunoglobulin complex, circulating	0.36622176397765105	10841	48	8688	40	1.0	False	1.0	False
456	UBERON_0009472	axilla	0.37756858614326155	10841	37	8688	31	1.0	False	1.0	False
2064	GO_0007594	puparial adhesion	0.37983334440595967	10841	58	8688	48	1.0	False	1.0	False
566	PR_000000046	TGF-beta	0.3799481276901485	10841	10	8688	9	1.0	False	1.0	False
1740	GO_0050905	neuromuscular process	0.3799481276901485	10841	10	8688	9	1.0	False	1.0	False
1233	CL_0000576	monocyte	0.38995482186316577	10841	26	8688	22	1.0	False	1.0	False
2155	UBERON_0001555	digestive tract	0.38995482186316577	10841	26	8688	22	1.0	False	1.0	False
1735	PR_000006110	cytochrome P450 27, mitochondrial	0.40316622208365055	10841	15	8688	13	1.0	False	1.0	False
465	GO_0048870	cell motility	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
726	CHEBI_34850	milrinone lactate	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1599	UBERON_0002106	spleen	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
269	UBERON_0001782	pigmented layer of retina	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1595	CHEBI_3647	chlorpromazine	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1396	CHEBI_26254	prenylnaphthoquinone	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1588	CHEBI_33280	molecular messenger	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
876	CHEBI_4657	disopyramide	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1548	CHEBI_73735	gadoterate	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1445	CHEBI_13389	NAD	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
249	CHEBI_7496	nelfinavir	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
417	SO_0000276	miRNA	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
445	GO_0042136	neurotransmitter biosynthetic process	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1326	CHEBI_67376	dihydrooroxylin A	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1867	CHEBI_26764	steroid hormone	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1785	GO_0034205	amyloid-beta formation	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1661	UBERON_0002483	trabecular bone tissue	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1849	PR_000009655	laminin subunit beta-2	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1669	CHEBI_51383	hydridocarbon(3.)	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
540	CHEBI_16027	adenosine 5'-monophosphate	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
532	PR_000009450	keratin, type II cytoskeletal 1	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1270	GO_0055064	chloride ion homeostasis	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1842	UBERON_0001970	bile	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1702	CL_0000111	peripheral neuron	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
931	UBERON_0007311	sputum	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
984	CL_0002063	type II pneumocyte	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
980	UBERON_0003109	parapophysis	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
677	GO_0006900	vesicle budding from membrane	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1614	GO_0007530	sex determination	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
426	UBERON_0001137	dorsum	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2707	CHEBI_16610	spermidine	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
117	CHEBI_7495	nefazodone hydrochloride	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2056	CL_0000010	cultured cell	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2102	GO_0030254	protein secretion by the type III secretion system	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2214	PR_000002046	interferon regulatory factor 4	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2233	GO_0016441	posttranscriptional gene silencing	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2370	GO_0003163	sinoatrial node development	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2421	UBERON_0011919	yolk sac blood island	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
101	UBERON_3010813	vent glands	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
100	CHEBI_35704	N(2)-acetyl-L-lysine	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2046	CHEBI_60425	amyloid fibril	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
92	GO_0070639	vitamin D2 metabolic process	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2509	GO_0060324	face development	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
58	SO_0000036	matrix_attachment_site	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
47	UBERON_0000947	aorta	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2602	GO_0009056	catabolic process	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2618	GO_0030431	sleep	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2661	CHEBI_75872	(R)-sarin	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
13	GO_0007049	cell cycle	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2689	GO_0046849	bone remodeling	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
88	CHEBI_52071	dextran	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
2041	GO_0006397	mRNA processing	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
1692	PR_000009877	loss of heterozygosity 11 chromosomal region 2 gene A protein	0.41242244442907067	10841	4	8688	4	1.0	False	1.0	False
850	GO_0046660	female sex differentiation	0.4174319363113159	10841	20	8688	17	1.0	False	1.0	False
258	GO_0006266	DNA ligation	0.4174319363113159	10841	20	8688	17	1.0	False	1.0	False
1749	PR_000006444	diacylglycerol kinase delta	0.4175832116431209	10841	292	8688	236	1.0	False	1.0	False
2562	CHEBI_26346	prostaglandins J	0.4403703981793923	10841	9	8688	8	1.0	False	1.0	False
920	UBERON_0001509	triceps brachii	0.4403703981793923	10841	9	8688	8	1.0	False	1.0	False
2271	GO_0018884	carbazole metabolic process	0.4403703981793923	10841	9	8688	8	1.0	False	1.0	False
1580	UBERON_0000981	femur	0.4403703981793923	10841	9	8688	8	1.0	False	1.0	False
2442	GO_0006260	DNA replication	0.45322419288637295	10841	14	8688	12	1.0	False	1.0	False
973	CHEBI_79370	ibho#10	0.45322419288637295	10841	14	8688	12	1.0	False	1.0	False
745	PR_000003010	moesin isoform 1	0.45322419288637295	10841	14	8688	12	1.0	False	1.0	False
85	UBERON_0001264	pancreas	0.45322419288637295	10841	14	8688	12	1.0	False	1.0	False
2048	UBERON_0002367	prostate gland	0.45322419288637295	10841	14	8688	12	1.0	False	1.0	False
1700	CL_0000542	lymphocyte	0.5067625438518678	10841	13	8688	11	1.0	False	1.0	False
11	CHEBI_46751	quinolizidine	0.5069990015175146	10841	18	8688	15	1.0	False	1.0	False
