	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
2717	explicit_question	PMC1187906	[(1774, 1777)]	how	['[1-4] Which specific families are affected, however, is highly dependent on micro-social factors in the family related to how well resources are used in the proximal or microsocial environment.']	(1652, 1845)
2718	explicit_question	PMC1187906	[(3180, 3188)]	question	"['The essential question is ""How will the last dollar earned be spent?""']"	(3166, 3235)
2719	explicit_question	PMC1187906	[(3193, 3196)]	How	"['The essential question is ""How will the last dollar earned be spent?""']"	(3166, 3235)
2720	explicit_question	PMC1187906	[(3233, 3235)]	"?"""	"['The essential question is ""How will the last dollar earned be spent?""']"	(3166, 3235)
2721	explicit_question	PMC1187906	[(11079, 11082)]	Are	['Are these comments applicable internationally?']	(11079, 11125)
2722	explicit_question	PMC1187906	[(11124, 11125)]	?	['Are these comments applicable internationally?']	(11079, 11125)
2723	explicit_question	PMC1187906	[(15333, 15338)]	which	"['The first three questions of the USDA/Cornell Radimer food insecurity surveys are used in our work to determine which children are ""at-risk.""']"	(15221, 15362)
2724	explicit_question	PMC1187906	[(15410, 15412)]	Is	"['Caption (TABLE-WRAP): TABLE 1\n\nIs this child ""at-risk"" for food insecurity?Please tell me whether the following statements are true of you:A. I worry whether my food will run out before I get money to buy more.']"	(15379, 15589)
2725	explicit_question	PMC1187906	[(15453, 15454)]	?	"['Caption (TABLE-WRAP): TABLE 1\n\nIs this child ""at-risk"" for food insecurity?Please tell me whether the following statements are true of you:A. I worry whether my food will run out before I get money to buy more.']"	(15379, 15589)
2726	explicit_question	PMC1187906	[(17162, 17165)]	how	['The use and misuse of convenience foods, characteristic of contemporary food consumption patterns in the United States, illustrates how economic and social factors interact to affect nutritional status among the poor.']	(17030, 17247)
3223	explicit_question	PMC1280409	[(5574, 5577)]	how	['After describing selected findings on infection and nutrition that illustrate the methods used, we then describe how this study has been used to investigate prenatal lead exposure as a risk factor.']	(5461, 5658)
3517	explicit_question	PMC1281283	[(2884, 2892)]	question	['However, for women making dietary choices, the relevant question is whether eating fish and other seafood during pregnancy will impair their children’s development.']	(2828, 2992)
3518	explicit_question	PMC1281283	[(2896, 2903)]	whether	['However, for women making dietary choices, the relevant question is whether eating fish and other seafood during pregnancy will impair their children’s development.']	(2828, 2992)
3519	explicit_question	PMC1281283	[(7255, 7260)]	asked	['We also asked about known exposure to mercury, for example, from occupational exposure.']	(7247, 7334)
3520	explicit_question	PMC1281283	[(22484, 22488)]	what	['A recently updated federal advisory reiterated health warnings while encouraging women to consume up to two seafood meals per week (U.S. Department of Health and Human Services 2004), but it is unclear to what extent women understand the details of the health message or simply hear that seafood contains mercury and therefore is harmful.']	(22279, 22617)
3521	explicit_question	PMC1281283	[(24407, 24414)]	whether	['Future cohort follow-up will help determine whether fish and mercury are associated with intelligence later in childhood.']	(24363, 24484)
4535	explicit_question	PMC1448690	[(3468, 3471)]	why	"[""Most recently, a further aspect of Strachan's hypothesis has received considerable attention, particularly from the media, namely his proposition that the reason why this key exposure no longer occurs, or occurs to an insufficient extent, is the trend not only towards smaller family sizes but also ‘improved household amenities and higher standards of personal cleanliness’– in effect, cleaner homes.""]"	(3306, 3707)
4536	explicit_question	PMC1448690	[(4652, 4661)]	questions	['It sought to do this by addressing two distinct questions:\nHow clear is the evidence of a causal link between a decline in microbial exposure and the recent rises in atopic disease?']	(4604, 4785)
4537	explicit_question	PMC1448690	[(4663, 4666)]	How	['It sought to do this by addressing two distinct questions:\nHow clear is the evidence of a causal link between a decline in microbial exposure and the recent rises in atopic disease?']	(4604, 4785)
4538	explicit_question	PMC1448690	[(4784, 4785)]	?	['It sought to do this by addressing two distinct questions:\nHow clear is the evidence of a causal link between a decline in microbial exposure and the recent rises in atopic disease?']	(4604, 4785)
4539	explicit_question	PMC1448690	[(4789, 4793)]	what	['To what extent might cleaning and hygiene, as distinct from other influences on microbial exposure, be a significant factor?']	(4786, 4910)
4540	explicit_question	PMC1448690	[(4909, 4910)]	?	['To what extent might cleaning and hygiene, as distinct from other influences on microbial exposure, be a significant factor?']	(4786, 4910)
4541	explicit_question	PMC1448690	[(13419, 13422)]	how	['The epidemiological studies show that although these factors are related to the incidence of atopic disease, they do not explain how the relationship operates.']	(13290, 13449)
4542	explicit_question	PMC1448690	[(14153, 14156)]	why	['This could explain why younger siblings have less later atopy.']	(14134, 14196)
4543	explicit_question	PMC1448690	[(21183, 21191)]	question	['An important question is whether HAV acts at a molecular level, or is merely a marker for poor orofaecal hygiene and exposure to other gastrointestinal organisms.']	(21170, 21332)
4544	explicit_question	PMC1448690	[(40000, 40004)]	what	['Since foods are only controlled for pathogens, there are no available data to indicate what trends might have occurred in the broad microbial content of our diet during the period critical for the rise in atopy.']	(39913, 40124)
4545	explicit_question	PMC1448690	[(43114, 43117)]	how	['In line with this a study with laboratory mice [122] showed that antibiotic-induced changes in the gastrointestinal tract can affect how the immune system responds to common allergens in the lungs.']	(42981, 43178)
4546	explicit_question	PMC1448690	[(52938, 52941)]	how	['Family size undoubtedly influences the potential for case-to-case spread of infection by both aerosol and other routes, but it cannot be assumed that a large family inevitably causes increased spread of infection, or poor hygienic conditions: much depends on socio-economic factors such as overcrowding, sharing a bedroom, bed-sharing or awareness of how to prevent infections.']	(52587, 52964)
4547	explicit_question	PMC1448690	[(53915, 53923)]	question	['Evidence in relation to this question derives from the following sources:\nEpidemiological studies of the relationship between the proxy measures of cleanliness and hygiene and the rise in atopy\n\nHygiene practices in relation to atopy\nIn two recent studies, Sherriff and co-workers [184,185] examined the link between ‘hygiene behaviour’ and atopy by devising hygiene scores for personal hygiene practices, and looking for associations with wheezing and atopic eczema.']	(53886, 54353)
4548	explicit_question	PMC1448690	[(56381, 56387)]	raises	['While the responders in this long-standing ALSPAC study would be accustomed to answering questions, the association of high scores with social disadvantage (low educational attainment and overcrowded living conditions) and maternal smoking is surprising and raises the possibility of an association between social disadvantage and a tendency to exaggerate about personal cleanliness, particularly where this relates to childcare.']	(56123, 56552)
4549	explicit_question	PMC1448690	[(56740, 56743)]	how	['The study also contains no measures of microbial exposure or how effective individual hygiene practices may have been in terms of reducing microbial exposure.']	(56679, 56837)
4550	explicit_question	PMC1448690	[(70540, 70543)]	how	['A key questions with regard to the hygiene hypothesis, which remains to be addressed, is how big the critical microbial exposure needs to be.']	(70451, 70592)
4551	explicit_question	PMC1448690	[(70593, 70597)]	Must	['Must exposure be sufficient to cause clinical infection or at least asymptomatic colonization, or is ‘subclinical exposure’ adequate to produce the required immune response?']	(70593, 70766)
4552	explicit_question	PMC1448690	[(70765, 70766)]	?	['Must exposure be sufficient to cause clinical infection or at least asymptomatic colonization, or is ‘subclinical exposure’ adequate to produce the required immune response?']	(70593, 70766)
4553	explicit_question	PMC1448690	[(82025, 82033)]	question	['The link between atopy, microbial exposure and hygiene practice in the home\nThe second key question for this review is whether the microbial exposure that is vital for the development of the immune system might no longer occur, or might occur to an insufficient extent, is a result of modern trends in hygiene and personal cleanliness.']	(81934, 82269)
4554	explicit_question	PMC1448690	[(82053, 82060)]	whether	['The link between atopy, microbial exposure and hygiene practice in the home\nThe second key question for this review is whether the microbial exposure that is vital for the development of the immune system might no longer occur, or might occur to an insufficient extent, is a result of modern trends in hygiene and personal cleanliness.']	(81934, 82269)
4555	explicit_question	PMC1448690	[(86434, 86438)]	what	['For example, changes must have occurred in the non-pathogenic microbial flora of water or foods consequent on changing technologies of water purification and food production etc, but as food and water is only routinely monitored for pathogen content there are no data to show what these trends might have been.']	(86158, 86468)
4556	explicit_question	PMC1448690	[(87376, 87379)]	why	['On the contrary, current concerns about ID, and the key role that hygiene plays in controlling ID, provides compelling reasons why we should not do this.']	(87249, 87402)
4557	explicit_question	PMC1448690	[(93217, 93220)]	how	['As untreated water may contain up to 109mycobacteria per litre, the difficulty is how to preserve the ‘friendly’ species while removing those likely to cause disease.']	(93135, 93301)
4558	explicit_question	PMC1448690	[(95756, 95760)]	when	['Whatever the reality regarding atopy and microbial exposure, ‘targeted hygiene’ with its emphasis on selective hygiene intervention when and where risks of infection are greatest makes sense on its own merits because it seeks to maximize protection against the harmful effects of ID, while retaining the beneficial effects which microbes may have on our human and natural environment.']	(95624, 96008)
6463	explicit_question	PMC1544352	[(527, 530)]	why	['Secondary aims were to explore why women took the herbal medicine, where they received advice, what form the supplements took and if they perceived the supplements to be helpful.']	(496, 674)
6464	explicit_question	PMC1544352	[(563, 568)]	where	['Secondary aims were to explore why women took the herbal medicine, where they received advice, what form the supplements took and if they perceived the supplements to be helpful.']	(496, 674)
6465	explicit_question	PMC1544352	[(591, 595)]	what	['Secondary aims were to explore why women took the herbal medicine, where they received advice, what form the supplements took and if they perceived the supplements to be helpful.']	(496, 674)
6466	explicit_question	PMC1544352	[(1933, 1937)]	what	['Conclusion\nUse of herbal supplements in pregnancy is likely to be relatively high and it is important to ascertain what supplements (if any) women are taking.']	(1818, 1976)
6467	explicit_question	PMC1544352	[(19536, 19537)]	?	['Caption (TABLE-WRAP): TABLE 3\n\nHerbal supplements women reported using during pregnancy (n = 588)Herb takenNo%Most common form of supplement*Most common reason/s for use reported by women**Gestation commenced (if applicable) Who recommended supplement use*% who reported the supplement helped?']	(19244, 19537)
6468	explicit_question	PMC1544352	[(21048, 21052)]	what	['Raspberry leaf83 13.9 Tea (71%)Tablet (22%)Syrup (5%)Strengthen or tone uterus ready for labour (76%)30 weeks or later 63/71 (89%)Friends (37%)Naturopath (23%)Self (22%)N/AGinger68 11.6 Tea (46%)Tablet (40%)Syrup (11%)Nausea (85%)Early in pregnancy 58/59 (98%)Self (42%)Friends (39%)Naturopath (17%)43/56 (76.8%)Chamomile65 11.1 Tea (100%)Relax/calming/help sleep (65%)Aid digestion/help nausea (25%)No patternSelf (71%)Family (15%)Friends (11%)45/54 (83%)Cranberry juice51 8.7 Syrup/liquid (91%)Juice (6%)Tablet (2%)Prevent/treat urinary tract infections (56%)Vitamin C intake (19%)Enjoy/like it (16%)Early in pregnancy/or <= 20 wks (68%)Self (63%)Friends (14%)Local doctor (14%)28/36 (78%)Echinacea17 2.9 Tablet (63%)Syrup/liquid (25%)Tea (13%)Cold/flu (81%)Increase immunity (13%)No patternSelf (59%)Friends (18%)6/13 (46%)Evening primrose oil11 1.9 Tablet (100%)No patternNo patternSelf (36%)Friends (36%)2/7 (29%)Digestive bitters9 1.5 Syrup/liquid (56%)Tablet (44%)Digestive disorders (100%)No patternNo pattern8/9 (89%)Slippery elm9 1.5 Tablet (56%)Powder (33%)Tea (11%)Digestive disorders (88%)No patternNaturopath (33%)Self (33%)5/8 (63%)Garlic8 1.4 Tablet (100%)Variety of reasonsNo patternSelf (50%)Family (50%)Naturopath (38%)3/6 (50%)Chinese herbs8 1.4 Syrup (50%)Tea (33%)Variety of reasonsNo patternChinese doctor (63%)6/8 (75%)\n* Does not total 100% as only most common responses included\n* More than one answer could be given\nFor each herbal supplement they used, women were asked to describe what form of the supplement they used; why they used it; when they commenced taking it; when the supplement was ceased; who recommended the supplements use; and if they considered the supplement had been of help.']	(19538, 21260)
6469	explicit_question	PMC1544352	[(21087, 21090)]	why	['Raspberry leaf83 13.9 Tea (71%)Tablet (22%)Syrup (5%)Strengthen or tone uterus ready for labour (76%)30 weeks or later 63/71 (89%)Friends (37%)Naturopath (23%)Self (22%)N/AGinger68 11.6 Tea (46%)Tablet (40%)Syrup (11%)Nausea (85%)Early in pregnancy 58/59 (98%)Self (42%)Friends (39%)Naturopath (17%)43/56 (76.8%)Chamomile65 11.1 Tea (100%)Relax/calming/help sleep (65%)Aid digestion/help nausea (25%)No patternSelf (71%)Family (15%)Friends (11%)45/54 (83%)Cranberry juice51 8.7 Syrup/liquid (91%)Juice (6%)Tablet (2%)Prevent/treat urinary tract infections (56%)Vitamin C intake (19%)Enjoy/like it (16%)Early in pregnancy/or <= 20 wks (68%)Self (63%)Friends (14%)Local doctor (14%)28/36 (78%)Echinacea17 2.9 Tablet (63%)Syrup/liquid (25%)Tea (13%)Cold/flu (81%)Increase immunity (13%)No patternSelf (59%)Friends (18%)6/13 (46%)Evening primrose oil11 1.9 Tablet (100%)No patternNo patternSelf (36%)Friends (36%)2/7 (29%)Digestive bitters9 1.5 Syrup/liquid (56%)Tablet (44%)Digestive disorders (100%)No patternNo pattern8/9 (89%)Slippery elm9 1.5 Tablet (56%)Powder (33%)Tea (11%)Digestive disorders (88%)No patternNaturopath (33%)Self (33%)5/8 (63%)Garlic8 1.4 Tablet (100%)Variety of reasonsNo patternSelf (50%)Family (50%)Naturopath (38%)3/6 (50%)Chinese herbs8 1.4 Syrup (50%)Tea (33%)Variety of reasonsNo patternChinese doctor (63%)6/8 (75%)\n* Does not total 100% as only most common responses included\n* More than one answer could be given\nFor each herbal supplement they used, women were asked to describe what form of the supplement they used; why they used it; when they commenced taking it; when the supplement was ceased; who recommended the supplements use; and if they considered the supplement had been of help.']	(19538, 21260)
6470	explicit_question	PMC1544352	[(29125, 29128)]	why	['The data also demonstrated that providers of care were not a major influence on why women took herbal supplements.']	(29045, 29159)
6471	explicit_question	PMC1544352	[(29325, 29329)]	when	['This study therefore adds to what is known on the topic, and may guide clinicians when they are seeking to understand what (if any) supplements women in similar populations may be taking in pregnancy.']	(29243, 29443)
6472	explicit_question	PMC1544352	[(29361, 29365)]	what	['This study therefore adds to what is known on the topic, and may guide clinicians when they are seeking to understand what (if any) supplements women in similar populations may be taking in pregnancy.']	(29243, 29443)
6473	explicit_question	PMC1544352	[(29560, 29564)]	what	['Conclusion\nUse of herbal supplements in pregnancy is likely to be relatively high and it is important to ascertain what supplements (if any) women are taking.']	(29445, 29603)
6668	explicit_question	PMC1592148	[(2135, 2143)]	question	['In recent years, however, the effectiveness of this strategy has been called into question [1].']	(2053, 2148)
6669	explicit_question	PMC1592148	[(4589, 4593)]	what	['Despite the growing interest, for most people it remains unclear what is meant by internatal care.']	(4524, 4622)
6670	explicit_question	PMC1592148	[(5724, 5727)]	how	['Even for women with healthcare coverage, it is unclear how much and what internatal care they are currently getting.']	(5669, 5785)
6671	explicit_question	PMC1592148	[(5737, 5741)]	what	['Even for women with healthcare coverage, it is unclear how much and what internatal care they are currently getting.']	(5669, 5785)
6672	explicit_question	PMC1592148	[(18069, 18072)]	how	['Stress\nMaternal stress is perhaps the hardest to screen; clinicians are often at a loss as to how to screen or what to do with a positive screen.']	(17975, 18120)
6673	explicit_question	PMC1592148	[(18086, 18090)]	what	['Stress\nMaternal stress is perhaps the hardest to screen; clinicians are often at a loss as to how to screen or what to do with a positive screen.']	(17975, 18120)
6674	explicit_question	PMC1592148	[(32342, 32346)]	what	['Our model of internatal care is unlikely to be effective without effective psychosocial interventions, but we will not know what these are as long as we keep looking for quick biomedical fixes.']	(32218, 32411)
6675	explicit_question	PMC1592148	[(33012, 33015)]	how	['Providers of internatal care need to consider how to better coordinate and integrate services in order to improve access.']	(32966, 33087)
6676	explicit_question	PMC1592148	[(33976, 33977)]	?	['First, shouldn’t the schedule of visits be individualized according to individual needs?']	(33889, 33977)
6677	explicit_question	PMC1592148	[(37813, 37817)]	what	['In addition to the core contents of universal internatal care recommended above for all women of childbearing ages, we will examine what enhanced contents may benefit their long-term health, as well as the outcome of their subsequent pregnancy.']	(37681, 37925)
6678	explicit_question	PMC1592148	[(64886, 64889)]	how	['More importantly, even less is known about the trajectories to long-term women’s health or child health, or how to alter these pathways and trajectories.']	(64778, 64931)
6679	explicit_question	PMC1592148	[(66874, 66878)]	what	['Identifying what internatal interventions work in the community may be just as important as identifying what works in the clinical setting.']	(66862, 67001)
6680	explicit_question	PMC1592148	[(66966, 66970)]	what	['Identifying what internatal interventions work in the community may be just as important as identifying what works in the clinical setting.']	(66862, 67001)
7558	explicit_question	PMC1626394	[(47, 48)]	?	['Reproductive Toxicity: Too Much of a Good Thing?']	(0, 48)
8308	explicit_question	PMC1779612	[(6993, 6997)]	what	['Women did not specify what type of healthcare work they had done, and many might have done work that required no CMV-related knowledge or training.']	(6971, 7118)
8309	explicit_question	PMC1779612	[(7617, 7620)]	how	"[""Surveys should be conducted of healthcare providers' knowledge and practices relating to congenital CMV, including how well providers adhere to these ACOG recommendations.""]"	(7502, 7673)
8310	explicit_question	PMC1779612	[(10112, 10117)]	which	['Further research is needed to assess which prevention messages work best for CMV and which educational interventions are most effective.']	(10075, 10211)
8311	explicit_question	PMC1779612	[(10160, 10165)]	which	['Further research is needed to assess which prevention messages work best for CMV and which educational interventions are most effective.']	(10075, 10211)
8606	explicit_question	PMC1852384	[(28192, 28195)]	How	['How this compares with the perioperative mortality after laparoscopic RYGB is still unclear because many series of patients having laparoscopic RYGB do not include patients with the highest BMIs, above 60 or 70\xa0kg/m2, or patients having revisional surgery.']	(28192, 28448)
8788	explicit_question	PMC1865559	[(4826, 4829)]	how	['There is an emergent theory addressing how early life cues such as nutrition can influence phenotypic development and the expression of traits such as elements of reproductive performance [10], operating through the processes of changed epigenetic expression [11].']	(4787, 5051)
9240	explicit_question	PMC1888711	[(0, 5)]	Could	['Could a simple antenatal package combining micronutritional supplementation with presumptive treatment of infection prevent maternal deaths in sub-Saharan Africa?']	(0, 162)
9241	explicit_question	PMC1888711	[(161, 162)]	?	['Could a simple antenatal package combining micronutritional supplementation with presumptive treatment of infection prevent maternal deaths in sub-Saharan Africa?']	(0, 162)
9242	explicit_question	PMC1888711	[(3696, 3699)]	ask	['In this paper, we ask whether a simple antenatal package which combines micronutritional supplementation with presumptive treatment of infection, given through antenatal care or taken at home under limited supervision, could prevent some of the 250,000 maternal deaths which have been estimated to occur each year in sub-Saharan Africa [8].']	(3678, 4018)
9243	explicit_question	PMC1888711	[(19347, 19355)]	question	['We question why there is so little emphasis on the potential of these antenatal strategies by the international safe motherhood community, and why the initiative has been left to vertical programmes, such as malaria treatment and prevention.']	(19344, 19585)
9244	explicit_question	PMC1888711	[(19356, 19359)]	why	['We question why there is so little emphasis on the potential of these antenatal strategies by the international safe motherhood community, and why the initiative has been left to vertical programmes, such as malaria treatment and prevention.']	(19344, 19585)
9245	explicit_question	PMC1888711	[(19487, 19490)]	why	['We question why there is so little emphasis on the potential of these antenatal strategies by the international safe motherhood community, and why the initiative has been left to vertical programmes, such as malaria treatment and prevention.']	(19344, 19585)
9246	explicit_question	PMC1888711	[(31335, 31343)]	question	"[""Authors' contributions\nVF and RP raised the research question.""]"	(31282, 31344)
9601	explicit_question	PMC1913535	[(0, 2)]	Do	['Do intrauterine or genetic influences explain the foetal origins of chronic disease?']	(0, 84)
9602	explicit_question	PMC1913535	[(83, 84)]	?	['Do intrauterine or genetic influences explain the foetal origins of chronic disease?']	(0, 84)
9603	explicit_question	PMC1913535	[(4088, 4093)]	which	['This is important as identifying which environmental factors exert true causal environmentally mediated risk effects on complex phenotypes is an important goal for the purposes of designing prevention, risk reduction and intervention strategies.']	(4055, 4300)
9604	explicit_question	PMC1913535	[(11774, 11782)]	question	['However, given the sensitivity of artificial methods of conception, the question arises as to whether such a design is feasible and acceptable.']	(11702, 11845)
9605	explicit_question	PMC1913535	[(11796, 11803)]	whether	['However, given the sensitivity of artificial methods of conception, the question arises as to whether such a design is feasible and acceptable.']	(11702, 11845)
9975	explicit_question	PMC1925082	[(4629, 4633)]	What	"['Those who replied \'yes\' were then asked "" What was the name of the vitamin or mineral (please be specific)? ""']"	(4587, 4696)
10111	explicit_question	PMC1937008	[(32135, 32138)]	why	['Discussion\n\nPossible reasons why overweight/obese women are less likely to breastfeed\n\n1.']	(32106, 32195)
10112	explicit_question	PMC1937008	[(38177, 38181)]	What	['What to do about it?']	(38177, 38197)
10113	explicit_question	PMC1937008	[(38196, 38197)]	?	['What to do about it?']	(38177, 38197)
10640	explicit_question	PMC2022638	[(3403, 3410)]	raising	['2004), raising the possibility that gestational exposure to these compounds could play an etiologic role in ASD and related neurodevelopmental disorders.']	(3396, 3549)
10641	explicit_question	PMC2022638	[(31239, 31246)]	whether	['Implications for public health\nBecause this is the first study to explore whether risk of ASD is associated with residential exposure to organochlorine pesticides at drift concentrations, our results require replication in further studies and should be treated with caution.']	(31165, 31439)
10926	explicit_question	PMC2022676	[(28, 32)]	What	['Diet and Nutrition: You Are What Your Mother Ate\nIt is now axiomatic that the in utero environment influences prenatal development and may trigger structural and functional changes that can persist for a lifetime.']	(0, 213)
10927	explicit_question	PMC2022676	[(3921, 3924)]	how	['Reynolds and her team now plan to examine how the increased stress responses in the Motherwell offspring relate to subsequent disease.']	(3879, 4013)
10990	explicit_question	PMC2022678	[(25338, 25341)]	how	['At this point it is unclear how much of these deficits can be attributed to prenatal as opposed to postnatal exposures.']	(25310, 25429)
11224	explicit_question	PMC2098747	[(6724, 6727)]	how	['Exactly how MTHFR mutations can cause pregnancy complications is unknown; a logical hypothesis is that endothelial damage from hyperhomocysteinemia leads to venous thromboemboli and placental insufficiency.']	(6716, 6922)
11369	explicit_question	PMC2100429	[(29841, 29846)]	raise	['In conclusion, our data raise the important possibility that high folate intakes in vitamin B12-deficient mothers could increase the risk of type 2 diabetes in the offspring.']	(29817, 29991)
12142	explicit_question	PMC2231404	[(0, 3)]	How	['How well do blood folate concentrations predict dietary folate intakes in a sample of Canadian lactating women exposed to high levels of folate?']	(0, 144)
12143	explicit_question	PMC2231404	[(143, 144)]	?	['How well do blood folate concentrations predict dietary folate intakes in a sample of Canadian lactating women exposed to high levels of folate?']	(0, 144)
12144	explicit_question	PMC2231404	[(775, 778)]	how	['In response to improved blood folate concentrations, many health care professionals are asking whether a folic acid supplement is necessary for NTD prevention among women with high blood folate values, and how reliably high RBC folate concentrations predict folate intakes shown in randomized controlled trials to be protective against NTDs.']	(569, 910)
12145	explicit_question	PMC2231404	[(956, 959)]	how	['The objective of this study was to determine how predictive blood folate concentrations and folate intakes are of each other in a sample of well-educated lactating Canadian women exposed to high levels of synthetic folate.']	(911, 1133)
12146	explicit_question	PMC2231404	[(3772, 3775)]	how	['In response to the improved blood folate concentrations of reproductive age women, many health care professionals are requesting direction on how aggressively they should promote folic acid supplementation among patients with high blood folate concentrations during the periconceptional period.']	(3630, 3924)
12147	explicit_question	PMC2231404	[(21246, 21249)]	how	['Given the uncertainty of the mechanism(s) of how folate reduces the risk of NTDs, many health care professionals ask how well RBC folate concentrations predict synthetic folic acid intake in order to inform their decision on whether to recommend folic acid supplementation to women with very high blood folate concentrations.']	(21201, 21526)
12148	explicit_question	PMC2231404	[(21314, 21317)]	ask	['Given the uncertainty of the mechanism(s) of how folate reduces the risk of NTDs, many health care professionals ask how well RBC folate concentrations predict synthetic folic acid intake in order to inform their decision on whether to recommend folic acid supplementation to women with very high blood folate concentrations.']	(21201, 21526)
