	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
1066	difficult_task	BMJ_2014_Feb_10_348_g1285	[(27252, 27261)]	difficult	['It is difficult, however, to separate the relative contribution of each of these components, with maternal deposition of adipose tissue likely to have the greatest causal impact in terms of both short term pregnancy related outcomes and the longer term health of the child.30\nWhile the effect of any changes in maternal dietary intake, including specific nutritional components, and physical activity on in utero growth remains to be determined, observational studies suggest that consumption of a diet high in polyunsaturated fatty acids is associated with reduced early childhood adiposity as measured by skinfold thickness31and predictive of fat mass determined by DEXA at ages 4 and 6 years.32Together, these findings highlight the potential impact of relatively modest changes in the quality of maternal diet on in utero growth and future childhood adiposity.']	(27246, 28110)
1264	difficult_task	PMC1074510	[(25761, 25772)]	complicated	['The TCT was complicated by the unexpected high participation of pregnant women at high risk.']	(25749, 25841)
1558	difficult_task	PMC1164414	[(10509, 10513)]	vary	['However, the impact of folate metabolism on the risk of ALL may also vary from population to population because of additional gene-environment and gene-gene interactions.']	(10440, 10610)
1559	difficult_task	PMC1164414	[(10938, 10952)]	cannot exclude	['Furthermore, we cannot exclude potential gene-gene interactions.']	(10922, 10986)
1560	difficult_task	PMC1164414	[(11909, 11927)]	cannot be excluded	['However, potential effects in rare specific ALL subgroups cannot be excluded.']	(11851, 11928)
1694	difficult_task	PMC1168874	[(12668, 12675)]	complex	['Most isolated CAs have a complex etiology based on some polygenic predisposition which is triggered by environmental risk factors.']	(12643, 12773)
1695	difficult_task	PMC1168874	[(18214, 18228)]	multifactorial	['multifactorial etiology.']	(18214, 18238)
2083	difficult_task	PMC1182379	[(11698, 11707)]	unethical	"['As Revello and Gerna aptly remind us, ""...withholding information on possible medical interventions is unethical (and legally risky)"" [39].']"	(11595, 11734)
2084	difficult_task	PMC1182379	[(12756, 12768)]	unsuccessful	['Although the study was underpowered to detect significant differences in infection rates between the intervention and control groups (and thus the intervention was deemed unsuccessful by some), seroconversion rates decreased as CMV education and support increased.']	(12585, 12849)
2085	difficult_task	PMC1182379	[(16247, 16256)]	ambitious	['Once effective hand-hygiene messages are identified, more ambitious goals might also be considered, such as prevention of sexual transmission or transmission between children in daycare.']	(16189, 16375)
2714	difficult_task	PMC1187906	[(2165, 2174)]	unable to	['[6-8] This view fails to recognize that for the poor, behavior is shaped by the power of a macrosocial environment they are unable to change, distal from the experiences of children and family.']	(2041, 2234)
2715	difficult_task	PMC1187906	[(5170, 5177)]	complex	"['Thus, in the context of chronic poverty, what we see as ""food choice"" is a highly complex phenomenon influenced by the cost and availability of food and the dynamics of the family.']"	(5088, 5268)
2942	difficult_task	PMC1247491	[(2573, 2582)]	difficult	['The limited amount and quality of the evidence to date is one reason it has been difficult to reach consensus on the etiology as well as screening and treatment requirements for EMTI.']	(2492, 2675)
3048	difficult_task	PMC1252725	[(20016, 20028)]	not possible	['Thus it is not possible to evaluate the impact of an administration route (namely infusion in this study) without taking into account the different drugs.']	(20005, 20159)
3214	difficult_task	PMC1280409	[(2500, 2512)]	unsuccessful	['Many sought to find evidence of brain pathology but were unsuccessful, leading to the declaration that schizophrenia was the “graveyard of neuropathologists” (Plum 1972).']	(2443, 2613)
3215	difficult_task	PMC1280409	[(3703, 3712)]	difficult	['The use of postmortem examination is problematic in studies of diseases that have early antecedents because it is difficult to determine whether findings are because of underlying dysfunction rather than degeneration after clinical progression or side effects of pharmacologic treatment.']	(3589, 3876)
3216	difficult_task	PMC1280409	[(3936, 3945)]	difficult	['In the study of fetal origins of schizophrenia, it is also difficult to apply the case–control approach, because reliable evidence of events that occurred during fetal development cannot be obtained easily.']	(3877, 4083)
3217	difficult_task	PMC1280409	[(4441, 4452)]	complicated	['However, such investigations are complicated by the very long latency of the disease, since clinical onset may not be evident until adolescence or adulthood, decades after the putative prenatal exposures.']	(4408, 4612)
3218	difficult_task	PMC1280409	[(4878, 4892)]	multifactorial	['In addition, large numbers of subjects are required to accurately assess the relatively modest increases in risk that any single factor is likely to contribute to a multifactorial disease such as schizophrenia.']	(4713, 4923)
3219	difficult_task	PMC1280409	[(12466, 12478)]	difficulties	['Although based on a small sample of convenience, 19 of the children later exhibited serious difficulties in school.']	(12374, 12489)
3220	difficult_task	PMC1280409	[(15948, 15960)]	difficulties	['Findings on Prenatal Lead Exposure and Schizophrenia\nMany of the effects described in adolescence after early-life exposure, including decreased academic attainment, social deficits, and behavioral difficulties are comparable with the early antecedents of SSDs.']	(15750, 16011)
3221	difficult_task	PMC1280409	[(18764, 18773)]	difficult	['Second, the findings of this study are also difficult to interpret conclusively because the sample size is relatively small and the result has a wide confidence interval.']	(18720, 18890)
3222	difficult_task	PMC1280409	[(20729, 20739)]	impossible	['Presently, the biology that links exposures to causal mechanisms is nearly impossible to study in detail without the use of experimental models.']	(20654, 20798)
3515	difficult_task	PMC1281283	[(20920, 20924)]	vary	['Mercury levels vary among different fish species.']	(20905, 20954)
3516	difficult_task	PMC1281283	[(21319, 21328)]	difficult	['Because mercury and n-3 fatty acids often travel together, it may be difficult to isolate the opposing influences of the two on child cognition.']	(21250, 21394)
3762	difficult_task	PMC1281295	[(2910, 2919)]	difficult	['Third, many pesticides have short residence times in the body, making it difficult to characterize exposures from biologic samples.']	(2837, 2968)
3763	difficult_task	PMC1281295	[(4812, 4819)]	complex	['In this article we first examine the rationale and methods of exposure data collection in the population studies and then review the substantial challenges associated with the analysis of pesticides in novel and complex matrices, and the interpretation of these analytical findings.']	(4600, 4882)
3764	difficult_task	PMC1281295	[(13198, 13209)]	variability	['It is not clear whether the lack of strong associations is due to confounding factors (e.g., dietary exposure), to variability in the biologic measurements (including toxicokinetic considerations (discussed below), or to a relatively weak link between residential contamination and child exposures.']	(13083, 13381)
3765	difficult_task	PMC1281295	[(25800, 25809)]	attempted	['Several studies reviewed here have attempted to collect 24-hr samples but have been only partially successful.']	(25765, 25875)
3766	difficult_task	PMC1281295	[(27042, 27051)]	difficult	['Repeat blood samples can be collected from young children but are more difficult to obtain than are urine samples.']	(26971, 27085)
3767	difficult_task	PMC1281295	[(31008, 31018)]	Challenges	['Challenges in the Analysis of Pesticide Exposure Samples\nIncreased interest in children’s exposure to pesticides has resulted in the generation of large numbers of samples for analysis.']	(31008, 31193)
3768	difficult_task	PMC1281295	[(31945, 31956)]	variability	['Several methods have been evaluated to “correct” for the variability in urine dilution across spot samples, the most popular being creatinine (Boeniger et al.']	(31888, 32046)
3769	difficult_task	PMC1281295	[(33839, 33851)]	not possible	['Many OP pesticides, for example, can be metabolized to common DAP compounds, so it is not possible to derive chemical-specific exposure estimates from such data.']	(33753, 33914)
3770	difficult_task	PMC1281295	[(38362, 38372)]	complexity	['Conclusions\nEpidemiologic investigations have often relied on questionnaire information for exposure classification, but this approach alone is unlikely to capture the complexity of children’s pesticide exposure.']	(38194, 38406)
3771	difficult_task	PMC1281295	[(38536, 38543)]	complex	['In contrast to the Agricultural Health Study, for example, which draws on the records of pesticide applicators and has derived a complex exposure algorithm from 40 years of occupational exposure studies (Dosemeci et al.']	(38407, 38626)
4189	difficult_task	PMC1361787	[(3063, 3073)]	difficulty	['Low-income pregnant women may have poor nutritional status [23], and those with fewer years of formal education may have more difficulty completing a FFQ [24].']	(2937, 3096)
4525	difficult_task	PMC1448690	[(9928, 9937)]	difficult	['Even for confirmed clinical infection, accurate measures of infection rates are difficult to obtain retrospectively, especially for common, relatively minor, childhood infections.']	(9848, 10027)
4526	difficult_task	PMC1448690	[(10286, 10295)]	difficult	['Measuring sub-clinical infection or the extent of colonization with environmental strains is even more difficult.']	(10183, 10296)
4527	difficult_task	PMC1448690	[(12462, 12473)]	complicates	['Genetic predisposition to allergy as indicated by an atopic parent also complicates the picture: Mattes et al.']	(12390, 12500)
4528	difficult_task	PMC1448690	[(18460, 18470)]	unreliable	['Most of the farm studies rely on serological measures of atopy or on skin prick tests (SPTs): the recent results from the ISAAC study [8] suggest that this may be an unreliable way of testing for differences in atopy and asthma between population groups.']	(18294, 18548)
4529	difficult_task	PMC1448690	[(19550, 19559)]	attempted	['More direct measures of microbial exposure and/or infection\nDespite the difficulties outlined previously, several studies have attempted to evaluate the link between atopy and more direct markers of microbial exposure and/or infection.']	(19423, 19658)
4530	difficult_task	PMC1448690	[(26534, 26541)]	complex	['Other data, however, paint a more complex picture, indicate a suppressive effect on SPT reactivity, but not asthma or allergic rhinitis [73].']	(26500, 26641)
4531	difficult_task	PMC1448690	[(37504, 37513)]	cannot be	['The evidence suggesting differences in frequency of colds and other minor infections related to day nursery attendance and other exposures, as reviewed earlier, may indicate differences in susceptibility between population subgroups, but it cannot be used to infer any overall increase or decrease in these infections in the population.']	(37263, 37599)
4532	difficult_task	PMC1448690	[(42204, 42213)]	difficult	['Antibiotic therapy\nThe possibility of a relationship between antibiotic use and later asthma or other atopic disease is difficult to disentangle from the potential confounders such as whether the key exposure relates to the infection or the antibiotic [118].']	(42084, 42342)
4533	difficult_task	PMC1448690	[(91370, 91377)]	attempt	['The overall conclusion is that hygiene is a key cornerstone in the control of ID, and that a significant increase in morbidity and mortality from infection would result from any attempt to reduce the integrated practices of sanitation, clean water provision and hygiene practice.']	(91192, 91471)
4534	difficult_task	PMC1448690	[(92098, 92107)]	difficult	['Without knowing the nature of the microbial exposure which may be critical for immune priming, it is difficult to reformulate hygiene policy, in favour of improving immune function without compromising protection against ID.']	(91997, 92221)
6111	difficult_task	PMC1459875	[(1850, 1860)]	complicate	['Abnormal gestational weight gain may further complicate the pregnancy as an additional risk factor for neonatal LBW.']	(1805, 1921)
6112	difficult_task	PMC1459875	[(6361, 6372)]	complicated	['Subjects with complicated pregnancies such as pre-eclampsia, twin gestation, history of diabetes, cardiovascular and kidney diseases were excluded and replaced by new subjects.']	(6347, 6523)
6113	difficult_task	PMC1459875	[(14368, 14382)]	multifactorial	['Since the amount of total weight gain is widely variable among women with good pregnancy outcomes, and the perinatal outcomes of interest are multifactorial in origin, it should not be expected for weight gain alone to be utilized as a perfect diagnostic or screening tool [4].']	(14226, 14503)
6305	difficult_task	PMC1481554	[(1774, 1781)]	not met	['Background\nPrenatal micronutrient supplementation is indicated for all pregnant women, because the recommended daily allowances (RDA) for many vitamins and minerals are not met during pregnancy with dietary sources alone [1,2].']	(1605, 1832)
6461	difficult_task	PMC1533075	[(1770, 1780)]	impossible	['Mothers also took individual micronutrient supplements (e.g., vitamin C tablets), but most mothers who took these also took multivitamins, making it impossible to determine potential independent effects of these micronutrients.']	(1621, 1848)
6662	difficult_task	PMC1592148	[(4957, 4966)]	difficult	['The lack of some standards of care makes it difficult to move forward research, practice, and policy, or even discussion, on internatal care.']	(4913, 5054)
6663	difficult_task	PMC1592148	[(31502, 31512)]	complexity	['Rather, the lack of specificity in our description of psychosocial interventions reflect both the complexity of psychosocial issues that families–particularly low-income families–face for which there are often no easy solutions, as well as the dearth of well-designed and evaluated intervention programs addressing these psychosocial issues.']	(31404, 31745)
6664	difficult_task	PMC1592148	[(41414, 41425)]	complicated	['When chronic hypertension is complicated by intrauterine growth restriction or preeclampsia, fetal surveillance is warranted.']	(41385, 41510)
6665	difficult_task	PMC1592148	[(62866, 62875)]	unable to	['women with prior fetal death), could also benefit from such program; we are unable to describe the content of their care in this paper due to space limitation and will do so in a series of papers to follow.']	(62790, 62996)
6666	difficult_task	PMC1592148	[(66804, 66814)]	challenges	['While there are significant challenges to this type of research, it needs to be done.']	(66776, 66861)
6667	difficult_task	PMC1592148	[(68189, 68199)]	challenges	['In this paper we did not attempt to address all the institutional components and challenges in developing a successful model of internatal care, only the content of such a program.']	(68108, 68288)
7577	difficult_task	PMC1626432	[(2778, 2785)]	complex	['NTDs are known to be complex multifactorial disorders arising from an array of genetic and environmental interactions.']	(2757, 2875)
7578	difficult_task	PMC1626432	[(2786, 2800)]	multifactorial	['NTDs are known to be complex multifactorial disorders arising from an array of genetic and environmental interactions.']	(2757, 2875)
7647	difficult_task	PMC1665416	[(20956, 20968)]	could not be	['For the remaining 23 newborns, reliability of the gestational age could not be determined because LMP and sonogram data were missing.']	(20890, 21023)
7648	difficult_task	PMC1665416	[(22183, 22192)]	could not	['2004), we could not control for either variable because of the high variance inflation factor induced by these variables.']	(22173, 22294)
7649	difficult_task	PMC1665416	[(30040, 30050)]	confounded	['However, neighborhood factors such as social isolation, crime, and poverty were not examined, and these might have confounded the current association.']	(29925, 30075)
7650	difficult_task	PMC1665416	[(30212, 30222)]	confounded	['It is also possible that other components of PM2.5or the differential proportion of the carcinogenic PAHs between two cities might have confounded the outcomes.']	(30076, 30236)
7651	difficult_task	PMC1665416	[(30795, 30804)]	could not	['Although lack of adequate prenatal care could not have confounded the outcome, we did not examine history of previous LBW.']	(30755, 30877)
7652	difficult_task	PMC1665416	[(30810, 30820)]	confounded	['Although lack of adequate prenatal care could not have confounded the outcome, we did not examine history of previous LBW.']	(30755, 30877)
7935	difficult_task	PMC1764147	[(5444, 5451)]	complex	['NHANES uses a complex multistage probability sampling designed to be representative of the U.S. population based on age, sex, race/ethnicity, and income.']	(5430, 5583)
7936	difficult_task	PMC1764147	[(15130, 15137)]	complex	['For the initial phase of analysis, we used ordinary least-squares regression (OLS) (SAS Proc Reg, version 9.0; SAS Institute, Cary, NC) and purposefully did not adjust for the NHANES complex survey design in order to obtain a broad group of potentially significant predictor variables.']	(14947, 15232)
7937	difficult_task	PMC1764147	[(15903, 15910)]	complex	['This OLS analysis produced a generous list of significant and borderline-significant variables for regression analysis using SUDAAN (version 9.0.1; Research Triangle Institute, Research Triangle Park, NC), which provides an analysis that adjusts for the complex survey design.']	(15649, 15925)
7938	difficult_task	PMC1764147	[(34878, 34889)]	variability	['2005) were also pregnant, which increases the variability in T4and TSH.']	(34832, 34903)
8477	difficult_task	PMC184457	[(5486, 5496)]	difficulty	['Based on this finding, the patient was admitted to hospital and a McDonald (rescue) cerclage was placed without difficulty.']	(5374, 5497)
8478	difficult_task	PMC184457	[(9658, 9667)]	difficult	['As these three variables commonly occur together, multiple regression analysis to quantify the individual contribution of each intervention has proven difficult.']	(9507, 9668)
8479	difficult_task	PMC184457	[(10583, 10592)]	difficult	['While the societal cost of multiple births has proven more difficult to study, previous work has shown depression and divorce rates to be higher among parents of multiple births compared to those who have only singleton deliveries [12,13].']	(10524, 10763)
8480	difficult_task	PMC184457	[(11841, 11850)]	cannot be	['Yet whether these zona manipulations were causative or merely associative interventions cannot be fully determined from available data.']	(11753, 11888)
8603	difficult_task	PMC1852384	[(9663, 9673)]	impossible	['Nutritional complications were not evaluated because all patients were routinely maintained on vitamins, iron, and calcium supplements postoperatively; it would be impossible to determine the true incidence of any of these nutritional deficiencies.Univariate analyses and logistic regression with SPSS 11.0 were used to determine significance.']	(9499, 9842)
8604	difficult_task	PMC1852384	[(16193, 16204)]	complicated	['The other patient, a 43-year-old woman, BMI 43, had undergone a laparoscopic RYGB at another institution that was complicated by a strangulated internal hernia, massive intestinal gangrene, and short-bowel syndrome.']	(16079, 16294)
8605	difficult_task	PMC1852384	[(18093, 18105)]	unsuccessful	['Attempts to reverse his anticoagulation and control the bleeding angiographically were unsuccessful.The necessity for reoperation within 30\xa0days of the original procedure was particularly ominous.']	(18006, 18202)
8975	difficult_task	PMC1868729	[(1287, 1300)]	heterogeneity	['There was heterogeneity between the studies, particularly those conducted on children below 12 month of age.']	(1277, 1385)
8976	difficult_task	PMC1868729	[(3850, 3860)]	unreliable	['Studies with historical controls and ecological studies were excluded, as the data provided by these are unreliable for determining causation and/or association.']	(3745, 3906)
8977	difficult_task	PMC1868729	[(7387, 7400)]	heterogeneity	['The amount of heterogeneity between studies was assessed by a formal statistical test (chi-square test), and by I2 [16].']	(7373, 7493)
8978	difficult_task	PMC1868729	[(15881, 15894)]	heterogeneity	['There was heterogeneity between studies (I2 > 50%); this was large for studies conducted on children below 12 months of age (I2 = 53%), and small for studies on older children (I2 < 10%).']	(15871, 16058)
8979	difficult_task	PMC1868729	[(16075, 16088)]	heterogeneity	['Because of this heterogeneity, the analysis was stratified according to age, and a summary measure (meta-analysis) was obtained only for studies that reported on children aged 1 year or more.']	(16059, 16250)
8980	difficult_task	PMC1868729	[(18352, 18362)]	unreliable	['This finding should be viewed with caution, since evidence obtained by combining small studies has previously been shown to be unreliable because of publication bias [28].']	(18225, 18396)
8981	difficult_task	PMC1868729	[(18465, 18474)]	difficult	['For infants under one year of age the evidence is contradictory and difficult to summarize.']	(18397, 18488)
8982	difficult_task	PMC1868729	[(19767, 19780)]	heterogeneity	['The heterogeneity between studies also creates difficulties for interpreting the results.']	(19763, 19852)
8983	difficult_task	PMC1868729	[(19810, 19822)]	difficulties	['The heterogeneity between studies also creates difficulties for interpreting the results.']	(19763, 19852)
8984	difficult_task	PMC1868729	[(20318, 20330)]	difficulties	['This problem is magnified because of the difficulties in measuring blood pressure accurately at early ages [30].']	(20277, 20389)
9238	difficult_task	PMC1888711	[(2947, 2953)]	cannot	['However, it is also clear that such strategies require health care professionals that the poorest countries cannot afford to train or retain in sufficient numbers over the next decade [3].']	(2839, 3027)
9239	difficult_task	PMC1888711	[(24026, 24035)]	difficult	['However, in settings where management of pre-eclampsia/eclampsia is difficult due to lack of resources, a preventive strategy might be a worthwhile weapon against maternal deaths due to hypertensive diseases of pregnancy.']	(23958, 24179)
9594	difficult_task	PMC1913535	[(3303, 3313)]	complexity	['One important example of this complexity is the growing evidence that exposure to many important environmental risk factors for common disorders is not random.']	(3273, 3432)
9595	difficult_task	PMC1913535	[(4175, 4182)]	complex	['This is important as identifying which environmental factors exert true causal environmentally mediated risk effects on complex phenotypes is an important goal for the purposes of designing prevention, risk reduction and intervention strategies.']	(4055, 4300)
9596	difficult_task	PMC1913535	[(4778, 4785)]	complex	['These studies show that regardless of genetic liability, postnatal environmental factors have important effects on many different outcomes; for example stress susceptibility [8], renal renin-angiotensin system sensitivity [9], cognitive ability [10] and antisocial behaviour [11]\n\nPrenatal environmental risk factors and complex disorders\nThe leading causes of global disease burden are complex disorders such as cardiovascular disease and depression.']	(4457, 4908)
9597	difficult_task	PMC1913535	[(4844, 4851)]	complex	['These studies show that regardless of genetic liability, postnatal environmental factors have important effects on many different outcomes; for example stress susceptibility [8], renal renin-angiotensin system sensitivity [9], cognitive ability [10] and antisocial behaviour [11]\n\nPrenatal environmental risk factors and complex disorders\nThe leading causes of global disease burden are complex disorders such as cardiovascular disease and depression.']	(4457, 4908)
9598	difficult_task	PMC1913535	[(6165, 6174)]	difficult	['Although longitudinal studies are an important method for identifying causal risk factors for disease and behaviour, it is often difficult to rule out the contribution of unmeasured confounders[3].']	(6036, 6233)
9599	difficult_task	PMC1913535	[(22924, 22933)]	difficult	['Retrospectively obtaining information on pregnancy complications for the surrogacy group was difficult because commissioning parents were often not aware of details of the pregnancy and families were either no longer in touch with the surrogate or did not wish her to be contacted.']	(22831, 23112)
9600	difficult_task	PMC1913535	[(23134, 23143)]	difficult	['Thus information was difficult to obtain from the surrogate who experienced the pregnancy.']	(23113, 23203)
9974	difficult_task	PMC1925082	[(12427, 12439)]	not possible	['As in the Australian study, it was not possible to look at the effect of folate alone (without iron).']	(12392, 12493)
10106	difficult_task	PMC1937008	[(142, 156)]	multifactorial	"[""A systematic review of maternal obesity and breastfeeding intention, initiation and duration\n\nAbstract\n\nBackground\nBreastfeeding behaviour is multifactorial, and a wide range of socio-cultural and physiological variables impact on a woman's decision and ability to breastfeed successfully.""]"	(0, 289)
10107	difficult_task	PMC1937008	[(34651, 34660)]	difficult	['Some women with large breasts have broad areolae (rather than conical) with short nipples making it difficult to attach the baby [19].']	(34551, 34685)
10108	difficult_task	PMC1937008	[(37214, 37223)]	difficult	"['Furthermore, large breasts may make if difficult to breastfeed ""discretely"" and thus ""modesty"" may another reason for some women to avoid breastfeeding.']"	(37175, 37327)
10109	difficult_task	PMC1937008	[(39400, 39414)]	multifactorial	"[""Conclusion\nBreastfeeding behaviour is multifactorial, and a wide range of socio-cultural and physiological variables impact on a woman's decision and ability to breastfeed successfully.""]"	(39362, 39547)
10110	difficult_task	PMC1937008	[(39568, 39572)]	vary	['Breastfeeding rates vary from population group to group – the variation is usually due to social rather than biological factors.']	(39548, 39676)
10630	difficult_task	PMC2009866	[(1157, 1178)]	could not be assessed	['The use of opium, bread and tea could not be assessed in the retrospective framework.']	(1125, 1210)
10633	difficult_task	PMC2022638	[(2455, 2466)]	not uniform	['In the United States, some of this increase is attributable to changes in diagnosis and reporting, although this pattern is not uniform across all states (Shattuck 2005).']	(2331, 2501)
10634	difficult_task	PMC2022638	[(9069, 9077)]	variable	['Control subjects\nFor each case, we selected 15 control births from the study population from among full-term, normal-weight live births who were not identified as cases using an incidence density sampling design with date of last menstrual period (LMP) as the time variable.']	(8804, 9078)
10635	difficult_task	PMC2022638	[(13178, 13190)]	unsuccessful	['For each street centerline data set, residences were geocoded by matching to street address attributes (e.g., prefix, number, name) and the ZIP code, or, if the ZIP code was unsuccessful, the city name.']	(13004, 13206)
10636	difficult_task	PMC2022638	[(25636, 25639), (25647, 25655)]	too ... to allow	['This poundage is equivalent to the 87th percentile for the nonzero applications in the sample; beyond this magnitude of application, data are too sparse to allow for the calculation of risk, as evidenced by the widening of CIs and the attenuation of the OR back to the null.']	(25494, 25768)
10637	difficult_task	PMC2022638	[(32476, 32499)]	could not be considered	['Associations of ASD with exposure from other sources could not be considered using the present study design.']	(32423, 32531)
10638	difficult_task	PMC2022638	[(35422, 35431)]	unable to	['Furthermore, we were unable to assess time spent at home during the time periods in question or the influence of wind speed and direction on drift.']	(35401, 35548)
10639	difficult_task	PMC2022638	[(35564, 35574)]	impossible	['Although it is impossible to assess, it is likely that this misclassification is nonsystematic in nature; further, the specificity of our exposure metric is likely to decrease as larger buffer distances between fields and residences are employed.']	(35549, 35795)
10988	difficult_task	PMC2022678	[(12789, 12798)]	could not	['The peaks for arsenocholine (AsC) and arsenobetaine (AsB), however, could not be resolved at these low concentrations.']	(12721, 12839)
10989	difficult_task	PMC2022678	[(29488, 29491), (29499, 29508)]	not ... available	['Given the findings reported here, we conclude that As metabolism may be impaired and its toxicity heightened in populations, such as in Bangladesh, where foods are not folic acid enriched and prenatal supplements are not always available.']	(29271, 29509)
11222	difficult_task	PMC2098747	[(8724, 8733)]	difficult	['We found it difficult to find clear evidence for or against the association between MTHFR mutations and the pregnancy outcomes listed above.']	(8712, 8852)
11223	difficult_task	PMC2098747	[(9309, 9318)]	difficult	['Also, the definition of recurrent fetal loss varies widely among studies with respect to number of previous losses (1 to 3), the timing of losses (consecutive vs. non), and the age of gestational loss (less than 12 weeks through less than 24 weeks), making it difficult to interpret the data and compare the studies.']	(9049, 9365)
