	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
7930	full_unknown	PMC1764147	[(28877, 28884)]	unclear	['It is unclear if C-reactive protein is associated with thyroid function other than thyroiditis (Jublanc et al.']	(28871, 28981)
7931	full_unknown	PMC1764147	[(29429, 29436)]	unclear	['The association of C-reactive protein and T4in our study is unclear.']	(29369, 29437)
7932	full_unknown	PMC1764147	[(31718, 31725)]	unclear	['The explanation for this is unclear.']	(31690, 31726)
7933	full_unknown	PMC1764147	[(33304, 33311)]	unknown	['An unknown number of women in that study may have had urinary iodine < 100 μg/L, but if the women were typical of the U.S. population (Caldwell et al.']	(33301, 33451)
7934	full_unknown	PMC1764147	[(36238, 36241)]	new	['The use of this new urinary perchlorate measurement strengthens the ability of the present study to detect potential associations with T4and TSH.']	(36222, 36367)
8599	full_unknown	PMC1852384	[(9530, 9543)]	not evaluated	['Nutritional complications were not evaluated because all patients were routinely maintained on vitamins, iron, and calcium supplements postoperatively; it would be impossible to determine the true incidence of any of these nutritional deficiencies.Univariate analyses and logistic regression with SPSS 11.0 were used to determine significance.']	(9499, 9842)
8600	full_unknown	PMC1852384	[(23313, 23319), (23325, 23329)]	series ... data	['Many of these series lack data concerning BMI and comorbidities, making risk assessment difficult or impossible.']	(23299, 23411)
8601	full_unknown	PMC1852384	[(24930, 24937)]	unknown	['Pories et al.11reported a 1.5% perioperative mortality rate, with 0.8% dying of sepsis, 0.5% dying of pulmonary embolism, and 0.2% of an unknown cause.']	(24793, 24944)
8602	full_unknown	PMC1852384	[(28270, 28283)]	still unclear	['How this compares with the perioperative mortality after laparoscopic RYGB is still unclear because many series of patients having laparoscopic RYGB do not include patients with the highest BMIs, above 60 or 70\xa0kg/m2, or patients having revisional surgery.']	(28192, 28448)
8787	full_unknown	PMC1865559	[(1596, 1599)]	gap	['Recently this gap in applying evolutionary biology to medicine has started to close, with a growing recognition that this discipline is critical to understanding the human condition and the risks of health and disease.']	(1582, 1800)
8971	full_unknown	PMC1868729	[(289, 298)]	uncertain	"[""Effect of maternal calcium intake during pregnancy on children's blood pressure: A systematic review of the literature\n\nAbstract\n\nBackground\nCalcium supplementation during pregnancy has been shown to reduce the incidence of hypertension in the mother, but the effects on the offspring are uncertain.""]"	(0, 299)
8972	full_unknown	PMC1868729	[(11112, 11114), (11124, 11133)]	no ... available	['Randomization was stratified by center, but no data are available on the baseline characteristics of the follow-up sample.']	(11068, 11190)
8973	full_unknown	PMC1868729	[(13328, 13337)]	not clear	['The strength of the evidence for this analysis is not clear because it was not stated whether this analysis strategy was pre-specified [26].']	(13278, 13418)
8974	full_unknown	PMC1868729	[(14088, 14097)]	not clear	['It is not clear whether outcome assessment in any of the three observational studies was blinded to levels of exposure.']	(14082, 14201)
9236	full_unknown	PMC1888711	[(19227, 19238)]	uncertainty	['The range of our estimate derives from uncertainty about the causes of maternal deaths, and uncertainty about the effectiveness of antenatal interventions.']	(19188, 19343)
9237	full_unknown	PMC1888711	[(21865, 21872)]	unknown	['Although it is estimated that 68% of women across sub-Saharan Africa have at least one antenatal consultation [5], the actual provision and use of treatment and prophylaxis at these consultations is largely unknown, and is unlikely to be homogeneous across sub-Saharan Africa.']	(21658, 21934)
9586	full_unknown	PMC1913535	[(87, 92)]	novel	['A novel experimental method for disentangling effects\n\nAbstract\n\nBackground\nThere is much evidence to suggest that risk for common clinical disorders begins in foetal life.']	(85, 257)
9587	full_unknown	PMC1913535	[(1073, 1078)]	novel	['Methods\nWe present a novel research strategy aimed at disentangling maternally provided pre-natal environmental and inherited genetic effects.']	(1052, 1194)
9588	full_unknown	PMC1913535	[(2351, 2356)]	novel	['The present report outlines a novel experimental method that permits disaggregation of maternally provided inherited genetic and post-implantation prenatal effects.']	(2321, 2485)
9589	full_unknown	PMC1913535	[(2656, 2663)]	unknown	['Background\nThe causal risk factors and pathways leading to common clinical problems, such as cardiovascular disease, asthma, schizophrenia and depression remain largely unknown.']	(2487, 2664)
9590	full_unknown	PMC1913535	[(8586, 8595)]	not known	['The mechanisms for these links are not known but clearly genetic susceptibility is one potentially important contributor (see Figure1).']	(8551, 8686)
9591	full_unknown	PMC1913535	[(21502, 21507)]	novel	['Caption (TABLE-WRAP): TABLE 3\n\nExamples of rates of exposure to pre and peri-natal risk factors in all conception groupsHomologous IVFN (%)Sperm donationN (%)Egg donationN (%)Embryo donationN (%)Gestational surrogacyN (%)TotalN (%)High blood pressure during pregnancy requiring hospitalisation40 (10.8%)22 (13.1%)37 (26.1%)5 (17.2%)1 (6.7%)105 (14.5%)High blood sugar during pregnancy21 (6.0%)10 (6.0%)15 (10.7%)0 --2 (13.3%)48 (6.8%)Cigarette smoking during pregnancy25 (6.8%)7 (4.2%)4 (2.8%)3 (10.3%)1 (7.1%)40 (5.5%)Alcohol during pregnancy89 (24.1%)46 (27.4%)34 (23.8%)3 (10%)3 (21.4%)175 (24.1%)Multiple birth76 (20.1%)45 (24.1%)35 (24.1%)6 (19.4%)6 (37.5%)168 (22.7%)Low infant birth weighta55 (14.7%)33 (19.6%)34 (23.4%)5 (16.7%)6 (40%)133 (18.2%)Low infant birth weighta(excluding multiple births)20 (6.7%)10 (8.0%)15 (13.6%)3 (12.5%)1 (11.1%)49 (8.6%)\nalow birth weight is defined as 2500 grams or less\n-- percentage not calculable\n\nCaption (TABLE-WRAP): TABLE 4\n\nMaternal and paternal age at child birth for all conception groupsHomologous IVFSperm donationEgg donationEmbryo donationGestational surrogacyTotalMeanSD RangeMeanSD RangeMeanSD RangeMeanSD RangeMeanSD RangeMeanSD RangeMaternal age at birth of child34.1433.8837.8841.2336.0735.153.533.825.896.215.344.7425, 4525, 4323, 5530, 5427, 4723, 55Paternal age at birth of child36.8438.7338.7845.6138.0038.015.847.026.647.026.476.5723, 7127, 6024, 5834, 6227, 5323, 71\n\nDiscussion\nThese data show that this novel design is feasible and can be successfully employed in the U.K. to test the effects of maternally provided prenatal environment on offspring.']	(20031, 21649)
9592	full_unknown	PMC1913535	[(24315, 24320)]	novel	['In addition to the novel design we propose, it is also possible to use a design whereby the offspring of adult twins are examined.']	(24296, 24426)
9593	full_unknown	PMC1913535	[(25520, 25525)]	novel	['We present a novel method that appears to be feasible for testing whether associations between putative prenatal risk factors and different outcomes are attributable to an environmentally mediated effect.']	(25507, 25711)
9972	full_unknown	PMC1925082	[(1360, 1367)]	unknown	['There have been clear increases in the incidence rates of childhood leukaemia in New Zealand and other countries, highlighting the aetiological importance of unknown environmental factors [1].']	(1202, 1394)
9973	full_unknown	PMC1925082	[(12502, 12520)]	lacked information	['We also lacked information on dietary folate.']	(12494, 12539)
10100	full_unknown	PMC1937008	[(5769, 5771)]	no	['Papers which had cited the original Rutishauser and Carlin study were identified (n = 6), but no new papers were revealed.']	(5675, 5797)
10101	full_unknown	PMC1937008	[(5772, 5775)]	new	['Papers which had cited the original Rutishauser and Carlin study were identified (n = 6), but no new papers were revealed.']	(5675, 5797)
10102	full_unknown	PMC1937008	[(30549, 30557)]	No study	['No study found a faster onset of lactation or improved infant feeding in overweight or obese women.']	(30549, 30648)
10103	full_unknown	PMC1937008	[(36398, 36414)]	not been studied	['In humans, breastfeeding success (or duration) has not been studied in relation to the onset of obesity in the mother (i.e.']	(36347, 36470)
10104	full_unknown	PMC1937008	[(39021, 39031)]	no studies	"[""To date, no studies have examined this issue from the women's perspective.""]"	(39012, 39086)
10105	full_unknown	PMC1937008	[(40237, 40250)]	still unclear	['Evidence suggests that lactational performance is not compromised by low BMI [79]; it is still unclear if obesity per se has a role in reduced lactation in overweight and obese women.']	(40148, 40331)
10447	full_unknown	PMC1974834	[(4789, 4810)]	have not been studied	['There were no differences between the intervention and control groups with respect to other pregnancy complications.9\nInflammatory mechanisms are involved in atherogenic processes as well as in several pregnancy complications including preterm delivery.10–13These mechanisms may be reflected in elevated blood concentrations of soluble adhesion molecules (sCAMs), markers of inflammation and endothelial activation, such as vascular adhesion molecule (VCAM-1) and intercellular adhesion molecule (ICAM-1), as has often been observed in pre-eclampsia.14–23On the other hand, the concentration of high-sensitivity C-reactive protein (CRP), though emerging as a potential marker for cardiovascular risk,24has not been shown to differ significantly in women who subsequently develop pre-eclampsia or fetal growth restriction compared with women with uncomplicated pregnancies.18,19Furthermore, markers of prothrombotic activity like von Willebrand’s factor (vWF) and markers of abnormal fibrinolysis including plasminogen activator inhibitor type 1 (PAI-1 activity), PAI type 2 (PAI-2 antigen) and tissue plasminogen activator antigen (tPAag) have been identified as independent markers of cardiovascular risk in several studies25–27and have also been related to pregnancy outcome.20–23\nSeveral studies in nonpregnant subjects have indicated that diet influences concentrations of sCAMs and other novel cardiovascular risk markers28–30but have not been studied in relation to dietary intervention in pregnancy.']	(3354, 4860)
10448	full_unknown	PMC1974834	[(20996, 21012)]	not been studied	['Caption (FIG): FIGURE 4\n\nTrial profile.9\nTo our knowledge, the effect of a dietary intervention on markers of endothelial activation and inflammation has not been studied previously in women of fertile age or during pregnancy.']	(20842, 21068)
10449	full_unknown	PMC1974834	[(22821, 22840)]	have not identified	['We have not identified any previously published longitudinal studies of CRP levels in pregnancy.']	(22818, 22914)
10632	full_unknown	PMC2022638	[(8949, 8963)]	not identified	['Control subjects\nFor each case, we selected 15 control births from the study population from among full-term, normal-weight live births who were not identified as cases using an incidence density sampling design with date of last menstrual period (LMP) as the time variable.']	(8804, 9078)
10985	full_unknown	PMC2022678	[(2390, 2405)]	little is known	['Relatively little is known about transplacental transfer of As.']	(2379, 2442)
10986	full_unknown	PMC2022678	[(4949, 4964)]	Little is known	['Little is known about the comparable latency periods in children.']	(4949, 5014)
10987	full_unknown	PMC2022678	[(25330, 25337)]	unclear	['At this point it is unclear how much of these deficits can be attributed to prenatal as opposed to postnatal exposures.']	(25310, 25429)
11218	full_unknown	PMC2098747	[(281, 288)]	unknown	['The 5, 10 methylenetetrahydrofolate reductase C677T mutation and risk of fetal loss: a case series and review of the literature\n\nAbstract\n\nBackground\nThe true relationship between methylenetetrahydrofolate reductase C677T homozygosity and risk of recurrent spontaneous abortion is unknown, and it is unclear if women with these mutations should be anticoagulated during pregnancy.']	(0, 380)
11219	full_unknown	PMC2098747	[(300, 307)]	unclear	['The 5, 10 methylenetetrahydrofolate reductase C677T mutation and risk of fetal loss: a case series and review of the literature\n\nAbstract\n\nBackground\nThe true relationship between methylenetetrahydrofolate reductase C677T homozygosity and risk of recurrent spontaneous abortion is unknown, and it is unclear if women with these mutations should be anticoagulated during pregnancy.']	(0, 380)
