PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC2885310	PMC2885310.nxml.gz-23	[1689]	[1903]	Though consistent with studies of men and non-pregnant women, larger studies that include objective measures of sleep duration, quality and apnea are needed to obtain more precise estimates of observed associations	larger studies	[1751]	[1765]	PMC2885310.nxml.gz-26
PMC2885310	PMC2885310.nxml.gz-23	[1689]	[1903]	Though consistent with studies of men and non-pregnant women, larger studies that include objective measures of sleep duration, quality and apnea are needed to obtain more precise estimates of observed associations	studies ... are needed	[1758, 1835]	[1765, 1845]	PMC2885310.nxml.gz-27
PMC2885310	PMC2885310.nxml.gz-311	[24614]	[24677]	However, several limitations merit discussion and consideration	consideration	[24664]	[24677]	PMC2885310.nxml.gz-314
PMC2885310	PMC2885310.nxml.gz-432	[29413]	[29635]	Though consistent with studies of men and non-pregnant women, larger prospective studies that include objective measures of sleep duration, sleep quality, and sleep apnea during pregnancy are needed to confirm our findings	larger ... studies	[29475, 29494]	[29481, 29501]	PMC2885310.nxml.gz-435
PMC2885310	PMC2885310.nxml.gz-432	[29413]	[29635]	Though consistent with studies of men and non-pregnant women, larger prospective studies that include objective measures of sleep duration, sleep quality, and sleep apnea during pregnancy are needed to confirm our findings	studies ... are needed	[29494, 29601]	[29501, 29611]	PMC2885310.nxml.gz-437
PMC2885310	PMC2885310.nxml.gz-441	[29637]	[29865]	Enhanced knowledge of possible metabolic consequences of sleep disturbances in pregnancy will likely have important clinical implications in the prevention and treatment of impaired glucose tolerance and GDM among pregnant women	Enhanced knowledge	[29637]	[29655]	PMC2885310.nxml.gz-443
PMC2889879	PMC2889879.nxml.gz-379	[36489]	[36676]	We have no baseline measure of symptom levels to further elucidate causality between different levels of intake of fatty fish or shellfish and the risk of positive psychotic-like symptoms	further elucidate	[36538]	[36555]	PMC2889879.nxml.gz-381
PMC2889879	PMC2889879.nxml.gz-565	[43093]	[43190]	Future studies are warranted for replication and should evaluate if this is a causal relationship	Future studies	[43093]	[43107]	PMC2889879.nxml.gz-564
PMC2889879	PMC2889879.nxml.gz-565	[43093]	[43190]	Future studies are warranted for replication and should evaluate if this is a causal relationship	studies are warranted	[43100]	[43121]	PMC2889879.nxml.gz-28594
PMC2889879	PMC2889879.nxml.gz-565	[43093]	[43190]	Future studies are warranted for replication and should evaluate if this is a causal relationship	should	[43142]	[43148]	PMC2889879.nxml.gz-568
PMC2889879	PMC2889879.nxml.gz-584	[43483]	[43694]	Further, it would be of interest to study if dietary aspects are associated with separable latent dimensions of positive psychotic-like symptoms and if the associations are valid for men and for other age groups	Further	[43483]	[43490]	PMC2889879.nxml.gz-585
PMC2889879	PMC2889879.nxml.gz-584	[43483]	[43694]	Further, it would be of interest to study if dietary aspects are associated with separable latent dimensions of positive psychotic-like symptoms and if the associations are valid for men and for other age groups	of interest	[43504]	[43515]	PMC2889879.nxml.gz-587
PMC2898025	PMC2898025.nxml.gz-197	[14539]	[14767]	Differences in the definition of atopy, a lack of objective measures of atopy, residual confounding, and bias (e.g., detection, selection, interview, recall) are important to consider when interpreting the above studies [92,121]	consider	[14714]	[14722]	PMC2898025.nxml.gz-202
PMC2898025	PMC2898025.nxml.gz-483	[27803]	[27985]	Many questions remain and future research will benefit from focused studies aimed at specific exposures and subpopulations, allowing for more detailed analyses by histologic subtypes	future research	[27829]	[27844]	PMC2898025.nxml.gz-486
PMC2999828	PMC2999828.nxml.gz-14579	[22629]	[22803]	Allergy diagnosis during pregnancy should preferentially consist of recording the patient's history for precise recommendation of allergen avoidance and in vitro testing only	should	[22664]	[22670]	PMC2999828.nxml.gz-442
PMC2999828	PMC2999828.nxml.gz-14579	[22629]	[22803]	Allergy diagnosis during pregnancy should preferentially consist of recording the patient's history for precise recommendation of allergen avoidance and in vitro testing only	recommendation	[22741]	[22755]	PMC2999828.nxml.gz-443
PMC2999828	PMC2999828.nxml.gz-14581	[22805]	[22938]	In vivo testing should generally be postponed until after pregnancy, unless diagnosis for therapeutic intervention is urgently needed	should	[22821]	[22827]	PMC2999828.nxml.gz-445
PMC2999828	PMC2999828.nxml.gz-164	[9271]	[9442]	Pregnant patients with severe or uncontrolled asthma should be considered high-risk and be treated promptly and optimally to ensure a favorable outcome for mother and baby	should be	[9324]	[9333]	PMC2999828.nxml.gz-167
PMC2999828	PMC2999828.nxml.gz-181	[10318]	[10405]	Patients should have easy access to their physicians during times of increased symptoms	should	[10327]	[10333]	PMC2999828.nxml.gz-182
PMC2999828	PMC2999828.nxml.gz-189	[10698]	[10959]	A stepwise approach is suggested for medical treatment, where inhaled salbutamol is the preferred short-acting β agonist with an outstanding safety profile, and inhaled corticosteroids (eg, budesonide) should be used confidently as long-term control medications	should be	[10900]	[10909]	PMC2999828.nxml.gz-192
PMC2999828	PMC2999828.nxml.gz-203	[11398]	[11489]	The lowest possible effective dose (alternate-day dose or single daily dose) should be used	should be	[11475]	[11484]	PMC2999828.nxml.gz-205
PMC2999828	PMC2999828.nxml.gz-210	[11688]	[11865]	Treatment of acute asthma is similar to that recommended for nonpregnant patients including inhaled β2agonists, oxygen (essential), and corticosteroids (oral or parenteral) [22]	recommended	[11733]	[11744]	PMC2999828.nxml.gz-213
PMC2999828	PMC2999828.nxml.gz-217	[11972]	[12224]	Intravenous aminophylline is not generally recommended in the emergency management of acute asthma (because of its potentially harmful effects) but may be used in pregnant patients hospitalized for acute asthma (theophylline levels should be monitored)	recommended	[12015]	[12026]	PMC2999828.nxml.gz-219
PMC2999828	PMC2999828.nxml.gz-217	[11972]	[12224]	Intravenous aminophylline is not generally recommended in the emergency management of acute asthma (because of its potentially harmful effects) but may be used in pregnant patients hospitalized for acute asthma (theophylline levels should be monitored)	should be	[12204]	[12213]	PMC2999828.nxml.gz-224
PMC2999828	PMC2999828.nxml.gz-225	[12226]	[12365]	Criteria for admission and hospital management of the pregnant woman with acute asthma should be more lenient than for nonpregnant patients	should be	[12313]	[12322]	PMC2999828.nxml.gz-226
PMC2999828	PMC2999828.nxml.gz-24	[881]	[986]	Diagnosis of allergy during pregnancy should mainly consist of the patient's history and in vitro testing	should	[919]	[925]	PMC2999828.nxml.gz-25
PMC2999828	PMC2999828.nxml.gz-243	[13580]	[13756]	The general principles of treatment of pregnant women with asthma [21,22,28] and AR [29] do not differ from the stepwise approach recommended for treatment of nonpregnant women	recommended	[13710]	[13721]	PMC2999828.nxml.gz-245
PMC2999828	PMC2999828.nxml.gz-296	[15956]	[16141]	The pregnant hypotensive patient should be placed on her left side to prevent added positional hypotension resulting from compression of the inferior vena cava by the gravid uterus [37]	should be	[15989]	[15998]	PMC2999828.nxml.gz-297
PMC2999828	PMC2999828.nxml.gz-30	[1270]	[1398]	Consequently, the recommendations for primary and secondary preventive measures are also very limited in number and verification	recommendations	[1288]	[1303]	PMC2999828.nxml.gz-32
PMC2999828	PMC2999828.nxml.gz-303	[16251]	[16331]	Glucocorticoids should be administered early to patients with severe anaphylaxis	should be	[16267]	[16276]	PMC2999828.nxml.gz-304
PMC2999828	PMC2999828.nxml.gz-324	[17280]	[17485]	The importance of an exacerbation of eczema and dermatitis during pregnancy should not be underestimated as readout of the atopic state, being of interest for the genetic predisposition of the newborn [42]	should not be	[17356]	[17369]	PMC2999828.nxml.gz-326
PMC2999828	PMC2999828.nxml.gz-332	[17613]	[17843]	Treatment of atopic dermatitis during pregnancy should emphasize avoidance of triggering factors and reliance on topical treatment in an attempt to reduce dryness and pruritus, modulate inflammation, and treat secondary infections	should	[17661]	[17667]	PMC2999828.nxml.gz-333
PMC2999828	PMC2999828.nxml.gz-336	[17845]	[18062]	Oral antihistamines should be avoided during the first trimester, unless definitely clinically indicated, and then should be used at the lowest effective dose, starting with chlorpheniramine, loratadine, or cetirizine	should be	[17865]	[17874]	PMC2999828.nxml.gz-337
PMC2999828	PMC2999828.nxml.gz-336	[17845]	[18062]	Oral antihistamines should be avoided during the first trimester, unless definitely clinically indicated, and then should be used at the lowest effective dose, starting with chlorpheniramine, loratadine, or cetirizine	should be	[17960]	[17969]	PMC2999828.nxml.gz-339
PMC2999828	PMC2999828.nxml.gz-340	[18064]	[18221]	Topical steroids should be selected based on potency considerations, given the potential for systemic absorption and increased skin surface area of pregnancy	should be	[18081]	[18090]	PMC2999828.nxml.gz-341
PMC2999828	PMC2999828.nxml.gz-346	[18417]	[18652]	Topical corticosteroid treatment should be initiated when clinically indicated, with the least potent preparations such as hydrocortisone (0.5% to 1%), reserving more potent preparations for more recalcitrant areas in selected patients	should be	[18450]	[18459]	PMC2999828.nxml.gz-347
PMC2999828	PMC2999828.nxml.gz-348	[18654]	[18877]	The recently introduced topical calcineurin inhibitors (pimecrolimus and tacrolimus), although effective in the treatment of atopic eczema, are not recommended for use in pregnant patients because of the lack of safety data	recommended	[18802]	[18813]	PMC2999828.nxml.gz-351
PMC2999828	PMC2999828.nxml.gz-368	[19445]	[19563]	Antihistamines should be avoided if possible, but if required, chlorpheniramine, loratadine, or cetirizine may be used	should be	[19460]	[19469]	PMC2999828.nxml.gz-369
PMC2999828	PMC2999828.nxml.gz-383	[19908]	[20014]	The diagnosis of allergy in pregnant women should focus on a detailed medical history and symptom analysis	should	[19951]	[19957]	PMC2999828.nxml.gz-384
PMC2999828	PMC2999828.nxml.gz-397	[20555]	[20722]	Although not contraindicated, skin prick testing should be postponed until after birth because of possible, although rare, anaphylactic reactions to skin prick testing	should be	[20604]	[20613]	PMC2999828.nxml.gz-399
PMC2999828	PMC2999828.nxml.gz-405	[20804]	[20957]	Only in situations where in vitro diagnosis is not conclusive and the mother is at risk for developing allergy symptoms should in vivo skin tests be used	should	[20924]	[20930]	PMC2999828.nxml.gz-408
PMC2999828	PMC2999828.nxml.gz-412	[21179]	[21373]	Importantly, when performing in vivo testing such as skin tests or provocation test, the exceptional immunologic status accompanying pregnancy should be considered when interpreting test results	should be	[21322]	[21331]	PMC2999828.nxml.gz-413
PMC2999828	PMC2999828.nxml.gz-412	[21179]	[21373]	Importantly, when performing in vivo testing such as skin tests or provocation test, the exceptional immunologic status accompanying pregnancy should be considered when interpreting test results	considered	[21332]	[21342]	PMC2999828.nxml.gz-414
PMC2999828	PMC2999828.nxml.gz-415	[21375]	[21478]	Any unexpected test result and any symptoms that change over time should be reevaluated after pregnancy	should be	[21441]	[21450]	PMC2999828.nxml.gz-417
PMC2999828	PMC2999828.nxml.gz-418	[21480]	[21761]	In addition, the attending physician should bear in mind that some symptoms may be a direct result of pregnancy and not allergy related, for example, vasomotor rhinitis in the last trimester [51] and gestational urticaria (pruritic urticarial papules and plaques in pregnancy) [52]	should bear in mind	[21517]	[21536]	PMC2999828.nxml.gz-420
PMC2999828	PMC2999828.nxml.gz-425	[21832]	[22105]	Mothers with diagnosed allergy should avoid exposure to and contact with specific allergens (including food allergens) and should especially avoid the inhalation of potent triggers for asthma, such as animal dander, house dust, tobacco smoke, and irritating pollutants [22]	should	[21863]	[21869]	PMC2999828.nxml.gz-426
PMC2999828	PMC2999828.nxml.gz-425	[21832]	[22105]	Mothers with diagnosed allergy should avoid exposure to and contact with specific allergens (including food allergens) and should especially avoid the inhalation of potent triggers for asthma, such as animal dander, house dust, tobacco smoke, and irritating pollutants [22]	should	[21955]	[21961]	PMC2999828.nxml.gz-427
PMC2999828	PMC2999828.nxml.gz-428	[22107]	[22322]	Hyposensitization (immunotherapy), which may be selectively indicated in certain patients with AR, bee venom sensitivity, and asthma should not be initiated during pregnancy because of the risk of systemic reactions	should not be	[22240]	[22253]	PMC2999828.nxml.gz-431
PMC2999828	PMC2999828.nxml.gz-433	[22324]	[22455]	For patients who were already on immunotherapy before the pregnancy, maintenance treatment may be continued safely during pregnancy	may be	[22415]	[22421]	PMC2999828.nxml.gz-434
PMC2999828	PMC2999828.nxml.gz-436	[22457]	[22561]	However, the allergen dose should not be increased during pregnancy but rather reduced if necessary [29]	should not be	[22484]	[22497]	PMC2999828.nxml.gz-437
PMC2999828	PMC2999828.nxml.gz-448	[23042]	[23142]	Immunotherapy may be continued as maintenance treatment but should not be initiated during pregnancy	may be	[23056]	[23062]	PMC2999828.nxml.gz-449
PMC2999828	PMC2999828.nxml.gz-448	[23042]	[23142]	Immunotherapy may be continued as maintenance treatment but should not be initiated during pregnancy	should not be	[23102]	[23115]	PMC2999828.nxml.gz-450
PMC2999828	PMC2999828.nxml.gz-514	[25974]	[26130]	Another factor that should be considered is the composition of fatty acids present in breast milk, which may influence the immune response of the child [68]	should be	[25994]	[26003]	PMC2999828.nxml.gz-515
PMC2999828	PMC2999828.nxml.gz-514	[25974]	[26130]	Another factor that should be considered is the composition of fatty acids present in breast milk, which may influence the immune response of the child [68]	considered	[26004]	[26014]	PMC2999828.nxml.gz-516
PMC2999828	PMC2999828.nxml.gz-584	[29695]	[29865]	It has long been proposed that the mother should avoid such foods containing potential allergens during pregnancy and lactation to prevent food sensitization in the child	should	[29737]	[29743]	PMC2999828.nxml.gz-590
PMC2999828	PMC2999828.nxml.gz-674	[34128]	[34227]	Strategies for prevention of atopic diseases may be categorized as primary, secondary, and tertiary	Strategies	[34128]	[34138]	PMC2999828.nxml.gz-676
PMC2999828	PMC2999828.nxml.gz-698	[35409]	[35478]	Maternal smoking and passive exposure to smoke should both be avoided	should	[35456]	[35462]	PMC2999828.nxml.gz-699
PMC2999828	PMC2999828.nxml.gz-704	[35650]	[35954]	Although there are contradicting epidemiological and experimental results regarding the direct influence of smoking on total and specific IgE production,[97,98] smoking should nevertheless be avoided for obvious reasons, such as carcinogenic smoke constituents and the vasoconstrictive effect of nicotine	should	[35819]	[35825]	PMC2999828.nxml.gz-707
PMC2999828	PMC2999828.nxml.gz-710	[35965]	[36081]	Alcohol intake should be avoided by the pregnant mother because of well-known toxic effects on both mother and fetus	should be	[35980]	[35989]	PMC2999828.nxml.gz-711
PMC2999828	PMC2999828.nxml.gz-748	[37255]	[37528]	On the contrary, the diet should be well balanced and consist of as many different nutrients as possible, as the current literature suggests that antigens obtained via the oral route during pregnancy and lactation are needed to develop allergen tolerance in the child [105]	should be	[37281]	[37290]	PMC2999828.nxml.gz-750
PMC2999828	PMC2999828.nxml.gz-760	[37852]	[38001]	However, if the mother is already allergic or if there is a family history of atopy or allergy, food comprising potential allergens should be avoided	should be	[37984]	[37993]	PMC2999828.nxml.gz-764
PMC2999828	PMC2999828.nxml.gz-769	[38151]	[38565]	In this respect, government recommendations must be carefully worded, as 1 study found that avoidance of peanuts was overdone among pregnant women: although such avoidance was recommended only for women with atopy risk, 65% of all pregnant women had avoided peanuts during pregnancy (42% of all women who responded had heard about the advice, eg, from their midwives, and 50% subsequently changed their diet) [101]	recommendations	[38179]	[38194]	PMC2999828.nxml.gz-770
PMC2999828	PMC2999828.nxml.gz-769	[38151]	[38565]	In this respect, government recommendations must be carefully worded, as 1 study found that avoidance of peanuts was overdone among pregnant women: although such avoidance was recommended only for women with atopy risk, 65% of all pregnant women had avoided peanuts during pregnancy (42% of all women who responded had heard about the advice, eg, from their midwives, and 50% subsequently changed their diet) [101]	recommended	[38327]	[38338]	PMC2999828.nxml.gz-775
PMC2999828	PMC2999828.nxml.gz-788	[39045]	[39176]	Therefore, it is suggested that antiacids should be taken only when prescribed by an attending physician to the childbearing mother	should be	[39087]	[39096]	PMC2999828.nxml.gz-790
PMC2999828	PMC2999828.nxml.gz-791	[39178]	[39421]	Treatment of reflux during pregnancy should focus on nonpharmacological measures, such as avoiding large meals shortly before bedtime, sleeping with the upper body elevated, and avoiding extensive consumption of coffee, sweets, and fatty foods	should	[39215]	[39221]	PMC2999828.nxml.gz-792
PMC2999828	PMC2999828.nxml.gz-793	[39423]	[39486]	In addition, smoking is a cause of reflux and should be avoided	should be	[39469]	[39478]	PMC2999828.nxml.gz-794
