PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2014_Feb_10_348_g1285	BMJ_2014_Feb_10_348_g1285_99	[27246]	[28110]	['It is difficult, however, to separate the relative contribution of each of these components, with maternal deposition of adipose tissue likely to have the greatest causal impact in terms of both short term pregnancy related outcomes and the longer term health of the child.30\nWhile the effect of any changes in maternal dietary intake, including specific nutritional components, and physical activity on in utero growth remains to be determined, observational studies suggest that consumption of a diet high in polyunsaturated fatty acids is associated with reduced early childhood adiposity as measured by skinfold thickness31and predictive of fat mass determined by DEXA at ages 4 and 6 years.32Together, these findings highlight the potential impact of relatively modest changes in the quality of maternal diet on in utero growth and future childhood adiposity.']	difficult	[27252]	[27261]	BMJ_2014_Feb_10_348_g1285_T5
PMC1074510	PMC1074510_184	[25749]	[25841]	['The TCT was complicated by the unexpected high participation of pregnant women at high risk.']	complicated	[25761]	[25772]	PMC1074510_T1
PMC1164414	PMC1164414_68	[10440]	[10610]	['However, the impact of folate metabolism on the risk of ALL may also vary from population to population because of additional gene-environment and gene-gene interactions.']	vary	[10509]	[10513]	PMC1164414_T0
PMC1164414	PMC1164414_71	[10922]	[10986]	['Furthermore, we cannot exclude potential gene-gene interactions.']	cannot exclude	[10938]	[10952]	PMC1164414_T1
PMC1164414	PMC1164414_77	[11851]	[11928]	['However, potential effects in rare specific ALL subgroups cannot be excluded.']	cannot be excluded	[11909]	[11927]	PMC1164414_T2
PMC1168874	PMC1168874_96	[12643]	[12773]	['Most isolated CAs have a complex etiology based on some polygenic predisposition which is triggered by environmental risk factors.']	complex	[12668]	[12675]	PMC1168874_T2
PMC1168874	PMC1168874_132	[18214]	[18238]	['multifactorial etiology.']	multifactorial	[18214]	[18228]	PMC1168874_T3
PMC1182379	PMC1182379_69	[11595]	[11734]	['As Revello and Gerna aptly remind us, "...withholding information on possible medical interventions is unethical (and legally risky)" [39].']	unethical	[11698]	[11707]	PMC1182379_T1
PMC1182379	PMC1182379_76	[12585]	[12849]	['Although the study was underpowered to detect significant differences in infection rates between the intervention and control groups (and thus the intervention was deemed unsuccessful by some), seroconversion rates decreased as CMV education and support increased.']	unsuccessful	[12756]	[12768]	PMC1182379_T2
PMC1182379	PMC1182379_94	[16189]	[16375]	['Once effective hand-hygiene messages are identified, more ambitious goals might also be considered, such as prevention of sexual transmission or transmission between children in daycare.']	ambitious	[16247]	[16256]	PMC1182379_T3
PMC1187906	PMC1187906_13	[2041]	[2234]	['[6-8] This view fails to recognize that for the poor, behavior is shaped by the power of a macrosocial environment they are unable to change, distal from the experiences of children and family.']	unable to	[2165]	[2174]	PMC1187906_T0
PMC1187906	PMC1187906_30	[5088]	[5268]	['Thus, in the context of chronic poverty, what we see as "food choice" is a highly complex phenomenon influenced by the cost and availability of food and the dynamics of the family.']	complex	[5170]	[5177]	PMC1187906_T1
PMC1247491	PMC1247491_14	[2492]	[2675]	['The limited amount and quality of the evidence to date is one reason it has been difficult to reach consensus on the etiology as well as screening and treatment requirements for EMTI.']	difficult	[2573]	[2582]	PMC1247491_T2
PMC1252725	PMC1252725_128	[20005]	[20159]	['Thus it is not possible to evaluate the impact of an administration route (namely infusion in this study) without taking into account the different drugs.']	not possible	[20016]	[20028]	PMC1252725_T3
PMC1280409	PMC1280409_14	[2443]	[2613]	['Many sought to find evidence of brain pathology but were unsuccessful, leading to the declaration that schizophrenia was the “graveyard of neuropathologists” (Plum 1972).']	unsuccessful	[2500]	[2512]	PMC1280409_T1
PMC1280409	PMC1280409_24	[3589]	[3876]	['The use of postmortem examination is problematic in studies of diseases that have early antecedents because it is difficult to determine whether findings are because of underlying dysfunction rather than degeneration after clinical progression or side effects of pharmacologic treatment.']	difficult	[3703]	[3712]	PMC1280409_T2
PMC1280409	PMC1280409_25	[3877]	[4083]	['In the study of fetal origins of schizophrenia, it is also difficult to apply the case–control approach, because reliable evidence of events that occurred during fetal development cannot be obtained easily.']	difficult	[3936]	[3945]	PMC1280409_T3
PMC1280409	PMC1280409_27	[4408]	[4612]	['However, such investigations are complicated by the very long latency of the disease, since clinical onset may not be evident until adolescence or adulthood, decades after the putative prenatal exposures.']	complicated	[4441]	[4452]	PMC1280409_T4
PMC1280409	PMC1280409_29	[4713]	[4923]	['In addition, large numbers of subjects are required to accurately assess the relatively modest increases in risk that any single factor is likely to contribute to a multifactorial disease such as schizophrenia.']	multifactorial	[4878]	[4892]	PMC1280409_T5
PMC1280409	PMC1280409_90	[12374]	[12489]	['Although based on a small sample of convenience, 19 of the children later exhibited serious difficulties in school.']	difficulties	[12466]	[12478]	PMC1280409_T6
PMC1280409	PMC1280409_122	[15750]	[16011]	['Findings on Prenatal Lead Exposure and Schizophrenia\nMany of the effects described in adolescence after early-life exposure, including decreased academic attainment, social deficits, and behavioral difficulties are comparable with the early antecedents of SSDs.']	difficulties	[15948]	[15960]	PMC1280409_T7
PMC1280409	PMC1280409_144	[18720]	[18890]	['Second, the findings of this study are also difficult to interpret conclusively because the sample size is relatively small and the result has a wide confidence interval.']	difficult	[18764]	[18773]	PMC1280409_T8
PMC1280409	PMC1280409_156	[20654]	[20798]	['Presently, the biology that links exposures to causal mechanisms is nearly impossible to study in detail without the use of experimental models.']	impossible	[20729]	[20739]	PMC1280409_T9
PMC1281283	PMC1281283_162	[20905]	[20954]	['Mercury levels vary among different fish species.']	vary	[20920]	[20924]	PMC1281283_T6
PMC1281283	PMC1281283_164	[21250]	[21394]	['Because mercury and n-3 fatty acids often travel together, it may be difficult to isolate the opposing influences of the two on child cognition.']	difficult	[21319]	[21328]	PMC1281283_T7
PMC1281295	PMC1281295_17	[2837]	[2968]	['Third, many pesticides have short residence times in the body, making it difficult to characterize exposures from biologic samples.']	difficult	[2910]	[2919]	PMC1281295_T6
PMC1281295	PMC1281295_27	[4600]	[4882]	['In this article we first examine the rationale and methods of exposure data collection in the population studies and then review the substantial challenges associated with the analysis of pesticides in novel and complex matrices, and the interpretation of these analytical findings.']	complex	[4812]	[4819]	PMC1281295_T7
PMC1281295	PMC1281295_99	[13083]	[13381]	['It is not clear whether the lack of strong associations is due to confounding factors (e.g., dietary exposure), to variability in the biologic measurements (including toxicokinetic considerations (discussed below), or to a relatively weak link between residential contamination and child exposures.']	variability	[13198]	[13209]	PMC1281295_T8
PMC1281295	PMC1281295_200	[25765]	[25875]	['Several studies reviewed here have attempted to collect 24-hr samples but have been only partially successful.']	attempted	[25800]	[25809]	PMC1281295_T9
PMC1281295	PMC1281295_208	[26971]	[27085]	['Repeat blood samples can be collected from young children but are more difficult to obtain than are urine samples.']	difficult	[27042]	[27051]	PMC1281295_T10
PMC1281295	PMC1281295_239	[31008]	[31193]	['Challenges in the Analysis of Pesticide Exposure Samples\nIncreased interest in children’s exposure to pesticides has resulted in the generation of large numbers of samples for analysis.']	Challenges	[31008]	[31018]	PMC1281295_T11
PMC1281295	PMC1281295_247	[31888]	[32046]	['Several methods have been evaluated to “correct” for the variability in urine dilution across spot samples, the most popular being creatinine (Boeniger et al.']	variability	[31945]	[31956]	PMC1281295_T12
PMC1281295	PMC1281295_261	[33753]	[33914]	['Many OP pesticides, for example, can be metabolized to common DAP compounds, so it is not possible to derive chemical-specific exposure estimates from such data.']	not possible	[33839]	[33851]	PMC1281295_T13
PMC1281295	PMC1281295_298	[38194]	[38406]	['Conclusions\nEpidemiologic investigations have often relied on questionnaire information for exposure classification, but this approach alone is unlikely to capture the complexity of children’s pesticide exposure.']	complexity	[38362]	[38372]	PMC1281295_T14
PMC1281295	PMC1281295_299	[38407]	[38626]	['In contrast to the Agricultural Health Study, for example, which draws on the records of pesticide applicators and has derived a complex exposure algorithm from 40 years of occupational exposure studies (Dosemeci et al.']	complex	[38536]	[38543]	PMC1281295_T15
PMC1361787	PMC1361787_15	[2937]	[3096]	['Low-income pregnant women may have poor nutritional status [23], and those with fewer years of formal education may have more difficulty completing a FFQ [24].']	difficulty	[3063]	[3073]	PMC1361787_T1
PMC1448690	PMC1448690_54	[9848]	[10027]	['Even for confirmed clinical infection, accurate measures of infection rates are difficult to obtain retrospectively, especially for common, relatively minor, childhood infections.']	difficult	[9928]	[9937]	PMC1448690_T8
PMC1448690	PMC1448690_56	[10183]	[10296]	['Measuring sub-clinical infection or the extent of colonization with environmental strains is even more difficult.']	difficult	[10286]	[10295]	PMC1448690_T9
PMC1448690	PMC1448690_70	[12390]	[12500]	['Genetic predisposition to allergy as indicated by an atopic parent also complicates the picture: Mattes et al.']	complicates	[12462]	[12473]	PMC1448690_T10
PMC1448690	PMC1448690_112	[18294]	[18548]	['Most of the farm studies rely on serological measures of atopy or on skin prick tests (SPTs): the recent results from the ISAAC study [8] suggest that this may be an unreliable way of testing for differences in atopy and asthma between population groups.']	unreliable	[18460]	[18470]	PMC1448690_T11
PMC1448690	PMC1448690_119	[19423]	[19658]	['More direct measures of microbial exposure and/or infection\nDespite the difficulties outlined previously, several studies have attempted to evaluate the link between atopy and more direct markers of microbial exposure and/or infection.']	attempted	[19550]	[19559]	PMC1448690_T12
PMC1448690	PMC1448690_169	[26500]	[26641]	['Other data, however, paint a more complex picture, indicate a suppressive effect on SPT reactivity, but not asthma or allergic rhinitis [73].']	complex	[26534]	[26541]	PMC1448690_T13
PMC1448690	PMC1448690_232	[37263]	[37599]	['The evidence suggesting differences in frequency of colds and other minor infections related to day nursery attendance and other exposures, as reviewed earlier, may indicate differences in susceptibility between population subgroups, but it cannot be used to infer any overall increase or decrease in these infections in the population.']	cannot be	[37504]	[37513]	PMC1448690_T14
PMC1448690	PMC1448690_253	[42084]	[42342]	['Antibiotic therapy\nThe possibility of a relationship between antibiotic use and later asthma or other atopic disease is difficult to disentangle from the potential confounders such as whether the key exposure relates to the infection or the antibiotic [118].']	difficult	[42204]	[42213]	PMC1448690_T15
PMC1448690	PMC1448690_505	[91192]	[91471]	['The overall conclusion is that hygiene is a key cornerstone in the control of ID, and that a significant increase in morbidity and mortality from infection would result from any attempt to reduce the integrated practices of sanitation, clean water provision and hygiene practice.']	attempt	[91370]	[91377]	PMC1448690_T16
PMC1448690	PMC1448690_509	[91997]	[92221]	['Without knowing the nature of the microbial exposure which may be critical for immune priming, it is difficult to reformulate hygiene policy, in favour of improving immune function without compromising protection against ID.']	difficult	[92098]	[92107]	PMC1448690_T17
PMC1459875	PMC1459875_9	[1805]	[1921]	['Abnormal gestational weight gain may further complicate the pregnancy as an additional risk factor for neonatal LBW.']	complicate	[1850]	[1860]	PMC1459875_T2
PMC1459875	PMC1459875_41	[6347]	[6523]	['Subjects with complicated pregnancies such as pre-eclampsia, twin gestation, history of diabetes, cardiovascular and kidney diseases were excluded and replaced by new subjects.']	complicated	[6361]	[6372]	PMC1459875_T3
PMC1459875	PMC1459875_92	[14226]	[14503]	['Since the amount of total weight gain is widely variable among women with good pregnancy outcomes, and the perinatal outcomes of interest are multifactorial in origin, it should not be expected for weight gain alone to be utilized as a perfect diagnostic or screening tool [4].']	multifactorial	[14368]	[14382]	PMC1459875_T4
PMC1481554	PMC1481554_12	[1605]	[1832]	['Background\nPrenatal micronutrient supplementation is indicated for all pregnant women, because the recommended daily allowances (RDA) for many vitamins and minerals are not met during pregnancy with dietary sources alone [1,2].']	not met	[1774]	[1781]	PMC1481554_T1
PMC1533075	PMC1533075_9	[1621]	[1848]	['Mothers also took individual micronutrient supplements (e.g., vitamin C tablets), but most mothers who took these also took multivitamins, making it impossible to determine potential independent effects of these micronutrients.']	impossible	[1770]	[1780]	PMC1533075_T8
PMC1592148	PMC1592148_31	[4913]	[5054]	['The lack of some standards of care makes it difficult to move forward research, practice, and policy, or even discussion, on internatal care.']	difficult	[4957]	[4966]	PMC1592148_T7
PMC1592148	PMC1592148_189	[31404]	[31745]	['Rather, the lack of specificity in our description of psychosocial interventions reflect both the complexity of psychosocial issues that families–particularly low-income families–face for which there are often no easy solutions, as well as the dearth of well-designed and evaluated intervention programs addressing these psychosocial issues.']	complexity	[31502]	[31512]	PMC1592148_T8
PMC1592148	PMC1592148_250	[41385]	[41510]	['When chronic hypertension is complicated by intrauterine growth restriction or preeclampsia, fetal surveillance is warranted.']	complicated	[41414]	[41425]	PMC1592148_T9
PMC1592148	PMC1592148_391	[62790]	[62996]	['women with prior fetal death), could also benefit from such program; we are unable to describe the content of their care in this paper due to space limitation and will do so in a series of papers to follow.']	unable to	[62866]	[62875]	PMC1592148_T10
PMC1592148	PMC1592148_419	[66776]	[66861]	['While there are significant challenges to this type of research, it needs to be done.']	challenges	[66804]	[66814]	PMC1592148_T11
PMC1592148	PMC1592148_427	[68108]	[68288]	['In this paper we did not attempt to address all the institutional components and challenges in developing a successful model of internatal care, only the content of such a program.']	challenges	[68189]	[68199]	PMC1592148_T12
PMC1626432	PMC1626432_14	[2757]	[2875]	['NTDs are known to be complex multifactorial disorders arising from an array of genetic and environmental interactions.']	complex	[2778]	[2785]	PMC1626432_T2
PMC1626432	PMC1626432_14	[2757]	[2875]	['NTDs are known to be complex multifactorial disorders arising from an array of genetic and environmental interactions.']	multifactorial	[2786]	[2800]	PMC1626432_T3
PMC1665416	PMC1665416_150	[20890]	[21023]	['For the remaining 23 newborns, reliability of the gestational age could not be determined because LMP and sonogram data were missing.']	could not be	[20956]	[20968]	PMC1665416_T4
PMC1665416	PMC1665416_157	[22173]	[22294]	['2004), we could not control for either variable because of the high variance inflation factor induced by these variables.']	could not	[22183]	[22192]	PMC1665416_T5
PMC1665416	PMC1665416_197	[29925]	[30075]	['However, neighborhood factors such as social isolation, crime, and poverty were not examined, and these might have confounded the current association.']	confounded	[30040]	[30050]	PMC1665416_T6
PMC1665416	PMC1665416_198	[30076]	[30236]	['It is also possible that other components of PM2.5or the differential proportion of the carcinogenic PAHs between two cities might have confounded the outcomes.']	confounded	[30212]	[30222]	PMC1665416_T7
PMC1665416	PMC1665416_204	[30755]	[30877]	['Although lack of adequate prenatal care could not have confounded the outcome, we did not examine history of previous LBW.']	could not	[30795]	[30804]	PMC1665416_T8
PMC1665416	PMC1665416_204	[30755]	[30877]	['Although lack of adequate prenatal care could not have confounded the outcome, we did not examine history of previous LBW.']	confounded	[30810]	[30820]	PMC1665416_T9
PMC1764147	PMC1764147_46	[5430]	[5583]	['NHANES uses a complex multistage probability sampling designed to be representative of the U.S. population based on age, sex, race/ethnicity, and income.']	complex	[5444]	[5451]	PMC1764147_T8
PMC1764147	PMC1764147_115	[14947]	[15232]	['For the initial phase of analysis, we used ordinary least-squares regression (OLS) (SAS Proc Reg, version 9.0; SAS Institute, Cary, NC) and purposefully did not adjust for the NHANES complex survey design in order to obtain a broad group of potentially significant predictor variables.']	complex	[15130]	[15137]	PMC1764147_T9
PMC1764147	PMC1764147_119	[15649]	[15925]	['This OLS analysis produced a generous list of significant and borderline-significant variables for regression analysis using SUDAAN (version 9.0.1; Research Triangle Institute, Research Triangle Park, NC), which provides an analysis that adjusts for the complex survey design.']	complex	[15903]	[15910]	PMC1764147_T10
PMC1764147	PMC1764147_279	[34832]	[34903]	['2005) were also pregnant, which increases the variability in T4and TSH.']	variability	[34878]	[34889]	PMC1764147_T11
PMC184457	PMC184457_43	[5374]	[5497]	['Based on this finding, the patient was admitted to hospital and a McDonald (rescue) cerclage was placed without difficulty.']	difficulty	[5486]	[5496]	PMC184457_T0
PMC184457	PMC184457_73	[9507]	[9668]	['As these three variables commonly occur together, multiple regression analysis to quantify the individual contribution of each intervention has proven difficult.']	difficult	[9658]	[9667]	PMC184457_T1
PMC184457	PMC184457_79	[10524]	[10763]	['While the societal cost of multiple births has proven more difficult to study, previous work has shown depression and divorce rates to be higher among parents of multiple births compared to those who have only singleton deliveries [12,13].']	difficult	[10583]	[10592]	PMC184457_T2
PMC184457	PMC184457_84	[11753]	[11888]	['Yet whether these zona manipulations were causative or merely associative interventions cannot be fully determined from available data.']	cannot be	[11841]	[11850]	PMC184457_T3
PMC1852384	PMC1852384_54	[9499]	[9842]	['Nutritional complications were not evaluated because all patients were routinely maintained on vitamins, iron, and calcium supplements postoperatively; it would be impossible to determine the true incidence of any of these nutritional deficiencies.Univariate analyses and logistic regression with SPSS 11.0 were used to determine significance.']	impossible	[9663]	[9673]	PMC1852384_T4
PMC1852384	PMC1852384_86	[16079]	[16294]	['The other patient, a 43-year-old woman, BMI 43, had undergone a laparoscopic RYGB at another institution that was complicated by a strangulated internal hernia, massive intestinal gangrene, and short-bowel syndrome.']	complicated	[16193]	[16204]	PMC1852384_T5
PMC1852384	PMC1852384_97	[18006]	[18202]	['Attempts to reverse his anticoagulation and control the bleeding angiographically were unsuccessful.The necessity for reoperation within 30\xa0days of the original procedure was particularly ominous.']	unsuccessful	[18093]	[18105]	PMC1852384_T6
PMC1868729	PMC1868729_8	[1277]	[1385]	['There was heterogeneity between the studies, particularly those conducted on children below 12 month of age.']	heterogeneity	[1287]	[1300]	PMC1868729_T4
PMC1868729	PMC1868729_26	[3745]	[3906]	['Studies with historical controls and ecological studies were excluded, as the data provided by these are unreliable for determining causation and/or association.']	unreliable	[3850]	[3860]	PMC1868729_T5
PMC1868729	PMC1868729_53	[7373]	[7493]	['The amount of heterogeneity between studies was assessed by a formal statistical test (chi-square test), and by I2 [16].']	heterogeneity	[7387]	[7400]	PMC1868729_T6
PMC1868729	PMC1868729_132	[15871]	[16058]	['There was heterogeneity between studies (I2 > 50%); this was large for studies conducted on children below 12 months of age (I2 = 53%), and small for studies on older children (I2 < 10%).']	heterogeneity	[15881]	[15894]	PMC1868729_T7
PMC1868729	PMC1868729_133	[16059]	[16250]	['Because of this heterogeneity, the analysis was stratified according to age, and a summary measure (meta-analysis) was obtained only for studies that reported on children aged 1 year or more.']	heterogeneity	[16075]	[16088]	PMC1868729_T8
PMC1868729	PMC1868729_149	[18225]	[18396]	['This finding should be viewed with caution, since evidence obtained by combining small studies has previously been shown to be unreliable because of publication bias [28].']	unreliable	[18352]	[18362]	PMC1868729_T9
PMC1868729	PMC1868729_150	[18397]	[18488]	['For infants under one year of age the evidence is contradictory and difficult to summarize.']	difficult	[18465]	[18474]	PMC1868729_T10
PMC1868729	PMC1868729_162	[19763]	[19852]	['The heterogeneity between studies also creates difficulties for interpreting the results.']	heterogeneity	[19767]	[19780]	PMC1868729_T11
PMC1868729	PMC1868729_162	[19763]	[19852]	['The heterogeneity between studies also creates difficulties for interpreting the results.']	difficulties	[19810]	[19822]	PMC1868729_T12
PMC1868729	PMC1868729_166	[20277]	[20389]	['This problem is magnified because of the difficulties in measuring blood pressure accurately at early ages [30].']	difficulties	[20318]	[20330]	PMC1868729_T13
PMC1888711	PMC1888711_14	[2839]	[3027]	['However, it is also clear that such strategies require health care professionals that the poorest countries cannot afford to train or retain in sufficient numbers over the next decade [3].']	cannot	[2947]	[2953]	PMC1888711_T2
PMC1888711	PMC1888711_103	[23958]	[24179]	['However, in settings where management of pre-eclampsia/eclampsia is difficult due to lack of resources, a preventive strategy might be a worthwhile weapon against maternal deaths due to hypertensive diseases of pregnancy.']	difficult	[24026]	[24035]	PMC1888711_T3
PMC1913535	PMC1913535_21	[3273]	[3432]	['One important example of this complexity is the growing evidence that exposure to many important environmental risk factors for common disorders is not random.']	complexity	[3303]	[3313]	PMC1913535_T8
PMC1913535	PMC1913535_25	[4055]	[4300]	['This is important as identifying which environmental factors exert true causal environmentally mediated risk effects on complex phenotypes is an important goal for the purposes of designing prevention, risk reduction and intervention strategies.']	complex	[4175]	[4182]	PMC1913535_T9
PMC1913535	PMC1913535_27	[4457]	[4908]	['These studies show that regardless of genetic liability, postnatal environmental factors have important effects on many different outcomes; for example stress susceptibility [8], renal renin-angiotensin system sensitivity [9], cognitive ability [10] and antisocial behaviour [11]\n\nPrenatal environmental risk factors and complex disorders\nThe leading causes of global disease burden are complex disorders such as cardiovascular disease and depression.']	complex	[4778]	[4785]	PMC1913535_T10
PMC1913535	PMC1913535_27	[4457]	[4908]	['These studies show that regardless of genetic liability, postnatal environmental factors have important effects on many different outcomes; for example stress susceptibility [8], renal renin-angiotensin system sensitivity [9], cognitive ability [10] and antisocial behaviour [11]\n\nPrenatal environmental risk factors and complex disorders\nThe leading causes of global disease burden are complex disorders such as cardiovascular disease and depression.']	complex	[4844]	[4851]	PMC1913535_T11
PMC1913535	PMC1913535_33	[6036]	[6233]	['Although longitudinal studies are an important method for identifying causal risk factors for disease and behaviour, it is often difficult to rule out the contribution of unmeasured confounders[3].']	difficult	[6165]	[6174]	PMC1913535_T12
PMC1913535	PMC1913535_116	[22831]	[23112]	['Retrospectively obtaining information on pregnancy complications for the surrogacy group was difficult because commissioning parents were often not aware of details of the pregnancy and families were either no longer in touch with the surrogate or did not wish her to be contacted.']	difficult	[22924]	[22933]	PMC1913535_T13
PMC1913535	PMC1913535_117	[23113]	[23203]	['Thus information was difficult to obtain from the surrogate who experienced the pregnancy.']	difficult	[23134]	[23143]	PMC1913535_T14
PMC1925082	PMC1925082_94	[12392]	[12493]	['As in the Australian study, it was not possible to look at the effect of folate alone (without iron).']	not possible	[12427]	[12439]	PMC1925082_T2
PMC1937008	PMC1937008_0	[0]	[289]	["A systematic review of maternal obesity and breastfeeding intention, initiation and duration\n\nAbstract\n\nBackground\nBreastfeeding behaviour is multifactorial, and a wide range of socio-cultural and physiological variables impact on a woman's decision and ability to breastfeed successfully."]	multifactorial	[142]	[156]	PMC1937008_T6
PMC1937008	PMC1937008_106	[34551]	[34685]	['Some women with large breasts have broad areolae (rather than conical) with short nipples making it difficult to attach the baby [19].']	difficult	[34651]	[34660]	PMC1937008_T7
PMC1937008	PMC1937008_124	[37175]	[37327]	['Furthermore, large breasts may make if difficult to breastfeed "discretely" and thus "modesty" may another reason for some women to avoid breastfeeding.']	difficult	[37214]	[37223]	PMC1937008_T8
PMC1937008	PMC1937008_141	[39362]	[39547]	["Conclusion\nBreastfeeding behaviour is multifactorial, and a wide range of socio-cultural and physiological variables impact on a woman's decision and ability to breastfeed successfully."]	multifactorial	[39400]	[39414]	PMC1937008_T9
PMC1937008	PMC1937008_142	[39548]	[39676]	['Breastfeeding rates vary from population group to group – the variation is usually due to social rather than biological factors.']	vary	[39568]	[39572]	PMC1937008_T10
PMC2009866	PMC2009866_6	[1125]	[1210]	['The use of opium, bread and tea could not be assessed in the retrospective framework.']	could not be assessed	[1157]	[1178]	PMC2009866_T11
PMC2022638	PMC2022638_11	[2331]	[2501]	['In the United States, some of this increase is attributable to changes in diagnosis and reporting, although this pattern is not uniform across all states (Shattuck 2005).']	not uniform	[2455]	[2466]	PMC2022638_T1
