PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC1448690	PMC1448690_83	[14134]	[14196]	['This could explain why younger siblings have less later atopy.']	why	[14153]	[14156]	PMC1448690_T25
PMC1448690	PMC1448690_132	[21170]	[21332]	['An important question is whether HAV acts at a molecular level, or is merely a marker for poor orofaecal hygiene and exposure to other gastrointestinal organisms.']	question	[21183]	[21191]	PMC1448690_T26
PMC1448690	PMC1448690_244	[39913]	[40124]	['Since foods are only controlled for pathogens, there are no available data to indicate what trends might have occurred in the broad microbial content of our diet during the period critical for the rise in atopy.']	what	[40000]	[40004]	PMC1448690_T27
PMC1448690	PMC1448690_257	[42981]	[43178]	['In line with this a study with laboratory mice [122] showed that antibiotic-induced changes in the gastrointestinal tract can affect how the immune system responds to common allergens in the lungs.']	how	[43114]	[43117]	PMC1448690_T28
PMC1448690	PMC1448690_310	[52587]	[52964]	['Family size undoubtedly influences the potential for case-to-case spread of infection by both aerosol and other routes, but it cannot be assumed that a large family inevitably causes increased spread of infection, or poor hygienic conditions: much depends on socio-economic factors such as overcrowding, sharing a bedroom, bed-sharing or awareness of how to prevent infections.']	how	[52938]	[52941]	PMC1448690_T29
PMC1448690	PMC1448690_314	[53886]	[54353]	['Evidence in relation to this question derives from the following sources:\nEpidemiological studies of the relationship between the proxy measures of cleanliness and hygiene and the rise in atopy\n\nHygiene practices in relation to atopy\nIn two recent studies, Sherriff and co-workers [184,185] examined the link between ‘hygiene behaviour’ and atopy by devising hygiene scores for personal hygiene practices, and looking for associations with wheezing and atopic eczema.']	question	[53915]	[53923]	PMC1448690_T30
PMC1448690	PMC1448690_324	[56123]	[56552]	['While the responders in this long-standing ALSPAC study would be accustomed to answering questions, the association of high scores with social disadvantage (low educational attainment and overcrowded living conditions) and maternal smoking is surprising and raises the possibility of an association between social disadvantage and a tendency to exaggerate about personal cleanliness, particularly where this relates to childcare.']	raises	[56381]	[56387]	PMC1448690_T31
PMC1448690	PMC1448690_326	[56679]	[56837]	['The study also contains no measures of microbial exposure or how effective individual hygiene practices may have been in terms of reducing microbial exposure.']	how	[56740]	[56743]	PMC1448690_T32
PMC1448690	PMC1448690_395	[70451]	[70592]	['A key questions with regard to the hygiene hypothesis, which remains to be addressed, is how big the critical microbial exposure needs to be.']	how	[70540]	[70543]	PMC1448690_T33
PMC1448690	PMC1448690_396	[70593]	[70766]	['Must exposure be sufficient to cause clinical infection or at least asymptomatic colonization, or is ‘subclinical exposure’ adequate to produce the required immune response?']	Must	[70593]	[70597]	PMC1448690_T34
PMC1448690	PMC1448690_396	[70593]	[70766]	['Must exposure be sufficient to cause clinical infection or at least asymptomatic colonization, or is ‘subclinical exposure’ adequate to produce the required immune response?']	?	[70765]	[70766]	PMC1448690_T35
PMC1448690	PMC1448690_457	[81934]	[82269]	['The link between atopy, microbial exposure and hygiene practice in the home\nThe second key question for this review is whether the microbial exposure that is vital for the development of the immune system might no longer occur, or might occur to an insufficient extent, is a result of modern trends in hygiene and personal cleanliness.']	question	[82025]	[82033]	PMC1448690_T36
PMC1448690	PMC1448690_457	[81934]	[82269]	['The link between atopy, microbial exposure and hygiene practice in the home\nThe second key question for this review is whether the microbial exposure that is vital for the development of the immune system might no longer occur, or might occur to an insufficient extent, is a result of modern trends in hygiene and personal cleanliness.']	whether	[82053]	[82060]	PMC1448690_T37
PMC1448690	PMC1448690_477	[86158]	[86468]	['For example, changes must have occurred in the non-pathogenic microbial flora of water or foods consequent on changing technologies of water purification and food production etc, but as food and water is only routinely monitored for pathogen content there are no data to show what these trends might have been.']	what	[86434]	[86438]	PMC1448690_T38
PMC1448690	PMC1448690_484	[87249]	[87402]	['On the contrary, current concerns about ID, and the key role that hygiene plays in controlling ID, provides compelling reasons why we should not do this.']	why	[87376]	[87379]	PMC1448690_T39
PMC1448690	PMC1448690_514	[93135]	[93301]	['As untreated water may contain up to 109mycobacteria per litre, the difficulty is how to preserve the ‘friendly’ species while removing those likely to cause disease.']	how	[93217]	[93220]	PMC1448690_T40
PMC1448690	PMC1448690_532	[95624]	[96008]	['Whatever the reality regarding atopy and microbial exposure, ‘targeted hygiene’ with its emphasis on selective hygiene intervention when and where risks of infection are greatest makes sense on its own merits because it seeks to maximize protection against the harmful effects of ID, while retaining the beneficial effects which microbes may have on our human and natural environment.']	when	[95756]	[95760]	PMC1448690_T41
PMC1544352	PMC1544352_2	[496]	[674]	['Secondary aims were to explore why women took the herbal medicine, where they received advice, what form the supplements took and if they perceived the supplements to be helpful.']	why	[527]	[530]	PMC1544352_T1
PMC1544352	PMC1544352_2	[496]	[674]	['Secondary aims were to explore why women took the herbal medicine, where they received advice, what form the supplements took and if they perceived the supplements to be helpful.']	where	[563]	[568]	PMC1544352_T2
PMC1544352	PMC1544352_2	[496]	[674]	['Secondary aims were to explore why women took the herbal medicine, where they received advice, what form the supplements took and if they perceived the supplements to be helpful.']	what	[591]	[595]	PMC1544352_T3
PMC1544352	PMC1544352_13	[1818]	[1976]	['Conclusion\nUse of herbal supplements in pregnancy is likely to be relatively high and it is important to ascertain what supplements (if any) women are taking.']	what	[1933]	[1937]	PMC1544352_T4
PMC1544352	PMC1544352_113	[19244]	[19537]	['Caption (TABLE-WRAP): TABLE 3\n\nHerbal supplements women reported using during pregnancy (n = 588)Herb takenNo%Most common form of supplement*Most common reason/s for use reported by women**Gestation commenced (if applicable) Who recommended supplement use*% who reported the supplement helped?']	?	[19536]	[19537]	PMC1544352_T5
PMC1544352	PMC1544352_114	[19538]	[21260]	['Raspberry leaf83 13.9 Tea (71%)Tablet (22%)Syrup (5%)Strengthen or tone uterus ready for labour (76%)30 weeks or later 63/71 (89%)Friends (37%)Naturopath (23%)Self (22%)N/AGinger68 11.6 Tea (46%)Tablet (40%)Syrup (11%)Nausea (85%)Early in pregnancy 58/59 (98%)Self (42%)Friends (39%)Naturopath (17%)43/56 (76.8%)Chamomile65 11.1 Tea (100%)Relax/calming/help sleep (65%)Aid digestion/help nausea (25%)No patternSelf (71%)Family (15%)Friends (11%)45/54 (83%)Cranberry juice51 8.7 Syrup/liquid (91%)Juice (6%)Tablet (2%)Prevent/treat urinary tract infections (56%)Vitamin C intake (19%)Enjoy/like it (16%)Early in pregnancy/or <= 20 wks (68%)Self (63%)Friends (14%)Local doctor (14%)28/36 (78%)Echinacea17 2.9 Tablet (63%)Syrup/liquid (25%)Tea (13%)Cold/flu (81%)Increase immunity (13%)No patternSelf (59%)Friends (18%)6/13 (46%)Evening primrose oil11 1.9 Tablet (100%)No patternNo patternSelf (36%)Friends (36%)2/7 (29%)Digestive bitters9 1.5 Syrup/liquid (56%)Tablet (44%)Digestive disorders (100%)No patternNo pattern8/9 (89%)Slippery elm9 1.5 Tablet (56%)Powder (33%)Tea (11%)Digestive disorders (88%)No patternNaturopath (33%)Self (33%)5/8 (63%)Garlic8 1.4 Tablet (100%)Variety of reasonsNo patternSelf (50%)Family (50%)Naturopath (38%)3/6 (50%)Chinese herbs8 1.4 Syrup (50%)Tea (33%)Variety of reasonsNo patternChinese doctor (63%)6/8 (75%)\n* Does not total 100% as only most common responses included\n* More than one answer could be given\nFor each herbal supplement they used, women were asked to describe what form of the supplement they used; why they used it; when they commenced taking it; when the supplement was ceased; who recommended the supplements use; and if they considered the supplement had been of help.']	what	[21048]	[21052]	PMC1544352_T6
PMC1544352	PMC1544352_114	[19538]	[21260]	['Raspberry leaf83 13.9 Tea (71%)Tablet (22%)Syrup (5%)Strengthen or tone uterus ready for labour (76%)30 weeks or later 63/71 (89%)Friends (37%)Naturopath (23%)Self (22%)N/AGinger68 11.6 Tea (46%)Tablet (40%)Syrup (11%)Nausea (85%)Early in pregnancy 58/59 (98%)Self (42%)Friends (39%)Naturopath (17%)43/56 (76.8%)Chamomile65 11.1 Tea (100%)Relax/calming/help sleep (65%)Aid digestion/help nausea (25%)No patternSelf (71%)Family (15%)Friends (11%)45/54 (83%)Cranberry juice51 8.7 Syrup/liquid (91%)Juice (6%)Tablet (2%)Prevent/treat urinary tract infections (56%)Vitamin C intake (19%)Enjoy/like it (16%)Early in pregnancy/or <= 20 wks (68%)Self (63%)Friends (14%)Local doctor (14%)28/36 (78%)Echinacea17 2.9 Tablet (63%)Syrup/liquid (25%)Tea (13%)Cold/flu (81%)Increase immunity (13%)No patternSelf (59%)Friends (18%)6/13 (46%)Evening primrose oil11 1.9 Tablet (100%)No patternNo patternSelf (36%)Friends (36%)2/7 (29%)Digestive bitters9 1.5 Syrup/liquid (56%)Tablet (44%)Digestive disorders (100%)No patternNo pattern8/9 (89%)Slippery elm9 1.5 Tablet (56%)Powder (33%)Tea (11%)Digestive disorders (88%)No patternNaturopath (33%)Self (33%)5/8 (63%)Garlic8 1.4 Tablet (100%)Variety of reasonsNo patternSelf (50%)Family (50%)Naturopath (38%)3/6 (50%)Chinese herbs8 1.4 Syrup (50%)Tea (33%)Variety of reasonsNo patternChinese doctor (63%)6/8 (75%)\n* Does not total 100% as only most common responses included\n* More than one answer could be given\nFor each herbal supplement they used, women were asked to describe what form of the supplement they used; why they used it; when they commenced taking it; when the supplement was ceased; who recommended the supplements use; and if they considered the supplement had been of help.']	why	[21087]	[21090]	PMC1544352_T7
PMC1544352	PMC1544352_151	[29045]	[29159]	['The data also demonstrated that providers of care were not a major influence on why women took herbal supplements.']	why	[29125]	[29128]	PMC1544352_T8
PMC1544352	PMC1544352_153	[29243]	[29443]	['This study therefore adds to what is known on the topic, and may guide clinicians when they are seeking to understand what (if any) supplements women in similar populations may be taking in pregnancy.']	when	[29325]	[29329]	PMC1544352_T9
PMC1544352	PMC1544352_153	[29243]	[29443]	['This study therefore adds to what is known on the topic, and may guide clinicians when they are seeking to understand what (if any) supplements women in similar populations may be taking in pregnancy.']	what	[29361]	[29365]	PMC1544352_T10
PMC1544352	PMC1544352_154	[29445]	[29603]	['Conclusion\nUse of herbal supplements in pregnancy is likely to be relatively high and it is important to ascertain what supplements (if any) women are taking.']	what	[29560]	[29564]	PMC1544352_T11
PMC1592148	PMC1592148_13	[2053]	[2148]	['In recent years, however, the effectiveness of this strategy has been called into question [1].']	question	[2135]	[2143]	PMC1592148_T13
PMC1592148	PMC1592148_28	[4524]	[4622]	['Despite the growing interest, for most people it remains unclear what is meant by internatal care.']	what	[4589]	[4593]	PMC1592148_T14
PMC1592148	PMC1592148_38	[5669]	[5785]	['Even for women with healthcare coverage, it is unclear how much and what internatal care they are currently getting.']	how	[5724]	[5727]	PMC1592148_T15
PMC1592148	PMC1592148_38	[5669]	[5785]	['Even for women with healthcare coverage, it is unclear how much and what internatal care they are currently getting.']	what	[5737]	[5741]	PMC1592148_T16
PMC1592148	PMC1592148_100	[17975]	[18120]	['Stress\nMaternal stress is perhaps the hardest to screen; clinicians are often at a loss as to how to screen or what to do with a positive screen.']	how	[18069]	[18072]	PMC1592148_T17
PMC1592148	PMC1592148_100	[17975]	[18120]	['Stress\nMaternal stress is perhaps the hardest to screen; clinicians are often at a loss as to how to screen or what to do with a positive screen.']	what	[18086]	[18090]	PMC1592148_T18
PMC1592148	PMC1592148_191	[32218]	[32411]	['Our model of internatal care is unlikely to be effective without effective psychosocial interventions, but we will not know what these are as long as we keep looking for quick biomedical fixes.']	what	[32342]	[32346]	PMC1592148_T19
PMC1592148	PMC1592148_197	[32966]	[33087]	['Providers of internatal care need to consider how to better coordinate and integrate services in order to improve access.']	how	[33012]	[33015]	PMC1592148_T20
PMC1592148	PMC1592148_203	[33889]	[33977]	['First, shouldn’t the schedule of visits be individualized according to individual needs?']	?	[33976]	[33977]	PMC1592148_T21
PMC1592148	PMC1592148_229	[37681]	[37925]	['In addition to the core contents of universal internatal care recommended above for all women of childbearing ages, we will examine what enhanced contents may benefit their long-term health, as well as the outcome of their subsequent pregnancy.']	what	[37813]	[37817]	PMC1592148_T22
PMC1592148	PMC1592148_405	[64778]	[64931]	['More importantly, even less is known about the trajectories to long-term women’s health or child health, or how to alter these pathways and trajectories.']	how	[64886]	[64889]	PMC1592148_T23
PMC1592148	PMC1592148_420	[66862]	[67001]	['Identifying what internatal interventions work in the community may be just as important as identifying what works in the clinical setting.']	what	[66874]	[66878]	PMC1592148_T24
PMC1592148	PMC1592148_420	[66862]	[67001]	['Identifying what internatal interventions work in the community may be just as important as identifying what works in the clinical setting.']	what	[66966]	[66970]	PMC1592148_T25
PMC1626394	PMC1626394_0	[0]	[48]	['Reproductive Toxicity: Too Much of a Good Thing?']	?	[47]	[48]	PMC1626394_T1
PMC1779612	PMC1779612_53	[6971]	[7118]	['Women did not specify what type of healthcare work they had done, and many might have done work that required no CMV-related knowledge or training.']	what	[6993]	[6997]	PMC1779612_T0
PMC1779612	PMC1779612_56	[7502]	[7673]	["Surveys should be conducted of healthcare providers' knowledge and practices relating to congenital CMV, including how well providers adhere to these ACOG recommendations."]	how	[7617]	[7620]	PMC1779612_T1
PMC1779612	PMC1779612_70	[10075]	[10211]	['Further research is needed to assess which prevention messages work best for CMV and which educational interventions are most effective.']	which	[10112]	[10117]	PMC1779612_T2
PMC1779612	PMC1779612_70	[10075]	[10211]	['Further research is needed to assess which prevention messages work best for CMV and which educational interventions are most effective.']	which	[10160]	[10165]	PMC1779612_T3
PMC1852384	PMC1852384_157	[28192]	[28448]	['How this compares with the perioperative mortality after laparoscopic RYGB is still unclear because many series of patients having laparoscopic RYGB do not include patients with the highest BMIs, above 60 or 70\xa0kg/m2, or patients having revisional surgery.']	How	[28192]	[28195]	PMC1852384_T7
PMC1865559	PMC1865559_26	[4787]	[5051]	['There is an emergent theory addressing how early life cues such as nutrition can influence phenotypic development and the expression of traits such as elements of reproductive performance [10], operating through the processes of changed epigenetic expression [11].']	how	[4826]	[4829]	PMC1865559_T1
PMC1888711	PMC1888711_0	[0]	[162]	['Could a simple antenatal package combining micronutritional supplementation with presumptive treatment of infection prevent maternal deaths in sub-Saharan Africa?']	Could	[0]	[5]	PMC1888711_T4
PMC1888711	PMC1888711_0	[0]	[162]	['Could a simple antenatal package combining micronutritional supplementation with presumptive treatment of infection prevent maternal deaths in sub-Saharan Africa?']	?	[161]	[162]	PMC1888711_T5
PMC1888711	PMC1888711_19	[3678]	[4018]	['In this paper, we ask whether a simple antenatal package which combines micronutritional supplementation with presumptive treatment of infection, given through antenatal care or taken at home under limited supervision, could prevent some of the 250,000 maternal deaths which have been estimated to occur each year in sub-Saharan Africa [8].']	ask	[3696]	[3699]	PMC1888711_T6
PMC1888711	PMC1888711_78	[19344]	[19585]	['We question why there is so little emphasis on the potential of these antenatal strategies by the international safe motherhood community, and why the initiative has been left to vertical programmes, such as malaria treatment and prevention.']	question	[19347]	[19355]	PMC1888711_T7
PMC1888711	PMC1888711_78	[19344]	[19585]	['We question why there is so little emphasis on the potential of these antenatal strategies by the international safe motherhood community, and why the initiative has been left to vertical programmes, such as malaria treatment and prevention.']	why	[19356]	[19359]	PMC1888711_T8
PMC1888711	PMC1888711_78	[19344]	[19585]	['We question why there is so little emphasis on the potential of these antenatal strategies by the international safe motherhood community, and why the initiative has been left to vertical programmes, such as malaria treatment and prevention.']	why	[19487]	[19490]	PMC1888711_T9
PMC1888711	PMC1888711_143	[31282]	[31344]	["Authors' contributions\nVF and RP raised the research question."]	question	[31335]	[31343]	PMC1888711_T10
PMC1913535	PMC1913535_0	[0]	[84]	['Do intrauterine or genetic influences explain the foetal origins of chronic disease?']	Do	[0]	[2]	PMC1913535_T15
PMC1913535	PMC1913535_0	[0]	[84]	['Do intrauterine or genetic influences explain the foetal origins of chronic disease?']	?	[83]	[84]	PMC1913535_T16
PMC1913535	PMC1913535_25	[4055]	[4300]	['This is important as identifying which environmental factors exert true causal environmentally mediated risk effects on complex phenotypes is an important goal for the purposes of designing prevention, risk reduction and intervention strategies.']	which	[4088]	[4093]	PMC1913535_T17
PMC1913535	PMC1913535_62	[11702]	[11845]	['However, given the sensitivity of artificial methods of conception, the question arises as to whether such a design is feasible and acceptable.']	question	[11774]	[11782]	PMC1913535_T18
PMC1913535	PMC1913535_62	[11702]	[11845]	['However, given the sensitivity of artificial methods of conception, the question arises as to whether such a design is feasible and acceptable.']	whether	[11796]	[11803]	PMC1913535_T19
PMC1925082	PMC1925082_38	[4587]	[4696]	['Those who replied \'yes\' were then asked " What was the name of the vitamin or mineral (please be specific)? "']	What	[4629]	[4633]	PMC1925082_T3
PMC1937008	PMC1937008_91	[32106]	[32195]	['Discussion\n\nPossible reasons why overweight/obese women are less likely to breastfeed\n\n1.']	why	[32135]	[32138]	PMC1937008_T11
PMC1937008	PMC1937008_133	[38177]	[38197]	['What to do about it?']	What	[38177]	[38181]	PMC1937008_T12
PMC1937008	PMC1937008_133	[38177]	[38197]	['What to do about it?']	?	[38196]	[38197]	PMC1937008_T13
PMC2022638	PMC2022638_20	[3396]	[3549]	['2004), raising the possibility that gestational exposure to these compounds could play an etiologic role in ASD and related neurodevelopmental disorders.']	raising	[3403]	[3410]	PMC2022638_T8
