PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC1168874	PMC1168874_27	[3188]	[3420]	['There is no appropriate data for drugs in category C. The definition of category D is as follows: “There is positive evidence of human fetal risk, but the benefits from use in pregnant women may be acceptable despite the risk” (e.g.']	no ... data	[3197, 3212]	[3199, 3216]	PMC1168874_T0
PMC1168874	PMC1168874_193	[26643]	[26782]	['According to the estimation of the WHO expert committee about one-third of major CAs are preventable by this new primary preventive method.']	new	[26752]	[26755]	PMC1168874_T1
PMC1182379	PMC1182379_44	[7059]	[7300]	['Considerable progress has been made over the last 30 years, but insufficient interest by vaccine manufacturers (Stanley Plotkin, personal communication) and technical challenges make it is uncertain when a vaccine will become available [24].']	uncertain	[7248]	[7257]	PMC1182379_T0
PMC1184067	PMC1184067_66	[10872]	[10931]	['Sixteen letters were returned because of unknown addresses.']	unknown	[10913]	[10920]	PMC1184067_T0
PMC1184067	PMC1184067_105	[18863]	[19069]	['As the MHLW only recently recommended folic acid supplementation to reproductive-aged women,[15] it is not too surprising that many FP/GPs do not know the importance of folic acid and few provide this care.']	not know	[19005]	[19013]	PMC1184067_T1
PMC1247491	PMC1247491_9	[1475]	[1921]	['While there’s no doubt that EMTI is related to poor fetal outcomes, the follow-up data on child development are only available until 5–6 years of age, so it’s still unknown whether these developmental delays persist over the long term, said Victor Pop, a professor in the Department of Clinical Health Psychology at Tilburg University, Netherlands, whose landmark study on EMTI was published in the February 1999 issue of Clinical Endocrinology .']	unknown	[1640]	[1647]	PMC1247491_T0
PMC1247491	PMC1247491_22	[3703]	[4012]	['“While it is not yet known whether early identification and treatment of thyroid deficiency will avoid fetal death and neuropsychological deficits in the offspring, it is clear that women themselves will benefit,” said James Haddow, medical director of the Foundation for Blood Research in Scarborough, Maine.']	not yet known	[3716]	[3729]	PMC1247491_T1
PMC1247630	PMC1247630_6	[759]	[953]	['The effect of maternal diet on child leukemia risk has not been rigorously studied; the few studies that have been done have focused on specific dietary factors, and the results have been mixed.']	has not been rigorously studied	[810]	[841]	PMC1247630_T0
PMC1252725	PMC1252725_46	[7904]	[7965]	['The personal data of controls are not recorded in the HCCSCA.']	not recorded	[7938]	[7950]	PMC1252725_T0
PMC1252725	PMC1252725_75	[11908]	[12069]	['There was no obvious difference in the proportion of unmarried women and in the distribution of employment status between case and control mothers with infusion.']	There was no	[11908]	[11920]	PMC1252725_T1
PMC1252725	PMC1252725_84	[13025]	[13144]	['Mothers with surgical interventions are not evaluated here because these pregnant women were evaluated previously (10).']	not evaluated	[13065]	[13078]	PMC1252725_T2
PMC1280409	PMC1280409_5	[964]	[1112]	['Schizophrenia and schizophrenia spectrum disorders (SSDs) are mental illnesses of unknown etiology, typically diagnosed in adolescence or adulthood.']	unknown	[1046]	[1053]	PMC1280409_T0
PMC1281283	PMC1281283_26	[3153]	[3313]	['The net effect of the beneficial nutrients and harmful contaminants contained within fish has not been well studied and remains unclear (Chapman and Chan 2000).']	remains unclear	[3273]	[3288]	PMC1281283_T0
PMC1281283	PMC1281283_81	[9884]	[10021]	['In the testing phase, the infant was presented with the previously seen photo simultaneously with a novel photo of another infant’s face.']	novel	[9984]	[9989]	PMC1281283_T1
PMC1281283	PMC1281283_83	[10135]	[10276]	['The computer then calculated a novelty preference, the percentage of the total test time that the infant spent looking at the novel stimulus.']	novel	[10261]	[10266]	PMC1281283_T2
PMC1281283	PMC1281283_87	[10666]	[10909]	['This test reflects the infant’s ability to encode a stimulus into memory, to recognize that stimulus, and to look preferentially at a novel stimulus (McCall and Carriger 1993), and is correlated with later IQ (Rose and Feldman 1995;Rose et al.']	novel	[10800]	[10805]	PMC1281283_T3
PMC1281283	PMC1281283_155	[19763]	[19860]	['Little information has been available about the balance of risk and benefit for fish consumption.']	Little ... available	[19763, 19791]	[19769, 19800]	PMC1281283_T4
PMC1281283	PMC1281283_170	[22279]	[22617]	['A recently updated federal advisory reiterated health warnings while encouraging women to consume up to two seafood meals per week (U.S. Department of Health and Human Services 2004), but it is unclear to what extent women understand the details of the health message or simply hear that seafood contains mercury and therefore is harmful.']	unclear	[22473]	[22480]	PMC1281283_T5
PMC1281295	PMC1281295_27	[4600]	[4882]	['In this article we first examine the rationale and methods of exposure data collection in the population studies and then review the substantial challenges associated with the analysis of pesticides in novel and complex matrices, and the interpretation of these analytical findings.']	novel	[4802]	[4807]	PMC1281295_T0
PMC1281295	PMC1281295_99	[13083]	[13381]	['It is not clear whether the lack of strong associations is due to confounding factors (e.g., dietary exposure), to variability in the biologic measurements (including toxicokinetic considerations (discussed below), or to a relatively weak link between residential contamination and child exposures.']	not clear	[13089]	[13098]	PMC1281295_T1
PMC1281295	PMC1281295_100	[13382]	[13554]	['Environmental monitoring in these studies has focused almost exclusively on the home or residential setting and has not yet been extended to child care centers and schools.']	not yet	[13498]	[13505]	PMC1281295_T2
PMC1281295	PMC1281295_230	[29238]	[29348]	['It is not clear that these techniques provide an adequate or appropriate saliva sample for pesticide analysis.']	not clear	[29244]	[29253]	PMC1281295_T3
PMC1281295	PMC1281295_306	[39594]	[39808]	['Environmental measurements, such as surface wipes and indoor air or house dust samples, can characterize residential pesticide contamination, but their validity for exposure classification has not been established.']	not been established	[39787]	[39807]	PMC1281295_T4
PMC1281295	PMC1281295_320	[41619]	[41761]	['Substantial resources will be needed for validation of existing methods, support of novel methods, and enhancement of analytical capabilities.']	novel	[41703]	[41708]	PMC1281295_T5
PMC1361787	PMC1361787_20	[3884]	[4015]	['The validity of FFQs for assessing dietary intake among pregnant women of other racial/ethnic backgrounds has yet to be determined.']	yet to be determined	[3994]	[4014]	PMC1361787_T0
PMC1409785	PMC1409785_84	[12186]	[12400]	['There is no empirical data to justify this and health care workers need to be persuaded to do away with all wrongly-held traditional beliefs that may affect sound judgment and appropriate discharge of their duties.']	no ... data	[12195, 12208]	[12197, 12212]	PMC1409785_T0
PMC1409785	PMC1409785_98	[14594]	[14847]	['Conclusion\nWe conclude therefore that knowledge gaps exist among primary health care workers in our locality concerning neonatal jaundice and its management, and we recommend that regular training workshops or seminars be conducted to bridge these gaps.']	knowledge gaps	[14632]	[14646]	PMC1409785_T1
PMC1448690	PMC1448690_73	[12740]	[12810]	['Differences related to gender and birth order thus remain unexplained.']	unexplained	[12798]	[12809]	PMC1448690_T0
PMC1448690	PMC1448690_140	[22310]	[22478]	['Whether the mechanism is aerosolized exposure, for example, from animal dung, or increased exposure to Gram-negative organisms and their products in food, is not clear.']	not clear	[22468]	[22477]	PMC1448690_T1
PMC1448690	PMC1448690_233	[37600]	[37891]	['Although it is generally accepted that, in the US and Europe, helminth infections have steadily declined [103] there is no data available to show whether there might be a temporal trend suggesting a link between reductions in helminth infections and the rise in atopy in the developed world.']	no ... available	[37720, 37728]	[37722, 37737]	PMC1448690_T2
PMC1448690	PMC1448690_244	[39913]	[40124]	['Since foods are only controlled for pathogens, there are no available data to indicate what trends might have occurred in the broad microbial content of our diet during the period critical for the rise in atopy.']	no ... data	[39970, 39983]	[39972, 39987]	PMC1448690_T3
PMC1448690	PMC1448690_289	[49201]	[49290]	['This is not yet a widely held view, since the biological mechanisms remain unclear [171].']	remain unclear	[49269]	[49283]	PMC1448690_T4
PMC1448690	PMC1448690_459	[82354]	[82751]	['Data published since the 1980s, as reviewed in this paper, show that our modern homes, whatever their visual appearance, still abound with a rich mixture of bacteria, viruses, fungi and moulds, as well as dust mites and other insects, and that our opportunities for exposure to these are quite likely to have increased rather than decreased, since a rising proportion of time is spent indoors [5].']	whatever	[82441]	[82449]	PMC1448690_T5
PMC1448690	PMC1448690_477	[86158]	[86468]	['For example, changes must have occurred in the non-pathogenic microbial flora of water or foods consequent on changing technologies of water purification and food production etc, but as food and water is only routinely monitored for pathogen content there are no data to show what these trends might have been.']	no data	[86418]	[86425]	PMC1448690_T6
PMC1448690	PMC1448690_532	[95624]	[96008]	['Whatever the reality regarding atopy and microbial exposure, ‘targeted hygiene’ with its emphasis on selective hygiene intervention when and where risks of infection are greatest makes sense on its own merits because it seeks to maximize protection against the harmful effects of ID, while retaining the beneficial effects which microbes may have on our human and natural environment.']	Whatever	[95624]	[95632]	PMC1448690_T7
PMC1459875	PMC1459875_85	[13237]	[13405]	['Although 60% of low educated subjects were recognized with abnormal weight gain, we could not find any significant difference between weight gain and educational level.']	could not find	[13321]	[13335]	PMC1459875_T0
PMC1459875	PMC1459875_106	[16349]	[16607]	["Although the biological mechanism underlining this association is unknown, it appears that a rate of pregnancy weight gain below the lower limit of the IOM's recommended range especially in late pregnancy may be related to a higher risk of preterm birth [3]."]	unknown	[16415]	[16422]	PMC1459875_T1
PMC1481554	PMC1481554_95	[14453]	[14571]	['The other differences in micronutrient content between the two preparations are not known to affect constipation rate.']	not known	[14533]	[14542]	PMC1481554_T0
PMC1544352	PMC1544352_130	[23932]	[24532]	['Regression analysis outcomes\nTable4shows that after adjusting for demographic factors and clinical variables such as previous miscarriage or whether the current pregnancy was planned, the women less likely to used herbal supplements were those who: used an interpreted version of the questionnaire (OR 0.43; 95% CI 0.18, 0.98); had a language other than English as their first language (OR 0.51; 95% CI 0.31, 0.83); had not completed a degree (OR 0.56; 95% CI 0.38, 0.82); smoked during pregnancy (OR 0.41; 95% CI 0.20, 0.85); or those having other than their first baby (OR 0.56; 95% CI 0.37, 0.84).']	interpreted	[24189]	[24200]	PMC1544352_T0
PMC1592148	PMC1592148_28	[4524]	[4622]	['Despite the growing interest, for most people it remains unclear what is meant by internatal care.']	remains unclear	[4573]	[4588]	PMC1592148_T0
PMC1592148	PMC1592148_38	[5669]	[5785]	['Even for women with healthcare coverage, it is unclear how much and what internatal care they are currently getting.']	unclear	[5716]	[5723]	PMC1592148_T1
PMC1592148	PMC1592148_160	[27547]	[27807]	['Even though there are several ways of getting this amount of folic acid everyday, two-thirds of U.S. women of childbearing age still do not consume enough folic acid, and surveys continue to find substantial knowledge gaps regarding the benefits of folic acid.']	knowledge gaps	[27755]	[27769]	PMC1592148_T2
PMC1592148	PMC1592148_191	[32218]	[32411]	['Our model of internatal care is unlikely to be effective without effective psychosocial interventions, but we will not know what these are as long as we keep looking for quick biomedical fixes.']	not know	[32333]	[32341]	PMC1592148_T3
PMC1592148	PMC1592148_275	[45604]	[45676]	['The extent to which this recommendation is adhered is presently unknown.']	unknown	[45668]	[45675]	PMC1592148_T4
PMC1592148	PMC1592148_404	[64674]	[64777]	['Many pre-disease pathways leading to recurrence of adverse birth outcomes have not yet been elucidated.']	not yet been elucidated	[64753]	[64776]	PMC1592148_T5
PMC1592148	PMC1592148_408	[65167]	[65256]	['Our proposal will need to be updated and revised continually as new research data emerge.']	new	[65231]	[65234]	PMC1592148_T6
PMC1626394	PMC1626394_2	[181]	[453]	['But new research suggests that a weekly iron supplement coinciding with the renewal of the small intestine’s mucosal lining cells (where nutrient absorption occurs) works better than a daily supplement and prevents problems resulting from too much iron at the wrong times.']	new	[185]	[188]	PMC1626394_T0
PMC1626432	PMC1626432_2	[508]	[667]	['In light of a new analysis of NTDs and folate pathway genes, however, that blanket recommendation may need to be fine-tuned [ EHP 114:1547–1552; Boyles et al.]']	new	[522]	[525]	PMC1626432_T0
PMC1626432	PMC1626432_16	[2968]	[3106]	['Although the preventive effect of folic acid supplementation is undeniable, its protective mechanism of action is still poorly understood.']	poorly understood	[3088]	[3105]	PMC1626432_T1
PMC1665416	PMC1665416_2	[340]	[564]	['To address this gap in knowledge, we examined the association between prenatal exposure to airborne PAHs and birth weight, birth length, and birth head circumference, respectively, in Krakow, Poland, and New York City (NYC).']	gap	[356]	[359]	PMC1665416_T0
PMC1665416	PMC1665416_109	[13439]	[13557]	['Twenty-three NYC subjects, whose method of gestational age calculation is unknown, were not included in this analysis.']	unknown	[13513]	[13520]	PMC1665416_T1
PMC1665416	PMC1665416_133	[17576]	[17961]	['Among 687 fully enrolled NYC women (243 African Americans, 442 Dominicans, 2 with unknown ethnic background), valid PAH data were available for 534 mothers; 10 cases had cord cotinine level > 25 ng/mL; birth weight measurements were available for 448 newborns; birth length measurements were available for 436 newborns; and birth head circumference measurements were available for 425.']	unknown	[17658]	[17665]	PMC1665416_T2
PMC1665416	PMC1665416_150	[20890]	[21023]	['For the remaining 23 newborns, reliability of the gestational age could not be determined because LMP and sonogram data were missing.']	not be determined	[20962]	[20979]	PMC1665416_T3
PMC1764147	PMC1764147_91	[11754]	[12034]	['Both total caloric intake [based on a 24-hr dietary recall survey and a U.S. Department of Agriculture (USDA) database (Food and Nutrition Database for Dietary Studies;USDA 2004)] and BMI are related to thyroid function, but the interrelationship as to cause or effect is unclear.']	unclear	[12026]	[12033]	PMC1764147_T0
PMC1764147	PMC1764147_198	[26170]	[26345]	['Non-Hispanic blacks have also been shown to have lower urinary perchlorate levels than non-Hispanic whites, although the reason for this difference is not known (Blount et al.']	not known	[26321]	[26330]	PMC1764147_T1
PMC1764147	PMC1764147_219	[28054]	[28170]	['Fasting for 60 hr can reduce TSH in humans, but fasting for shorter periods has unknown effects on thyroid function.']	unknown	[28134]	[28141]	PMC1764147_T2
PMC1764147	PMC1764147_226	[28871]	[28981]	['It is unclear if C-reactive protein is associated with thyroid function other than thyroiditis (Jublanc et al.']	unclear	[28877]	[28884]	PMC1764147_T3
PMC1764147	PMC1764147_232	[29369]	[29437]	['The association of C-reactive protein and T4in our study is unclear.']	unclear	[29429]	[29436]	PMC1764147_T4
PMC1764147	PMC1764147_252	[31690]	[31726]	['The explanation for this is unclear.']	unclear	[31718]	[31725]	PMC1764147_T5
PMC1764147	PMC1764147_264	[33301]	[33451]	['An unknown number of women in that study may have had urinary iodine < 100 μg/L, but if the women were typical of the U.S. population (Caldwell et al.']	unknown	[33304]	[33311]	PMC1764147_T6
PMC1764147	PMC1764147_292	[36222]	[36367]	['The use of this new urinary perchlorate measurement strengthens the ability of the present study to detect potential associations with T4and TSH.']	new	[36238]	[36241]	PMC1764147_T7
PMC1852384	PMC1852384_54	[9499]	[9842]	['Nutritional complications were not evaluated because all patients were routinely maintained on vitamins, iron, and calcium supplements postoperatively; it would be impossible to determine the true incidence of any of these nutritional deficiencies.Univariate analyses and logistic regression with SPSS 11.0 were used to determine significance.']	not evaluated	[9530]	[9543]	PMC1852384_T0
PMC1852384	PMC1852384_123	[23299]	[23411]	['Many of these series lack data concerning BMI and comorbidities, making risk assessment difficult or impossible.']	series ... data	[23313, 23325]	[23319, 23329]	PMC1852384_T1
PMC1852384	PMC1852384_133	[24793]	[24944]	['Pories et al.11reported a 1.5% perioperative mortality rate, with 0.8% dying of sepsis, 0.5% dying of pulmonary embolism, and 0.2% of an unknown cause.']	unknown	[24930]	[24937]	PMC1852384_T2
PMC1852384	PMC1852384_157	[28192]	[28448]	['How this compares with the perioperative mortality after laparoscopic RYGB is still unclear because many series of patients having laparoscopic RYGB do not include patients with the highest BMIs, above 60 or 70\xa0kg/m2, or patients having revisional surgery.']	still unclear	[28270]	[28283]	PMC1852384_T3
PMC1865559	PMC1865559_8	[1582]	[1800]	['Recently this gap in applying evolutionary biology to medicine has started to close, with a growing recognition that this discipline is critical to understanding the human condition and the risks of health and disease.']	gap	[1596]	[1599]	PMC1865559_T0
PMC1868729	PMC1868729_0	[0]	[299]	["Effect of maternal calcium intake during pregnancy on children's blood pressure: A systematic review of the literature\n\nAbstract\n\nBackground\nCalcium supplementation during pregnancy has been shown to reduce the incidence of hypertension in the mother, but the effects on the offspring are uncertain."]	uncertain	[289]	[298]	PMC1868729_T0
PMC1868729	PMC1868729_83	[11068]	[11190]	['Randomization was stratified by center, but no data are available on the baseline characteristics of the follow-up sample.']	no ... available	[11112, 11124]	[11114, 11133]	PMC1868729_T1
PMC1868729	PMC1868729_105	[13278]	[13418]	['The strength of the evidence for this analysis is not clear because it was not stated whether this analysis strategy was pre-specified [26].']	not clear	[13328]	[13337]	PMC1868729_T2
PMC1868729	PMC1868729_113	[14082]	[14201]	['It is not clear whether outcome assessment in any of the three observational studies was blinded to levels of exposure.']	not clear	[14088]	[14097]	PMC1868729_T3
PMC1888711	PMC1888711_77	[19188]	[19343]	['The range of our estimate derives from uncertainty about the causes of maternal deaths, and uncertainty about the effectiveness of antenatal interventions.']	uncertainty	[19227]	[19238]	PMC1888711_T0
PMC1888711	PMC1888711_91	[21658]	[21934]	['Although it is estimated that 68% of women across sub-Saharan Africa have at least one antenatal consultation [5], the actual provision and use of treatment and prophylaxis at these consultations is largely unknown, and is unlikely to be homogeneous across sub-Saharan Africa.']	unknown	[21865]	[21872]	PMC1888711_T1
PMC1913535	PMC1913535_1	[85]	[257]	['A novel experimental method for disentangling effects\n\nAbstract\n\nBackground\nThere is much evidence to suggest that risk for common clinical disorders begins in foetal life.']	novel	[87]	[92]	PMC1913535_T0
PMC1913535	PMC1913535_8	[1052]	[1194]	['Methods\nWe present a novel research strategy aimed at disentangling maternally provided pre-natal environmental and inherited genetic effects.']	novel	[1073]	[1078]	PMC1913535_T1
PMC1913535	PMC1913535_15	[2321]	[2485]	['The present report outlines a novel experimental method that permits disaggregation of maternally provided inherited genetic and post-implantation prenatal effects.']	novel	[2351]	[2356]	PMC1913535_T2
PMC1913535	PMC1913535_16	[2487]	[2664]	['Background\nThe causal risk factors and pathways leading to common clinical problems, such as cardiovascular disease, asthma, schizophrenia and depression remain largely unknown.']	unknown	[2656]	[2663]	PMC1913535_T3
PMC1913535	PMC1913535_44	[8551]	[8686]	['The mechanisms for these links are not known but clearly genetic susceptibility is one potentially important contributor (see Figure1).']	not known	[8586]	[8595]	PMC1913535_T4
PMC1913535	PMC1913535_108	[20031]	[21649]	['Caption (TABLE-WRAP): TABLE 3\n\nExamples of rates of exposure to pre and peri-natal risk factors in all conception groupsHomologous IVFN (%)Sperm donationN (%)Egg donationN (%)Embryo donationN (%)Gestational surrogacyN (%)TotalN (%)High blood pressure during pregnancy requiring hospitalisation40 (10.8%)22 (13.1%)37 (26.1%)5 (17.2%)1 (6.7%)105 (14.5%)High blood sugar during pregnancy21 (6.0%)10 (6.0%)15 (10.7%)0 --2 (13.3%)48 (6.8%)Cigarette smoking during pregnancy25 (6.8%)7 (4.2%)4 (2.8%)3 (10.3%)1 (7.1%)40 (5.5%)Alcohol during pregnancy89 (24.1%)46 (27.4%)34 (23.8%)3 (10%)3 (21.4%)175 (24.1%)Multiple birth76 (20.1%)45 (24.1%)35 (24.1%)6 (19.4%)6 (37.5%)168 (22.7%)Low infant birth weighta55 (14.7%)33 (19.6%)34 (23.4%)5 (16.7%)6 (40%)133 (18.2%)Low infant birth weighta(excluding multiple births)20 (6.7%)10 (8.0%)15 (13.6%)3 (12.5%)1 (11.1%)49 (8.6%)\nalow birth weight is defined as 2500 grams or less\n-- percentage not calculable\n\nCaption (TABLE-WRAP): TABLE 4\n\nMaternal and paternal age at child birth for all conception groupsHomologous IVFSperm donationEgg donationEmbryo donationGestational surrogacyTotalMeanSD RangeMeanSD RangeMeanSD RangeMeanSD RangeMeanSD RangeMeanSD RangeMaternal age at birth of child34.1433.8837.8841.2336.0735.153.533.825.896.215.344.7425, 4525, 4323, 5530, 5427, 4723, 55Paternal age at birth of child36.8438.7338.7845.6138.0038.015.847.026.647.026.476.5723, 7127, 6024, 5834, 6227, 5323, 71\n\nDiscussion\nThese data show that this novel design is feasible and can be successfully employed in the U.K. to test the effects of maternally provided prenatal environment on offspring.']	novel	[21502]	[21507]	PMC1913535_T5
PMC1913535	PMC1913535_125	[24296]	[24426]	['In addition to the novel design we propose, it is also possible to use a design whereby the offspring of adult twins are examined.']	novel	[24315]	[24320]	PMC1913535_T6
PMC1913535	PMC1913535_133	[25507]	[25711]	['We present a novel method that appears to be feasible for testing whether associations between putative prenatal risk factors and different outcomes are attributable to an environmentally mediated effect.']	novel	[25520]	[25525]	PMC1913535_T7
PMC1925082	PMC1925082_9	[1202]	[1394]	['There have been clear increases in the incidence rates of childhood leukaemia in New Zealand and other countries, highlighting the aetiological importance of unknown environmental factors [1].']	unknown	[1360]	[1367]	PMC1925082_T0
PMC1925082	PMC1925082_95	[12494]	[12539]	['We also lacked information on dietary folate.']	lacked information	[12502]	[12520]	PMC1925082_T1
PMC1937008	PMC1937008_34	[5675]	[5797]	['Papers which had cited the original Rutishauser and Carlin study were identified (n = 6), but no new papers were revealed.']	no	[5769]	[5771]	PMC1937008_T0
PMC1937008	PMC1937008_34	[5675]	[5797]	['Papers which had cited the original Rutishauser and Carlin study were identified (n = 6), but no new papers were revealed.']	new	[5772]	[5775]	PMC1937008_T1
PMC1937008	PMC1937008_81	[30549]	[30648]	['No study found a faster onset of lactation or improved infant feeding in overweight or obese women.']	No study	[30549]	[30557]	PMC1937008_T2
PMC1937008	PMC1937008_118	[36347]	[36470]	['In humans, breastfeeding success (or duration) has not been studied in relation to the onset of obesity in the mother (i.e.']	not been studied	[36398]	[36414]	PMC1937008_T3
PMC1937008	PMC1937008_138	[39012]	[39086]	["To date, no studies have examined this issue from the women's perspective."]	no studies	[39021]	[39031]	PMC1937008_T4
PMC1937008	PMC1937008_146	[40148]	[40331]	['Evidence suggests that lactational performance is not compromised by low BMI [79]; it is still unclear if obesity per se has a role in reduced lactation in overweight and obese women.']	still unclear	[40237]	[40250]	PMC1937008_T5
