	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S52-PMC4859539	PMC4859539	5/2016	S52-PMC4859539	['results\n\ncohort\nwhile 194 children had participated in the follow-up study (55% of the original cohort participating in the Vitamin D Pregnancy study), 133 (38%) had a Blood sample obtained at the time of the study visit and thus, were able to have Cathelicidin measured.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 124, 'vitamin D'), ('GO_0007565', 'female pregnancy', 134, 'pregnancy'), ('UBERON_0000178', 'blood', 168, 'blood'), ('CHEBI_3364', 'Canthiumine', 249, 'cathelicidin')]	0	['results\n\ncohort\nwhile 194 children participated follow-up study (55% original cohort participating  pregnancy study), 133 (38%) blood sample obtained time study visit thus, able  measured.']
S57-PMC4859539	PMC4859539	5/2016	S57-PMC4859539	"['[""""of infections in the last year [median (range)]1.0 (0.0–5.0)child’s daily Vitamin D intake at time of visit (iu/day)1205.3 ± 109.8 (17.1–512.5)child\'s 25(Oh)D at time of visit (ng/ml)127.2 ± 9.4 (8.3–61.5)child\'s Vitamin D status at time of visit\\xa0\\xa0\\xa0\\xa0\\xa0sufficient (≥20 ng/ml) [n (%)]106 (79.7)\\xa0\\xa0\\xa0\\xa0deficient (<20 ng/ml) [n (%)]27 (20.3)total circulating 25(Oh)D (ng/ml) at Birth122.8 ± 9.8 (3.6–47.8)maternal 25(Oh)D (ng/ml) within 1 month prior to Delivery139.2 ± 15.0 (10.0–78.6)maternal 25(Oh)D area under curve, Pregnancy visits 3–71153.1 ± 44.6 (50.1–251.4)\\n1mean±std (range)\\n\\nstudy outcomes\\nthe median Cathelicidin concentration for the entire cohort was 28.1 ng/ml, ranging from 5.6 to 3368.6 ng/ml.""""]']"	N/A	N/A	[('CHEBI_27300', 'vitamin D', 74, 'vitamin D'), ('CHEBI_72805', '2-alkyl-sn-glycero-3-phosphocholine', 154, 'OH)D'), ('PR_000006444', 'diacylglycerol kinase delta', 157, 'D'), ('CHEBI_27300', 'vitamin D', 213, 'vitamin D'), ('CHEBI_71657', 'versiconol acetate', 351, '25(OH)D'), ('PR_000009880', 'Lon protease, mitochondrial', 351, '25 ... OH ... D'), ('GO_0042750', 'hibernation', 370, 'birth122'), ('CHEBI_71657', 'versiconol acetate', 406, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 406, '25(OH)D'), ('GO_0030324', 'lung development', 446, 'delivery139'), ('CHEBI_71657', 'versiconol acetate', 487, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 487, '25(OH)D'), ('GO_0007565', 'female pregnancy', 513, 'pregnancy'), ('CHEBI_3364', 'Canthiumine', 605, 'cathelicidin')]	0	"['[""""of infections last year [median (range)]1.0 (0.0–5.0)child’s dain intake time visit (iu/day)1205.3 ± 109.8 (17.1–512.5)child*s 25(oh)d time visit (ng/ml)127.2 ± 9.4 (8.3–61.5)childn status time visit\\xa0\\xa0\\xa0\\xa0\\xa0sufficient (≥20 ng/ml) [n (%)]106 (79.7)\\xa0\\xa0\\xa0\\xa0deficient (<20 ng/ml) [n (%)]27 (20.3)total circulating 25(oh)d (ng/ml) birth122.8 ± 9.8 (3.6–47.8)maternal 25(oh)d (ng/ml) within 1 month prior delivery139.2 ± 15.0 (10.0–78.6)maternal 25(oh)d area curve, pregnancy visits 3–71153.1 ± 44.6 (50.1–251.4)\\n1mean±std (ran outcomes\\nthe median cathelicidin concentration entire cohort 28.1 ng/ml, ranging 5.6 3368.6 ng/ml.""""]']"
S81-PMC4859539	PMC4859539	5/2016	S81-PMC4859539	['in Vitamin D deficient children, there were no statistically significant differences between Cathelicidin concentration among the races/ethnicities or by gender.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 3, 'vitamin D'), ('CHEBI_3364', 'Canthiumine', 93, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 93, 'cathelicidin')]	0	[' deficient children, statistically significant differences  concentration among races/ethnicities gender.']
S67-PMC3347028	PMC3347028	3/2012	S67-PMC3347028	['serum samples taken from african american subjects with low 25(oh)d were inefficient in supporting cathelicidin mrna induction; however, with the addition of 25(oh)d to those samples with low 25(oh)d levels this pattern was reversed.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 128), ('SUPERFICIAL_RELATIONSHIP', 212)]	2	[('UBERON_0001977', 'blood serum', 0, 'Serum'), ('CHEBI_71657', 'versiconol acetate', 60, '25(OH)D'), ('CHEBI_3364', 'Canthiumine', 99, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 99, 'cathelicidin'), ('CHEBI_72805', '2-alkyl-sn-glycero-3-phosphocholine', 161, 'OH)D'), ('CHEBI_71657', 'versiconol acetate', 192, '25(OH)D')]	0	['serum samples taken african american subjects low 25(oh)d inefficient supporting  mrna induction; however, addition 25(oh)d samples low 25(oh)d levels pattern reversed.']
S68-PMC3347028	PMC3347028	3/2012	S68-PMC3347028	['thus, in this series of experiments, the addition of 25(oh)d3restored the ability of sera from individuals with low 25(oh)d concentrations to support tlr2/1l-mediated induction of cathelicidin mrna.']	[('PROBABLE_UNDERSTANDING', 0)]	1	[('CHEBI_51981', 'DY-732', 53, '25(OH)D3restored'), ('UBERON_0001977', 'blood serum', 85, 'sera'), ('NCBITaxon_1', 'root', 95, 'individuals'), ('CHEBI_71657', 'versiconol acetate', 116, '25(OH)D'), ('PR_000001155', 'Toll-like receptor 4', 150, 'TLR2'), ('CHEBI_3364', 'Canthiumine', 180, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 180, 'cathelicidin')]	0	['thus, series experiments, addition 25(oh)d3restored ability sera individuals low 25(oh)d concentrations support tlr2/1l-mediated induction  mrna.']
S111-PMC3347028	PMC3347028	3/2012	S111-PMC3347028	['thus, there are different deficiency set points: the risk of rickets increases significantly when total circulating 25(oh)d falls below 10 ng/ml (25 nmol/l) whereas cathelicidin mrna expression as a marker of immune function continues to be suppressed until 25(oh)d circulating levels reach at least 20 ng/ml (50 nmol/l) [69].']	[('PROBABLE_UNDERSTANDING', 0), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 16), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 157), ('PROBABLE_UNDERSTANDING', 194), ('IMPORTANT_CONSIDERATION', 291)]	5	[('CHEBI_71657', 'versiconol acetate', 116, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 116, '25(OH)D'), ('CHEBI_3364', 'Canthiumine', 165, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 165, 'cathelicidin'), ('GO_0010467', 'gene expression', 183, 'expression'), ('UBERON_0002405', 'immune system', 209, 'immune'), ('CHEBI_71657', 'versiconol acetate', 258, '25(OH)D')]	0	['thus, different deficiency set points: risk rickets increases significantly total circulating 25(oh)d falls 10 ng/ml (25 nmol/l) whereas  mrna expression marker immune function continues suppressed 25(oh)d circulating levels reach least 20 ng/ml (50 nmol/l) [69].']
S31-PMC3356951	PMC3356951	4/2012	S31-PMC3356951	['[614] 1,25(oh)2d has a wide range of biological actions, such as inhibition of cellular proliferation and inducing terminal differentiation, inhibiting angiogenesis, stimulating insulin production, inhibiting renin production, and stimulating macrophage cathelicidin production.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 23)]	1	[('CHEBI_37958', 'dye', 6, '1,'), ('CHEBI_66212', '5,7,3*,4*-tetrahydroxy-2*-(3,3-dimethylallyl)isoflavone', 8, '25(OH)2D'), ('GO_0008283', 'cell proliferation', 79, 'cellular proliferation'), ('GO_0001525', 'angiogenesis', 152, 'angiogenesis'), ('PR_000045358', 'insulin family protein', 178, 'insulin'), ('PR_000014368', 'RuvB-like 1', 209, 'renin'), ('CL_0000235', 'macrophage', 243, 'macrophage'), ('CHEBI_3364', 'Canthiumine', 254, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 254, 'cathelicidin')]	0	['[614] 1,25(oh)2d wide range biological actions, inhibition cellular proliferation inducing terminal differentiation, inhibiting angiogenesis, stimulating insulin production, inhibiting renin production, stimulating macrophage  production.']
S88-PMC4251419	PMC4251419	12/2014	S88-PMC4251419	['this stimulates autophagy (the degradation of internal cell structures) and the synthesis of antimicrobials, such as cathelicidin, for bacterial killing [54].']	N/A	N/A	[('GO_0006914', 'autophagy', 16, 'autophagy'), ('GO_0009990', 'contact guidance', 31, 'degradation of ... cell structures'), ('GO_0009057', 'macromolecule catabolic process', 80, 'synthesis'), ('CHEBI_22583', 'antifeedant', 93, 'antimicrobials'), ('GO_0043277', 'apoptotic cell clearance', 93, 'antimicrobials'), ('CHEBI_3364', 'Canthiumine', 117, 'cathelicidin'), ('GO_0007601', 'visual perception', 145, 'killing')]	0	['stimulates autophagy (the degradation internal cell structures) synthesis antimicrobials, , bacterial killing [54].']
S37-PMC4303849	PMC4303849	1/2015	S37-PMC4303849	[', cathelicidin hctd, ll-37 [23,24]) and detoxification ( i.e.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 2, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 2, 'cathelicidin'), ('PR_000009809', 'leukocyte immunoglobulin-like receptor subfamily B member 2', 21, 'LL-37'), ('GO_0098754', 'detoxification', 40, 'detoxification')]	0	[',  hctd, ll-37 [23,24]) detoxification ( i.e.']
S4-PMC4859539	PMC4859539	5/2016	S4-PMC4859539	['statistical analyses compared cathelicidin concentrations with concentrations of 25(oh)d at various time points (maternal levels throughout pregnancy, at birth, and child’s current level); and with race/ethnicity, age, gender, bmi, percent fat, and frequency of infections using student’s t-test, χ2, wilcoxon ranked-sum analysis, and multivariate regression.']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 30, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 81, '25(OH)D'), ('GO_0007565', 'female pregnancy', 140, 'pregnancy'), ('GO_0007567', 'parturition', 154, 'birth')]	0	['statistical analyses compared  concentrations concentrations 25(oh)d various time points (maternal levels throughout pregnancy, birth, child’s current level); race/ethnicity, age, gender, bmi, percent fat, frequency infections using student’s t-test, χ2, wilcoxon ranked-sum analysis, multivariate regression.']
S5-PMC4859539	PMC4859539	5/2016	S5-PMC4859539	['the cohort’s median cathelicidin concentration was 28.1 ng/ml (range: 5.6–3368.6) and did not correlate with 25(oh)d, but was positively correlated with advancing age (ρ = 0.236 & p = 0.005, respectively).']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 118), ('SUPERFICIAL_RELATIONSHIP', 137)]	2	[('CHEBI_3364', 'Canthiumine', 20, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 109, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 109, '25(OH)D')]	0	['cohort’s median  concentration 28.1 ng/ml (range: 5.6–3368.6) correlate 25(oh)d, positively correlated advancing age (ρ = 0.236 & p = 0.005, respectively).']
S6-PMC4859539	PMC4859539	5/2016	S6-PMC4859539	['forty patients evaluated at two visits showed an increase of 24.0 ng/ml in cathelicidin from the first visit to the next (p<0.0001).']	N/A	N/A	[('CHEBI_3364', 'Canthiumine', 75, 'cathelicidin')]	0	['forty patients evaluated two visits showed increase 24.0 ng/ml  first visit next (p<0.0001).']
S7-PMC4859539	PMC4859539	5/2016	S7-PMC4859539	['increased age and male gender were correlated with increased cathelicidin when controlling for race/ethnicity, percent fat, and child’s current 25(oh)d concentration (p = 0.028 & p = 0.047, respectively).']	[('SUPERFICIAL_RELATIONSHIP', 35)]	1	[('CHEBI_3364', 'Canthiumine', 61, 'cathelicidin'), ('CHEBI_71657', 'versiconol acetate', 144, '25(OH)D')]	0	['increased age male gender correlated increased  controlling race/ethnicity, percent fat, child’s current 25(oh)d concentration (p = 0.028 & p = 0.047, respectively).']
S8-PMC4859539	PMC4859539	5/2016	S8-PMC4859539	['this study demonstrated that as children age, the concentration of cathelicidin increases.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 0), ('INCOMPLETE_EVIDENCE', 11)]	2	[('CHEBI_3364', 'Canthiumine', 67, 'cathelicidin'), ('PR_000006009', 'alpha-catulin', 67, 'cathelicidin')]	0	['study demonstrated children age, concentration  increases.']
S9-PMC4859539	PMC4859539	5/2016	S9-PMC4859539	['furthermore, male gender was significantly associated with increased cathelicidin concentrations.']	[('SUPERFICIAL_RELATIONSHIP', 43)]	1	[('CHEBI_3364', 'Canthiumine', 69, 'cathelicidin')]	0	['furthermore, male gender significantly associated increased  concentrations.']
