	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S103-PMC4172064	PMC4172064	9/2014	S103-PMC4172064	['follow-up Animal studies PINPOINTED the mechanism UNDERLYING this maternal EFFECT on Immune Development in their offspring as low-intensity Innate Immune Responses to microbial products in inhaled barn dust, which result in indirect attenuation of POTENTIALLY pro-inflammatory tlr functions in the maternal Decidua (103), LIKELY operating via a Bone Marrow-Placental axis (104).']	[('INCOMPLETE_EVIDENCE', 25), ('SUPERFICIAL_RELATIONSHIP', 50), ('SUPERFICIAL_RELATIONSHIP', 75), ('INCOMPLETE_EVIDENCE', 248), ('PROBABLE_UNDERSTANDING', 322)]	5	[('NCBITaxon_33208', 'Metazoa', 10, 'animal'), ('GO_0001822', 'kidney development', 85, 'immune development'), ('UBERON_0002405', 'immune system', 85, 'immune'), ('GO_0044419', 'biological process involved in interspecies interaction between organisms', 140, 'innate immune responses'), ('UBERON_0002405', 'immune system', 147, 'immune'), ('UBERON_0002450', 'decidua', 307, 'decidua'), ('UBERON_0002371', 'bone marrow', 345, 'bone marrow'), ('UBERON_0001987', 'placenta', 357, 'placental')]	0	['follow-up animal maternal  offspring low-intensity innate immune responses microbial products inhaled barn dust, result attenuation pro-inflammatory tlr functions maternal decidua (103), via bone marrow-placental (104).']
S157-PMC3458940	PMC3458940	9/2012	S157-PMC3458940	['apart from Kidney Development and OTHER PREVIOUSLY REPORTED tra/rar-DEPENDENT Biological Processes[7],[37], these Genes are also INVOLVED in responses to external stimuli, including oxygen levels, hormones, and chemicals, CONSISTENT with the functions of Cd Cells to withstand the highly variable oxygen levels, particularly in the Medulla, as well as in Regulating Water and Solute Transport.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 34), ('INCOMPLETE_EVIDENCE', 40), ('SUPERFICIAL_RELATIONSHIP', 68), ('SUPERFICIAL_RELATIONSHIP', 129), ('INCOMPLETE_EVIDENCE', 222), ('SUPERFICIAL_RELATIONSHIP', 222)]	6	[('GO_0001822', 'kidney development', 11, 'kidney development'), ('UBERON_0002113', 'kidney', 11, 'kidney'), ('GO_0008150', 'biological_process', 78, 'biological processes'), ('SO_0000704', 'gene', 114, 'genes'), ('CL_0000051', 'common lymphoid progenitor', 255, 'CD cells'), ('UBERON_0000958', 'medulla of organ', 332, 'medulla'), ('GO_0065007', 'biological regulation', 355, 'regulating'), ('CHEBI_15377', 'water', 366, 'water'), ('GO_0007605', 'sensory perception of sound', 366, 'water ...'), ('GO_0006814', 'sodium ion transport', 376, 'solute transport')]	0	['apart  tra/rar-dependent biological processes[7],[37], genes responses external stimuli, oxygen levels, hormones, chemicals, functions cd cells withstand oxygen levels, medulla, water solute transport.']
S82-PMC3868354	PMC3868354	4/2013	S82-PMC3868354	['each is presented separately HERE because each tracks a slightly different Biological Process: while age marks the passage of time, with which the probability of maturational events increases, Gynecological age signifies distance from a threshold Reproductive Event in an Individual’s unique maturational history.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 29)]	1	[('GO_0008150', 'biological_process', 75, 'biological process'), ('GO_0008346', 'larval walking behavior', 193, 'gynecological'), ('GO_0001822', 'kidney development', 247, 'reproductive event'), ('NCBITaxon_1', 'root', 272, 'individual')]	0	['separately biological process: age marks passage time, maturational events increases, gynecological age signifies distance  individual’s maturational history.']
S0-PMC2409299	PMC2409299	5/2008	S0-PMC2409299	['Birth Season and environmental INFLUENCES on Blood Leucocyte and Lymphocyte subpopulations in rural gambian infants\n\nabstract\n\nbackground\nin rural gambia, Birth season PREDICTS infection-RELATED Adult mortality, PROVIDING EVIDENCE that seasonal FACTORS in early Life MAY programme Immune Development.']	[('SUPERFICIAL_RELATIONSHIP', 31), ('SUPERFICIAL_RELATIONSHIP', 168), ('SUPERFICIAL_RELATIONSHIP', 187), ('PROBABLE_UNDERSTANDING', 212), ('INCOMPLETE_EVIDENCE', 222), ('SUPERFICIAL_RELATIONSHIP', 245), ('INCOMPLETE_EVIDENCE', 267)]	7	[('GO_0007599', 'hemostasis', 0, 'Birth season'), ('CL_0000081', 'blood cell', 45, 'blood leucocyte'), ('UBERON_0000178', 'blood', 45, 'blood'), ('CL_0000542', 'lymphocyte', 65, 'lymphocyte'), ('GO_0007567', 'parturition', 155, 'birth'), ('UBERON_0007023', 'adult organism', 195, 'adult'), ('UBERON_0000104', 'life cycle', 262, 'life'), ('GO_0001822', 'kidney development', 281, 'immune development'), ('UBERON_0002405', 'immune system', 281, 'immune')]	0	['birth season environmental blood leucocyte lymphocyte subpopulations rural gambian infants\n\nabstract\n\nbackground\nin rural gambia, birth season infection-related adult mortality, seasonal life programme .']
S19-PMC3482177	PMC3482177	10/2012	S19-PMC3482177	['a NUMBER OF Rodent STUDIES INDICATE that the imposition of iron deficiency prior to and during Pregnancy has long-term EFFECTS upon the resulting offspring, with REPORTS of high Blood pressure[11],[14]–[16], impaired Nephrogenesis[17]and altered Glucose handling[16].']	[('INCOMPLETE_EVIDENCE', 2), ('INCOMPLETE_EVIDENCE', 19), ('INCOMPLETE_EVIDENCE', 27), ('SUPERFICIAL_RELATIONSHIP', 119), ('INCOMPLETE_EVIDENCE', 162)]	5	[('NCBITaxon_33208', 'Metazoa', 12, 'rodent'), ('GO_0007565', 'female pregnancy', 95, 'pregnancy'), ('UBERON_0000178', 'blood', 178, 'blood'), ('GO_0001822', 'kidney development', 217, 'nephrogenesis'), ('CHEBI_17234', 'glucose', 246, 'glucose')]	0	['rodent imposition iron pregnancy long-term resulting offspring, blood pressure[11],[14]–[16], [17]and altered glucose handling[16].']
S1-PMC3749995	PMC3749995	8/2013	S1-PMC3749995	['high Salt Intake LEADS to high Blood pressure, EVEN when occurring prior to Birth – a mechanism PURPORTED to reside in altered Kidney Development and later function.']	[('SUPERFICIAL_RELATIONSHIP', 17), ('ANOMALY_CURIOUS_FINDING', 47), ('INCOMPLETE_EVIDENCE', 96)]	3	[('CHEBI_24866', 'salt', 5, 'salt'), ('GO_0007631', 'feeding behavior', 10, 'intake'), ('UBERON_0000178', 'blood', 31, 'blood'), ('GO_0007567', 'parturition', 76, 'birth'), ('GO_0001822', 'kidney development', 127, 'kidney development'), ('UBERON_0002113', 'kidney', 127, 'kidney')]	0	['high salt intake blood pressure, occurring birth reside altered  function.']
S97-PMC4730270	PMC4730270	12/2015	S97-PMC4730270	['normalization of Blood pressure was ACCOMPANIED by the normalization of Nephron number, SUGGESTING that Prenatal Dexamethasone exposure PRIMARILY inhibits Nephrogenesis.']	[('SUPERFICIAL_RELATIONSHIP', 36), ('INCOMPLETE_EVIDENCE', 88), ('PROBABLE_UNDERSTANDING', 136)]	3	[('UBERON_0000178', 'blood', 17, 'blood'), ('UBERON_0001285', 'nephron', 72, 'nephron'), ('GO_0007565', 'female pregnancy', 104, 'prenatal'), ('CHEBI_41879', 'dexamethasone', 113, 'dexamethasone'), ('GO_0001822', 'kidney development', 155, 'nephrogenesis')]	0	['normalization blood pressure nephron number, prenatal dexamethasone exposure inhibits .']
S59-PMC4918713	PMC4918713	6/2015	S59-PMC4918713	['Nephron number is established during Kidney Development, beyond which point the number cannot be increased.47low Nephron number reduces the surface area available for filtration, and THEREFORE LIMITS the ability of the Kidney to Excrete sodium and maintain normal Extracellular Fluid volume and Blood pressure.4849EXPANDING on their EARLIER work with the wistar id MODEL, lisle et al35have INVESTIGATED the EFFECT of maternal id on the Renal morphology of the Adult offspring in Rats.']	[('PROBABLE_UNDERSTANDING', 183), ('INCOMPLETE_EVIDENCE', 193), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 310), ('INCOMPLETE_EVIDENCE', 333), ('INCOMPLETE_EVIDENCE', 365), ('QUESTION_ANSWERED_BY_THIS_WORK', 390), ('SUPERFICIAL_RELATIONSHIP', 407)]	7	[('UBERON_0001285', 'nephron', 0, 'Nephron'), ('GO_0001822', 'kidney development', 37, 'kidney development'), ('UBERON_0002113', 'kidney', 37, 'kidney'), ('UBERON_0001285', 'nephron', 113, 'nephron'), ('UBERON_0002113', 'kidney', 219, 'kidney'), ('GO_0007588', 'excretion', 229, 'excrete'), ('GO_0005576', 'extracellular region', 264, 'extracellular'), ('UBERON_0000124', 'epineurium', 264, 'extracellular'), ('UBERON_0006314', 'bodily fluid', 278, 'fluid'), ('UBERON_0000178', 'blood', 295, 'blood'), ('UBERON_0002113', 'kidney', 436, 'renal'), ('UBERON_0007023', 'adult organism', 460, 'adult'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 479, 'rats')]	0	['nephron increased.47low nephron reduces surface filtration, ability kidney excrete sodium maintain normal extracellular fluid volume blood pressure.4849expanding wistar id model, lisle et al35have maternal id renal morphology adult offspring rats.']
S136-PMC5837564	PMC5837564	4/2017	S136-PMC5837564	['reports on secular trends DESCRIBE declining mortality trends;1,12,13intergenerational and demographic transition EFFECTS on growth14,15and survival;16reductions in diarrhoea rates;17declining malaria rates.11\nmajor research findings include: INSIGHTS into season of Birth or Conception EFFECTS on mortality;18immune outcomes19and Dna Methylation;20effects of Pregnancy supplementation on low birthweight;21increased understanding of growth faltering; identification of CRITICAL windows beyond the ‘first 1000 days’ for POSSIBLE Nutritional interventions to address stunting;22lack of ANTICIPATED BENEFITS of Calcium supplementation in children and Pregnant mothers with a very low calcium intake, with identification of UNEXPECTED, POSSIBLY adverse, long-term Skeletal effects;23–25the use of Muac to identify infants at INCREASED RISK of death in lmic;26and the efficacy of hepatitis b vaccination after 24 years of follow-up.27\nmore RECENT developments with respect to the kwlps cohort are covered by the following publications on: early nutrition and Immune Development via a birth cohort followed up since 2010 (the enid trial);28life course nutrition and health, including Immune/inflammatory outcomes29and Cognitive Development;30the ROLE of the iron-hepcidin axis in infection;31,32and seasonal EFFECTS on Blood Cell composition.33\n\nWHAT are the main STRENGTHS and weaknesses?']	[('INCOMPLETE_EVIDENCE', 26), ('SUPERFICIAL_RELATIONSHIP', 114), ('INCOMPLETE_EVIDENCE', 243), ('SUPERFICIAL_RELATIONSHIP', 287), ('IMPORTANT_CONSIDERATION', 470), ('INCOMPLETE_EVIDENCE', 520), ('INCOMPLETE_EVIDENCE', 585), ('IMPORTANT_CONSIDERATION', 597), ('ANOMALY_CURIOUS_FINDING', 721), ('INCOMPLETE_EVIDENCE', 733), ('IMPORTANT_CONSIDERATION', 822), ('INCOMPLETE_EVIDENCE', 936), ('SUPERFICIAL_RELATIONSHIP', 1241), ('SUPERFICIAL_RELATIONSHIP', 1303), ('EXPLICIT_QUESTION', 1341), ('IMPORTANT_CONSIDERATION', 1359), ('EXPLICIT_QUESTION', 1383)]	17	[('GO_0007567', 'parturition', 267, 'birth'), ('GO_0007620', 'copulation', 276, 'conception'), ('GO_0006306', 'DNA methylation', 331, 'DNA methylation'), ('GO_0007565', 'female pregnancy', 360, 'pregnancy'), ('CHEBI_7495', 'nefazodone hydrochloride', 529, 'nutritional'), ('CHEBI_22313', 'alkaline earth metal atom', 609, 'calcium'), ('GO_0007565', 'female pregnancy', 649, 'pregnant'), ('UBERON_0004288', 'skeleton', 761, 'skeletal'), ('CHEBI_34845', 'metipranolol hydrochloride', 794, 'MUAC'), ('GO_0001822', 'kidney development', 1055, 'immune development'), ('UBERON_0002405', 'immune system', 1055, 'immune'), ('UBERON_0002405', 'immune system', 1179, 'immune'), ('GO_0050787', 'detoxification of mercury ion', 1213, 'cognitive development'), ('CL_0000081', 'blood cell', 1314, 'blood cell'), ('UBERON_0000178', 'blood', 1314, 'blood')]	0	['reports secular declining mortality trends;1,12,13intergenerational demographic transition growth14,15and survival;16reductions diarrhoea rates;17declining malaria rates.11\nmajor include: season birth mortality;18immune outcomes19and dna methylation;20effects pregnancy supplementation birthweight;21increased faltering; ‘first 1000 days’ nutritional stunting;22lack calcium supplementation children pregnant mothers calcium intake, unexpected, adverse, long-term skeletal effects;23–25the muac infants death lmic;26and hepatitis b vaccination 24 follow-up.27\nmore developments respect kwlps covered following publications on: nutrition  via birth followed 2010 (the enid trial);28life course nutrition health, immune/inflammatory outcomes29and cognitive development;30the iron-hepcidin infection;31,32and seasonal blood cell composition.33\n\nwhat main weaknesses?']
S23-PMC3471827	PMC3471827	10/2012	S23-PMC3471827	['we conclude that ttp is ESSENTIAL for early Brain and Axis Development.']	[('IMPORTANT_CONSIDERATION', 24)]	1	[('GO_0001822', 'kidney development', 44, 'brain ... axis development'), ('UBERON_0000955', 'brain', 44, 'brain')]	0	['ttp  .']
S145-PMC3471827	PMC3471827	10/2012	S145-PMC3471827	['we conclude that ttp is ESSENTIAL for early Brain and Axis Development, LIKELY because it delivers Α-Tocopherol to the developing Embryo.']	[('IMPORTANT_CONSIDERATION', 24), ('PROBABLE_UNDERSTANDING', 72)]	2	[('GO_0001822', 'kidney development', 44, 'brain ... axis development'), ('UBERON_0000955', 'brain', 44, 'brain'), ('CHEBI_27725', 'butin', 99, 'α-tocopherol'), ('UBERON_0000922', 'embryo', 130, 'embryo')]	0	['ttp  delivers α-tocopherol embryo.']
S0-PMC3485340	PMC3485340	10/2012	S0-PMC3485340	['maternal vitamin c deficiency during Pregnancy persistently impairs hippocampal Neurogenesis in offspring of guinea pigs\n\nabstract\nwhile having the highest Vitamin C (vitc) concentrations in the body, specific functions of Vitc in the Brain HAVE ONLY RECENTLY BEEN acknowledged.']	[('IMPORTANT_CONSIDERATION', 241), ('INCOMPLETE_EVIDENCE', 246), ('INCOMPLETE_EVIDENCE', 251)]	3	[('GO_0007565', 'female pregnancy', 37, 'Pregnancy'), ('GO_0001822', 'kidney development', 80, 'Neurogenesis'), ('CHEBI_27300', 'vitamin D', 156, 'vitamin C'), ('PR_000017299', 'VIP peptides', 223, 'VitC'), ('UBERON_0000955', 'brain', 235, 'brain')]	0	['maternal vitamin c pregnancy hippocampal  offspring guinea pigs\n\nabstract\nwhile vitamin c (vitc) concentrations body, functions vitc brain acknowledged.']
S330-PMC3608974	PMC3608974	2/2013	S330-PMC3608974	['a Neurogenic HYPOTHESIS was formulated to explain HOW neurotoxins produced by Chlorine MAY act on the infant’s immature Central Nervous System with an implication of the Brain’s barrier and Cerebral Spinal Fluid being INVOLVED.']	[('INCOMPLETE_EVIDENCE', 13), ('EXPLICIT_QUESTION', 50), ('INCOMPLETE_EVIDENCE', 87), ('SUPERFICIAL_RELATIONSHIP', 218)]	4	[('GO_0001822', 'kidney development', 2, 'neurogenic'), ('CHEBI_3638', 'chloroquine', 78, 'chlorine'), ('UBERON_0001017', 'central nervous system', 120, 'central nervous system'), ('UBERON_0000955', 'brain', 170, 'brain'), ('UBERON_0001359', 'cerebrospinal fluid', 190, 'cerebral spinal fluid')]	0	[' neurotoxins chlorine infant’s immature central nervous system brain’s cerebral spinal fluid involved.']
S148-PMC3669365	PMC3669365	5/2013	S148-PMC3669365	['as Hmgcs2 is a target Gene of Pparα and a key enzyme in Ketogenesis[28],[29],[30], we CONSIDER that the fetuses of dr Mice were under fasting conditions that produced Ketogenic responses NOT ONLY in the Liver BUT ALSO in the Brain.10.1371/journal.pone.0064263.g005\n\ncaption (fig): figure 5\nMetabolic state in fetal stage (Gestation day 17).']	[('INCOMPLETE_EVIDENCE', 86), ('ANOMALY_CURIOUS_FINDING', 187), ('ANOMALY_CURIOUS_FINDING', 209)]	3	[('PR_000008466', 'hepatitis B virus X-interacting protein', 3, 'Hmgcs2'), ('SO_0000704', 'gene', 22, 'gene'), ('PR_000013057', 'peroxisome proliferator-activated receptor delta', 30, 'PPARα'), ('GO_0001822', 'kidney development', 56, 'ketogenesis'), ('NCBITaxon_10088', 'Mus <genus>', 118, 'mice'), ('CHEBI_75715', 'dUMP 3*-end residue', 167, 'ketogenic'), ('GO_0000241', 'diakinesis', 167, 'ketogenic'), ('UBERON_0002107', 'liver', 203, 'liver'), ('UBERON_0000955', 'brain', 225, 'brain'), ('GO_0008152', 'metabolic process', 290, 'Metabolic'), ('GO_0007565', 'female pregnancy', 322, 'gestation')]	0	['hmgcs2 gene pparα enzyme [28],[29],[30], fetuses dr mice fasting conditions ketogenic responses liver brain.10.1371/journal.pone.0064263.g005\n\ncaption (fig): figure 5\nmetabolic fetal (gestation day 17).']
S191-PMC3669365	PMC3669365	5/2013	S191-PMC3669365	['the enhancement of Ketogenesis was observed in the fetal dr Mice NOT ONLY in the Liver BUT ALSO in the Brain.']	[('ANOMALY_CURIOUS_FINDING', 65), ('ANOMALY_CURIOUS_FINDING', 87)]	2	[('GO_0001822', 'kidney development', 19, 'ketogenesis'), ('NCBITaxon_10088', 'Mus <genus>', 60, 'mice'), ('UBERON_0002107', 'liver', 81, 'liver'), ('UBERON_0000955', 'brain', 103, 'brain')]	0	[' fetal dr mice liver brain.']
S19-PMC4231349	PMC4231349	10/2013	S19-PMC4231349	['studies on Adult Humans and rodents HAVE SHOWN that sparse Carbohydrate and Glucose availability initiates a process of Ketogenesis that produces Ketones, which all Organs – including the Brain – can use for energy [6,7].']	[('INCOMPLETE_EVIDENCE', 36)]	1	[('UBERON_0007023', 'adult organism', 11, 'adult'), ('NCBITaxon_9606', 'Homo sapiens', 17, 'humans'), ('CHEBI_16730', 'chloramphenicol 3-acetate', 59, 'carbohydrate'), ('CHEBI_17234', 'glucose', 76, 'glucose'), ('GO_0001822', 'kidney development', 120, 'ketogenesis'), ('CHEBI_17087', 'ketone', 146, 'ketones'), ('UBERON_0000062', 'organ', 165, 'organs'), ('UBERON_0000955', 'brain', 188, 'brain')]	0	['studies adult humans rodents carbohydrate glucose availability initiates process  ketones, organs brain energy [6,7].']
S209-PMC4672086	PMC4672086	12/2015	S209-PMC4672086	['Rodent Brain Development HAS BEEN CORRELATED to the Brain growth spurt, that extends from the Human second trimester to first 2 years of Postnatal Life, corresponding to the CRITICAL and vulnerable time involving Neurogenic and Gliogenic events (dobbing,1968; mendez and adair,1999; patro et al.,2015).']	[('INCOMPLETE_EVIDENCE', 25), ('SUPERFICIAL_RELATIONSHIP', 34), ('IMPORTANT_CONSIDERATION', 174)]	3	[('NCBITaxon_10088', 'Mus <genus>', 0, 'Rodent'), ('GO_0007420', 'brain development', 7, 'brain development'), ('UBERON_0000955', 'brain', 7, 'brain'), ('UBERON_0000955', 'brain', 52, 'brain'), ('NCBITaxon_9606', 'Homo sapiens', 94, 'human'), ('GO_0007567', 'parturition', 137, 'postnatal'), ('UBERON_0000104', 'life cycle', 147, 'life'), ('GO_0001822', 'kidney development', 213, 'neurogenic'), ('GO_0042062', 'long-term strengthening of neuromuscular junction', 228, 'gliogenic')]	0	['rodent brain brain spurt, human trimester 2 postnatal life,  gliogenic events (dobbing,1968; mendez adair,1999; patro et al.,2015).']
S61-PMC3458940	PMC3458940	9/2012	S61-PMC3458940	['for this purpose, we selected Bmp7, Foxa1, Pax2, and Wnt7B, which HAVE BEEN IMPLICATED in Kidney Development, Water Transport, and Defense/protection mechanism against injury[15],[20],[21],[22],[23].']	[('INCOMPLETE_EVIDENCE', 66), ('SUPERFICIAL_RELATIONSHIP', 76)]	2	[('PR_000000168', 'BMP7', 30, 'Bmp7'), ('PR_000007606', 'forkhead box protein B2', 36, 'Foxa1'), ('PR_000012318', 'paired box protein Pax-6', 43, 'Pax2'), ('PR_000017453', 'protein Wnt-9b', 53, 'Wnt7b'), ('GO_0001822', 'kidney development', 90, 'kidney development'), ('UBERON_0002113', 'kidney', 90, 'kidney'), ('CHEBI_15377', 'water', 110, 'water'), ('GO_0006833', 'water transport', 110, 'water transport'), ('GO_0006952', 'defense response', 131, 'defense')]	0	['purpose, selected bmp7, foxa1, pax2, wnt7b, water transport, defense/protection injury[15],[20],[21],[22],[23].']
S19-PMC4703052	PMC4703052	1/2016	S19-PMC4703052	['our FOCUS is on Humans, and we consider the relative costs and effectiveness of each subsystem of Defense, and PROPOSE that the balance of investment in innate versus Acquired Immunity will be shaped by three ecological FACTORS during sensitive periods of Immune Development: (i) the availability of nutritional resources, (ii) the intensity of pathogen exposure and (iii) signals of extrinsic mortality risk.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 4), ('INCOMPLETE_EVIDENCE', 111), ('SUPERFICIAL_RELATIONSHIP', 220)]	3	[('NCBITaxon_9606', 'Homo sapiens', 16, 'humans'), ('GO_0006952', 'defense response', 98, 'defense'), ('GO_0019624', 'atrazine catabolic process to isopropylamine', 167, 'acquired immunity'), ('GO_0001822', 'kidney development', 256, 'immune development'), ('UBERON_0002405', 'immune system', 256, 'immune')]	0	['humans, relative costs subsystem defense, balance innate acquired immunity three ecological sensitive periods : (i) availability nutritional resources, (ii) intensity pathogen exposure (iii) signals extrinsic mortality risk.']
S104-PMC4730270	PMC4730270	12/2015	S104-PMC4730270	['we studied the Prenatal Dexamethasone MODEL in Rats, where maternal treatment with Dexamethasone leads to impaired Nephrogenesis and hypertension in the offspring, and FOUND increased Histone Deacetylase1 in the Kidneys accompanied by increased Angiotensin Ii At1 Receptor and the Thiazide sensitive transporter Ncc Expression.']	[('INCOMPLETE_EVIDENCE', 38), ('INCOMPLETE_EVIDENCE', 168)]	2	[('GO_0007565', 'female pregnancy', 15, 'prenatal'), ('CHEBI_41879', 'dexamethasone', 24, 'dexamethasone'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 47, 'rats'), ('CHEBI_41879', 'dexamethasone', 83, 'dexamethasone'), ('GO_0001822', 'kidney development', 115, 'nephrogenesis'), ('CHEBI_15358', 'histone', 184, 'histone'), ('PR_000008440', 'heart- and neural crest derivatives-expressed protein 2', 184, 'histone deacetylase1'), ('UBERON_0002113', 'kidney', 212, 'kidneys'), ('PR_000001183', 'alpha-1A adrenergic receptor', 245, 'angiotensin II AT1 receptor'), ('CHEBI_50264', 'thiazide', 281, 'thiazide'), ('PR_000009336', 'killer cell immunoglobulin-like receptor 2DS5', 312, 'NCC'), ('GO_0010467', 'gene expression', 316, 'expression')]	0	['prenatal dexamethasone rats, maternal treatment dexamethasone  hypertension offspring, histone deacetylase1 kidneys angiotensin ii at1 receptor thiazide sensitive transporter ncc expression.']
S106-PMC4730270	PMC4730270	12/2015	S106-PMC4730270	['in follow-up studies with the Dexamethasone MODEL we again FOUND increases in Renal Histone deacetylases (hdacs) and decreased Expression of Genes IMPORTANT for Nephrogenesis.']	[('INCOMPLETE_EVIDENCE', 44), ('INCOMPLETE_EVIDENCE', 59), ('IMPORTANT_CONSIDERATION', 147)]	3	[('CHEBI_41879', 'dexamethasone', 30, 'dexamethasone'), ('UBERON_0002113', 'kidney', 78, 'renal'), ('CHEBI_15358', 'histone', 84, 'histone'), ('PR_000043452', 'core histone', 84, 'histone'), ('GO_0010467', 'gene expression', 127, 'expression'), ('SO_0000704', 'gene', 141, 'genes'), ('GO_0001822', 'kidney development', 161, 'nephrogenesis')]	0	['follow-up dexamethasone renal histone deacetylases (hdacs) decreased expression genes .']
S144-PMC4377888	PMC4377888	3/2015	S144-PMC4377888	['in addition, factors INVOLVED in the Ureteric branching and the Epithelisation of the Metanephric Mesenchyme including growth factors and their receptors, degrading enzyme, proto-oncogenes, transcription factors, suppressor Genes Extracellular Matrix, Teratogens and fetal/maternal environment are all INVOLVED in the Regulation Of Kidney Development and CAN impinge on Nephron endowment [61,99].']	[('SUPERFICIAL_RELATIONSHIP', 21), ('SUPERFICIAL_RELATIONSHIP', 302), ('INCOMPLETE_EVIDENCE', 355)]	3	[('UBERON_0000056', 'ureter', 37, 'ureteric'), ('UBERON_0000400', 'jejunal epithelium', 64, 'epithelisation'), ('UBERON_0003220', 'metanephric mesenchyme', 86, 'metanephric mesenchyme'), ('SO_0000704', 'gene', 224, 'genes'), ('GO_0031012', 'extracellular matrix', 230, 'extracellular matrix'), ('CHEBI_50114', 'estrogen', 252, 'teratogens'), ('GO_0007565', 'female pregnancy', 318, 'regulation of'), ('GO_0001822', 'kidney development', 332, 'kidney development'), ('UBERON_0002113', 'kidney', 332, 'kidney'), ('UBERON_0001285', 'nephron', 370, 'nephron')]	0	['addition, ureteric branching epithelisation metanephric mesenchyme receptors, degrading enzyme, proto-oncogenes, transcription factors, suppressor genes extracellular matrix, teratogens fetal/maternal environment  nephron endowment [61,99].']
S33-PMC3749995	PMC3749995	8/2013	S33-PMC3749995	['we used a combination of in vitro and in vivo approaches (using multiple cohorts) to examine the EFFECT of high Extracellular Salt on Kidney Development and function.']	[('SUPERFICIAL_RELATIONSHIP', 97)]	1	[('GO_0005576', 'extracellular region', 112, 'extracellular'), ('CHEBI_24866', 'salt', 126, 'salt'), ('GO_0001822', 'kidney development', 134, 'kidney development'), ('UBERON_0002113', 'kidney', 134, 'kidney')]	0	['combination vivo (using cohorts) extracellular salt  function.']
S128-PMC3749995	PMC3749995	8/2013	S128-PMC3749995	['HOWEVER, the extent to which hypernatraemia in ecf MAY IMPACT Kidney Development in vivo is NOT KNOWN and was THEREFORE tested in our nutritional MODEL.10.1371/journal.pone.0072682.g001\n\ncaption (fig): figure 1\nincreased Extracellular Salt bluntsin vitrokidney but not Lung Development.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('INCOMPLETE_EVIDENCE', 51), ('SUPERFICIAL_RELATIONSHIP', 55), ('FULL_UNKNOWN', 92), ('PROBABLE_UNDERSTANDING', 110), ('INCOMPLETE_EVIDENCE', 146)]	6	[('GO_0001822', 'kidney development', 62, 'kidney development'), ('UBERON_0002113', 'kidney', 62, 'kidney'), ('GO_0005576', 'extracellular region', 221, 'extracellular'), ('CHEBI_24866', 'salt', 235, 'salt'), ('GO_0030324', 'lung development', 269, 'lung development'), ('UBERON_0002048', 'lung', 269, 'lung')]	0	['however, hypernatraemia ecf  vivo nutritional model.10.1371/journal.pone.0072682.g001\n\ncaption (fig): figure 1\nincreased extracellular salt bluntsin vitrokidney lung development.']
S2-PMC3156327	PMC3156327	4/2011	S2-PMC3156327	['PRELIMINARY STUDIES now SUGGEST that these early EFFECTS on Immune Development MAY BE MEDIATED epigenetically through a variety of processes that collectively modify Gene Expression and allergic susceptibility and that these EFFECTS are POTENTIALLY heritable across generations.']	[('FUTURE_WORK', 0), ('INCOMPLETE_EVIDENCE', 24), ('SUPERFICIAL_RELATIONSHIP', 49), ('INCOMPLETE_EVIDENCE', 79), ('SUPERFICIAL_RELATIONSHIP', 86), ('SUPERFICIAL_RELATIONSHIP', 225), ('INCOMPLETE_EVIDENCE', 237)]	7	[('GO_0001822', 'kidney development', 60, 'immune development'), ('UBERON_0002405', 'immune system', 60, 'immune'), ('GO_0010467', 'gene expression', 166, 'gene expression'), ('SO_0000704', 'gene', 166, 'gene')]	0	['preliminary  epigenetically processes collectively gene expression allergic heritable generations.']
