PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC2672462	PMC2672462.nxml.gz-172	[7647]	[7731]	It is generally accepted that dietary therapy is the cornerstone of treatment of GDM	generally	[7653]	[7662]	PMC2672462.nxml.gz-173
PMC2672462	PMC2672462.nxml.gz-172	[7647]	[7731]	It is generally accepted that dietary therapy is the cornerstone of treatment of GDM	cornerstone	[7700]	[7711]	PMC2672462.nxml.gz-175
PMC2672462	PMC2672462.nxml.gz-177	[7733]	[7815]	Therefore all women with GDM should receive counseling from a specialist dietitian	Therefore	[7733]	[7742]	PMC2672462.nxml.gz-176
PMC2672462	PMC2672462.nxml.gz-187	[8163]	[8412]	There are few trials examining the efficacy of dietary therapy for GDM, However, a cluster randomized controlled study has provided support for Medical Nutrition Therapy (MNT) for GDM, as recommended by the American Diabetes Association (ADA) (2004)	as	[8348]	[8350]	PMC2672462.nxml.gz-191
PMC2672462	PMC2672462.nxml.gz-2	[102]	[294]	As gestational diabetes is associated with adverse pregnancy outcomes, and has long-term implications for both mother and child, it is important that it is recognized and appropriately managed	As	[102]	[104]	PMC2672462.nxml.gz-1
PMC2672462	PMC2672462.nxml.gz-212	[9282]	[9503]	In a nonrandomized study, women with GDM on a diet comprising less than 42% carbohydrate, had lower post-prandial glucose levels, were less likely to require insulin, and had a lower incidence of large for gestational age	likely	[9422]	[9428]	PMC2672462.nxml.gz-214
PMC2672462	PMC2672462.nxml.gz-238	[10571]	[10709]	Except for saccharin, which can cross the placenta and is therefore not recommended, other noncaloric sweeteners may be used in moderation	therefore	[10629]	[10638]	PMC2672462.nxml.gz-239
PMC2672462	PMC2672462.nxml.gz-265	[11886]	[12000]	Amongst women with a prepregnancy BMI > 25, those who were in the exercise arm were less likely to require insulin	likely	[11975]	[11981]	PMC2672462.nxml.gz-267
PMC2672462	PMC2672462.nxml.gz-270	[12002]	[12245]	Therefore, it seems reasonable to recommend that when there is no medical or obstetric contraindication, women with GDM should maintain a sensible level of light and moderate intensity physical activity until the latter stages of the pregnancy	Therefore	[12002]	[12011]	PMC2672462.nxml.gz-269
PMC2672462	PMC2672462.nxml.gz-270	[12002]	[12245]	Therefore, it seems reasonable to recommend that when there is no medical or obstetric contraindication, women with GDM should maintain a sensible level of light and moderate intensity physical activity until the latter stages of the pregnancy	reasonable	[12022]	[12032]	PMC2672462.nxml.gz-272
PMC2672462	PMC2672462.nxml.gz-277	[12247]	[12501]	The above studies provide reassurance that moderate intensity activities such as walking for 20–30 minutes each day, and attendance at antenatal exercise classes can be safely encouraged, and that modest improvements in glycemic control might be achieved	reassurance	[12273]	[12284]	PMC2672462.nxml.gz-278
PMC2672462	PMC2672462.nxml.gz-290	[13024]	[13253]	As the level of insulin resistance varies from person to person, it is common practice to commence the woman on small doses of insulin, and then to increase the doses at frequent intervals until target glucose levels are attained	As	[13024]	[13026]	PMC2672462.nxml.gz-289
PMC2672462	PMC2672462.nxml.gz-312	[13802]	[13949]	For many years, fast-acting (regular) insulin, and intermediate-acting (isophane) insulin have been the preferred insulins for the treatment of GDM	preferred	[13906]	[13915]	PMC2672462.nxml.gz-314
PMC2672462	PMC2672462.nxml.gz-315	[13951]	[14066]	Human insulin does not normally cross the placenta, though antibody bound animal insulin has been reported to do so	normally	[13974]	[13982]	PMC2672462.nxml.gz-317
PMC2672462	PMC2672462.nxml.gz-327	[14227]	[14376]	Human insulin is considered safe in pregnancy as years of experience has not suggested an increase in fetal complications as a consequence of its use	as	[14273]	[14275]	PMC2672462.nxml.gz-329
PMC2672462	PMC2672462.nxml.gz-366	[15632]	[15848]	.45However, as it was not detected in other subjects, the authors postulated that this was due to the disruption of the uterine-placental barrier during delivery, when the mother had been receiving an aspart infusion	as	[15644]	[15646]	PMC2672462.nxml.gz-368
PMC2672462	PMC2672462.nxml.gz-405	[16877]	[17120]	Although their safety has not been proven, it is often rationalized that a change in the basal insulin will result in deterioration in glycemic control, and therefore the risk of continuing glargine is less than the risk from changing insulins	rationalized	[16932]	[16944]	PMC2672462.nxml.gz-411
PMC2672462	PMC2672462.nxml.gz-405	[16877]	[17120]	Although their safety has not been proven, it is often rationalized that a change in the basal insulin will result in deterioration in glycemic control, and therefore the risk of continuing glargine is less than the risk from changing insulins	therefore	[17034]	[17043]	PMC2672462.nxml.gz-413
PMC2672462	PMC2672462.nxml.gz-430	[17804]	[17933]	American authors have stated that glyburide has replaced insulin as first line pharmacological treatment of GDM in many practices	first line	[17872]	[17882]	PMC2672462.nxml.gz-432
PMC2672462	PMC2672462.nxml.gz-446	[18778]	[18890]	In general, these indicate that glyburide is effective in achieving glycemic control in the majority of patients	In general	[18778]	[18788]	PMC2672462.nxml.gz-447
PMC2672462	PMC2672462.nxml.gz-476	[19708]	[19823]	These findings lead to the logical conclusion that subjects with more severe GDM are more likely to require insulin	likely	[19798]	[19804]	PMC2672462.nxml.gz-480
PMC2672462	PMC2672462.nxml.gz-535	[22841]	[23022]	However, as there was no evaluation of glycemic control early in pregnancy, and more women on metformin had pre-existing type 2 diabetes, the groups do not appear to be well matched	as	[22850]	[22852]	PMC2672462.nxml.gz-536
PMC2672462	PMC2672462.nxml.gz-544	[23267]	[23525]	Although the above randomized trials have demonstrated non-inferiority of glyburide and metformin in achieving glycemic control, and satisfactory birth outcomes compared to insulin therapy, concerns must remain as long-term issues have not yet been addressed	as	[23478]	[23480]	PMC2672462.nxml.gz-551
PMC2672462	PMC2672462.nxml.gz-56	[2238]	[2319]	Therefore, screening for GDM usually occurs around 24–28 weeks into the pregnancy	Therefore	[2238]	[2247]	PMC2672462.nxml.gz-55
PMC2672462	PMC2672462.nxml.gz-566	[23931]	[24099]	Therefore glyburide has the potential to result in earlier development of maternal diabetes, and long-term follow-up of the mothers are needed to alleviate this concern	Therefore	[23931]	[23940]	PMC2672462.nxml.gz-565
PMC2672462	PMC2672462.nxml.gz-577	[24394]	[24626]	As there is transplacental passage of metformin,77,78its effect on fetal insulin resistance might even provide further benefit in light of data of insulin resistance and insulin secretory defects in offspring of diabetic pregnancies	As	[24394]	[24396]	PMC2672462.nxml.gz-578
PMC2672462	PMC2672462.nxml.gz-577	[24394]	[24626]	As there is transplacental passage of metformin,77,78its effect on fetal insulin resistance might even provide further benefit in light of data of insulin resistance and insulin secretory defects in offspring of diabetic pregnancies	in light of	[24521]	[24532]	PMC2672462.nxml.gz-582
PMC2672462	PMC2672462.nxml.gz-584	[24629]	[24790]	However, any pharmacological agent which crosses the placenta must be viewed with caution as there always remains the possibility of unexpected long-term effects	as	[24719]	[24721]	PMC2672462.nxml.gz-587
PMC2672462	PMC2672462.nxml.gz-629	[26418]	[26579]	Whilst this study is inadequately powered to demonstrate safety of acarbose, it is not absorbed from the gut, and therefore would be unlikely to affect the fetus	therefore	[26532]	[26541]	PMC2672462.nxml.gz-632
PMC2672462	PMC2672462.nxml.gz-629	[26418]	[26579]	Whilst this study is inadequately powered to demonstrate safety of acarbose, it is not absorbed from the gut, and therefore would be unlikely to affect the fetus	unlikely	[26551]	[26559]	PMC2672462.nxml.gz-634
PMC2672462	PMC2672462.nxml.gz-679	[29625]	[29800]	It therefore seems likely that the decreased mortality rate was at least in part a consequence of treatment of GDM, rather than only to other improvements in obstetric outcome	therefore	[29628]	[29637]	PMC2672462.nxml.gz-680
PMC2672462	PMC2672462.nxml.gz-679	[29625]	[29800]	It therefore seems likely that the decreased mortality rate was at least in part a consequence of treatment of GDM, rather than only to other improvements in obstetric outcome	likely	[29644]	[29650]	PMC2672462.nxml.gz-682
PMC2672462	PMC2672462.nxml.gz-679	[29625]	[29800]	It therefore seems likely that the decreased mortality rate was at least in part a consequence of treatment of GDM, rather than only to other improvements in obstetric outcome	at least	[29689]	[29697]	PMC2672462.nxml.gz-683
PMC2672462	PMC2672462.nxml.gz-719	[31658]	[31823]	As 15% of the women in the Diabetes Prevention Program and Diabetes Prevention Study had GDM, similar measures should be recommended to women after they have had GDM	As	[31658]	[31660]	PMC2672462.nxml.gz-720
PMC2672462	PMC2672462.nxml.gz-734	[32124]	[32354]	In part, this is probably due to the real life challenges of maintaining motivation for healthy lifestyle change amongst young women at a time that they are having to deal with young children, return to work, and further education	probably	[32141]	[32149]	PMC2672462.nxml.gz-736
PMC2672462	PMC2672462.nxml.gz-739	[32356]	[32487]	Nonetheless, there are undisputed benefits to healthy eating and regular physical activity so these activities should be encouraged	undisputed	[32379]	[32389]	PMC2672462.nxml.gz-741
PMC2672462	PMC2672462.nxml.gz-786	[34140]	[34325]	Therefore after the pregnancy, healthy lifestyle measures should be encouraged to minimize the likelihood of developing diabetes, and regular screening for diabetes should be undertaken	Therefore	[34140]	[34149]	PMC2672462.nxml.gz-785
PMC2672462	PMC2672462.nxml.gz-786	[34140]	[34325]	Therefore after the pregnancy, healthy lifestyle measures should be encouraged to minimize the likelihood of developing diabetes, and regular screening for diabetes should be undertaken	likelihood	[34235]	[34245]	PMC2672462.nxml.gz-789
PMC2672462	PMC2672462.nxml.gz-92	[3539]	[3788]	Offspring who were born to mothers who were already diabetic when pregnant had a 45% likelihood of type 2 diabetes by the age of 20–24, whereas it was 8.6% amongst those with mothers who only developed diabetes after pregnancy (ie, were prediabetic)	likelihood	[3624]	[3634]	PMC2672462.nxml.gz-93
PMC2672462	PMC2672462.nxml.gz-96	[3790]	[4048]	Amongst sibships discordant for exposure to hyperglycemia, the sibling exposed to hyperglycemia had a considerably higher risk of subsequent diabetes, suggesting that genetic factors were not predominantly responsible for the difference in diabetes incidence	responsible	[3996]	[4007]	PMC2672462.nxml.gz-100
PMC2874300	PMC2874300.nxml.gz-3	[618]	[772]	While diet can impact health at any life stage, it is likely to be most important during the fetal and infancy periods, when the immune system is immature	likely	[672]	[678]	PMC2874300.nxml.gz-5
PMC2885310	PMC2885310.nxml.gz-166	[13214]	[13294]	Cases were less likely to be of non-Hispanic White race/ethnicity than non-cases	likely	[13230]	[13236]	PMC2885310.nxml.gz-167
PMC2885310	PMC2885310.nxml.gz-170	[14212]	[14384]	The curvilinear relationship remained evident after participants were stratified on the basis of lean (<25 kg/m2) and overweight (≥25 kg/m2) pre-pregnancy status (Figure2a)	evident	[14250]	[14257]	PMC2885310.nxml.gz-173
PMC2885310	PMC2885310.nxml.gz-22709	[10081]	[10427]	Given that this is the first study to be conducted among pregnant women, and that pre-pregnancy BMI may reasonably be considered a confounder or a covariate along the causal pathway between maternal habitual sleep behaviors and GDM, we were careful to assess the potential independent contributions of the sleep variables (from pre-pregnancy BMI)	reasonably	[10185]	[10195]	PMC2885310.nxml.gz-133
PMC2885310	PMC2885310.nxml.gz-239	[20528]	[20721]	To our knowledge, this is the first examination of the relation between plasma glucose concentrations, GDM risk and sleep parameters (i.e., snoring and habitual sleep duration) during pregnancy	To our knowledge	[20528]	[20544]	PMC2885310.nxml.gz-241
PMC2885310	PMC2885310.nxml.gz-315	[24679]	[24807]	Maternal habitual sleep duration and snoring was obtained from self-report, and thus are likely susceptible to misclassification	thus	[24759]	[24763]	PMC2885310.nxml.gz-316
PMC2885310	PMC2885310.nxml.gz-315	[24679]	[24807]	Maternal habitual sleep duration and snoring was obtained from self-report, and thus are likely susceptible to misclassification	likely	[24768]	[24774]	PMC2885310.nxml.gz-317
PMC2885310	PMC2885310.nxml.gz-319	[24809]	[25041]	Reported sleep duration is known to be only moderately correlated with wrist actigraph-measured sleep duration (ρ = 0.47), and reports are generally longer by approximately 34 minutes for each hour of objectively measured sleep [39]	generally	[24948]	[24957]	PMC2885310.nxml.gz-323
PMC2885310	PMC2885310.nxml.gz-325	[25043]	[25142]	The use of self-reported snoring as a tool to detect sleep disordered breathing is well established	well established	[25126]	[25142]	PMC2885310.nxml.gz-326
PMC2885310	PMC2885310.nxml.gz-347	[26238]	[26379]	Lastly, the generalizability of our study may be limited, as our cohort was primarily comprised of Non-Hispanic White and well-educated women	as	[26296]	[26298]	PMC2885310.nxml.gz-351
PMC2885310	PMC2885310.nxml.gz-353	[26381]	[26632]	The pathophysiological mechanisms underlying these consistently observed associations of short sleep duration, sleep-related breathing disorders, including snoring, with altered glucose metabolism and diabetes are likely to be multifactorial [2,43,44]	consistently	[26432]	[26444]	PMC2885310.nxml.gz-355
PMC2885310	PMC2885310.nxml.gz-353	[26381]	[26632]	The pathophysiological mechanisms underlying these consistently observed associations of short sleep duration, sleep-related breathing disorders, including snoring, with altered glucose metabolism and diabetes are likely to be multifactorial [2,43,44]	likely	[26595]	[26601]	PMC2885310.nxml.gz-358
PMC2885310	PMC2885310.nxml.gz-361	[26634]	[26922]	Notably, high sympathetic nervous system activity, intermittent hypoxemia, dysregulation of the HPA axis, endothelial dysfunction and alterations in cytokine and adipokine synthesis and release have all been proposed mechanisms for these consistently observed epidemiological observations	consistently	[26872]	[26884]	PMC2885310.nxml.gz-366
PMC2885310	PMC2885310.nxml.gz-419	[28999]	[29193]	Despite unclear mechanisms, the positive relationship between later pregnancy hyperglycemia and GDM risk were evident among women who reported short/long sleep duration and snoring in our cohort	evident	[29109]	[29116]	PMC2885310.nxml.gz-423
PMC2885310	PMC2885310.nxml.gz-441	[29637]	[29865]	Enhanced knowledge of possible metabolic consequences of sleep disturbances in pregnancy will likely have important clinical implications in the prevention and treatment of impaired glucose tolerance and GDM among pregnant women	likely	[29731]	[29737]	PMC2885310.nxml.gz-447
PMC2885310	PMC2885310.nxml.gz-59	[3557]	[3833]	Most sleep studies, however, have excluded pregnant women; hence very little is known about how insufficient sleep and sleep disordered breathing during gestation contribute to increased risks of medical complications of pregnancy including gestational diabetes mellitus (GDM)	hence	[3616]	[3621]	PMC2885310.nxml.gz-61
PMC2885310	PMC2885310.nxml.gz-68	[3835]	[3969]	To the best of our knowledge no one has evaluated the impact of sleep duration and snoring on maternal glucose metabolism in pregnancy	To the best of our knowledge	[3835]	[3863]	PMC2885310.nxml.gz-67
PMC2889879	PMC2889879.nxml.gz-121	[13567]	[13667]	The category "low level symptoms group" (no psychotic-like symptoms) was used as the reference group	as	[13645]	[13647]	PMC2889879.nxml.gz-122
PMC2889879	PMC2889879.nxml.gz-147	[16424]	[16612]	We decided not to include dietary Vitamin D estimates in the final multivariate models as fish is a rich source of vitamin D and could account for some of the effect of fish on our outcome	as	[16511]	[16513]	PMC2889879.nxml.gz-151
PMC2889879	PMC2889879.nxml.gz-158	[17860]	[18068]	Women in the high level group were more likely to be never drinkers than women in the low level group, the multivariate RR, adjusted for smoking, BMI, education and country of birth, was 1.5 (95% CI, 1.2-1.8)	likely	[17900]	[17906]	PMC2889879.nxml.gz-159
PMC2889879	PMC2889879.nxml.gz-178	[24251]	[24383]	However, none of these covariates change the estimates substantially, and was therefore not included in the final multivariate model	therefore	[24329]	[24338]	PMC2889879.nxml.gz-181
PMC2889879	PMC2889879.nxml.gz-192	[28119]	[28251]	However, none of these covariates change the estimates substantially, and was therefore not included in the final multivariate model	therefore	[28197]	[28206]	PMC2889879.nxml.gz-195
PMC2889879	PMC2889879.nxml.gz-239	[31534]	[31659]	No earlier studies that we are aware of have evaluated the relationship between adult vitamin D levels and psychotic symptoms	are aware of	[31561]	[31573]	PMC2889879.nxml.gz-240
PMC2889879	PMC2889879.nxml.gz-267	[32617]	[32754]	Our results of a protective effect of vitamin D intake must be considered as rough, since we only measure the dietary intake of vitamin D	as	[32691]	[32693]	PMC2889879.nxml.gz-273
PMC2889879	PMC2889879.nxml.gz-282	[32910]	[33122]	The absorption of dietary vitamin D is generally high at all stages of life [34], but serum levels also depend on the endogenous production of vitamin D due to sun exposure which is subject to seasonal variations	generally	[32949]	[32958]	PMC2889879.nxml.gz-283
PMC2889879	PMC2889879.nxml.gz-287	[33124]	[33196]	Thus, the correlation between vitamin D intake and serum levels may vary	Thus	[33124]	[33128]	PMC2889879.nxml.gz-286
PMC2889879	PMC2889879.nxml.gz-320	[34236]	[34384]	Another possible explanation may be that the frequent intake of fish and PUFA may be advantageous in lower doses but disadvantageous in higher doses	explanation	[34253]	[34264]	PMC2889879.nxml.gz-322
PMC2889879	PMC2889879.nxml.gz-375	[36348]	[36487]	However, the associations with dietary components and health are often non-linear with advantageous effects of a balanced nutrition [47-50]	often	[36413]	[36418]	PMC2889879.nxml.gz-377
PMC2889879	PMC2889879.nxml.gz-384	[36678]	[36928]	However, keeping the prevalence figures for psychotic disorders in mind, rather few participants in our population sample are likely to have a disorder, which may diminish the problem of reversed causality related to psychotic diagnosis or medication	likely	[36804]	[36810]	PMC2889879.nxml.gz-387
PMC2889879	PMC2889879.nxml.gz-39	[2922]	[3018]	Schizophrenia in adulthood is often preceded by milder symptoms and delusions during adolescence	often	[2952]	[2957]	PMC2889879.nxml.gz-40
PMC2889879	PMC2889879.nxml.gz-407	[37581]	[37662]	These characteristics are often seen in patients with psychotic disorders [51-53]	often	[37607]	[37612]	PMC2889879.nxml.gz-408
PMC2889879	PMC2889879.nxml.gz-425	[38348]	[38450]	Thus, there are reasons to believe that the dimension of positive symptoms is an independent dimension	Thus	[38348]	[38352]	PMC2889879.nxml.gz-424
PMC2889879	PMC2889879.nxml.gz-425	[38348]	[38450]	Thus, there are reasons to believe that the dimension of positive symptoms is an independent dimension	reasons	[38364]	[38371]	PMC2889879.nxml.gz-426
PMC2889879	PMC2889879.nxml.gz-488	[40468]	[40706]	Misclassification of fish and PUFA or vitamin D intake due to measurement error associated with the food frequency questionnaire is unavoidable, but given the study design likely non-differential, and thus attenuating any true association	likely	[40640]	[40646]	PMC2889879.nxml.gz-494
PMC2889879	PMC2889879.nxml.gz-488	[40468]	[40706]	Misclassification of fish and PUFA or vitamin D intake due to measurement error associated with the food frequency questionnaire is unavoidable, but given the study design likely non-differential, and thus attenuating any true association	thus	[40669]	[40673]	PMC2889879.nxml.gz-495
PMC2889879	PMC2889879.nxml.gz-488	[40468]	[40706]	Misclassification of fish and PUFA or vitamin D intake due to measurement error associated with the food frequency questionnaire is unavoidable, but given the study design likely non-differential, and thus attenuating any true association	true	[40690]	[40694]	PMC2889879.nxml.gz-496
PMC2889879	PMC2889879.nxml.gz-498	[40708]	[40965]	It is also relevant to note that Hibbeln et al. reported high correlations (r = 0.7) between the dietary intake of EPA and DHA and serum levels of EPA and DHA in subjects with schizophrenia [51], indicating a good ability to report dietary intake accurately	good ability	[40917]	[40929]	PMC2889879.nxml.gz-505
PMC2889879	PMC2889879.nxml.gz-515	[41143]	[41315]	However, again some misclassification of dietary intake cannot be ruled out, such a misclassification is likely to be non-differential, and attenuating any true association	likely	[41248]	[41254]	PMC2889879.nxml.gz-521
PMC2889879	PMC2889879.nxml.gz-515	[41143]	[41315]	However, again some misclassification of dietary intake cannot be ruled out, such a misclassification is likely to be non-differential, and attenuating any true association	true	[41299]	[41303]	PMC2889879.nxml.gz-522
PMC2889879	PMC2889879.nxml.gz-546	[42284]	[42409]	The drop-outs had a slightly higher BMI, lower education and were more often smokers and born outside of the Nordic countries	often	[42355]	[42360]	PMC2889879.nxml.gz-547
PMC2889879	PMC2889879.nxml.gz-572	[43192]	[43345]	There are no current studies that can give real good answers to the question if dietary deficiency interacts with genetic vulnerability for schizophrenia	answers	[43245]	[43252]	PMC2889879.nxml.gz-576
PMC2889879	PMC2889879.nxml.gz-69	[4779]	[5041]	Although, only hypothesis generating, two ecological studies support the hypothesis by reporting the ratio of saturated fat to PUFA in the diet is a strong predictor of schizophrenia outcome, measured as according to either clinical or to social variables [6,14]	as	[4980]	[4982]	PMC2889879.nxml.gz-75
PMC2889879	PMC2889879.nxml.gz-96	[5987]	[6208]	However, to our knowledge, no study has investigated the association between dietary intake of fish, omega-3 and omega-6 PUFA or vitamin D and the risk of having positive psychotic symptoms in the general adult population	to our knowledge	[5996]	[6012]	PMC2889879.nxml.gz-97
PMC2898025	PMC2898025.nxml.gz-175	[13493]	[13728]	Any relationship with glioma risk is probably complex and must be interpreted in light of differences in farming practices and the protective ability of farming environments, especially with respect to microbial exposures [102,103,114]	probably	[13530]	[13538]	PMC2898025.nxml.gz-177
PMC2898025	PMC2898025.nxml.gz-210	[15135]	[15269]	Environmental exposures to viruses, microbes and other pathogens generally tend to occur more often in particular seasons [25,126,127]	generally	[15200]	[15209]	PMC2898025.nxml.gz-5605
PMC2898025	PMC2898025.nxml.gz-390	[24597]	[24704]	The putative connection between handedness, season of birth, and glioma risk remains difficult to interpret	putative	[24601]	[24609]	PMC2898025.nxml.gz-391
PMC2898025	PMC2898025.nxml.gz-404	[25025]	[25175]	The incidence of left-handedness is disproportionately higher among males [202], a finding which is consistently observed across species [201,209–212]	consistently	[25125]	[25137]	PMC2898025.nxml.gz-406
PMC2898025	PMC2898025.nxml.gz-420	[25699]	[25842]	There is probably no specific etiologic agent acting in isolation that completely explains a season of birth association with adult glioma risk	probably	[25708]	[25716]	PMC2898025.nxml.gz-421
PMC2898025	PMC2898025.nxml.gz-424	[25844]	[26062]	If an association exists the effect probably represents the interplay between various environmental, genetic, lifestyle, and socioeconomic factors, operating on mother and child within a precise window of vulnerability	probably	[25880]	[25888]	PMC2898025.nxml.gz-427
PMC2898025	PMC2898025.nxml.gz-432	[26221]	[26478]	A patient’s innate and adaptive immune response and a host of hormonal and metabolic factors, likely play important and closely interrelated roles in understanding the complex biologic and etiologic mechanisms in the season of birth effect for adult gliomas	likely	[26315]	[26321]	PMC2898025.nxml.gz-433
PMC2898025	PMC2898025.nxml.gz-47	[2773]	[2975]	In this model, environmental exposures and lifestyle changes that occur afterwards play a mainly secondary role to the programming or imprinting that occurs during pregnancy and/or early infancy [14,15]	mainly	[2863]	[2869]	PMC2898025.nxml.gz-49
PMC2898025	PMC2898025.nxml.gz-88	[5887]	[6113]	Many farm chemicals are classified as probable or likely human carcinogens by the US Environmental Protection Agency (EPA), most notably acephate, dichlorvos, dimethoate, lindane, parathion, phosmet, and tetrachlorvinphos [28]	probable	[5925]	[5933]	PMC2898025.nxml.gz-89
PMC2898025	PMC2898025.nxml.gz-88	[5887]	[6113]	Many farm chemicals are classified as probable or likely human carcinogens by the US Environmental Protection Agency (EPA), most notably acephate, dichlorvos, dimethoate, lindane, parathion, phosmet, and tetrachlorvinphos [28]	likely	[5937]	[5943]	PMC2898025.nxml.gz-90
PMC2999828	PMC2999828.nxml.gz-136	[7787]	[7849]	These alterations are primarily the result of hormonal effects	primarily	[7809]	[7818]	PMC2999828.nxml.gz-137
PMC2999828	PMC2999828.nxml.gz-14581	[22805]	[22938]	In vivo testing should generally be postponed until after pregnancy, unless diagnosis for therapeutic intervention is urgently needed	generally	[22828]	[22837]	PMC2999828.nxml.gz-446
PMC2999828	PMC2999828.nxml.gz-152	[8803]	[8916]	In general, patients with severe asthma are more likely to experience worsening of their disease during pregnancy	likely	[8852]	[8858]	PMC2999828.nxml.gz-154
PMC2999828	PMC2999828.nxml.gz-155	[8918]	[9096]	Alterations in maternal immunity, particularly a decrease in cell-mediated immunity, may predispose the pregnant asthmatic to infections and thus to acute exacerbations of asthma	thus	[9059]	[9063]	PMC2999828.nxml.gz-157
PMC2999828	PMC2999828.nxml.gz-170	[9444]	[9722]	Thus, optimal asthma treatment is crucial, as the risk of preeclampsia, premature birth, low birth weight,[19] and maternal and neonatal hypoxia and morbidity [10,20] posed by undertreated asthma may be greater than that from the use of oral steroids for the treatment of asthma	Thus	[9444]	[9448]	PMC2999828.nxml.gz-169
PMC2999828	PMC2999828.nxml.gz-189	[10698]	[10959]	A stepwise approach is suggested for medical treatment, where inhaled salbutamol is the preferred short-acting β agonist with an outstanding safety profile, and inhaled corticosteroids (eg, budesonide) should be used confidently as long-term control medications	preferred	[10786]	[10795]	PMC2999828.nxml.gz-191
PMC2999828	PMC2999828.nxml.gz-193	[10961]	[11096]	Salmeterol is the preferred agent when long-acting β2 agonists are indicated in pregnant women as add-on treatment of persistent asthma	preferred	[10979]	[10988]	PMC2999828.nxml.gz-194
