DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
5/2010,PMC2889879,"Furthermore, it has been hypothesized that prenatal vitamin D deficiency is a risk factor for schizophrenia, supported by the role of this vitamin in cell growth and differentiation, the excess of winter births in schizophrenia (a period when vitamin D levels are low), and increased births of pre-schizophrenic subjects in urban areas, where vitamin D deficiency is higher [12,18]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has_been', 'INCOMPLETE_EVIDENCE'), ('hypothesized', 'INCOMPLETE_EVIDENCE'), ('supported', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"However, to our knowledge, no study has investigated the association between dietary intake of fish, omega-3 and omega-6 PUFA or vitamin D and the risk of having positive psychotic symptoms in the general adult population","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('no_study', 'FULL_UNKNOWN'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"The main purpose of the present study was to evaluate the association between the dietary intake of different fish species, the dietary intake of PUFAs (omega-3 and omega-6) and vitamin D and the prevalence of positive psychotic-like symptoms in a population-based study among Swedish women","{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('purpose', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_evaluate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,We decided not to include dietary Vitamin D estimates in the final multivariate models as fish is a rich source of vitamin D and could account for some of the effect of fish on our outcome,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('decided', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('estimates', 'INCOMPLETE_EVIDENCE'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('as', 'PROBABLE_UNDERSTANDING'), ('could', 'INCOMPLETE_EVIDENCE'), ('some', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"Additionally, there is a high correlation between vitamin D and omega-3 fatty acids (correlation = 0.77)",{'SUPERFICIAL_RELATIONSHIP'},"[('correlation', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,The intake of vitamin D was significantly associated with a decreased relative risk of both the middle and high levels of psychotic-like symptoms (Table4),{'SUPERFICIAL_RELATIONSHIP'},"[('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"We report here results from the first study that has evaluated the dietary intake of fish, PUFA and vitamin D in relation to the experience of positive psychotic-like symptoms in a large cohort of over 30 000 Swedish women","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('here', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first_study', 'INCOMPLETE_EVIDENCE'), ('relation', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"We found support for a protective effect regarding the risk of positive psychotic-like symptoms with high dietary intake of fish, omega-3 and omega-6 PUFA, as well as of vitamin D","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('found', 'INCOMPLETE_EVIDENCE'), ('support', 'INCOMPLETE_EVIDENCE'), ('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,No earlier studies that we are aware of have evaluated the relationship between adult vitamin D levels and psychotic symptoms,"{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('no...studies', 'FULL_UNKNOWN'), ('are_aware_of', 'PROBABLE_UNDERSTANDING'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,Our findings indicated a protective effect of vitamin D for the risk of psychotic-like symptoms,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('our_findings', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('indicated', 'INCOMPLETE_EVIDENCE'), ('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"Results from the Northern Finland 1966 Birth Cohort showed that vitamin D supplementation during the first year of life was associated with a reduced risk of schizophrenia in males, but not in women [32]","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('showed', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('but_not', 'FULL_UNKNOWN')]"
5/2010,PMC2889879,"Our results of a protective effect of vitamin D intake must be considered as rough, since we only measure the dietary intake of vitamin D","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('must...be', 'IMPORTANT_CONSIDERATION'), ('considered', 'IMPORTANT_CONSIDERATION'), ('as', 'PROBABLE_UNDERSTANDING'), ('rough', 'INCOMPLETE_EVIDENCE'), ('since', 'PROBLEM_COMPLICATION'), ('only', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"Thus, the correlation between vitamin D intake and serum levels may vary","{'PROBABLE_UNDERSTANDING', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('correlation', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('vary', 'DIFFICULT_TASK')]"
5/2010,PMC2889879,Our results of the protective effect of fatty fish could in part be due to the content of vitamin D,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('could', 'INCOMPLETE_EVIDENCE'), ('in_part', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"While the epidemiological evidence linking low prenatal vitamin D and schizophrenia remains inconclusive, rodent models have provided compelling evidence about the role of vitamin D deficiency for brain development like larger lateral volumes [36], subtle memory dysfunction and altered attention processing [37] which have implications for neuropsychiatric disorders","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('evidence', 'INCOMPLETE_EVIDENCE'), ('linking', 'SUPERFICIAL_RELATIONSHIP'), ('remains', 'INCOMPLETE_EVIDENCE'), ('inconclusive', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('compelling_evidence', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('implications', 'IMPORTANT_CONSIDERATION')]"
5/2010,PMC2889879,In terms of generalisability of our results it is relevant to compare the levels of dietary intake of PUFAs and vitamin D in our cohort to other populations,"{'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('generalisability', 'IMPORTANT_CONSIDERATION'), ('relevant_to', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"Misclassification of fish and PUFA or vitamin D intake due to measurement error associated with the food frequency questionnaire is unavoidable, but given the study design likely non-differential, and thus attenuating any true association","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('misclassification', 'PROBLEM_COMPLICATION'), ('error', 'PROBLEM_COMPLICATION'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('unavoidable', 'PROBLEM_COMPLICATION'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('given', 'INCOMPLETE_EVIDENCE'), ('likely', 'PROBABLE_UNDERSTANDING'), ('thus', 'PROBABLE_UNDERSTANDING'), ('true', 'PROBABLE_UNDERSTANDING'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"This paper reviews the plausibility of evidence focusing on the seasonal interrelation of farming, allergies, viruses, vitamin D, diet, birth weight, and handedness","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('this_paper', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('plausibility', 'INCOMPLETE_EVIDENCE'), ('focusing', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('interrelation', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Thus far, the major evidence in support of a seasonal effect involves farming, allergies/immunity, viruses, and vitamin D","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('support', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Maternal serum vitamin D levels tend to be closely correlated with infant cord serum levels [146,147]",{'SUPERFICIAL_RELATIONSHIP'},"[('tend', 'SUPERFICIAL_RELATIONSHIP'), ('correlated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Levels of vitamin D are known to fluctuate depending on sunlight exposure, which is highest in the summer for the northern hemisphere and tends to increase for latitudes nearer the equator [145,148–150]",{'SUPERFICIAL_RELATIONSHIP'},"[('tends', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Further, prenatal vitamin D3 depletion has been associated with altered brain development in rodent studies [151]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has_been', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Vitamin D receptors are present in most cells and tissues in the body [152], including the brain [148], so this hormone is believed to play an important role in disease management and cancer prevention as a modulator of immune system activity [148,153–155]","{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('believed', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Seasonal variation in vitamin D levels also has been suggested as a factor differentially affecting newborn growth plate width, and this may explain why babies born in Australia around October (spring) are relatively heavier than those born at other times [156]","{'EXPLICIT_QUESTION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has_been_suggested', 'INCOMPLETE_EVIDENCE'), ('affecting', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('why', 'EXPLICIT_QUESTION')]"
12/2011,PMC3272870,"Although vitamin D is undoubtedly important for foetal bone development, we know that it plays a much wider role in health and disease prevention","{'ANOMALY_CURIOUS_FINDING', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('although', 'ANOMALY_CURIOUS_FINDING'), ('undoubtedly', 'PROBABLE_UNDERSTANDING'), ('important', 'IMPORTANT_CONSIDERATION'), ('know', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
12/2011,PMC3272870,"Vitamin D and calcium deficiency can lead to maternal anorexia with poor weight gain, and impaired bone ossification or osteopenia among newborn infant","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('can', 'INCOMPLETE_EVIDENCE'), ('lead_to', 'SUPERFICIAL_RELATIONSHIP')]"
3/2012,PMC3313761,Vitamin D by itself has been shown to have beneficial effects in children who wheeze by up regulating antimicrobial proteins or through multiple immune effects,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has...been', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP')]"
3/2012,PMC3313761,Higher prenatal vitamin D levels are shown to have a protective role against wheezing in young children in epidemiological studies,{'SUPERFICIAL_RELATIONSHIP'},"[('role', 'SUPERFICIAL_RELATIONSHIP')]"
3/2012,PMC3313761,The above observations highlight the fact that vitamin D has a key role to play in the pathogenesis of wheezing/asthma,{'SUPERFICIAL_RELATIONSHIP'},"[('role', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,Effect on the incidence of pneumonia of vitamin D supplementation by quarterly bolus dose to infants in Kabul: a randomised controlled superiority trial,{'SUPERFICIAL_RELATIONSHIP'},"[('effect', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"Vitamin D has a role in regulating immune function, and its deficiency is a suggested risk factor for childhood pneumonia","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('suggested', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,Our systematic review identified one randomised placebo controlled trial3relating pneumonia or lower respiratory infections to vitamin D deficiency supplementation in young children,{'SUPERFICIAL_RELATIONSHIP'},"[('relating', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,There is debate between investigators regarding concentrations that relate to optimum stores of vitamin D in the body,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('debate', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('relate', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,Thus the lack of a protective effect of vitamin D against pneumonia is probably not due to misclassification of outcomes or inadequate supplementation,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('probably', 'PROBABLE_UNDERSTANDING'), ('misclassification', 'PROBLEM_COMPLICATION'), ('inadequate', 'PROBLEM_COMPLICATION')]"
4/2012,PMC3348565,"As with other studies, dietary calcium deficiency might have led to so-called wastage of body stores of vitamin D in both groups, affecting the maintenance of even higher vitamin D levels in the intervention group","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('as_with_other_studies', 'INCOMPLETE_EVIDENCE'), ('might', 'INCOMPLETE_EVIDENCE'), ('affecting', 'SUPERFICIAL_RELATIONSHIP'), ('even', 'ANOMALY_CURIOUS_FINDING')]"
4/2012,PMC3348565,"Although this is probably true, a sufficient serum concentrations for the immunological effects of vitamin D is unknown and could be higher or lower than that of the skeletal system accepted concentrations","{'ANOMALY_CURIOUS_FINDING', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('although', 'ANOMALY_CURIOUS_FINDING'), ('probably', 'PROBABLE_UNDERSTANDING'), ('true', 'PROBABLE_UNDERSTANDING'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('unknown', 'FULL_UNKNOWN'), ('could_be', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,The need for a steady state is currently highly speculative and relates to vitamin D2supplementation for negative cancer22and bone outcomes,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('the_need', 'INCOMPLETE_EVIDENCE'), ('speculative', 'INCOMPLETE_EVIDENCE'), ('relates', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"Our findings are at odds with smaller case-control hospital studies that show an enhanced rate of vitamin D deficiency or rickets in children with pneumonia and the increasing evidence suggesting that calcitriol, the biologically active metabolite of vitamin D, has an important role in the human immune system","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('at odds', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('smaller...studies', 'INCOMPLETE_EVIDENCE'), ('increasing...evidence', 'INCOMPLETE_EVIDENCE'), ('suggesting', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"A systematic review of the role of vitamin D supplementation in infectious diseases had mixed findings, concluding that more rigorously designed clinical trials are needed (panel)","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('mixed', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('concluding', 'PROBABLE_UNDERSTANDING'), ('are_needed', 'FUTURE_WORK')]"
4/2012,PMC3348565,No studies report the effect of vitamin D on radiologically confirmed pneumonias,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('no_studies', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"Vitamin D is linked with other non-bone health outcomes, but the few completed and adequately powered trials assessing the effect of supplementation have mixed findings in improving outcomes—ie, cancers, vascular disease, and diabetes","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('linked', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('few', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('mixed', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,"The optimum concentrations of vitamin D for adults and children6are based on non-immunological and, mostly, bone outcomes","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('based_on', 'SUPERFICIAL_RELATIONSHIP'), ('mostly', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,"An associated issue is that, after the start of our trial, speculations arose that high fluctuations of natural or supplemented vitamin D intake might be linked to negative outcomes","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('associated', 'SUPERFICIAL_RELATIONSHIP'), ('issue', 'PROBLEM_COMPLICATION'), ('speculations', 'INCOMPLETE_EVIDENCE'), ('might', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"These speculations relate two studies in which supplementation of a single large dose (300 00033or 500 00023IU) of vitamin D for reducing fractures in elderly women led to an increase in fractures, plus similar discrepancies in prostate cancer research with vitamin D","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('speculations', 'INCOMPLETE_EVIDENCE'), ('relate', 'SUPERFICIAL_RELATIONSHIP'), ('discrepancies', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,"The inconsistent results could be related to the evidence that stimulation of Toll-like receptors on macrophages and monocytes by bacterial antigens is important in up-regulation of CYP27B1 and the vitamin D receptor,5which are crucial in production of cathelicidins in vitamin-D-depleted individuals","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('inconsistent', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('could_be', 'INCOMPLETE_EVIDENCE'), ('related', 'SUPERFICIAL_RELATIONSHIP'), ('important', 'IMPORTANT_CONSIDERATION'), ('crucial', 'IMPORTANT_CONSIDERATION')]"
4/2012,PMC3348565,The speculative negative role of fluctuations is vitamin D needs to be considered with caution until further evidence is available,"{'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('speculative', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('needs', 'FUTURE_WORK'), ('considered', 'FUTURE_WORK'), ('caution', 'INCOMPLETE_EVIDENCE'), ('until', 'FUTURE_WORK'), ('further_evidence', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,"An increasing number of studies suggest that vitamin D deficiency during pregnancy is associated with multiple adverse health outcomes in mothers, neonates and children","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('number_of_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"The ubiquitous presence of vitamin D receptors in most tissues, including the placenta, suggests that vitamin D may have other roles as well","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('suggests', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('roles', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"Adequate vitamin D intake is associated with a lower risk of cancer[7],[8],[9],[10],[11], cardiovascular diseases[12], autoimmune diseases[13], neurological disorders[14]and diabetes[15]",{'SUPERFICIAL_RELATIONSHIP'},"[('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"In addition, an increasing number of studies suggest that vitamin D deficiency during pregnancy is associated with multiple adverse health outcomes in mothers (gestational diabetes and pre-eclampsia), in neonates (wheezing) and children (low bone mineral density, type-1 diabetes, eczema)[16]–[22]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('number_of_studies', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"However there is so far no conclusive evidence about the causality of these relationships, as no randomised controlled trials of vitamin D supplementation with an appropriate assessment of a variety of health outcomes have been carried out to date[21]","{'ANOMALY_CURIOUS_FINDING', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ANOMALY_CURIOUS_FINDING'), ('no_conclusive_evidence', 'INCOMPLETE_EVIDENCE'), ('relationships', 'SUPERFICIAL_RELATIONSHIP'), ('no...trials', 'FULL_UNKNOWN'), ('variety', 'DIFFICULT_TASK')]"
8/2012,PMC3427250,"The variations of 25-(OH)D concentration with seasons reflect the changes in UVB exposure, one of the main determinants of vitamin D status in many European countries",{'SUPERFICIAL_RELATIONSHIP'},"[('reflect', 'SUPERFICIAL_RELATIONSHIP'), ('determinants', 'SUPERFICIAL_RELATIONSHIP')]"
