DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
8/2012,PMC3427250,The aim of this study was to estimate the prevalence of vitamin D deficiency among Belgian pregnant women and to assess the determinants of vitamin D status in the first and third trimester of pregnancy,{'QUESTION_ANSWERED_BY_THIS_WORK'},"[('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2012,PMC3427250,Therefore the aim of this study was to carry out the first national representative random sample survey on vitamin D status in pregnant women in a European country and to assess the determinants of vitamin D status in the first and third trimester of pregnancy,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first', 'INCOMPLETE_EVIDENCE'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2012,PMC3427250,"However, the present study is the first national survey on vitamin D status among pregnant women in Belgium","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,"Ethnicity was also a major determinant of vitamin D status in the present study, as previously reported in the adult population[32]and in pregnant women[29],[48],[49]","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('determinant', 'SUPERFICIAL_RELATIONSHIP'), ('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('previously', 'INCOMPLETE_EVIDENCE')]"
2/2012,PMC3513049,"To investigate potential relationships between household pet exposure and cord blood vitamin D concentrations, we analyzed information from a large, geographically-based, general risk birth cohort","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('relationships', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"This study sought to determine if circulating cathelicidin concentrations in healthy children are related to the age of the child, body composition and vitamin D status at birth and at the time of the study visit","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('sought', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('related', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,The lack of association between vitamin D status and cathelicidin in this study may be due to the narrow range in observed 25(OH)D values and warrants additional studies for further observation,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('lack_of', 'INCOMPLETE_EVIDENCE'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('due_to', 'PROBLEM_COMPLICATION'), ('narrow_range', 'PROBLEM_COMPLICATION'), ('observed', 'INCOMPLETE_EVIDENCE'), ('warrants', 'FUTURE_WORK'), ('additional_studies', 'FUTURE_WORK')]"
5/2016,PMC4859539,"Additionally, while one study examined the levels of maternal and neonatal vitamin D and cathelicidin concentrations in healthy children at delivery, there is a lack of research to determine correlations between vitamin D status and cathelicidin among healthy children over time [20], as well as which factors such as age of the child, gender, and body composition may independently impact cathelicidin concentrations","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'EXPLICIT_QUESTION', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('one_study', 'INCOMPLETE_EVIDENCE'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('which', 'EXPLICIT_QUESTION'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('independently', 'SUPERFICIAL_RELATIONSHIP'), ('impact', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"To address this gap in the literature, the aim of this follow-up study was to determine if maternal vitamin D status during pregnancy and/or a child’s current vitamin D status affect the circulating concentration of cathelicidin in healthy children years after delivery","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('gap', 'FULL_UNKNOWN'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('affect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,A second aim was to determine if the concentration of cathelicidin and vitamin D correlate with the number of infections a child experiences during childhood and as a function of age,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('correlate', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Four multivariable regressions were performed to assess whether any significant associations existed between the natural logarithm of each subject’s cathelicidin concentration and each of the following vitamin D measurements: (1) child’s current 25(OH)D at time of follow-up, (2) child’s 25(OH)D at birth, (3) maternal 25(OH)D throughout pregnancy (Visits 3 to 7 as area under the curve), and (4) maternal 25(OH)D one month before delivery; all analyses controlled for race/ethnicity, age, gender, and percent fat","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"In this study of healthy children whose mothers had participated in a vitamin D supplementation trial during pregnancy, despite differences in both maternal and childhood vitamin D status, there were no significant differences in cathelicidin concentration between the three racial/ethnic groups studied","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'ANOMALY_CURIOUS_FINDING'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('despite', 'ANOMALY_CURIOUS_FINDING'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
5/2016,PMC4859539,"Of note, most of the children in this study were not vitamin D deficient and the vitamin D ranges were relatively narrow","{'ANOMALY_CURIOUS_FINDING', 'QUESTION_ANSWERED_BY_THIS_WORK'}","[('of_note', 'ANOMALY_CURIOUS_FINDING'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,This study evaluated the effect of vitamin D3supplementation on perinatal depression scores,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('evaluated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Hence, we aimed this study to assess the effectiveness of vitamin D3supplementation on antenatal and postnatal depression levels","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING'}","[('hence', 'PROBABLE_UNDERSTANDING'), ('aimed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,"We examined the correlation between change in vitamin D concentrations and change in depression scores at 38–40 weeks of gestation, 4 and 8 weeks postpartum","{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('examined', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('correlation', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,This clinical trial evaluated the effect of 2000 IU of vitamin D3supplement per day during late pregnancy on perinatal depression,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('this', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('trial', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('evaluated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In the present study, the mean vitamin D concentrations in vitamin D group were significantly higher after taking 2000 IU of vitamin D supplementation per day for at least 8 weeks","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('at_least', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"In those studies, vitamin D supplementations started at the end of the first trimester or at the beginning of the second trimester and their participants had higher initial 25-hydroxyvitamin D concentrations compared to the participants in our study","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'QUESTION_ANSWERED_BY_THIS_WORK'}","[('compared to', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('our_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,"Therefore, it is justifiable that in our study, vitamin D group had lower 25-hydroxyvitamin D concentration compared to those were in the study by Taheri et al","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('justifiable', 'PROBABLE_UNDERSTANDING'), ('our_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,The present trial showed that consuming 2000 IU vitamin D3per day in late pregnancy was effective in decreasing depression scores in perinatal period,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('present_trial', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Nonetheless, in our study, the vitamin D group had significantly lower depression scores after intervention","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'QUESTION_ANSWERED_BY_THIS_WORK'}","[('nonetheless', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('our_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,It was interesting to investigate trend of vitamin D effectiveness in the two primiparous and multiparous subgroups,"{'ANOMALY_CURIOUS_FINDING', 'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('interesting', 'ANOMALY_CURIOUS_FINDING'), ('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('trend', 'INCOMPLETE_EVIDENCE'), ('effectiveness', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Another finding of this study was that vitamin D3supplementation was effective in decreasing depression level in both nulliparous and multiparous subgroups,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('finding', 'INCOMPLETE_EVIDENCE'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In the present study, it was observed that 2000 IU vitamin D3per day for at least 8 weeks during late pregnancy, can be effective in decreasing perinatal depression levels (at 38–40 weeks of gestation also, at 4 and 8 weeks after birth)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('observed', 'INCOMPLETE_EVIDENCE'), ('at_least', 'PROBABLE_UNDERSTANDING'), ('can', 'INCOMPLETE_EVIDENCE'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,To study the Vitamin D nutritional status of pregnant women with gestational diabetes mellitus (GDM) in the middle and late pregnancy and analyze the different sources of Vitamin D intake,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('to_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('analyze', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('different', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
1/2017,PMC5273824,The level of 25-hydroxy Vitamin D (25-OH Vit D) and the sources of Vitamin D intake and the frequency of food consumption rich in Vitamin D were investigated,{'QUESTION_ANSWERED_BY_THIS_WORK'},"[('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
1/2017,PMC5273824,"Using a new assessment technique, we investigated Vitamin D nutritional status among outpatients with GDM in our hospital, and analyzed Vitamin D sources and its association with dietary pattern","{'QUESTION_ANSWERED_BY_THIS_WORK', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('new', 'FULL_UNKNOWN'), ('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('association', 'SUPERFICIAL_RELATIONSHIP'), ('pattern', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,"The Vitamin D deficiency level identified in this study was 20.4%, which is lower than those identified in the studies discussed previously","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('identified', 'INCOMPLETE_EVIDENCE'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('identified', 'INCOMPLETE_EVIDENCE'), ('previously', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,This study finds that 85.7% of pregnant women received supplements containing Vitamin D,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('finds', 'INCOMPLETE_EVIDENCE')]"
2/2018,PMC5812027,"We investigated the associations between vitamin D status in early and late pregnancy with neonatal small for gestational age (SGA), low birth weight (LBW) and preterm delivery","{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"Lower vitamin D status has also been associated with a medical history of recurrent miscarriage [12] but only two prospective studies have investigated this, without finding that lower 25OHD concentrations increases the risk of pregnancy loss [5,13]","{'ANOMALY_CURIOUS_FINDING', 'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has...been', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('but_only', 'ANOMALY_CURIOUS_FINDING'), ('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
2/2018,PMC5812027,"Our objectives were to study the associations between vitamin D status in both early and late pregnancy, as well as change in vitamin D status during pregnancy with neonatal SGA, LBW and preterm delivery","{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('objectives', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,Associations between vitamin D status in early pregnancy and pregnancy loss were also studied,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('associations', 'SUPERFICIAL_RELATIONSHIP'), ('were...studied', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
2/2018,PMC5812027,Tobacco use and vitamin D supplement use were also investigated as potential confounders but did not show any confounding effect and were thus not included in the final models,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('confounders', 'PROBLEM_COMPLICATION'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
2/2018,PMC5812027,"In addition, vitamin D status among women who terminated the pregnancy was not assessed","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('was_not', 'INCOMPLETE_EVIDENCE'), ('assessed', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
6/2018,PMC6011374,We aimed to compare vitamin D status in two distinct populations of pregnant women in Australia and New Zealand and to investigate the relationship between vitamin D status and pregnancy outcome,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('aimed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Using a robust, validated chemiluminescent-based assay to measure serum 25(OH)D [27], we aimed to investigate the differences between vitamin D status in early pregnancy in two distinct populations of nulliparous women from Australia and New Zealand","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('aimed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
6/2018,PMC6011374,We also aimed to examine the relationship between serum 25(OH)D at 15 ± 1 weeks’ gestation and the risk of an adverse pregnancy outcome and included determining the effect modification of fetal sex on the association between maternal vitamin D status and pregnancy outcome,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('aimed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_examine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"As there is evidence to suggest that vitamin D metabolism within the placenta may differ with respect to fetal sex [35] thus, we assessed the effect of “standardised” vitamin D status on pregnancy outcome stratified by fetal sex (Table 3)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('there_is_evidence', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('differ', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('assessed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"It is the largest prospective cohort study to assess vitamin D status within the international SCOPE cohort, comparing and combining two distinct populations of pregnant women living at similar latitude and provides a greater understanding of vitamin D deficiency and the risk of adverse pregnancy outcomes","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('greater_understanding', 'INCOMPLETE_EVIDENCE')]"
6/2018,PMC6011374,"In this study, we observed marginal sex-specific differences between early pregnancy vitamin D status and pregnancy outcome where by high vitamin D status and carrying a male fetus was moderately associated with decreasing the risk of having any pregnancy complication","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
6/2018,PMC6011374,"Therefore, vitamin D status may be important in populations where dietary calcium intake is low which is unlikely in the population of women studied here","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('unlikely', 'PROBABLE_UNDERSTANDING'), ('here', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
