DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
4/2012,PMC3348565,"We chose a quarterly supplementation regimen because in routine programme conditions a quarterly regimen is likely to have better adherence than a daily regimen,13,14and has been shown to be effective at maintaining the serum vitamin D concentration within normal ranges for 2–3 months in a French high-risk infant population","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('likely', 'PROBABLE_UNDERSTANDING'), ('has...been', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"Given that 73% of children had vitamin D deficiency in the study region in 2005,12and that the incidence of pneumonia was ten-times higher in vitamin D deficient children than in children without a deficiency in case-control studies1,2we postulated that there would be at least a 35% reduction in pneumonia incidence in the vitamin D compared with the placebo group","{'PROBABLE_UNDERSTANDING', 'FUTURE_PREDICTION', 'INCOMPLETE_EVIDENCE'}","[('postulated', 'INCOMPLETE_EVIDENCE'), ('would_be', 'FUTURE_PREDICTION'), ('at_least', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,"The mean serum calcifediol concentration was consistently and significantly higher in the vitamin D group than in the placebo group at 1 week, 4 weeks, and 3 months after administration of the first dose of vitamin D during the winter and at 2 weeks' post administration of dose 3 (spring;figure 3)",{'PROBABLE_UNDERSTANDING'},"[('consistently', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,Thus the lack of a protective effect of vitamin D against pneumonia is probably not due to misclassification of outcomes or inadequate supplementation,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('probably', 'PROBABLE_UNDERSTANDING'), ('misclassification', 'PROBLEM_COMPLICATION'), ('inadequate', 'PROBLEM_COMPLICATION')]"
4/2012,PMC3348565,Our sample testing suggest that the vitamin D group maintained above mean adequate vitamin D concetrations verses consistently low concentrations in the placebo group,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('suggest', 'INCOMPLETE_EVIDENCE'), ('consistently', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,"Although this is probably true, a sufficient serum concentrations for the immunological effects of vitamin D is unknown and could be higher or lower than that of the skeletal system accepted concentrations","{'ANOMALY_CURIOUS_FINDING', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('although', 'ANOMALY_CURIOUS_FINDING'), ('probably', 'PROBABLE_UNDERSTANDING'), ('true', 'PROBABLE_UNDERSTANDING'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('unknown', 'FULL_UNKNOWN'), ('could_be', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"A systematic review of the role of vitamin D supplementation in infectious diseases had mixed findings, concluding that more rigorously designed clinical trials are needed (panel)","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('mixed', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('concluding', 'PROBABLE_UNDERSTANDING'), ('are_needed', 'FUTURE_WORK')]"
4/2012,PMC3348565,"The optimum concentrations of vitamin D for adults and children6are based on non-immunological and, mostly, bone outcomes","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('based_on', 'SUPERFICIAL_RELATIONSHIP'), ('mostly', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,Our findings and particularly the slightly higher repeat episodes of pneumonia in the vitamin D group could be due to such fluctuations if the hypothesis is true,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('could_be', 'INCOMPLETE_EVIDENCE'), ('due...to', 'PROBLEM_COMPLICATION'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('hypothesis', 'INCOMPLETE_EVIDENCE'), ('true', 'PROBABLE_UNDERSTANDING')]"
8/2012,PMC3427250,"Vitamin D status is a well-known determinant of bone health[1],[2]",{'PROBABLE_UNDERSTANDING'},"[('well-known', 'PROBABLE_UNDERSTANDING')]"
8/2012,PMC3427250,Therefore the aim of this study was to carry out the first national representative random sample survey on vitamin D status in pregnant women in a European country and to assess the determinants of vitamin D status in the first and third trimester of pregnancy,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first', 'INCOMPLETE_EVIDENCE'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2012,PMC3427250,Sunscreen lotions prevent UV radiation from reaching the skin and might therefore reduce the skin’s vitamin D production[56],"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('might', 'INCOMPLETE_EVIDENCE'), ('therefore', 'PROBABLE_UNDERSTANDING')]"
8/2012,PMC3427250,Some studies suggest that the dietary requirement during pregnancy and lactation may be as high as 6000 IU/d[59]and recognize that at least 1500–2000 IU/d of vitamin D may be needed in order to maintain a blood level of 25(OH)D above 30 ng/ml[24],"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('some', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('at_least', 'PROBABLE_UNDERSTANDING'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('needed', 'FUTURE_WORK')]"
8/2012,PMC3427250,"In the absence of survey data from other European countries, we suspect that the prevalence of vitamin D deficiency in Belgium likely reflects the situation in other Western European countries","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN'}","[('absence_of', 'FULL_UNKNOWN'), ('suspect', 'PROBABLE_UNDERSTANDING'), ('likely', 'PROBABLE_UNDERSTANDING')]"
8/2012,PMC3427250,"Therefore, there is an urgent need of randomised controlled trials of vitamin D supplementation to investigate the maternal and neonatal health benefits of correcting vitamin D deficiency during pregnancy[24]","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'FUTURE_WORK'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('urgent', 'IMPORTANT_CONSIDERATION'), ('need', 'FUTURE_WORK')]"
8/2012,PMC3427250,"Given the high prevalence of vitamin D deficiency in pregnant women in Belgium and probably in many European countries, a vitamin D nutrition policy is needed at the country and European level","{'PROBABLE_UNDERSTANDING', 'FUTURE_WORK'}","[('probably', 'PROBABLE_UNDERSTANDING'), ('is needed', 'FUTURE_WORK')]"
8/2012,PMC3427250,"In addition the current vitamin D content of multivitamins for pregnancy, 400 IU, do not even comply with the current Belgian recommendations of 800 IU per day, therefore a prudent step should at least be to increase the vitamin D content in multivitamins for pregnant women to 800 IU","{'ANOMALY_CURIOUS_FINDING', 'PROBABLE_UNDERSTANDING', 'FUTURE_WORK'}","[('even', 'ANOMALY_CURIOUS_FINDING'), ('recommendations', 'FUTURE_WORK'), ('therefore', 'PROBABLE_UNDERSTANDING'), ('prudent', 'FUTURE_WORK'), ('should', 'FUTURE_WORK'), ('at_least', 'PROBABLE_UNDERSTANDING')]"
5/2016,PMC4859539,"Differences in age, health and initial vitamin D status between cohorts, as well as study design, may explain the conflicting data","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('conflicting', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2016,PMC4992225,Serum levels of 25-hydroxyvitamin D reflects the body’s vitamin D reserves and this is a well-known indicator for examining vitamin D status [15],"{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('reflects', 'SUPERFICIAL_RELATIONSHIP'), ('well-known', 'PROBABLE_UNDERSTANDING'), ('indicator', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In accordance to a guideline by Holick et al., 6–8 weeks consumption of a high dose vitamin D supplement are essential to obtain an adequate blood reserves of vitamin D [19]","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('in_accordance', 'INCOMPLETE_EVIDENCE'), ('guideline', 'PROBABLE_UNDERSTANDING'), ('essential', 'IMPORTANT_CONSIDERATION')]"
8/2016,PMC4992225,"Therefore, the brain can regionally activate vitamin D, which implicates vitamin D’s role in brain function more prominent [22–25]","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('implicates', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"According to our knowledge, there was no clinical trial that has evaluated the effectiveness of vitamin D on perinatal depression","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('there_was_no', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"Hence, we aimed this study to assess the effectiveness of vitamin D3supplementation on antenatal and postnatal depression levels","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING'}","[('hence', 'PROBABLE_UNDERSTANDING'), ('aimed', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,"According to the Institute of Medicine (IOM), we considered vitamin D deficiency as a serum 25-hydroxyvitamin D of less than 20 ng/ml","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('considered', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"We also considered vitamin D insufficiency as a serum 25-hydroxyvitamin D of 21–29 ng/ml, and the participants who had serum 25-hydroxyvitamin D of ≥ 30 ng/ml as sufficient [19,46]","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('considered', 'INCOMPLETE_EVIDENCE'), ('insufficiency', 'IMPORTANT_CONSIDERATION'), ('as', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"Therefore, this group received two 1000 unit vitamin D3pills (Totally 2000 IU) daily from the 26–28 weeks of gestation until childbirth",{'PROBABLE_UNDERSTANDING'},"[('therefore', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"According to our knowledge, this study was the first trial held on vitamin D and perinatal depression","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('first', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Considering the factors affecting vitamin D production such as clothing type, skin color and the time of day being exposed to the sun [48–50], these results are justifiable","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('Considering', 'IMPORTANT_CONSIDERATION'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('affecting', 'SUPERFICIAL_RELATIONSHIP'), ('justifiable', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"In the present study, the mean vitamin D concentrations in vitamin D group were significantly higher after taking 2000 IU of vitamin D supplementation per day for at least 8 weeks","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('at_least', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"Therefore, it is justifiable that in our study, vitamin D group had lower 25-hydroxyvitamin D concentration compared to those were in the study by Taheri et al","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('justifiable', 'PROBABLE_UNDERSTANDING'), ('our_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,"There was an inverse relationship between the vitamin D logarithm and depression scores, as by adding one unit to the vitamin D concentration logarithm, equal to 2.72 ng/mL, a 46 % reduction in the depression scores occurred [63]","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"In another study in US, in 498 pregnant mothers with the mean gestational age of 15 weeks, generally there was an inverse relationship between 25-hydroxyvitamin D concentration and depression level","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('another_study', 'INCOMPLETE_EVIDENCE'), ('generally', 'PROBABLE_UNDERSTANDING'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,It was a possible reason that we did not observe any relationship between antenatal depression score and 25-hydroxyvitamin D concentration,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('reason', 'PROBABLE_UNDERSTANDING'), ('did_not', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,Vitamin D may act as an anti-inflammatory agent in the brain by keeping harmful pro-inflammatory cytokines in check,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('may', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"It is also possible that as a result of vascular changes in pregnancy the maternal cerebral environment is more vulnerable to inflammation perhaps, explaining in part the link between vitamin D and depression in pregnancy","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING'), ('perhaps', 'INCOMPLETE_EVIDENCE'), ('explaining', 'PROBABLE_UNDERSTANDING'), ('in_part', 'INCOMPLETE_EVIDENCE'), ('link', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In light of the inflammatory nature of depression and the strong role of vitamin D as an anti-inflammatory and immunomodulator, inflammation may mediate the relationship between vitamin D deficiency and depression during pregnancy [73,74]","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('in_light_of', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('as', 'PROBABLE_UNDERSTANDING'), ('may', 'INCOMPLETE_EVIDENCE'), ('mediate', 'SUPERFICIAL_RELATIONSHIP'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Therefore, we suggest further clinical trials, using 2000 IU vitamin D on a larger population, mothers with high levels of depression, and high serum 25-hydroxyvitamin D concentrations","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('further ... trials', 'FUTURE_WORK')]"
8/2016,PMC4992225,"In the present study, it was observed that 2000 IU vitamin D3per day for at least 8 weeks during late pregnancy, can be effective in decreasing perinatal depression levels (at 38–40 weeks of gestation also, at 4 and 8 weeks after birth)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('observed', 'INCOMPLETE_EVIDENCE'), ('at_least', 'PROBABLE_UNDERSTANDING'), ('can', 'INCOMPLETE_EVIDENCE'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,Serum 25-OH Vitamin D level is recognized as the best indicator of Vitamin D status,"{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('recognized', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING'), ('best', 'IMPORTANT_CONSIDERATION'), ('indicator', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,"Adequate Vitamin D status (>30 nmol/L) significantly promotes calcium absorption and reduces rickets risks, which was deemed as good Vitamin D nutritional status",{'PROBABLE_UNDERSTANDING'},"[('deemed', 'PROBABLE_UNDERSTANDING')]"
1/2017,PMC5273824,"Some researchers defined serum 25-OH Vitamin D lower than 50 nmol/L as diagnostic criteria for Vitamin D deficiency, 50–75 nmol/L as inadequate, and higher than 75 nmol/L as adequate [4,6,7]","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('some', 'INCOMPLETE_EVIDENCE'), ('defined', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING')]"
1/2017,PMC5273824,"Recently, LC-MS/MS became the gold standard of measuring Vitamin D level due to its ability to differentiate and accurately quantify the two subgroups of 25-OH Vitamin D (25-OH Vitamin D2 and 25-OH Vitamin D3); (2) high specificity, which allows differentiation of the target molecule from other metabolic intermediates, as well as avoiding interference as seen in immunological methods; (3) high sensitivity, which allows detection at ng/mL level","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('recently', 'INCOMPLETE_EVIDENCE'), ('gold_standard', 'INCOMPLETE_EVIDENCE'), ('due_to', 'PROBABLE_UNDERSTANDING'), ('differentiate', 'INCOMPLETE_EVIDENCE'), ('accurately', 'SUPERFICIAL_RELATIONSHIP'), ('differentiation', 'INCOMPLETE_EVIDENCE'), ('interference', 'PROBLEM_COMPLICATION'), ('seen', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,Such method allows nutrition researchers to identify Vitamin D food sources and evaluate dietary pattern,{'PROBABLE_UNDERSTANDING'},"[('allows', 'PROBABLE_UNDERSTANDING')]"
1/2017,PMC5273824,"Most women (66–96%) in their middle and late pregnancy in Beijing are Vitamin D deficient if diagnosed with the criteria of serum 25-OH Vitamin D level <50 nmol/L (ELISA method), as indicated in two studies from Department of Endocrinology and Department of Laboratory Medicine in Peking Union Medical College Hospital [6]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('as', 'PROBABLE_UNDERSTANDING'), ('indicated', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Thus, the strength and duration of sunlight exposure become the main factors affecting the Vitamin D level in their bodies","{'PROBABLE_UNDERSTANDING', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('affecting', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,"Therefore, consumption of Vitamin D2-containing supplements is associated with higher Vitamin D2 detection rate among pregnant women","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,Previous studies identify edible fungi as the primary plant-based dietary source of Vitamin D,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('previous...studies', 'INCOMPLETE_EVIDENCE'), ('identify', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING')]"
