DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
8/2012,PMC3427250,"There is a growing concern about the health consequences of the high prevalence of vitamin D deficiency worldwide among the general population, including pregnant women","{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('growing', 'INCOMPLETE_EVIDENCE'), ('concern', 'IMPORTANT_CONSIDERATION'), ('consequences', 'PROBLEM_COMPLICATION')]"
8/2012,PMC3427250,"In addition to the uncertainty concerning the optimal vitamin D intakes preventing vitamin D deficiency, there exists also a lack of recommendations to treat vitamin D deficient pregnant women","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('uncertainty', 'FULL_UNKNOWN'), ('concerning', 'PROBLEM_COMPLICATION'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('recommendations', 'FUTURE_WORK')]"
8/2012,PMC3427250,The uncovering of the magnitude of vitamin D deficiency in pregnant women in Belgium (and Western Europe) should be translated into new research in order to fill the huge knowledge gap concerning the adequate amount of vitamin D to prevent and treat vitamin D deficient pregnant women,"{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('uncovering', 'INCOMPLETE_EVIDENCE'), ('should_be', 'FUTURE_WORK'), ('new_research', 'INCOMPLETE_EVIDENCE'), ('knowledge_gap', 'FULL_UNKNOWN'), ('concerning', 'PROBLEM_COMPLICATION')]"
8/2012,PMC3427250,The current vitamin D recommendations for pregnant women are clearly insufficient to prevent and even more to treat vitamin D deficient pregnant women,"{'ANOMALY_CURIOUS_FINDING', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('recommendations', 'FUTURE_WORK'), ('insufficient', 'PROBLEM_COMPLICATION'), ('even', 'ANOMALY_CURIOUS_FINDING')]"
5/2016,PMC4859539,The lack of association between vitamin D status and cathelicidin in this study may be due to the narrow range in observed 25(OH)D values and warrants additional studies for further observation,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('lack_of', 'INCOMPLETE_EVIDENCE'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('due_to', 'PROBLEM_COMPLICATION'), ('narrow_range', 'PROBLEM_COMPLICATION'), ('observed', 'INCOMPLETE_EVIDENCE'), ('warrants', 'FUTURE_WORK'), ('additional_studies', 'FUTURE_WORK')]"
8/2016,PMC4992225,The vitamin D and control groups were similar regarding to general characteristics except for two variables: unplanned pregnancy and using other supplements out of the study’s protocol,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('similar', 'SUPERFICIAL_RELATIONSHIP'), ('except for', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('out_of_the_study’s_protocol', 'PROBLEM_COMPLICATION')]"
8/2016,PMC4992225,"Also, since more than 95 % of the mothers had lower than 30 ng/mL serum 25-hydroxyvitamin D concentration, it is not clear if the same results would be observed in mothers with higher levels of 25-hydroxyvitamin D","{'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION', 'FULL_UNKNOWN'}","[('since', 'PROBLEM_COMPLICATION'), ('not...clear', 'FULL_UNKNOWN'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('would_be', 'FUTURE_PREDICTION'), ('observed', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Recently, LC-MS/MS became the gold standard of measuring Vitamin D level due to its ability to differentiate and accurately quantify the two subgroups of 25-OH Vitamin D (25-OH Vitamin D2 and 25-OH Vitamin D3); (2) high specificity, which allows differentiation of the target molecule from other metabolic intermediates, as well as avoiding interference as seen in immunological methods; (3) high sensitivity, which allows detection at ng/mL level","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('recently', 'INCOMPLETE_EVIDENCE'), ('gold_standard', 'INCOMPLETE_EVIDENCE'), ('due_to', 'PROBABLE_UNDERSTANDING'), ('differentiate', 'INCOMPLETE_EVIDENCE'), ('accurately', 'SUPERFICIAL_RELATIONSHIP'), ('differentiation', 'INCOMPLETE_EVIDENCE'), ('interference', 'PROBLEM_COMPLICATION'), ('seen', 'INCOMPLETE_EVIDENCE')]"
10/2014,PMC5685050,Thai women are at risk for vitamin D insufficiency likely due to sunscreen usage and sun avoidant behavior due to the desire to maintain a fair complexion,"{'PROBABLE_UNDERSTANDING', 'PROBLEM_COMPLICATION'}","[('likely', 'PROBABLE_UNDERSTANDING'), ('due_to', 'PROBLEM_COMPLICATION'), ('due_to', 'PROBLEM_COMPLICATION')]"
10/2014,PMC5685050,"Living in urban areas such as in Bangkok, increases the risk of vitamin D insufficiency due to increased pollution, which decreases the amount of UVB available for cutaneous vitamin D synthesis",{'PROBLEM_COMPLICATION'},"[('due_to', 'PROBLEM_COMPLICATION')]"
10/2014,PMC5685050,"In summary, despite a location near the equator where sunlight is available year round, Thai people are at risk for vitamin D insufficiency due to environmental, cultural, lifestyle and dietary factors","{'ANOMALY_CURIOUS_FINDING', 'PROBLEM_COMPLICATION'}","[('despite', 'ANOMALY_CURIOUS_FINDING'), ('due_to', 'PROBLEM_COMPLICATION')]"
2/2018,PMC5812027,Tobacco use and vitamin D supplement use were also investigated as potential confounders but did not show any confounding effect and were thus not included in the final models,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('potential', 'INCOMPLETE_EVIDENCE'), ('confounders', 'PROBLEM_COMPLICATION'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('thus', 'PROBABLE_UNDERSTANDING'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
2/2018,PMC5812027,It is also possible that the associations between fetal growth and maternal vitamin D status are due to residual confounding or reverse causation,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('associations', 'SUPERFICIAL_RELATIONSHIP'), ('due...to', 'PROBLEM_COMPLICATION'), ('confounding', 'PROBLEM_COMPLICATION'), ('reverse_causation', 'PROBLEM_COMPLICATION')]"
6/2018,PMC6011374,"Evidence suggests that vitamin D deficiency is associated with a number of pregnancy complications including preeclampsia (PE), gestational diabetes mellitus (GDM) and spontaneous preterm birth (sPTB) [2–4]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('suggests', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('complications', 'PROBLEM_COMPLICATION')]"
6/2018,PMC6011374,"This may be explained, in part, by inadequate control of related risk factors and confounders in statistical analyses, variations between assays that measure vitamin D and significant heterogeneity between studied populations [6]","{'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('may_be', 'INCOMPLETE_EVIDENCE'), ('in_part', 'INCOMPLETE_EVIDENCE'), ('inadequate', 'PROBLEM_COMPLICATION'), ('related', 'SUPERFICIAL_RELATIONSHIP'), ('confounders', 'PROBLEM_COMPLICATION'), ('variations', 'DIFFICULT_TASK'), ('heterogeneity', 'DIFFICULT_TASK')]"
6/2018,PMC6011374,"However, after adjusting for maternal age, BMI, SEI, smoking status and alcohol consumption at 15 ± 1 weeks’ gestation, ethnicity, recreational walking and season, the women recruited in Adelaide still had significantly lower serum 25(OH)D when compared with those in Auckland (Adelaide: 58.4 ± 50.3 vs. Auckland: 70.2 ± 54.5 nmol/L, P < 0.001) indicating the influence of other confounders not measured as part of the study on vitamin D status","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('still', 'ANOMALY_CURIOUS_FINDING'), ('indicating', 'INCOMPLETE_EVIDENCE'), ('influence', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('confounders', 'PROBLEM_COMPLICATION')]"
6/2018,PMC6011374,Lack of statistically significant associations with other pregnancy complications may reflect the fact that this was a largely vitamin D-replete population (> 72% with serum 25(OH)D > 50 nmol/L) likely due to their residence latitude as low serum 25(OH)D was found in the SCOPE Ireland cohort [52],"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('may', 'INCOMPLETE_EVIDENCE'), ('likely', 'PROBABLE_UNDERSTANDING'), ('due_to', 'PROBLEM_COMPLICATION')]"
