DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
12/2011,PMC3272870,"Vitamin D is likely safe during pregnancy and breast feeding when taken by mouth in recommended amounts, that is 10 mcg (400 USP units) of vitamin D daily in normal pregnancy. but sometimes thyroidectomised women need more","{'PROBABLE_UNDERSTANDING', 'FUTURE_WORK', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION'}","[('likely', 'PROBABLE_UNDERSTANDING'), ('safe', 'IMPORTANT_CONSIDERATION'), ('recommended', 'FUTURE_WORK'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('sometimes', 'INCOMPLETE_EVIDENCE'), ('need', 'IMPORTANT_CONSIDERATION')]"
4/2012,PMC3348565,Our aim was to assess whether oral supplementation of vitamin D3(cholecalciferol) will reduce the incidence and severity of pneumonia in a high-risk infant population,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION'}","[('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('will', 'FUTURE_PREDICTION')]"
4/2012,PMC3348565,"However, the risk of repeated pneumonia in the subsequent 3 months was 13% (relative risk [RR] 0·78, 95% CI 0·64–0·94; p=0·01) lower in the vitamin D3compared with the placebo group","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('however', 'ANOMALY_CURIOUS_FINDING'), ('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,Other more recent studies assessing different outcomes in children or adults have conflicting findings on the effectiveness of vitamin D,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('recent_studies', 'INCOMPLETE_EVIDENCE'), ('conflicting', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,There is debate between investigators regarding concentrations that relate to optimum stores of vitamin D in the body,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('debate', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('relate', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"On intention-to-treat analysis, the incidence of the first episode of pneumonia was greater in the vitamin D rather than the placebo group, although this difference was not statistically significant (table 2)",{'ALTERNATIVE_OPTIONS_CONTROVERSY'},"[('although', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,"However, a limitation due to the high-risk nature of our population is that the generalisability of our findings to populations with low-to-moderate risk of vitamin deficiency is unknown","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('limitation', 'INCOMPLETE_EVIDENCE'), ('due...to', 'PROBLEM_COMPLICATION'), ('unknown', 'FULL_UNKNOWN')]"
4/2012,PMC3348565,"Our findings are at odds with smaller case-control hospital studies that show an enhanced rate of vitamin D deficiency or rickets in children with pneumonia and the increasing evidence suggesting that calcitriol, the biologically active metabolite of vitamin D, has an important role in the human immune system","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('at odds', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('smaller...studies', 'INCOMPLETE_EVIDENCE'), ('increasing...evidence', 'INCOMPLETE_EVIDENCE'), ('suggesting', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"A systematic review of the role of vitamin D supplementation in infectious diseases had mixed findings, concluding that more rigorously designed clinical trials are needed (panel)","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('mixed', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('concluding', 'PROBABLE_UNDERSTANDING'), ('are_needed', 'FUTURE_WORK')]"
4/2012,PMC3348565,"Vitamin D is linked with other non-bone health outcomes, but the few completed and adequately powered trials assessing the effect of supplementation have mixed findings in improving outcomes—ie, cancers, vascular disease, and diabetes","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('linked', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('few', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('mixed', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,"As in our studies, these inconsistent findings point to the existence of complicated pathways for the function of vitamin D in disease processes, or simply that the correct effective dose of vitamin D supplementation needs to be better defined","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('as_in', 'INCOMPLETE_EVIDENCE'), ('inconsistent', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('point', 'INCOMPLETE_EVIDENCE'), ('complicated', 'DIFFICULT_TASK'), ('needs', 'FUTURE_WORK'), ('better', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,"These speculations relate two studies in which supplementation of a single large dose (300 00033or 500 00023IU) of vitamin D for reducing fractures in elderly women led to an increase in fractures, plus similar discrepancies in prostate cancer research with vitamin D","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('speculations', 'INCOMPLETE_EVIDENCE'), ('relate', 'SUPERFICIAL_RELATIONSHIP'), ('discrepancies', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
4/2012,PMC3348565,Our findings and particularly the slightly higher repeat episodes of pneumonia in the vitamin D group could be due to such fluctuations if the hypothesis is true,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION'}","[('could_be', 'INCOMPLETE_EVIDENCE'), ('due...to', 'PROBLEM_COMPLICATION'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('hypothesis', 'INCOMPLETE_EVIDENCE'), ('true', 'PROBABLE_UNDERSTANDING')]"
4/2012,PMC3348565,"The inconsistent results could be related to the evidence that stimulation of Toll-like receptors on macrophages and monocytes by bacterial antigens is important in up-regulation of CYP27B1 and the vitamin D receptor,5which are crucial in production of cathelicidins in vitamin-D-depleted individuals","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('inconsistent', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('could_be', 'INCOMPLETE_EVIDENCE'), ('related', 'SUPERFICIAL_RELATIONSHIP'), ('important', 'IMPORTANT_CONSIDERATION'), ('crucial', 'IMPORTANT_CONSIDERATION')]"
4/2012,PMC3348565,"Although vitamin D overload is a theoretical possibility, 100 000 IU of vitamin D3has been shown to provide the best protection against vitamin D deficiency without overload or side-effects in high-risk infants aged 0–9 months with normal baseline ranges of vitamin D","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('Although', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('possibility', 'INCOMPLETE_EVIDENCE'), ('has_been', 'INCOMPLETE_EVIDENCE')]"
8/2012,PMC3427250,"The ubiquitous presence of vitamin D receptors in most tissues, including the placenta, suggests that vitamin D may have other roles as well","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('suggests', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('roles', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,The cut-off points used to define vitamin D insufficiency and deficiency are not well established and remain controversial,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('not_well_established', 'INCOMPLETE_EVIDENCE'), ('remain', 'INCOMPLETE_EVIDENCE'), ('controversial', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2012,PMC3427250,The adequacy of the current vitamin D dietary recommendations to reach an optimal vitamin D status during pregnancy has been questioned[24],"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_WORK'}","[('recommendations', 'FUTURE_WORK'), ('has_been_questioned', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2012,PMC3427250,On the other hand risk of severe vitamin D deficiency decreased for women who reported alcohol consumption during pregnancy,"{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('on_the_other_hand', 'ANOMALY_CURIOUS_FINDING'), ('on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2012,PMC3427250,"However, the vitamin D content of multivitamins for pregnant women in Belgium is only 400 IU indicating even this recommendation is not followed as pregnant women only take one multivitamin pill a day","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('only', 'ANOMALY_CURIOUS_FINDING'), ('indicating', 'INCOMPLETE_EVIDENCE'), ('even', 'ANOMALY_CURIOUS_FINDING'), ('recommendation', 'FUTURE_WORK')]"
8/2012,PMC3427250,This assumption is based on the fact that the main risk factors associated with vitamin D deficiency (sun exposure and/or ethnicity) are common to many European countries,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('assumption', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2012,PMC3427250,"While several observational studies point to correlations between vitamin D insufficiency and maternal and neonatal ill health, experimental evidence from supplementation clinical trials is needed to inform health policy","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('point', 'INCOMPLETE_EVIDENCE'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('experimental_evidence', 'INCOMPLETE_EVIDENCE'), ('is needed', 'FUTURE_WORK')]"
3/2015,PMC4377896,This may be attributable to the synergistic effects of food [34] and associated with fish being a source of other nutrients which are important for infant development such as iodine and vitamin D,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('may_be', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('important', 'IMPORTANT_CONSIDERATION')]"
5/2016,PMC4859539,"This study sought to determine if circulating cathelicidin concentrations in healthy children are related to the age of the child, body composition and vitamin D status at birth and at the time of the study visit","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('sought', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('related', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Additionally, while one study examined the levels of maternal and neonatal vitamin D and cathelicidin concentrations in healthy children at delivery, there is a lack of research to determine correlations between vitamin D status and cathelicidin among healthy children over time [20], as well as which factors such as age of the child, gender, and body composition may independently impact cathelicidin concentrations","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'EXPLICIT_QUESTION', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('one_study', 'INCOMPLETE_EVIDENCE'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('correlations', 'SUPERFICIAL_RELATIONSHIP'), ('which', 'EXPLICIT_QUESTION'), ('factors', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('independently', 'SUPERFICIAL_RELATIONSHIP'), ('impact', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"To address this gap in the literature, the aim of this follow-up study was to determine if maternal vitamin D status during pregnancy and/or a child’s current vitamin D status affect the circulating concentration of cathelicidin in healthy children years after delivery","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('gap', 'FULL_UNKNOWN'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('affect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,A second aim was to determine if the concentration of cathelicidin and vitamin D correlate with the number of infections a child experiences during childhood and as a function of age,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('correlate', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Four multivariable regressions were performed to assess whether any significant associations existed between the natural logarithm of each subject’s cathelicidin concentration and each of the following vitamin D measurements: (1) child’s current 25(OH)D at time of follow-up, (2) child’s 25(OH)D at birth, (3) maternal 25(OH)D throughout pregnancy (Visits 3 to 7 as area under the curve), and (4) maternal 25(OH)D one month before delivery; all analyses controlled for race/ethnicity, age, gender, and percent fat","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('associations', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Despite differences in vitamin D status, there were no significant associations between cathelicidin, race/ethnicity and vitamin D status (see Table 2 )","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY'}","[('despite', 'ANOMALY_CURIOUS_FINDING'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
5/2016,PMC4859539,"In this study of healthy children whose mothers had participated in a vitamin D supplementation trial during pregnancy, despite differences in both maternal and childhood vitamin D status, there were no significant differences in cathelicidin concentration between the three racial/ethnic groups studied","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'ANOMALY_CURIOUS_FINDING'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('despite', 'ANOMALY_CURIOUS_FINDING'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
5/2016,PMC4859539,"Differences in age, health and initial vitamin D status between cohorts, as well as study design, may explain the conflicting data","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('conflicting', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
5/2016,PMC4859539,"Lastly, total circulating cathelicidin was measured rather than cell-specific mRNA expression of cathelicidin or 1,25(OH)2D3concentration [17], which may be more closely linked with vitamin D status during fetal and childhood development","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('rather', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
10/2014,PMC4897523,"On the other hand, the involvement of maternal vitamin D during pregnancy in autism requires proper investigation","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'FUTURE_WORK'}","[('on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('requires', 'IMPORTANT_CONSIDERATION'), ('proper investigation', 'FUTURE_WORK')]"
7/2016,PMC4954778,"Despite this lack of difference, other neurons downstream regulating food intake such as POMC and BDNF may be affected by the high vitamin diets","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('despite', 'ANOMALY_CURIOUS_FINDING'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('affected', 'SUPERFICIAL_RELATIONSHIP')]"
7/2016,PMC4954778,The fact that we did not observe differences in other subtypes of SeroR may indicate that SeroR2A is more sensitive to BDNF-induced changes by the vitamin diets,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('did_not', 'INCOMPLETE_EVIDENCE'), ('other', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('may', 'INCOMPLETE_EVIDENCE'), ('indicate', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"On the contrary to the above mentioned studies, Neilson et al., in a case–control study, found that an increase in 25-hydroxyvitamin D level can enhance the possibility of postnatal depression","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('contrary', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('found', 'INCOMPLETE_EVIDENCE'), ('can', 'INCOMPLETE_EVIDENCE'), ('enhance', 'INCOMPLETE_EVIDENCE'), ('possibility', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"They have stated that, these unexpected results could be due to genetic differences which lead to a disturbance in conversion of 25-hydroxyvitamin D into its active form, calcitriol [35]","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('stated', 'INCOMPLETE_EVIDENCE'), ('unexpected', 'ANOMALY_CURIOUS_FINDING'), ('could_be', 'INCOMPLETE_EVIDENCE'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2016,PMC4992225,"While, the mean depression scores were significantly lower in the vitamin D group than the control one at 38–40 weeks of gestation ( p  = 0.01) also, at 4 and 8 weeks after birth ( p  > 0.001) (Table 3)",{'ALTERNATIVE_OPTIONS_CONTROVERSY'},"[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2016,PMC4992225,"Nonetheless, only 9.7 % in the vitamin D group achieved serum concentrations higher than 30 ng/mL","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'ANOMALY_CURIOUS_FINDING'}","[('nonetheless', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('only', 'ANOMALY_CURIOUS_FINDING')]"
8/2016,PMC4992225,"In contrast, in the previous studies 2000 IU vitamin D supplementation was more sufficient to increase serum 25-hydroxyvitamin D concentrations up to the adequate amount (≥32 ng/mL) [18,57,58]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('in_contrast', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('previous...studies', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"In those studies, vitamin D supplementations started at the end of the first trimester or at the beginning of the second trimester and their participants had higher initial 25-hydroxyvitamin D concentrations compared to the participants in our study","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'QUESTION_ANSWERED_BY_THIS_WORK'}","[('compared to', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('our_study', 'QUESTION_ANSWERED_BY_THIS_WORK')]"
8/2016,PMC4992225,"While in a study by Cassidy- Bushrow et al., in African-American women, an inverse relationship was observed between maternal 25-hydroxyvitamin D concentration at the early stages of pregnancy and antenatal depression","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('observed', 'INCOMPLETE_EVIDENCE')]"
