DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
5/2010,PMC2889879,"The main purpose of the present study was to evaluate the association between the dietary intake of different fish species, the dietary intake of PUFAs (omega-3 and omega-6) and vitamin D and the prevalence of positive psychotic-like symptoms in a population-based study among Swedish women","{'QUESTION_ANSWERED_BY_THIS_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('purpose', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_evaluate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,We decided not to include dietary Vitamin D estimates in the final multivariate models as fish is a rich source of vitamin D and could account for some of the effect of fish on our outcome,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('decided', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('estimates', 'INCOMPLETE_EVIDENCE'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('as', 'PROBABLE_UNDERSTANDING'), ('could', 'INCOMPLETE_EVIDENCE'), ('some', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"Additionally, there is a high correlation between vitamin D and omega-3 fatty acids (correlation = 0.77)",{'SUPERFICIAL_RELATIONSHIP'},"[('correlation', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,The intake of vitamin D was significantly associated with a decreased relative risk of both the middle and high levels of psychotic-like symptoms (Table4),{'SUPERFICIAL_RELATIONSHIP'},"[('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"We report here results from the first study that has evaluated the dietary intake of fish, PUFA and vitamin D in relation to the experience of positive psychotic-like symptoms in a large cohort of over 30 000 Swedish women","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('here', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('first_study', 'INCOMPLETE_EVIDENCE'), ('relation', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"We found support for a protective effect regarding the risk of positive psychotic-like symptoms with high dietary intake of fish, omega-3 and omega-6 PUFA, as well as of vitamin D","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('found', 'INCOMPLETE_EVIDENCE'), ('support', 'INCOMPLETE_EVIDENCE'), ('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,No earlier studies that we are aware of have evaluated the relationship between adult vitamin D levels and psychotic symptoms,"{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('no...studies', 'FULL_UNKNOWN'), ('are_aware_of', 'PROBABLE_UNDERSTANDING'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,Our findings indicated a protective effect of vitamin D for the risk of psychotic-like symptoms,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('our_findings', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('indicated', 'INCOMPLETE_EVIDENCE'), ('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,Prenatal vitamin D deficiency has been proposed to be a risk factor for the development of schizophrenia [12],{'INCOMPLETE_EVIDENCE'},"[('proposed', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"Results from the Northern Finland 1966 Birth Cohort showed that vitamin D supplementation during the first year of life was associated with a reduced risk of schizophrenia in males, but not in women [32]","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('showed', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('but_not', 'FULL_UNKNOWN')]"
5/2010,PMC2889879,"However, a small pilot study of maternal vitamin D levels in archived prenatal sera, showed no decrease in prenatal vitamin D in subjects who later developed schizophrenia [33]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('small...study', 'INCOMPLETE_EVIDENCE'), ('showed', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,It has been hypothesised that vitamin D insufficiency could account for some of the increased risk of schizophrenia observed among dark-skinned immigrants moving to countries with less sun exposure [12],"{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('has_been', 'INCOMPLETE_EVIDENCE'), ('hypothesised', 'INCOMPLETE_EVIDENCE'), ('insufficiency', 'IMPORTANT_CONSIDERATION'), ('could', 'INCOMPLETE_EVIDENCE'), ('some', 'INCOMPLETE_EVIDENCE'), ('observed', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"Our results of a protective effect of vitamin D intake must be considered as rough, since we only measure the dietary intake of vitamin D","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('must...be', 'IMPORTANT_CONSIDERATION'), ('considered', 'IMPORTANT_CONSIDERATION'), ('as', 'PROBABLE_UNDERSTANDING'), ('rough', 'INCOMPLETE_EVIDENCE'), ('since', 'PROBLEM_COMPLICATION'), ('only', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"A more complete picture of the vitamin D status could have been supplied through vitamin D levels in blood; however, no biological samples are available","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE'}","[('could', 'INCOMPLETE_EVIDENCE'), ('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('no...available', 'FULL_UNKNOWN')]"
5/2010,PMC2889879,"The absorption of dietary vitamin D is generally high at all stages of life [34], but serum levels also depend on the endogenous production of vitamin D due to sun exposure which is subject to seasonal variations","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'DIFFICULT_TASK'}","[('generally', 'PROBABLE_UNDERSTANDING'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('variations', 'DIFFICULT_TASK')]"
5/2010,PMC2889879,"Thus, the correlation between vitamin D intake and serum levels may vary","{'PROBABLE_UNDERSTANDING', 'DIFFICULT_TASK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('correlation', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('vary', 'DIFFICULT_TASK')]"
5/2010,PMC2889879,Our results of the protective effect of fatty fish could in part be due to the content of vitamin D,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('protective', 'SUPERFICIAL_RELATIONSHIP'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('could', 'INCOMPLETE_EVIDENCE'), ('in_part', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"While the epidemiological evidence linking low prenatal vitamin D and schizophrenia remains inconclusive, rodent models have provided compelling evidence about the role of vitamin D deficiency for brain development like larger lateral volumes [36], subtle memory dysfunction and altered attention processing [37] which have implications for neuropsychiatric disorders","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('evidence', 'INCOMPLETE_EVIDENCE'), ('linking', 'SUPERFICIAL_RELATIONSHIP'), ('remains', 'INCOMPLETE_EVIDENCE'), ('inconclusive', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('models', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('compelling_evidence', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('implications', 'IMPORTANT_CONSIDERATION')]"
5/2010,PMC2889879,In terms of generalisability of our results it is relevant to compare the levels of dietary intake of PUFAs and vitamin D in our cohort to other populations,"{'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('generalisability', 'IMPORTANT_CONSIDERATION'), ('relevant_to', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,The dietary intake of vitamin D in this cohort is comparable to several other European populations [58],{'INCOMPLETE_EVIDENCE'},"[('comparable', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,It is relevant to note that in Sweden low-fat dairy products and margarines are fortified with vitamin D,{'IMPORTANT_CONSIDERATION'},"[('relevant to note', 'IMPORTANT_CONSIDERATION')]"
5/2010,PMC2889879,Otherwise the dietary intake of vitamin D would be lower,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION'}","[('Otherwise', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('would_be', 'FUTURE_PREDICTION')]"
5/2010,PMC2889879,"Misclassification of fish and PUFA or vitamin D intake due to measurement error associated with the food frequency questionnaire is unavoidable, but given the study design likely non-differential, and thus attenuating any true association","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'SUPERFICIAL_RELATIONSHIP'}","[('misclassification', 'PROBLEM_COMPLICATION'), ('error', 'PROBLEM_COMPLICATION'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('unavoidable', 'PROBLEM_COMPLICATION'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('given', 'INCOMPLETE_EVIDENCE'), ('likely', 'PROBABLE_UNDERSTANDING'), ('thus', 'PROBABLE_UNDERSTANDING'), ('true', 'PROBABLE_UNDERSTANDING'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2889879,"Unfortunately, we do not have information about specific vitamin D supplementation","{'IMPORTANT_CONSIDERATION', 'FULL_UNKNOWN'}","[('Unfortunately', 'IMPORTANT_CONSIDERATION'), ('do_not_have', 'FULL_UNKNOWN')]"
5/2010,PMC2889879,"But, adjustment for multivitamin supplement intake, containing vitamin D, did not change the estimates","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('estimates', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2889879,"Interestingly, we found a lower rate of psychotic-like symptoms with increasing vitamin D intake","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE'}","[('interestingly', 'ANOMALY_CURIOUS_FINDING'), ('found', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2898025,"This paper reviews the plausibility of evidence focusing on the seasonal interrelation of farming, allergies, viruses, vitamin D, diet, birth weight, and handedness","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('this_paper', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('plausibility', 'INCOMPLETE_EVIDENCE'), ('focusing', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('interrelation', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Other putative candidates include harmonic variation in population mixing, diet, temperature, humidity, sunlight/photoperiod, levels of vitamin D3, and endogenous hormones [6,7]",{'INCOMPLETE_EVIDENCE'},"[('putative', 'INCOMPLETE_EVIDENCE'), ('candidates', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2898025,"Thus far, the major evidence in support of a seasonal effect involves farming, allergies/immunity, viruses, and vitamin D","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('support', 'INCOMPLETE_EVIDENCE'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Maternal serum vitamin D levels tend to be closely correlated with infant cord serum levels [146,147]",{'SUPERFICIAL_RELATIONSHIP'},"[('tend', 'SUPERFICIAL_RELATIONSHIP'), ('correlated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Levels of vitamin D are known to fluctuate depending on sunlight exposure, which is highest in the summer for the northern hemisphere and tends to increase for latitudes nearer the equator [145,148–150]",{'SUPERFICIAL_RELATIONSHIP'},"[('tends', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Antiproliferative and proapoptotic activity of vitamin D3 has been noted in model glioma cell lines and a primary culture, as well as tumor tissue experiments [145]",{'INCOMPLETE_EVIDENCE'},"[('has...been', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2898025,"Further, prenatal vitamin D3 depletion has been associated with altered brain development in rodent studies [151]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has_been', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Vitamin D receptors are present in most cells and tissues in the body [152], including the brain [148], so this hormone is believed to play an important role in disease management and cancer prevention as a modulator of immune system activity [148,153–155]","{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('believed', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
5/2010,PMC2898025,"Children who live in polluted, inner city environments and who are deprived of regular sunlight exposure have been shown to suffer a higher prevalence of rickets (due to vitamin D deficiency) than children in rural areas [148]",{'INCOMPLETE_EVIDENCE'},"[('have_been_shown', 'INCOMPLETE_EVIDENCE')]"
5/2010,PMC2898025,"Seasonal variation in vitamin D levels also has been suggested as a factor differentially affecting newborn growth plate width, and this may explain why babies born in Australia around October (spring) are relatively heavier than those born at other times [156]","{'EXPLICIT_QUESTION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has_been_suggested', 'INCOMPLETE_EVIDENCE'), ('affecting', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('why', 'EXPLICIT_QUESTION')]"
3/2009,PMC2999828,"Numerous individual nutrients consumed by the mother during pregnancy have been suggested as being preventive for development of atopic diseases in the child; these include apples or fish,[80] vitamin D,[107] vitamin E,[108] and various probiotics, the latter having been shown to be effective in mouse models [109] and human studies [110]",{'INCOMPLETE_EVIDENCE'},"[('have...been', 'INCOMPLETE_EVIDENCE'), ('suggested', 'INCOMPLETE_EVIDENCE'), ('having_been_shown', 'INCOMPLETE_EVIDENCE'), ('models', 'INCOMPLETE_EVIDENCE')]"
12/2011,PMC3272870,During pregnancy vitamin D and calcium metabolism undergo significant changes to provide the calcium needed for maternal skeletal preservation and foetal skeletal formation,{'IMPORTANT_CONSIDERATION'},"[('needed', 'IMPORTANT_CONSIDERATION')]"
12/2011,PMC3272870,"Moreover, the usual recommendations to avoid sun exposure reduces dermal synthesis of vitamin D3",{'FUTURE_WORK'},"[('recommendations', 'FUTURE_WORK')]"
12/2011,PMC3272870,"Although vitamin D is undoubtedly important for foetal bone development, we know that it plays a much wider role in health and disease prevention","{'ANOMALY_CURIOUS_FINDING', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'IMPORTANT_CONSIDERATION', 'SUPERFICIAL_RELATIONSHIP'}","[('although', 'ANOMALY_CURIOUS_FINDING'), ('undoubtedly', 'PROBABLE_UNDERSTANDING'), ('important', 'IMPORTANT_CONSIDERATION'), ('know', 'INCOMPLETE_EVIDENCE'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
12/2011,PMC3272870,"Vitamin D and calcium deficiency can lead to maternal anorexia with poor weight gain, and impaired bone ossification or osteopenia among newborn infant","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('can', 'INCOMPLETE_EVIDENCE'), ('lead_to', 'SUPERFICIAL_RELATIONSHIP')]"
12/2011,PMC3272870,Neonatal hypocalcemia with seizures is not uncommon in D-vitamin deficient mothers,{'INCOMPLETE_EVIDENCE'},"[('not_uncommon', 'INCOMPLETE_EVIDENCE')]"
12/2011,PMC3272870,"Vitamin D is likely safe during pregnancy and breast feeding when taken by mouth in recommended amounts, that is 10 mcg (400 USP units) of vitamin D daily in normal pregnancy. but sometimes thyroidectomised women need more","{'PROBABLE_UNDERSTANDING', 'FUTURE_WORK', 'INCOMPLETE_EVIDENCE', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'IMPORTANT_CONSIDERATION'}","[('likely', 'PROBABLE_UNDERSTANDING'), ('safe', 'IMPORTANT_CONSIDERATION'), ('recommended', 'FUTURE_WORK'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('sometimes', 'INCOMPLETE_EVIDENCE'), ('need', 'IMPORTANT_CONSIDERATION')]"
12/2011,PMC3272870,"The range between therapeutic and toxic doses is narrow, and vitamin D toxicity, when it occurs, is a serious problem",{'IMPORTANT_CONSIDERATION'},"[('serious', 'IMPORTANT_CONSIDERATION'), ('problem', 'IMPORTANT_CONSIDERATION')]"
3/2012,PMC3313761,Hypocalcemia has also been shown to occur in exclusively breast fed babies not exposed to sunlight and in infants whose mothers are deficient in vitamin D,{'INCOMPLETE_EVIDENCE'},"[('has...been', 'INCOMPLETE_EVIDENCE')]"
3/2012,PMC3313761,Vitamin D by itself has been shown to have beneficial effects in children who wheeze by up regulating antimicrobial proteins or through multiple immune effects,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has...been', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP')]"
3/2012,PMC3313761,Higher prenatal vitamin D levels are shown to have a protective role against wheezing in young children in epidemiological studies,{'SUPERFICIAL_RELATIONSHIP'},"[('role', 'SUPERFICIAL_RELATIONSHIP')]"
3/2012,PMC3313761,The above observations highlight the fact that vitamin D has a key role to play in the pathogenesis of wheezing/asthma,{'SUPERFICIAL_RELATIONSHIP'},"[('role', 'SUPERFICIAL_RELATIONSHIP')]"
3/2012,PMC3313761,Vitamin D therapy may be of benefit in wheezing children,{'INCOMPLETE_EVIDENCE'},"[('may_be', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,Effect on the incidence of pneumonia of vitamin D supplementation by quarterly bolus dose to infants in Kabul: a randomised controlled superiority trial,{'SUPERFICIAL_RELATIONSHIP'},"[('effect', 'SUPERFICIAL_RELATIONSHIP')]"
4/2012,PMC3348565,"Vitamin D has a role in regulating immune function, and its deficiency is a suggested risk factor for childhood pneumonia","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('role', 'SUPERFICIAL_RELATIONSHIP'), ('suggested', 'INCOMPLETE_EVIDENCE')]"
4/2012,PMC3348565,Our aim was to assess whether oral supplementation of vitamin D3(cholecalciferol) will reduce the incidence and severity of pneumonia in a high-risk infant population,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION'}","[('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('will', 'FUTURE_PREDICTION')]"
4/2012,PMC3348565,Two hospital-based case-control studies in Ethiopia1and India2suggest that vitamin D deficiency might substantially increase the risk of severe pneumonia in children,"{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('suggest', 'INCOMPLETE_EVIDENCE'), ('might', 'INCOMPLETE_EVIDENCE'), ('severe', 'IMPORTANT_CONSIDERATION')]"
4/2012,PMC3348565,Our systematic review identified one randomised placebo controlled trial3relating pneumonia or lower respiratory infections to vitamin D deficiency supplementation in young children,{'SUPERFICIAL_RELATIONSHIP'},"[('relating', 'SUPERFICIAL_RELATIONSHIP')]"
