DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
8/2012,PMC3427250,"The adequate intake of vitamin D during pregnancy and lactation is unknown, although it appears to be greater than the current dietary recommendations of 400 IU/d or 10 µg/d[58]","{'ANOMALY_CURIOUS_FINDING', 'FULL_UNKNOWN', 'FUTURE_WORK'}","[('unknown', 'FULL_UNKNOWN'), ('although', 'ANOMALY_CURIOUS_FINDING'), ('appears_to_be', 'ANOMALY_CURIOUS_FINDING'), ('recommendations', 'FUTURE_WORK')]"
8/2012,PMC3427250,"As those authors recognize that the evidence to propose such intakes is scarce and as long as the health benefits of having serum 25(OH)D levels higher than 30 ng/ml are not clearly established particularly in pregnant women, the Belgian Superior Health council still recommends a vitamin D supplement of 20 µg/day or 800 IU during pregnancy[58]","{'IMPORTANT_CONSIDERATION', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('evidence...is_scarce', 'INCOMPLETE_EVIDENCE'), ('not...established', 'FULL_UNKNOWN'), ('still', 'IMPORTANT_CONSIDERATION'), ('recommends', 'FUTURE_WORK')]"
8/2012,PMC3427250,"In the absence of survey data from other European countries, we suspect that the prevalence of vitamin D deficiency in Belgium likely reflects the situation in other Western European countries","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN'}","[('absence_of', 'FULL_UNKNOWN'), ('suspect', 'PROBABLE_UNDERSTANDING'), ('likely', 'PROBABLE_UNDERSTANDING')]"
8/2012,PMC3427250,"In addition to the uncertainty concerning the optimal vitamin D intakes preventing vitamin D deficiency, there exists also a lack of recommendations to treat vitamin D deficient pregnant women","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('uncertainty', 'FULL_UNKNOWN'), ('concerning', 'PROBLEM_COMPLICATION'), ('lack_of', 'INCOMPLETE_EVIDENCE'), ('recommendations', 'FUTURE_WORK')]"
8/2012,PMC3427250,The uncovering of the magnitude of vitamin D deficiency in pregnant women in Belgium (and Western Europe) should be translated into new research in order to fill the huge knowledge gap concerning the adequate amount of vitamin D to prevent and treat vitamin D deficient pregnant women,"{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK', 'PROBLEM_COMPLICATION'}","[('uncovering', 'INCOMPLETE_EVIDENCE'), ('should_be', 'FUTURE_WORK'), ('new_research', 'INCOMPLETE_EVIDENCE'), ('knowledge_gap', 'FULL_UNKNOWN'), ('concerning', 'PROBLEM_COMPLICATION')]"
5/2016,PMC4859539,"To address this gap in the literature, the aim of this follow-up study was to determine if maternal vitamin D status during pregnancy and/or a child’s current vitamin D status affect the circulating concentration of cathelicidin in healthy children years after delivery","{'QUESTION_ANSWERED_BY_THIS_WORK', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('gap', 'FULL_UNKNOWN'), ('aim', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('this...study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('to_determine', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('affect', 'SUPERFICIAL_RELATIONSHIP')]"
5/2016,PMC4859539,"Additionally, the lack of correlation may suggest that circulating cathelicidin concentration is not reflective of what is happening at the cellular level, and in this regard, cathelicidin mRNA expression by immune cells or target tissue may be a better indicator of vitamin D’s long-term effect on the cathelicidin system","{'INCOMPLETE_EVIDENCE', 'EXPLICIT_QUESTION', 'FUTURE_PREDICTION', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('lack_of', 'INCOMPLETE_EVIDENCE'), ('correlation', 'SUPERFICIAL_RELATIONSHIP'), ('may', 'INCOMPLETE_EVIDENCE'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('not_reflective', 'FULL_UNKNOWN'), ('what', 'EXPLICIT_QUESTION'), ('may_be', 'INCOMPLETE_EVIDENCE'), ('better', 'FUTURE_PREDICTION'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"According to our knowledge, there was no clinical trial that has evaluated the effectiveness of vitamin D on perinatal depression","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('there_was_no', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,They were suffering from vitamin D deficiency based on new perspective towards normal serum vitamin D concentration [46],"{'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('based_on', 'SUPERFICIAL_RELATIONSHIP'), ('new', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"Previous clinical trials, in which vitamin D supplementations were consumed during pregnancy [18,58], have not evaluated the antenatal and postnatal depression disorders","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE'}","[('previous...trials', 'INCOMPLETE_EVIDENCE'), ('have_not', 'FULL_UNKNOWN'), ('not_evaluated', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"On the other hand, the effect of vitamin D on depression in non-pregnant people are not entirely clear","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('on_the_other_hand', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effect', 'SUPERFICIAL_RELATIONSHIP'), ('not...clear', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"Also, since more than 95 % of the mothers had lower than 30 ng/mL serum 25-hydroxyvitamin D concentration, it is not clear if the same results would be observed in mothers with higher levels of 25-hydroxyvitamin D","{'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION', 'FULL_UNKNOWN'}","[('since', 'PROBLEM_COMPLICATION'), ('not...clear', 'FULL_UNKNOWN'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('would_be', 'FUTURE_PREDICTION'), ('observed', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Using a new assessment technique, we investigated Vitamin D nutritional status among outpatients with GDM in our hospital, and analyzed Vitamin D sources and its association with dietary pattern","{'QUESTION_ANSWERED_BY_THIS_WORK', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('new', 'FULL_UNKNOWN'), ('investigated', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('association', 'SUPERFICIAL_RELATIONSHIP'), ('pattern', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,"Thus, the association between vitamin D status and neonatal birth size is not clear and warrants further investigation","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'FUTURE_WORK', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('association', 'SUPERFICIAL_RELATIONSHIP'), ('not_clear', 'FULL_UNKNOWN'), ('warrants_further_investigation', 'FUTURE_WORK')]"
2/2018,PMC5812027,Whether vitamin D metabolism is altered in placental dysfunction in unclear and warrants further investigation,"{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'FUTURE_WORK'}","[('whether', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('unclear', 'FULL_UNKNOWN'), ('warrants_further_investigation', 'FUTURE_WORK')]"
6/2018,PMC6011374,"However, inconsistencies between studies reflect uncertainty about the true effect of vitamin D deficiency on pregnancy outcome [5,6]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FULL_UNKNOWN', 'SUPERFICIAL_RELATIONSHIP'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('inconsistencies', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('uncertainty', 'FULL_UNKNOWN'), ('effect', 'SUPERFICIAL_RELATIONSHIP')]"
