Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0072562~blood microparticle	5	11.904761904761903	1.6508141060571314E-4	IGKC, ITGA2B, HP, C4BPA, JCHAIN	39	147	20163	17.58503401360544	0.037101010058083084	0.001989665422563595	0.0017550760495975818
GOTERM_BP_ALL	GO:0009605~response to external stimulus	15	35.714285714285715	1.9804722135730645E-4	RSAD2, ARG1, ITGB3, ALOX15, HP, IFI44, C4BPA, RNASE3, IFI44L, JCHAIN, CLEC4C, IGKC, OAS3, IFIT1B, LCN2	37	2685	19157	2.8924958478031106	0.22409377953389187	0.01690002955582348	0.016437919372656436
GOTERM_BP_ALL	GO:0002252~immune effector process	9	21.428571428571427	2.35523461971937E-4	RSAD2, IGKC, ARG1, OAS3, CLEC12B, IFIT1B, C4BPA, IFI44L, HLA-DQB1	37	912	19157	5.109441678520626	0.26047048811279494	0.01884187695775496	0.01832666938469135
GOTERM_BP_ALL	GO:0098602~single organism cell adhesion	8	19.047619047619047	3.1765759682041763E-4	VNN1, ARG1, ITGB3, ALOX15, ITGA2B, OLFM4, MYL9, HLA-DQB1	37	715	19157	5.793082593082593	0.33434517643592376	0.023917748466478504	0.023263747531848233
GOTERM_CC_ALL	GO:0005576~extracellular region	20	47.61904761904761	3.461730242272193E-4	ARG1, ITGB3, CRISP3, ITGA2B, HP, C4BPA, RNASE3, OLFM4, MMP8, LILRA3, KRT73, JCHAIN, VNN1, TUBB2A, IGKC, OAS3, SVBP, LCN2, UTS2, CEACAM8	39	4749	20163	2.177300484312487	0.07622555742766612	0.0039636811274016606	0.003496347544694915
GOTERM_CC_ALL	GO:0098805~whole membrane	12	28.57142857142857	4.1683871736405775E-4	CLEC4C, MS4A3, SIGLEC14, VNN1, RSAD2, CLEC12A, ARG1, ITGB3, ITGA2B, CEACAM8, LILRA3, HLA-DQB1	39	1839	20163	3.3735725938009793	0.0910597937751354	0.004545526965541392	0.004009591471787603
GOTERM_BP_ALL	GO:0002819~regulation of adaptive immune response	5	11.904761904761903	4.3081378955612707E-4	RSAD2, ARG1, ALOX15, C4BPA, HLA-DQB1	37	190	19157	13.625177809388337	0.4241979702466294	0.030635647257324594	0.029797953777632124
GOTERM_BP_ALL	GO:0050777~negative regulation of immune response	5	11.904761904761903	4.6607013171318307E-4	ARG1, OAS3, ALOX15, CLEC12B, C4BPA	37	194	19157	13.344246308163834	0.44963578578533814	0.03139840887330917	0.03053985863067963
GOTERM_BP_ALL	GO:0044403~symbiosis, encompassing mutualism through parasitism	8	19.047619047619047	6.237712495239188E-4	GYPA, RSAD2, ARG1, ITGB3, OAS3, IFIT1B, IFI44, IFI44L	37	800	19157	5.177567567567568	0.5503565244697921	0.039921359969530806	0.038829760282863945
GOTERM_CC_ALL	GO:0035579~specific granule membrane	4	9.523809523809524	6.691433703665653E-4	MS4A3, CLEC12A, CEACAM8, LILRA3	39	91	20163	22.725274725274726	0.1421149153144664	0.006965174173361065	0.006143952764274827
GOTERM_BP_ALL	GO:0002449~lymphocyte mediated immunity	6	14.285714285714285	7.043303544201633E-4	RSAD2, IGKC, ARG1, CLEC12B, C4BPA, HLA-DQB1	37	383	19157	8.111071907416555	0.5944718848587662	0.04293061207894329	0.04175672815490968
GOTERM_BP_ALL	GO:0042742~defense response to bacterium	6	14.285714285714285	7.641921667273498E-4	IGKC, OAS3, HP, LCN2, RNASE3, JCHAIN	37	390	19157	7.965488565488566	0.624427744540774	0.044462089700500355	0.0432463294352523
GOTERM_BP_ALL	GO:0002684~positive regulation of immune system process	9	21.428571428571427	8.749798547622635E-4	VNN1, RSAD2, IGKC, ARG1, OAS3, ITGA2B, C4BPA, MMP8, HLA-DQB1	37	1110	19157	4.198027757487218	0.6741570754965194	0.04869453104763901	0.04736303996430513
GOTERM_BP_ALL	GO:0001775~cell activation	9	21.428571428571427	0.0010410244821797473	VNN1, RSAD2, IGKC, ARG1, ITGB3, ITGA2B, MMP8, MYL9, HLA-DQB1	37	1140	19157	4.087553342816501	0.7366435849955949	0.054405767530090014	0.05291810982418911
GOTERM_BP_ALL	GO:0016337~single organismal cell-cell adhesion	7	16.666666666666664	0.0010626126470720705	VNN1, ARG1, ITGB3, ALOX15, ITGA2B, MYL9, HLA-DQB1	37	633	19157	5.725588147389095	0.7438342367677695	0.054405767530090014	0.05291810982418911
GOTERM_CC_ALL	GO:0044421~extracellular region part	17	40.476190476190474	0.001116147073236435	ARG1, ITGB3, CRISP3, ITGA2B, HP, C4BPA, RNASE3, OLFM4, MMP8, KRT73, JCHAIN, TUBB2A, IGKC, OAS3, LCN2, UTS2, CEACAM8	39	3917	20163	2.2438090375287207	0.2256570597795602	0.011036102143154472	0.00973490232714936
GOTERM_CC_ALL	GO:0012505~endomembrane system	19	45.23809523809524	0.001156622058671211	MS4A3, SIGLEC14, CLEC12A, RSAD2, ARG1, ITGB3, CRISP3, ITGA2B, HP, TMTC1, RNASE3, OLFM4, MMP8, LILRA3, CLEC4C, VNN1, LCN2, CEACAM8, HLA-DQB1	39	4763	20163	2.0623556581986144	0.23280919823252044	0.011036102143154472	0.00973490232714936
GOTERM_BP_ALL	GO:0050776~regulation of immune response	8	19.047619047619047	0.0017030203752070824	RSAD2, IGKC, ARG1, OAS3, ALOX15, CLEC12B, C4BPA, HLA-DQB1	37	950	19157	4.360056899004268	0.8873454070082297	0.08234562916946869	0.08009399087186603
GOTERM_BP_ALL	GO:0007155~cell adhesion	10	23.809523809523807	0.001847805028946701	SIGLEC14, VNN1, ARG1, ITGB3, ALOX15, ITGA2B, CEACAM8, OLFM4, MYL9, HLA-DQB1	37	1551	19157	3.3382124871486574	0.9064470649287373	0.08234562916946869	0.08009399087186603
GOTERM_BP_ALL	GO:0002443~leukocyte mediated immunity	6	14.285714285714285	0.0018512772837756737	RSAD2, IGKC, ARG1, CLEC12B, C4BPA, HLA-DQB1	37	476	19157	6.526345673404498	0.9068630280560015	0.08234562916946869	0.08009399087186603
GOTERM_BP_ALL	GO:0022610~biological adhesion	10	23.809523809523807	0.0019065431017534257	SIGLEC14, VNN1, ARG1, ITGB3, ALOX15, ITGA2B, CEACAM8, OLFM4, MYL9, HLA-DQB1	37	1558	19157	3.323214099850814	0.9132402812227416	0.08234562916946869	0.08009399087186603
GOTERM_BP_ALL	GO:0098609~cell-cell adhesion	8	19.047619047619047	0.0019299756836594225	VNN1, ARG1, ITGB3, ALOX15, ITGA2B, CEACAM8, MYL9, HLA-DQB1	37	971	19157	4.265761126729201	0.9158107184347286	0.08234562916946869	0.08009399087186603
GOTERM_CC_ALL	GO:0098588~bounding membrane of organelle	12	28.57142857142857	0.002176012698374367	CLEC4C, MS4A3, SIGLEC14, VNN1, RSAD2, CLEC12A, ARG1, ITGB3, ITGA2B, CEACAM8, LILRA3, HLA-DQB1	39	2242	20163	2.767172167707404	0.392771341847014	0.019932276317109202	0.017582182602864888
GOTERM_BP_ALL	GO:0002526~acute inflammatory response	4	9.523809523809524	0.0023802070318330085	VNN1, HP, LCN2, C4BPA	37	142	19157	14.58469737342977	0.9527678113314014	0.09827951615310486	0.09559218563329341
GOTERM_BP_ALL	GO:0016032~viral process	7	16.666666666666664	0.002551498271204232	GYPA, RSAD2, ITGB3, OAS3, IFIT1B, IFI44, IFI44L	37	752	19157	4.819544278320874	0.9620940102549153	0.10205993084816928	0.09926922961403965
GOTERM_BP_ALL	GO:0044764~multi-organism cellular process	7	16.666666666666664	0.00290822659648251	GYPA, RSAD2, ITGB3, OAS3, IFIT1B, IFI44, IFI44L	37	772	19157	4.694685618260748	0.9760279330936209	0.11280394071204887	0.10971945795820379
GOTERM_BP_ALL	GO:0031347~regulation of defense response	7	16.666666666666664	0.0030805091923687337	RSAD2, ARG1, OAS3, ALOX15, CLEC12B, IFIT1B, C4BPA	37	781	19157	4.640585527909471	0.9807880507167673	0.1159721107715288	0.11280099836761981
GOTERM_CC_ALL	GO:0005766~primary lysosome	4	9.523809523809524	0.0030859533959839004	VNN1, ARG1, CEACAM8, RNASE3	39	155	20163	13.341935483870968	0.5072611552987685	0.02617345658075234	0.023087503184768442
GOTERM_CC_ALL	GO:0042582~azurophil granule	4	9.523809523809524	0.0030859533959839004	VNN1, ARG1, CEACAM8, RNASE3	39	155	20163	13.341935483870968	0.5072611552987685	0.02617345658075234	0.023087503184768442
GOTERM_BP_ALL	GO:0002683~negative regulation of immune system process	6	14.285714285714285	0.0032495590671851125	ARG1, OAS3, TMEM176A, ALOX15, CLEC12B, C4BPA	37	542	19157	5.731624613543433	0.9845394444016664	0.1188410173141984	0.11559145824701328
GOTERM_BP_ALL	GO:0050896~response to stimulus	27	64.28571428571429	0.0037779215895525865	MS4A3, CRISP3, ITGB3, ITGA2B, ALOX15, CLEC12B, HP, C4BPA, LILRA3, IFI44L, JCHAIN, IGKC, RSAD2, ARG1, IFI44, RNASE3, OLFM4, MMP8, CLEC4C, VNN1, OAS3, IFIT1B, LCN2, UTS2, CEACAM8, MYL9, HLA-DQB1	37	9359	19157	1.4936886881539089	0.9921613002367318	0.13432610096186975	0.13065312163869364
GOTERM_BP_ALL	GO:0002822~regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4	9.523809523809524	0.004287642529698653	RSAD2, ARG1, C4BPA, HLA-DQB1	37	175	19157	11.834440154440154	0.9959306773601755	0.14674205553636793	0.14272957745529538
GOTERM_BP_ALL	GO:0002706~regulation of lymphocyte mediated immunity	4	9.523809523809524	0.004356404773735923	RSAD2, ARG1, CLEC12B, C4BPA	37	176	19157	11.767199017199017	0.9962752126318146	0.14674205553636793	0.14272957745529538
GOTERM_BP_ALL	GO:0002707~negative regulation of lymphocyte mediated immunity	3	7.142857142857142	0.0047894882437003	ARG1, CLEC12B, C4BPA	37	55	19157	28.241277641277645	0.9978666762695552	0.1546012370879514	0.15037385951132773
GOTERM_BP_ALL	GO:0071345~cellular response to cytokine stimulus	7	16.666666666666664	0.004831288658998481	ARG1, OAS3, ALOX15, IFIT1B, LCN2, LILRA3, HLA-DQB1	37	856	19157	4.2339921697398335	0.9979784267505701	0.1546012370879514	0.15037385951132773
GOTERM_BP_ALL	GO:0006959~humoral immune response	5	11.904761904761903	0.005142397358908775	IGKC, C4BPA, RNASE3, JCHAIN, HLA-DQB1	37	374	19157	6.9218817748229515	0.9986456137110395	0.16054313705861542	0.1561532856546689
GOTERM_BP_ALL	GO:0002820~negative regulation of adaptive immune response	3	7.142857142857142	0.0056751909827969915	ARG1, ALOX15, C4BPA	37	60	19157	25.88783783783784	0.9993180997168909	0.16947883441471773	0.16484464753619027
GOTERM_BP_ALL	GO:0009615~response to virus	5	11.904761904761903	0.005693429593619423	RSAD2, OAS3, IFIT1B, IFI44, IFI44L	37	385	19157	6.7241137241137245	0.9993339357024716	0.16947883441471773	0.16484464753619027
GOTERM_BP_ALL	GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	5	11.904761904761903	0.005850317771330023	RSAD2, IGKC, ARG1, C4BPA, HLA-DQB1	37	388	19157	6.672123154081917	0.9994558386929018	0.1701910624386916	0.1655374005751336
GOTERM_CC_ALL	GO:0101003~ficolin-1-rich granule membrane	3	7.142857142857142	0.005901018581234326	CLEC4C, SIGLEC14, LILRA3	39	61	20163	25.426229508196723	0.742139395204378	0.04826190196795217	0.04257163405033335
GOTERM_BP_ALL	GO:0002704~negative regulation of leukocyte mediated immunity	3	7.142857142857142	0.006829200876448246	ARG1, CLEC12B, C4BPA	37	66	19157	23.534398034398034	0.9998459471221537	0.19002993743160337	0.18483380632995797
GOTERM_BP_ALL	GO:0070527~platelet aggregation	3	7.142857142857142	0.006829200876448246	ITGB3, ITGA2B, MYL9	37	66	19157	23.534398034398034	0.9998459471221537	0.19002993743160337	0.18483380632995797
GOTERM_BP_ALL	GO:0080134~regulation of response to stress	9	21.428571428571427	0.007708064228278219	VNN1, RSAD2, ARG1, OAS3, ALOX15, CLEC12B, IFIT1B, C4BPA, MMP8	37	1574	19157	2.960489714619321	0.9999504377843822	0.20992174919566214	0.20418170136609326
GOTERM_BP_ALL	GO:0002697~regulation of immune effector process	5	11.904761904761903	0.008159943572982255	RSAD2, ARG1, CLEC12B, IFIT1B, C4BPA	37	427	19157	6.062725488954998	0.99997234678699	0.2175984952795268	0.21164853642422723
GOTERM_BP_ALL	GO:0045824~negative regulation of innate immune response	3	7.142857142857142	0.008518914481083264	ARG1, OAS3, CLEC12B	37	74	19157	20.990138787436084	0.9999826076036533	0.22043515872382918	0.21440763485247447
GOTERM_BP_ALL	GO:0034097~response to cytokine	7	16.666666666666664	0.008610748387649577	ARG1, OAS3, ALOX15, IFIT1B, LCN2, LILRA3, HLA-DQB1	37	966	19157	3.751860556208382	0.9999845535744529	0.22043515872382918	0.21440763485247447
GOTERM_MF_ALL	GO:0070051~fibrinogen binding	2	4.761904761904762	0.009292135427929433	ITGB3, ITGA2B	36	5	18765	208.5	0.8221974612932322	1.0	1.0
GOTERM_BP_ALL	GO:0002703~regulation of leukocyte mediated immunity	4	9.523809523809524	0.009546352373634397	RSAD2, ARG1, CLEC12B, C4BPA	37	234	19157	8.850542850542851	0.9999953915645545	0.23959472624023584	0.23304330794460437
GOTERM_CC_ALL	GO:0098552~side of membrane	6	14.285714285714285	0.009838333180380273	CLEC4C, IGKC, ALOX15, CLEC12B, ITGA2B, HLA-DQB1	39	703	20163	4.412517780938834	0.8960800414200193	0.07768890683817525	0.06852907939437293
GOTERM_CC_ALL	GO:0009897~external side of plasma membrane	5	11.904761904761903	0.012438638059592071	CLEC4C, IGKC, CLEC12B, ITGA2B, HLA-DQB1	39	481	20163	5.374220374220374	0.9430915709667674	0.09494827052155282	0.08375349626791995
GOTERM_CC_ALL	GO:0009986~cell surface	7	16.666666666666664	0.01305825930325926	CLEC4C, IGKC, ITGB3, CLEC12B, ITGA2B, CEACAM8, HLA-DQB1	39	1051	20163	3.4433872502378686	0.9507101626621599	0.09646262517568938	0.08508930255672163
GOTERM_BP_ALL	GO:0009635~response to herbicide	2	4.761904761904762	0.013082569754838654	ARG1, LCN2	37	7	19157	147.93050193050195	0.9999999528230941	0.3220324862729515	0.3132269104764255
GOTERM_BP_ALL	GO:0034109~homotypic cell-cell adhesion	3	7.142857142857142	0.013739826681578655	ITGB3, ITGA2B, MYL9	37	95	19157	16.350213371266005	0.9999999799041497	0.33182977646076756	0.3227563060106684
GOTERM_BP_ALL	GO:0002764~immune response-regulating signaling pathway	5	11.904761904761903	0.014236432619934363	RSAD2, IGKC, OAS3, CLEC12B, HLA-DQB1	37	503	19157	5.146687442910107	0.9999999894583266	0.33745618062066635	0.32822886318182004
GOTERM_BP_ALL	GO:0051607~defense response to virus	4	9.523809523809524	0.015602227044089966	RSAD2, OAS3, IFIT1B, IFI44L	37	281	19157	7.37020294315668	0.999999998215291	0.3631063748442756	0.3531776849071274
GOTERM_MF_ALL	GO:0030246~carbohydrate binding	4	9.523809523809524	0.016150667849982456	CLEC4C, SIGLEC14, CLEC12A, CLEC12B	36	287	18765	7.264808362369338	0.9508198212038463	1.0	1.0
GOTERM_CC_ALL	GO:0071944~cell periphery	19	45.23809523809524	0.018978991489986725	GYPA, MS4A3, SIGLEC14, CLEC12A, ITGB3, ALOX15, CLEC12B, ITGA2B, C4BPA, OLFM4, LILRA3, RHD, CLEC4C, VNN1, IGKC, OAS3, CEACAM8, MYL9, HLA-DQB1	39	6083	20163	1.6148282097649185	0.9875739670014924	0.1358184078502175	0.1198048837805412
GOTERM_CC_ALL	GO:0070062~extracellular exosome	10	23.809523809523807	0.01964962102300001	TUBB2A, IGKC, ITGB3, ITGA2B, HP, LCN2, CEACAM8, OLFM4, KRT73, JCHAIN	39	2217	20163	2.3319801533603965	0.9893751569633781	0.13635646103839402	0.12027949838321218
GOTERM_BP_ALL	GO:0002253~activation of immune response	5	11.904761904761903	0.019719155449985433	RSAD2, IGKC, OAS3, C4BPA, HLA-DQB1	37	555	19157	4.664475286096908	0.9999999999916821	0.4507235531425242	0.4383990809862833
GOTERM_BP_ALL	GO:0043903~regulation of symbiosis, encompassing mutualism through parasitism	4	9.523809523809524	0.020208959848428666	RSAD2, ARG1, OAS3, IFIT1B	37	310	19157	6.680732345248474	0.9999999999956151	0.453815238701556	0.44140622826831033
GOTERM_BP_ALL	GO:0002440~production of molecular mediator of immune response	4	9.523809523809524	0.020897322919770818	RSAD2, IGKC, ARG1, HLA-DQB1	37	314	19157	6.595627474608367	0.9999999999982178	0.46118229891908014	0.4485718454330115
